50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.097675,,,,,,,,,,,,205f9ec8-b5f2-4518-a799-c02055cd9791,17,,"[38.2, 22.2]",3879539,0,,,,,2.6714091,,Right Foot,,,"[26.0, 28.4]",Ground Pass,,13.685028,,,Incomplete,,Simone Romagnoli,7172.0,,,,,,1,From Kick Off,Matteo Fedele,28442.0,Left Center Midfield,2,Napoli,227,"['82c96879-e15f-40fa-862c-f3cb0acb805c', '9bd74150-c9ea-49e3-9215-12d4619992aa']",7,,,,,,,,,,,,,,,,Carpi,1683,00:00:07.651,Pass,
,,,,,,,,,,,,,,,0.782294,,,,,,,,,,,,d2575ee6-c5f2-4798-a811-b86ec8f2fa47,26,,"[28.7, 23.6]",3879539,0,,,,,-2.662871,,Right Foot,,,"[20.8, 19.5]",Ground Pass,,8.900561,,,,,Gabriel Moisés Antunes da Silva,3416.0,,,,,,1,Regular Play,Isaac Cofie,7460.0,Center Defensive Midfield,3,Carpi,1683,"['4eaefe3e-09a7-42fb-a6c3-e25b78cc78fb', 'dce8be1c-b533-4614-9587-a78b30fdeb64']",11,,,,,,,,,,,,,,,,Carpi,1683,00:00:11.086,Pass,True
,,,,,,,,,,,,,,,2.493534,,,,,,,,,,,,d8c184f3-8946-4ff3-ae84-3f0ab44b13a9,30,,"[22.5, 16.5]",3879539,0,,,,,0.26747206,,Left Foot,,,"[64.1, 27.9]",High Pass,,43.133747,,,,,Jerry Uche Mbakogu,32608.0,,,,,,1,Regular Play,Gabriel Moisés Antunes da Silva,3416.0,Left Wing Back,3,Carpi,1683,['b797c70e-2c74-472a-b4bd-8a5e5400b04a'],12,,,,,,,,,,,,,,,,Carpi,1683,00:00:12.967,Pass,
,,,,,,,,,,,,,,,2.32773,,,,,,,,,,,,7a0554b7-ea0a-4fb4-ba3c-435c09e5a227,35,,"[39.3, 54.4]",3879539,0,,,,,-1.8519402,,Head,,,"[32.6, 31.2]",Low Pass,,24.148085,,,,,Faouzi Ghoulam,8876.0,,,,,Recovery,1,Regular Play,Raúl Albiol i Tortajada,7030.0,Right Center Back,3,Carpi,1683,"['5872c583-f005-4491-8fbc-2ece6cb025ce', 'ad1ba499-dbf2-4854-841e-02b746d8fe5e']",17,,,,,,,,,,,,,,,,Napoli,227,00:00:17.658,Pass,True
,,,,,,,,,,,,,,,2.317222,,,,,,,,,,,,4e5a4a32-92c1-4158-a907-82a11f7ea749,39,,"[32.1, 23.5]",3879539,0,,,,,0.44770363,,Left Foot,,,"[49.8, 32.0]",High Pass,,19.635172,,,Incomplete,,Dries Mertens,5630.0,,,,,,1,Regular Play,Faouzi Ghoulam,8876.0,Left Back,3,Carpi,1683,"['0a11aeb0-3f16-481a-9490-55d183fb464f', 'bde8dad0-2c58-4294-8267-3f8f594f2e12']",20,,,,,,,,,,,,,,,,Napoli,227,00:00:20.202,Pass,
,,,,,,,,,,,,,,,1.232423,,,,,,,,,,,,9fd03e3a-b68d-4f09-8ac5-731d9e50149a,43,,"[70.8, 47.3]",3879539,0,,,,,1.3222377,,Right Foot,,,"[75.8, 67.0]",Ground Pass,,20.324615,,,,,Jerry Uche Mbakogu,32608.0,,,,,,1,Regular Play,Lorenzo Lollo,30829.0,Right Center Midfield,3,Carpi,1683,['84cb67ee-0ecd-4a6a-858b-40a56d62928d'],23,,,,,,,,,,,,,,,,Carpi,1683,00:00:23.796,Pass,
,,,,,,,,,,,,,,,2.068131,,,,,,,,,,,,b9dcf8a6-2c40-4dd3-b95d-d9893c15d2c8,46,,"[79.5, 66.6]",3879539,0,,,,,0.25811112,,Right Foot,,,"[104.5, 73.2]",Ground Pass,,25.856527,,,,,Gaetano Letizia,7114.0,,,,,,1,Regular Play,Jerry Uche Mbakogu,32608.0,Center Forward,3,Carpi,1683,['1beeec24-cbc7-4976-b032-6bf540d92e1e'],27,,,,,,,,,,,,,,,,Carpi,1683,00:00:27.021,Pass,
,,,,,,,,,,,,,,,1.338762,,,,,,,,,,,,bcbf0083-bd44-426c-82d9-eb1a12b9cdec,49,,"[105.5, 72.8]",3879539,0,,,,,-1.4601392,,Right Foot,,,"[108.0, 50.3]",Ground Pass,,22.638462,,,Incomplete,,Ryder Matos Santos,7696.0,,,,,,1,Regular Play,Gaetano Letizia,7114.0,Right Wing Back,3,Carpi,1683,"['272a470b-3375-45e0-b531-300cb66eda85', 'c3d22951-5eb7-41eb-9892-76f52616c494']",29,,,,,,,,,,,,,,,,Carpi,1683,00:00:29.430,Pass,
,,,,,,,,,,,,,,,0.718241,,,,,,,,,,,,263c0b16-4b85-4697-893c-854f8695eed5,52,,"[11.6, 28.0]",3879539,0,,,,,-1.6679623,,Left Foot,,,"[8.9, 0.3]",High Pass,,27.831278,,,Out,,,,,,,,Recovery,1,Regular Play,Faouzi Ghoulam,8876.0,Left Back,3,Carpi,1683,,36,,,,,,,,,,,,,,,,Napoli,227,00:00:36.016,Pass,
,,,,,,,,,,,,,,,1.531233,,,,,,,,,,,,0e6109fd-0c93-4cf5-a0fe-da5e14886241,53,,"[103.0, 80.0]",3879539,0,,,,,-2.7847688,,,,,"[86.1, 73.7]",Low Pass,,18.036076,,,,,Lorenzo Lollo,30829.0,,,,,Throw-in,1,From Throw In,Gaetano Letizia,7114.0,Right Wing Back,4,Carpi,1683,['323088fb-bf85-461a-9f00-e7440d807d42'],44,,,,,,,,,,,,,,,,Carpi,1683,00:00:44.590,Pass,
,,,,,,,,,,,,,,,7.346642,,,,,,,,,,,,4f3bc862-f914-436c-932e-3bc14c8ba54a,57,,"[82.1, 72.3]",3879539,0,,,,,-1.2263693,,Left Foot,,,"[108.0, 0.1]",High Pass,,76.704956,,,Out,,,,,True,,,,1,From Throw In,Lorenzo Lollo,30829.0,Right Center Midfield,4,Carpi,1683,['bd388b60-4d90-421a-9e5d-88e6f6dc969d'],47,,,,,,,,,,,,,,,,Carpi,1683,00:00:47.057,Pass,True
,,,,,,,,,,,,,,,0.970528,,,,,,,,,,,,e499b2b4-36ba-482a-b8de-6028b40b7a4d,58,,"[16.8, 80.0]",3879539,1,,,,,-1.360968,,,,,"[19.1, 69.2]",Low Pass,,11.0421915,,,,,Mirko Valdifiori,8194.0,,,,,Throw-in,1,From Throw In,Elseid Hysaj,7031.0,Right Back,5,Napoli,227,['db3fc497-cdc7-41c1-82e8-6fdc3a75d935'],6,,,,,,,,,,,,,,,,Napoli,227,00:01:06.116,Pass,
,,,,,,,,,,,,,,,3.047902,,,,,,,,,,,,d08e9e64-8e4f-44f3-a66d-7f3ee7872686,62,,"[22.9, 66.1]",3879539,1,,,,,-1.6899476,,Right Foot,,,"[17.8, 23.5]",High Pass,,42.904194,,,,,Faouzi Ghoulam,8876.0,,True,,,,1,From Throw In,Mirko Valdifiori,8194.0,Center Defensive Midfield,5,Napoli,227,"['0fb8bd64-8af8-484d-a03f-95b3a2a95387', 'cd959b4e-c9b0-43f8-b995-91a92e570897']",8,,,,,,,,,,,,,,,,Napoli,227,00:01:08.481,Pass,True
,,,,,,,,,,,,,,,1.734608,,,,,,,,,,,,49a65994-5060-40f2-9cca-3314d8c81032,65,,"[51.5, 6.4]",3879539,1,,,,,-0.3502126,,Left Foot,,,"[68.2, 0.3]",Ground Pass,,17.779202,,,Out,,Marek Hamšík,7025.0,,,,,,1,From Throw In,Faouzi Ghoulam,8876.0,Left Back,5,Napoli,227,['8f12cfc4-9623-4e99-82ff-b88fc05f4173'],17,,,,,,,,,,,,,,,,Napoli,227,00:01:17.302,Pass,
,,,,,,,,,,,,,,,2.454795,,,,,,,,,,,,d24bd7c3-dcbd-4561-acdc-9ebfbc5fe6be,67,,"[53.2, 80.0]",3879539,1,,,,,-2.8392715,,,,,"[33.0, 73.7]",Low Pass,,21.159632,,,,,Cristian Zaccardo,387300.0,,,,,Throw-in,1,From Throw In,Gaetano Letizia,7114.0,Right Wing Back,6,Carpi,1683,['659c6c1f-82f5-436b-a4e8-f4081727d1b9'],28,,,,,,,,,,,,,,,,Carpi,1683,00:01:28.243,Pass,
,,,,,,,,,,,,,,,0.931783,,,,,,,,,,,,e88bcdf8-bf01-4feb-8c46-f5b0794d3ef6,70,,"[33.0, 70.5]",3879539,1,,,,,-0.6995879,,Right Foot,,,"[43.1, 62.0]",Ground Pass,,13.200758,,,,,Isaac Cofie,7460.0,,,,,,1,From Throw In,Cristian Zaccardo,387300.0,Right Center Back,6,Carpi,1683,['7ff0d905-cae2-4aa0-b719-12be503356c8'],31,,,,,,,,,,,,,,,,Carpi,1683,00:01:31.946,Pass,
,,,,,,,,,,,,,,,2.41571,,,,,,,,,,,,0c57a630-2af7-4ee6-9fb3-19f20f1ab292,74,,"[44.1, 62.1]",3879539,1,,,,,0.015059102,,Right Foot,,,"[77.3, 62.6]",High Pass,,33.203766,,,,,Jerry Uche Mbakogu,32608.0,,,,,,1,From Throw In,Isaac Cofie,7460.0,Center Defensive Midfield,6,Carpi,1683,"['5a41a993-1f2a-418c-a057-87e0eb0e0964', '632fc931-07b0-4e61-b0dd-9543b88f040d']",32,,,,,,,,,,,,,,,,Carpi,1683,00:01:32.967,Pass,True
,,,,,,,,,,,,,,,1.602223,,,,,,,,,,,,00c72a47-612a-4895-8843-f15bdfda4e92,77,,"[77.3, 62.6]",3879539,1,,,,,0.7948319,,Right Foot,,,"[87.8, 73.3]",High Pass,,14.991331,,,,,Ryder Matos Santos,7696.0,,,,,,1,From Throw In,Jerry Uche Mbakogu,32608.0,Center Forward,6,Carpi,1683,['48b4b2fe-790c-4974-b714-2c2c12f84b31'],35,,,,,,,,,,,,,,,,Carpi,1683,00:01:35.636,Pass,
,,,,,,,,,,,,,,,1.529648,,,,,,,,,,,,849fc68a-0386-47fd-bdb6-83eb6fdcb0b2,81,,"[112.5, 73.7]",3879539,1,,,,,-3.0916343,,Right Foot,,,"[94.5, 72.8]",Ground Pass,,18.022486,,,,,Gaetano Letizia,7114.0,,,,,,1,From Throw In,Ryder Matos Santos,7696.0,Center Attacking Midfield,6,Carpi,1683,['2f685dfa-9ed2-4c7b-a6db-7a04a51754c7'],42,,,,,,,,,,,,,,,,Carpi,1683,00:01:42.104,Pass,
,,,,,,,,,,,,,,,0.72489,,,,,,,,,,,,43f6cd3a-9412-480d-9b4c-6c6180bb9afe,84,,"[94.5, 72.8]",3879539,1,,,,,-1.0805206,,Right Foot,,,"[103.2, 56.5]",High Pass,,18.47647,,,Incomplete,,,,,,,,,1,From Throw In,Gaetano Letizia,7114.0,Right Wing Back,6,Carpi,1683,['d90adb4c-aa54-46e5-b1d7-e7de3ae0cb44'],43,,,,,,,,,,,,,,,,Carpi,1683,00:01:43.707,Pass,
,,,,,,,,,,,,,,,1.561774,,,,,,,,,,,,ea72e876-435f-4e98-967a-98cd710c7712,88,,"[39.3, 74.4]",3879539,1,,,,,-1.3473197,,Right Foot,,,"[42.3, 61.2]",Ground Pass,,13.536617,,,,,Allan Marques Loureiro,7035.0,,,,,,1,Regular Play,Elseid Hysaj,7031.0,Right Back,7,Napoli,227,['126e5a7d-9347-4b78-8aa3-34312d3d0739'],50,,,,,,,,,,,,,,,,Napoli,227,00:01:50.826,Pass,
,,,,,,,,,,,,,,,0.858533,,,,,,,,,,,,780ff2c3-d517-4b79-b24c-746d35c81111,91,,"[42.3, 61.2]",3879539,1,,,,,3.048529,,Right Foot,,,"[34.8, 61.9]",Ground Pass,,7.5325956,,,,,Elseid Hysaj,7031.0,,,,,,1,Regular Play,Allan Marques Loureiro,7035.0,Right Center Midfield,7,Napoli,227,['cd1bff72-7666-49f4-bd1d-1a13a538a684'],52,,,,,,,,,,,,,,,,Napoli,227,00:01:52.438,Pass,
,,,,,,,,,,,,,,,0.725814,,,,,,,,,,,,82029335-d508-4bf8-a987-955fdb1aeead,94,,"[34.0, 67.1]",3879539,1,,,,,-0.67474097,,Right Foot,,,"[40.5, 61.9]",Ground Pass,,8.324061,,,,,Mirko Valdifiori,8194.0,,,,,,1,Regular Play,Elseid Hysaj,7031.0,Right Back,7,Napoli,227,['6dc06070-dd74-40e4-ba46-f86923331f4e'],53,,,,,,,,,,,,,,,,Napoli,227,00:01:53.806,Pass,
,,,,,,,,,,,,,,,0.85082,,,,,,,,,,,,8883aba5-a737-468c-885a-5dc4df74700d,96,,"[41.0, 63.1]",3879539,1,,,,,2.429235,,Right Foot,,,"[36.6, 66.9]",Ground Pass,,5.813777,,,,,Elseid Hysaj,7031.0,,,,,,1,Regular Play,Mirko Valdifiori,8194.0,Center Defensive Midfield,7,Napoli,227,['830e52f3-4ace-4cb7-9560-b9155c6ab170'],54,,,,,,,,,,,,,,,,Napoli,227,00:01:54.532,Pass,
,,,,,,,,,,,,,,,0.596994,,,,,,,,,,,,bc64a8ae-0a3c-4ad5-89ac-d9058557540f,99,,"[45.7, 57.2]",3879539,1,,,,,-1.0303768,,Right Foot,,,"[49.0, 51.7]",Ground Pass,,6.4140472,,,,,Mirko Valdifiori,8194.0,,,,,,1,Regular Play,Elseid Hysaj,7031.0,Right Back,7,Napoli,227,['08b84c97-c88a-4378-a9ea-7bf4ae48a7d3'],57,,,,,,,,,,,,,,,,Napoli,227,00:01:57.346,Pass,
,,,,,,,,,,,,,,,1.085133,,,,,,,,,,,,a579f3f4-354e-4a88-b51a-48f272bf3e6c,102,,"[49.0, 51.7]",3879539,1,,,,,0.20902294,,Right Foot,,,"[65.5, 55.2]",Ground Pass,,16.867128,,,,,Allan Marques Loureiro,7035.0,,,,,,1,Regular Play,Mirko Valdifiori,8194.0,Center Defensive Midfield,7,Napoli,227,['85da001a-dd46-41d4-a6fd-221aa80b6fd2'],58,,,,,,,,,,,,,,,,Napoli,227,00:01:58.896,Pass,
,,,,,,,,,,,,,,,0.847941,,,,,,,,,,,,fc454389-7fb0-494c-94bf-18bb890490b3,108,,"[22.0, 29.7]",3879539,2,,,,,2.4023156,,Head,,,"[15.2, 35.9]",Low Pass,,9.202173,,,,,Francesco Benussi,387477.0,,,,,Recovery,1,Regular Play,Simone Romagnoli,7172.0,Center Back,8,Carpi,1683,['e5b79ad0-c0fc-4aad-b2f7-872b7236699f'],4,,,,,,,,,,,,,,,,Carpi,1683,00:02:04.180,Pass,
,,,,,,,,,,,,,,,1.515346,,,,,,,,,,,,f6008e43-2638-49a2-beb8-da67b07a4307,110,,"[15.2, 35.9]",3879539,2,,True,,,1.0831213,,Keeper Arm,,,"[30.9, 65.5]",High Pass,,33.50597,,,,,Gaetano Letizia,7114.0,,,,,,1,Regular Play,Francesco Benussi,387477.0,Goalkeeper,8,Carpi,1683,['8ca7c169-2ee5-4dfc-bc5e-ae2871a78249'],8,,,,,,,,,,,,,,,,Carpi,1683,00:02:08.010,Pass,
,,,,,,,,,,,,,,,1.411595,,,,,,,,,,,,f133791e-e87b-41af-975d-ef1edb3f5c5f,112,,"[34.0, 75.8]",3879539,2,,,,,-0.049648605,,Right Foot,,,"[50.1, 75.0]",Ground Pass,,16.119864,,,,,Lorenzo Lollo,30829.0,,,,,,1,Regular Play,Gaetano Letizia,7114.0,Right Wing Back,8,Carpi,1683,['a37a554e-ca81-450b-aa11-fba0e389a73f'],11,,,,,,,,,,,,,,,,Carpi,1683,00:02:11.866,Pass,
,,,,,,,,,,,,,,,0.985954,,,,,,,,,,,,c4d93fb1-dcc2-457f-bda6-44f1547ac763,116,,"[50.6, 76.3]",3879539,2,,,,,2.7245433,,Left Foot,,,"[42.7, 79.8]",Ground Pass,,8.640602,,,Out,,Gaetano Letizia,7114.0,,,,,,1,Regular Play,Lorenzo Lollo,30829.0,Right Center Midfield,8,Carpi,1683,"['717038a1-69af-4308-8e6c-96ed75903327', '7866c598-caaa-4797-bac9-021f787ddfd2']",13,,,,,,,,,,,,,,,,Carpi,1683,00:02:13.799,Pass,True
,,,,,,,,,,,,,,,1.898825,,,,,,,,,,,,6462e8b5-1f6e-4927-b41c-726026d6b573,118,,"[83.6, 0.1]",3879539,2,,,,,2.8023,,,,,"[63.2, 7.3]",Low Pass,,21.633308,,,,,Kalidou Koulibaly,5675.0,,,,,Throw-in,1,From Throw In,Faouzi Ghoulam,8876.0,Left Back,9,Napoli,227,['32b2e0a7-faa4-4967-a0e7-fea9964bdc00'],33,,,,,,,,,,,,,,,,Napoli,227,00:02:33.438,Pass,
,,,,,,,,,,,,,,,0.749786,,,,,,,,,,,,6f340dfa-a94e-4beb-9b80-736497422c78,121,,"[63.2, 7.3]",3879539,2,,,,,0.8593372,,Right Foot,,,"[68.2, 13.1]",Ground Pass,,7.6576757,,,,,Mirko Valdifiori,8194.0,,,,,,1,From Throw In,Kalidou Koulibaly,5675.0,Left Center Back,9,Napoli,227,['74719a05-74db-46b5-8f50-00919ad4f331'],36,,,,,,,,,,,,,,,,Napoli,227,00:02:36.305,Pass,
,,,,,,,,,,,,,,,2.072281,,,,,,,,,,,,230b6ec7-f829-4a20-99e0-05c67205f0cb,125,,"[68.7, 14.5]",3879539,2,,,,,2.2543972,,Right Foot,,,"[52.0, 35.0]",Ground Pass,,26.441256,,,,,Raúl Albiol i Tortajada,7030.0,,,,,,1,From Throw In,Mirko Valdifiori,8194.0,Center Defensive Midfield,9,Napoli,227,"['2d251c47-3cc7-48b9-8436-5e48d4201f47', 'afdceead-0b40-43ad-a223-861d8574fabd']",37,,,,,,,,,,,,,,,,Napoli,227,00:02:37.982,Pass,True
,,,,,,,,,,,,,,,1.369477,,,,,,,,,,,,6f97301c-426e-4eae-ad0b-fe1ce83b8ed7,129,,"[53.2, 34.2]",3879539,2,,,,,-1.8177513,,Right Foot,,,"[50.2, 22.3]",Ground Pass,,12.272326,,,,,Kalidou Koulibaly,5675.0,,,,,,1,From Throw In,Raúl Albiol i Tortajada,7030.0,Right Center Back,9,Napoli,227,"['002ce737-edd7-4a9c-bc6d-51bf3a43f1b0', '3aedfdeb-cc1f-4a85-ae4b-0bfb6cb1bad0']",40,,,,,,,,,,,,,,,,Napoli,227,00:02:40.302,Pass,True
