50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,5.565913,,,,,,,,,,,,,,,816282b6-dd05-4215-b1ed-800d06de722e,18,,"[54.1, 3.9]",3878558,0,,,,0.104323976,,Right Foot,,,,"[120.0, 10.8]",,High Pass,,66.26025,,Out,,Eder Citadin Martins,7000.0,,,,,,1,From Kick Off,Luis Fernando Muriel Fruto,6334.0,Right Center Forward,2,Napoli,227,"['d83e7b7d-ed71-4d0c-b45d-c58381bd9acd', 'd8f5b7fb-be52-4fa3-871c-a068d8cc551a']",10,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:10.072,Pass,True
,,,,,,,,,,,,,,,,1.748946,,,,,,,,,,,,,,,ecfd702d-45bd-4463-a84c-147a9db672fe,20,,"[7.0, 44.1]",3878558,0,,,,-0.9617933,,Right Foot,,,,"[20.6, 24.6]",,Ground Pass,,23.774145,,,,Kalidou Koulibaly,5675.0,,,,,Goal Kick,1,From Goal Kick,José Manuel Reina Páez,7028.0,Goalkeeper,3,Napoli,227,['08204abf-4358-4d0d-b300-3227d3133445'],35,,,,,,,,,,,,,,,,,,Napoli,227,00:00:35.532,Pass,
,,,,,,,,,,,,,,,,1.326982,,,,,,,,,,,,,,,43cc3a7b-3b81-4cf6-b41e-b0ffffa966df,23,,"[24.1, 23.7]",3878558,0,,,,0.8226302,,Right Foot,,,,"[40.9, 41.8]",,Ground Pass,,24.69514,,,,Allan Marques Loureiro,7035.0,,,,,,1,From Goal Kick,Kalidou Koulibaly,5675.0,Left Center Back,3,Napoli,227,['d9e5f48b-9ec3-45fd-aabc-63695ea93528'],39,,,,,,,,,,,,,,,,,,Napoli,227,00:00:39.770,Pass,
,,,,,,,,,,,,,,,,1.39711,,,,,,,,,,,,,,,a2b8b861-d15c-4cd5-8b7d-36122e2cce50,26,,"[39.4, 33.6]",3878558,0,,,,1.7182889,,Left Foot,,,,"[36.8, 51.1]",,Ground Pass,,17.69209,,,,Raúl Albiol i Tortajada,7030.0,,,,,,1,From Goal Kick,Allan Marques Loureiro,7035.0,Right Center Midfield,3,Napoli,227,['2d10aac8-4f16-44a1-b172-0b48b49bab73'],44,,,,,,,,,,,,,,,,,,Napoli,227,00:00:44.293,Pass,
,,,,,,,,,,,,,,,,1.419176,,,,,,,,,,,,,,,8259e7c9-bced-4ed8-b8c0-3df0ee7906b4,29,,"[36.8, 50.9]",3878558,0,,,,-1.3755747,,Right Foot,,,,"[40.3, 33.2]",,Ground Pass,,18.042727,,,,Kalidou Koulibaly,5675.0,,,,,,1,From Goal Kick,Raúl Albiol i Tortajada,7030.0,Right Center Back,3,Napoli,227,['2504e75e-2a5c-4a51-8d89-9cc24dd257a7'],46,,,,,,,,,,,,,,,,,,Napoli,227,00:00:46.135,Pass,
,,,,,,,,,,,,,,,,1.280996,,,,,,,,,,,,,,,31048e59-87bf-46e9-9993-8473b6f680f7,32,,"[67.9, 30.0]",3878558,0,,,,-0.94330806,,Right Foot,,,,"[81.1, 11.8]",,Ground Pass,,22.482882,,,,Marek Hamšík,7025.0,,,,,,1,From Goal Kick,Kalidou Koulibaly,5675.0,Left Center Back,3,Napoli,227,['54c86fa4-2990-42bf-81d1-98101d56a2d8'],51,,,,,,,,,,,,,,,,,,Napoli,227,00:00:51.738,Pass,
,,,,,,,,,,,,,,,,0.987044,,,,,,,,,,,,,,,5191a63f-3e82-4c23-a50d-603b127fd275,36,,"[79.8, 16.1]",3878558,0,,,,-0.6857295,,Left Foot,,,,"[90.8, 7.1]",,Ground Pass,,14.21267,,,,Elseid Hysaj,7031.0,,,,,,1,From Goal Kick,Marek Hamšík,7025.0,Left Center Midfield,3,Napoli,227,['75ad1ed3-0ed8-4354-bdfd-e579671ada94'],56,,,,,,,,,,,,,,,,,,Napoli,227,00:00:56.870,Pass,
,,,,,,,,,,,,,,,,1.03361,,,,,,,,,,,,,,,b2d800b5-c5cf-48a7-b3f5-ca66d01406c5,38,,"[90.8, 7.3]",3878558,0,,,,1.2200683,,Right Foot,,,,"[93.8, 15.5]",,Low Pass,,8.731552,,,,Lorenzo Insigne,7037.0,,,,,,1,From Goal Kick,Elseid Hysaj,7031.0,Left Back,3,Napoli,227,['7c1051f4-770e-4ded-80eb-117142726881'],57,,,,,,,,,,,,,,,,,,Napoli,227,00:00:57.857,Pass,
,,,,,,,,,,,,,,,,0.614677,,,,,,,,,,,,,,,760b7e21-cecf-4e4a-916e-82da673da4af,41,,"[91.9, 13.3]",3878558,0,,,,-2.7314653,,Right Foot,,,,"[85.0, 10.3]",,Ground Pass,,7.5239615,,,,Marek Hamšík,7025.0,,,,,,1,From Goal Kick,Lorenzo Insigne,7037.0,Center Attacking Midfield,3,Napoli,227,['058caa03-d5f2-49e8-9073-104ff8ca14ce'],59,,,,,,,,,,,,,,,,,,Napoli,227,00:00:59.841,Pass,
,,,,,,,,,,,,,,,,0.931297,,,,,,,,,,,,,,,3f34226b-fb0a-48b1-95ec-4dcd2ca40c61,43,,"[85.0, 10.3]",3878558,1,,,,1.2350498,,Left Foot,,,,"[91.7, 29.5]",,Ground Pass,,20.335438,,,,José María Callejón Bueno,7029.0,,,,,,1,From Goal Kick,Marek Hamšík,7025.0,Left Center Midfield,3,Napoli,227,['bd0e8f07-2942-4ff0-8c8a-22071800135e'],0,,,,,,,,,,,,,,,,,,Napoli,227,00:01:00.455,Pass,
,,,,,,,,,,,,,,,,1.091219,,,,,,,,,,,,,,,7dd049be-4e75-4a55-8d53-fa21495e1dac,47,,"[93.0, 24.8]",3878558,1,,,,-1.7196863,,Right Foot,,,,"[90.6, 8.8]",,Low Pass,,16.178999,,,,Lorenzo Insigne,7037.0,,,,,,1,From Goal Kick,José María Callejón Bueno,7029.0,Right Center Forward,3,Napoli,227,"['20e9d142-8db3-44ed-94a9-750c522ee0b7', 'f3a9f642-e9b6-473c-9271-4146ddb7d9a6']",2,,,,,,,,,,,,,,,,,,Napoli,227,00:01:02.272,Pass,True
,,,,,,,,,,,,,,,,2.458338,,,,,,,,,,,,,,,0f01d0d0-b65b-4a12-811a-334415c2ac24,51,,"[33.8, 80.0]",3878558,1,,,,-2.3988228,,,,,,"[11.8, 59.8]",,Low Pass,,29.867039,,,,Matías Agustín Silvestre,7019.0,,,,,Throw-in,1,From Throw In,Mattia Cassani,387417.0,Right Back,4,Sampdoria,234,['900ebd9e-d01f-45ad-9e91-222d4e59d2cc'],13,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:13.020,Pass,
,,,,,,,,,,,,,,,,3.398708,,,,,,,,,,,,,,,a4d38ec0-97e3-4a58-a3aa-2cdf524684ac,55,,"[8.8, 58.1]",3878558,1,,,,0.22381294,,Right Foot,,,,"[60.2, 69.8]",,High Pass,,52.714798,,Incomplete,,Eder Citadin Martins,7000.0,,,,,,1,From Throw In,Matías Agustín Silvestre,7019.0,Right Center Back,4,Sampdoria,234,"['6ac727c5-fb41-47cd-86f9-1f5d3d8720cb', '7caaa89e-7245-4db7-a8ad-2dc28deaa9de', 'debfa668-7796-4fa1-aef1-722371d6873b']",16,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:16.330,Pass,True
,,,,,,,,,,,,,,,,1.081901,,,,,,,,,,,,,,,7caaa89e-7245-4db7-a8ad-2dc28deaa9de,57,,"[59.9, 10.3]",3878558,1,,,,-0.11542666,,Other,,,,"[66.8, 9.5]",,Low Pass,,6.946222,,,,Marek Hamšík,7025.0,,,,,Recovery,1,Regular Play,Kalidou Koulibaly,5675.0,Left Center Back,5,Napoli,227,"['a4d38ec0-97e3-4a58-a3aa-2cdf524684ac', 'd678f44a-b960-45ed-907d-a86223433041']",19,,,,,,,,,,,,,,,,,,Napoli,227,00:01:19.728,Pass,
,,,,,,,,,,,,,,,,0.617849,,,,,,,,,,,,,,,c834b472-1445-488e-818d-4c9360e8ccab,60,,"[66.8, 8.4]",3878558,1,,,,-3.0107653,,Right Foot,,,,"[63.0, 7.9]",,Low Pass,,3.8327537,,,,Kalidou Koulibaly,5675.0,,,,,,1,Regular Play,Marek Hamšík,7025.0,Left Center Midfield,5,Napoli,227,"['2752f706-eb22-4a33-b365-77b54130a91b', '6255c725-00ca-4521-95a5-fb3e4bc6c790']",20,,,,,,,,,,,,,,,,,,Napoli,227,00:01:20.810,Pass,True
,,,,,,,,,,,,,,,,0.875041,,,,,,,,,,,,,,,7d1463ed-1e37-4ee0-8bad-0f6ce1217bbd,63,,"[62.3, 7.9]",3878558,1,,,,-0.20997351,,Right Foot,,,,"[68.4, 6.6]",,Low Pass,,6.2369866,,,,Marek Hamšík,7025.0,,,,,,1,Regular Play,Kalidou Koulibaly,5675.0,Left Center Back,5,Napoli,227,"['6b1d9bf4-a7ca-4db4-859b-f04504c1b446', 'd3ad9754-0f2d-483f-9aa1-37a00382eb8e']",21,,,,,,,,,,,,,,,,,,Napoli,227,00:01:21.428,Pass,True
,,,,,,,,,,,,,,,,0.475922,,,,,,,,,,,,,,,850a2c9b-3095-4971-83d4-b2d3455e7293,67,,"[68.4, 6.6]",3878558,1,,,,1.1990874,,Right Foot,,,,"[70.7, 12.5]",,Ground Pass,,6.332456,,,,Lorenzo Insigne,7037.0,,,,,,1,Regular Play,Marek Hamšík,7025.0,Left Center Midfield,5,Napoli,227,['3ae9119c-af18-48e8-b013-61666e17ab25'],22,,,,,,,,,,,,,,,,,,Napoli,227,00:01:22.903,Pass,
,,,,,,,,,,,,,,,,1.092283,,,,,,,,,,,,,,,ce609c99-6686-46c5-bad0-b12909587b09,79,,"[56.5, 15.1]",3878558,1,,,,-0.6156199,,Left Foot,,,,"[68.8, 6.4]",,Ground Pass,,15.065855,,,,Marek Hamšík,7025.0,,,,,Recovery,1,Regular Play,Kalidou Koulibaly,5675.0,Left Center Back,5,Napoli,227,['46eb6c42-3073-4f15-ba80-9c5ada26e005'],30,,,,,,,,,,,,,,,,,,Napoli,227,00:01:30.197,Pass,
,,,,,,,,,,,,,,,,1.371277,,,,,,,,,,,,,,,4141bdd2-66d5-4bb6-943d-ad6424f58b03,84,,"[68.6, 14.2]",3878558,1,,,,2.6011732,,Right Foot,,,,"[60.6, 19.0]",,Ground Pass,,9.329523,,,,Mirko Valdifiori,8194.0,,,,,,1,Regular Play,Marek Hamšík,7025.0,Left Center Midfield,5,Napoli,227,['486bf6c9-7eaa-4ddf-84d6-bc615cc3058a'],32,,,,,,,,,,,,,,,,,,Napoli,227,00:01:32.322,Pass,
,,,,,,,,,,,,,,,,1.154019,,,,,,,,,,,,,,,cf7e4a51-a9c2-43c1-8d60-06a079449f28,86,,"[60.6, 19.0]",3878558,1,,,,0.3438058,,Right Foot,,,,"[76.8, 24.8]",,Low Pass,,17.206976,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,,1,Regular Play,Mirko Valdifiori,8194.0,Center Defensive Midfield,5,Napoli,227,['496bb87d-78a9-4ec7-b434-8879bab553e0'],33,,,,,,,,,,,,,,,,,,Napoli,227,00:01:33.693,Pass,
,,,,,,,,,,,,,,,,3.286076,,,,,,,,,,,,,,,ebb3c0b5-006a-4aa8-b6c8-4cd67b19d882,90,,"[77.6, 24.6]",3878558,1,,,,1.7461607,,Right Foot,,,,"[70.3, 65.8]",,High Pass,,41.841724,,,,Christian Maggio,7027.0,,True,,,,1,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Left Center Forward,5,Napoli,227,['57905c68-f5f7-41f9-8dd8-7c94a07dfdc2'],34,,,,,,,,,,,,,,,,,,Napoli,227,00:01:34.874,Pass,
,,,,,,,,,,,,,,,,3.288797,,,,,,,,,,,,,,,cf7a3758-5edd-468e-8d31-87df03507c88,94,,"[58.8, 63.0]",3878558,1,,,,-2.863293,,Right Foot,,,,"[30.1, 54.8]",,Ground Pass,,29.84845,,,,José Manuel Reina Páez,7028.0,,,,,,1,Regular Play,Christian Maggio,7027.0,Right Back,5,Napoli,227,['5d2e51d8-e140-40eb-8a79-e834678d0681'],40,,,,,,,,,,,,,,,,,,Napoli,227,00:01:40.633,Pass,
,,,,,,,,,,,,,,,,3.861173,,,,,,,,,,,,,,,ac4320cc-233d-4af5-95ec-3db407b80efc,97,,"[30.3, 54.8]",3878558,1,,,,-0.20023243,,Right Foot,,,,"[84.5, 43.8]",,High Pass,,55.304974,,,,José María Callejón Bueno,7029.0,,,,,,1,Regular Play,José Manuel Reina Páez,7028.0,Goalkeeper,5,Napoli,227,"['22d611a0-db44-4d3f-b0bd-5108bacfe922', '79592cb8-bf12-4b02-9a68-746d870ed516']",43,,,,,,,,,,,,,,,,,,Napoli,227,00:01:43.921,Pass,True
,,,,,,,,,,,,,,,,3.173093,,,,,,,,,,,,,,,1cfec882-28b6-4c60-9873-d2b5986f1952,100,,"[85.2, 43.1]",3878558,1,,,True,-1.8994275,,,,,,"[76.3, 17.0]",,Low Pass,,27.575714,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,,1,Regular Play,José María Callejón Bueno,7029.0,Right Center Forward,5,Napoli,227,"['05cf0b97-84e7-4ae9-b2d9-45b58dca5530', '581c616e-1890-443a-991a-235c6bb0f3d4']",47,,,,,,,,,,,,,,,,,,Napoli,227,00:01:47.783,Pass,True
,,,,,,,,,,,,,,,,0.961699,,,,,,,,,,,,,,,b42168e8-6fb2-4d8b-aa7b-b72b58be0bcc,103,,"[77.6, 23.5]",3878558,1,,,,1.6651102,,Right Foot,,,,"[75.5, 45.7]",,Ground Pass,,22.299103,,,,Allan Marques Loureiro,7035.0,,,,,,1,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Left Center Forward,5,Napoli,227,['db8373b6-5543-4b6c-8e23-e96a8d913097'],54,,,,,,,,,,,,,,,,,,Napoli,227,00:01:54.538,Pass,
,,,,,,,,,,,,,,,,0.932403,,,,,,,,,,,,,,,54f0a650-4923-41fc-9d74-bf090672d9a5,105,,"[75.5, 45.3]",3878558,1,,,,0.02739041,,Right Foot,,,,"[82.8, 45.5]",,Ground Pass,,7.302739,,Incomplete,,Marek Hamšík,7025.0,,,,,,1,Regular Play,Allan Marques Loureiro,7035.0,Right Center Midfield,5,Napoli,227,"['62e10e22-b840-4b24-98c5-93591abc0910', '6980ead6-e47b-4526-b2f0-03240f8c34a0']",55,,,,,,,,,,,,,,,,,,Napoli,227,00:01:55.500,Pass,
,,,,,,,,,,,,,,,,1.368675,,,,,,,,,,,,,,,6980ead6-e47b-4526-b2f0-03240f8c34a0,107,,"[37.3, 34.6]",3878558,1,,,,1.0401565,,Left Foot,,,,"[44.4, 46.7]",,Ground Pass,,14.029255,,,,Eder Citadin Martins,7000.0,,,,,Recovery,1,Regular Play,Roberto Soriano,6759.0,Left Center Midfield,6,Sampdoria,234,"['4b919b20-f9d2-4c15-8b77-5b53b17ccddf', '54f0a650-4923-41fc-9d74-bf090672d9a5']",56,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:56.432,Pass,
,,,,,,,,,,,,,,,,0.863487,,,,,,,,,,,,,,,393de985-29bf-40fb-8e6e-7491752a87aa,110,,"[45.1, 46.9]",3878558,1,,,,-1.669918,,Right Foot,,,,"[43.3, 28.8]",,Ground Pass,,18.189283,,,,Roberto Soriano,6759.0,,,,,,1,Regular Play,Eder Citadin Martins,7000.0,Left Center Forward,6,Sampdoria,234,['2024b86c-853a-4883-bd56-8a1bcfaab158'],57,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:57.830,Pass,
,,,,,,,,,,,,,,,,1.480156,,,,,,,,,,,,,,,6bda7da1-d72f-439a-ad68-7160b2fdaaaa,114,,"[44.4, 25.9]",3878558,2,,,,-0.16910122,,Right Foot,,,,"[56.7, 23.8]",,Ground Pass,,12.477981,,,,Luis Fernando Muriel Fruto,6334.0,,,,,,1,Regular Play,Roberto Soriano,6759.0,Left Center Midfield,6,Sampdoria,234,"['53fdd148-b22b-4b1b-9856-523ed8b9bd27', 'df51c314-c9ba-4408-ace4-87a17151d24f']",0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:00.152,Pass,True
,,,,,,,,,,,,,,,,1.425991,,,,,,,,,,,,,,,d95ae581-0354-451e-950e-9c5fee8bcbd2,117,,"[56.7, 23.8]",3878558,2,,,,-2.612003,,Right Foot,,,,"[48.5, 19.0]",,Ground Pass,,9.501579,,,,Roberto Soriano,6759.0,,,,,,1,Regular Play,Luis Fernando Muriel Fruto,6334.0,Right Center Forward,6,Sampdoria,234,['58b8565a-b134-44ac-a1eb-c0bcbf759a16'],1,,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:01.660,Pass,
,,,,,,,,,,,,,,,,0.726941,,,,,,,,,,,,,,,f4e3f127-2fe1-4670-9c0a-015a3df02680,121,,"[48.9, 20.1]",3878558,2,,,,-0.9490588,,Right Foot,,,,"[58.0, 7.4]",,Ground Pass,,15.6237,,,,Vasco Regini,7012.0,,,,,,1,Regular Play,Roberto Soriano,6759.0,Left Center Midfield,6,Sampdoria,234,['4b682c31-6a24-4fbb-bccc-0f9d3940e92b'],3,,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:03.118,Pass,
,,,,,,,,,,,,,,,,3.813938,,,,,,,,,,,,,,,e959d009-d45d-4c2c-8f0a-0e062915bdfa,124,,"[69.9, 6.3]",3878558,2,,,,0.4202958,,Left Foot,,,,"[105.7, 22.3]",,High Pass,,39.212753,,,,Eder Citadin Martins,7000.0,,,,,,1,Regular Play,Vasco Regini,7012.0,Left Back,6,Sampdoria,234,['d11dbd06-9651-4a23-941f-e5f40d6cd3c9'],6,,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:06.568,Pass,
