50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8f334a2f-843f-430e-be45-575bc82ba309,1,,,3879745,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 70}, {'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 77}, {'player': {'id': 8102, 'name': 'Edoardo Goldaniga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2bca0d11-7d5d-471e-87f2-f6d5b81100e5,2,,,3879745,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16202, 'name': 'Nikola Maksimović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3660, 'name': 'Davide Zappacosta'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 33}, {'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,db139a05-31c4-45bd-8ce7-fff921c3bda4,3,,,3879745,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['57afa2f0-a179-45ca-97ee-de8bde5c9359'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,57afa2f0-a179-45ca-97ee-de8bde5c9359,4,,,3879745,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['db139a05-31c4-45bd-8ce7-fff921c3bda4'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,26e2da0c-fde6-4a1c-8732-d36f5f44bb7e,1573,,,3879745,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Palermo,2256,['0a41f57a-14fb-4b02-8069-115058e98e98'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0a41f57a-14fb-4b02-8069-115058e98e98,1574,,,3879745,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Palermo,2256,['26e2da0c-fde6-4a1c-8732-d36f5f44bb7e'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.557027,,,,,,,,,,,,,,,eac1c979-5f75-425b-8a6b-7eb0a8377eab,5,,"[60.0, 40.0]",3879745,0,,,,,1.4513674,,Right Foot,,,"[60.3, 42.5]",,Ground Pass,,2.5179358,,,,Andrea Belotti,7471.0,,,,,,Kick Off,1,From Kick Off,Ciro Immobile,7788.0,Left Center Forward,2,Torino,241,['f4c6d9a0-4114-4b3c-bc50-4b69aad77d47'],0,,,,,,,,,,,,,,,,,Torino,241,00:00:00.398,Pass,
,,,,,,,,,,,,,,,,,,1.16625,,,,,,,,,,,,,,,d60a677c-391d-45e8-b8b0-d586d140a98e,8,,"[60.3, 43.4]",3879745,0,,,,,-2.710192,,Right Foot,,,"[47.7, 37.6]",,Ground Pass,,13.870832,,,,Giuseppe Vives,40430.0,,,,,,,1,From Kick Off,Andrea Belotti,7471.0,Right Center Forward,2,Torino,241,['e4116af6-9cb5-490f-97db-519c95248c42'],1,,,,,,,,,,,,,,,,,Torino,241,00:00:01.038,Pass,
,,,,,,,,,,,,,,,,,,2.435848,,,,,,,,,,,,,,,26264e19-0a78-455b-ada2-2adbfdc27b3a,12,,"[49.5, 33.9]",3879745,0,,,,,-0.75917464,,Right Foot,,,"[80.8, 4.2]",,High Pass,,43.14835,,,,Bruno da Silva Peres,6965.0,,,,,,,1,From Kick Off,Giuseppe Vives,40430.0,Center Defensive Midfield,2,Torino,241,"['09c6c52b-f38b-4c6b-8eda-3e8b1c94c87f', '69895092-91a6-4575-bff8-cd4a14322c19']",3,,,,,,,,,,,,,,,,,Torino,241,00:00:03.069,Pass,True
,,,,,,,,,,,,,,,,,,0.090536,,,,,,,,,,,,,,,d2c5c62d-2741-4494-ab71-2249e692db72,21,,"[71.8, 1.9]",3879745,0,,,,,2.8706458,,Right Foot,,,"[70.0, 2.4]",,Ground Pass,,1.8681542,,Incomplete,,Emiliano Moretti,7476.0,,,,,,,1,From Kick Off,Bruno da Silva Peres,6965.0,Left Wing Back,2,Torino,241,"['5e477535-0ac1-4743-b4ef-2426f0feb6d3', 'c7860756-6e0c-49d1-aad6-66d74c3e046f', 'd11e9c1b-fa0e-4cdb-a8df-bfe9c9c2ca3a', 'e10b2e40-17b5-4fc7-bc85-03819be7a13b']",9,,,,,,,,,,,,,,,,,Torino,241,00:00:09.508,Pass,True
