50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.751141,,,,,,,,,,,,ca7fc5c1-5627-4a8a-9d3f-f30335242931,16,,"[23.6, 57.1]",3879844,0,,,,,0.10955953,,Right Foot,,,,"[43.6, 59.3]",,High Pass,,20.120636,Incomplete,,Piotr Zieliński,5660.0,,,,,Recovery,1,From Kick Off,Uroš Ćosić,16061.0,Right Center Back,2,Carpi,1683,"['176ef975-8fe1-4dd9-9944-1b9b9d86add7', '2c35a96a-61f4-4b5f-bd29-1f2c1b5a371f', 'fbea1f19-7909-40b6-8d1a-abc180b3dfcf']",7,,,,,,,,,,,,,,,,,Empoli,290,00:00:07.801,Pass,
,,,,,,,,,,,,,,,,,2.071739,,,,,,,,,,,,fbea1f19-7909-40b6-8d1a-abc180b3dfcf,18,,"[76.5, 20.8]",3879844,0,,,,,0.21452451,,Head,,,,"[94.4, 24.7]",,High Pass,,18.319935,Incomplete,,Jerry Uche Mbakogu,32608.0,,,,,Recovery,1,From Kick Off,Raffaele Bianco,352172.0,Left Defensive Midfield,2,Carpi,1683,"['7a7d567a-cd96-4f4f-b206-b576c37321be', 'c70c67ed-477d-4ec2-9e04-b41efb09065c', 'ca7fc5c1-5627-4a8a-9d3f-f30335242931']",10,,,,,,,,,,,,,,,,,Carpi,1683,00:00:10.552,Pass,
,,,,,,,,,,,,,,,,,1.332412,,,,,,,,,,,,7a7d567a-cd96-4f4f-b206-b576c37321be,20,,"[25.7, 55.4]",3879844,0,,,,,-0.21293835,,Head,,,,"[36.8, 53.0]",,High Pass,,11.356496,Incomplete,,Piotr Zieliński,5660.0,,,,,Recovery,1,From Kick Off,Andrea Costa,8664.0,Left Center Back,2,Carpi,1683,"['1700d6a1-dfff-49b0-bca3-5d5abbc90085', '4cb620ce-d387-43c9-8be5-7cbbb5b7b862', 'fbea1f19-7909-40b6-8d1a-abc180b3dfcf']",12,,,,,,,,,,,,,,,,,Empoli,290,00:00:12.624,Pass,
,,,,,,,,,,,,,,,,,1.455465,,,,,,,,,,,,1700d6a1-dfff-49b0-bca3-5d5abbc90085,22,,"[83.3, 27.1]",3879844,0,,,,,1.4486011,,Right Foot,,,,"[85.4, 44.2]",,Ground Pass,,17.228464,,,Lorenzo Pasciuti,387472.0,,,,,Recovery,1,From Kick Off,Raffaele Bianco,352172.0,Left Defensive Midfield,2,Carpi,1683,"['7a7d567a-cd96-4f4f-b206-b576c37321be', '9a6b9c88-64d6-4422-ae95-b17d349c1b36']",13,,,,,,,,,,,,,,,,,Carpi,1683,00:00:13.956,Pass,
,,,,,,,,,,,,,,,,,1.97486,,,,,,,,,,,,a85a8c39-0f17-4ae7-b510-bd2bc6f93ed9,28,,"[87.1, 41.1]",3879844,0,,,,,0.118297525,,Right Foot,,,,"[111.5, 44.0]",,High Pass,,24.571732,Incomplete,,Antonio Di Gaudio,11502.0,,,,,Free Kick,1,From Free Kick,Raffaele Bianco,352172.0,Left Defensive Midfield,3,Carpi,1683,"['13108716-2b3f-4c94-9ad8-c9a9195546d4', '356acc1f-71da-400d-a29f-274956167fa1']",46,,,,,,,,,,,,,,,,,Carpi,1683,00:00:46.291,Pass,
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,3878a3a1-2e97-4f71-a28a-01440aaddfe0,32,,"[14.4, 44.3]",3879844,0,,,,,1.2984561,,Keeper Arm,,,,"[17.5, 55.4]",,Ground Pass,,11.524756,,,Marco Zambelli,40250.0,,,,,,1,From Keeper,Alberto Pelagotti,40332.0,Goalkeeper,4,Empoli,290,['00c9bf4f-da07-403c-9dbe-1a34bd84187b'],53,,,,,,,,,,,,,,,,,Empoli,290,00:00:53.186,Pass,
,,,,,,,,,,,,,,,,,2.173282,,,,,,,,,,,,de840f72-10e3-4444-ac07-80c55de3821b,35,,"[18.0, 58.1]",3879844,0,,,,,0.6384506,,Right Foot,,,,"[33.9, 69.9]",,Ground Pass,,19.800253,,,Piotr Zieliński,5660.0,,,,,,1,From Keeper,Marco Zambelli,40250.0,Right Back,4,Empoli,290,['264f662c-2bc9-4370-a58f-50c8e015efd5'],55,,,,,,,,,,,,,,,,,Empoli,290,00:00:55.559,Pass,
,,,,,,,,,,,,,,,,,0.970563,,,,,,,,,,,,06799675-1cb1-40ac-870c-e4a2e1d151ac,39,,"[41.9, 73.1]",3879844,0,,,,,0.05837516,,Right Foot,,,,"[57.3, 74.0]",,Ground Pass,,15.426276,,,Levan Mchedlidze,18028.0,,,,,,1,From Keeper,Piotr Zieliński,5660.0,Right Center Midfield,4,Empoli,290,"['6a321223-2c1b-4b73-865a-38d14420d6f6', 'c8f51d51-afa8-4046-abfb-1ec8c990a4d7']",59,,,,,,,,,,,,,,,,,Empoli,290,00:00:59.100,Pass,True
,,,,,,,,,,,,,,,,,1.147479,,,,,,,,,,,,66dfc6e5-aa53-4113-8915-702f211e079a,45,,"[52.3, 80.0]",3879844,1,,,,,-0.49934673,,,,,,"[69.9, 70.4]",,High Pass,,20.047943,,,Riccardo Saponara,7150.0,,,,,Throw-in,1,From Throw In,Marco Zambelli,40250.0,Right Back,5,Empoli,290,['5a083719-6ee0-4e23-935f-ca448b53cd9b'],9,,,,,,,,,,,,,,,,,Empoli,290,00:01:09.945,Pass,
,,,,,,,,,,,,,,,,,1.203118,,,,,,,,,,,,a34fe304-e4c9-4068-adb1-c90f9677c811,48,,"[69.9, 70.4]",3879844,1,,,,,-0.32175055,,Other,,,,"[82.2, 66.3]",,Low Pass,,12.965339,Incomplete,,Levan Mchedlidze,18028.0,,,,,,1,From Throw In,Riccardo Saponara,7150.0,Center Attacking Midfield,5,Empoli,290,"['b1577c97-5da8-4d08-b93a-16767436eaa2', 'e3155051-9563-4337-87e2-cf797780f6ee']",11,,,,,,,,,,,,,,,,,Empoli,290,00:01:11.133,Pass,
,,,,,,,,,,,,,,,,,0.776254,,,,,,,,,,,,b1577c97-5da8-4d08-b93a-16767436eaa2,50,,"[37.9, 13.8]",3879844,1,,,,,0.45257795,,Right Foot,,,,"[48.8, 19.1]",,Ground Pass,,12.120231,,,Marco Crimi,31273.0,,,,,Recovery,1,Regular Play,Fabrizio Poli,32525.0,Left Center Back,6,Carpi,1683,"['375acad7-4c4f-49b2-9fd2-94790ea07fdc', 'a34fe304-e4c9-4068-adb1-c90f9677c811']",12,,,,,,,,,,,,,,,,,Carpi,1683,00:01:12.336,Pass,
,,,,,,,,,,,,,,,,,2.031949,,,,,,,,,,,,7682f7e2-9926-4ae8-b9b5-d34769b4674a,54,,"[48.3, 21.3]",3879844,1,,,,,1.5781491,,Right Foot,,,,"[48.0, 62.1]",,High Pass,,40.8011,,,Gaetano Letizia,7114.0,,True,,,,1,Regular Play,Marco Crimi,31273.0,Right Defensive Midfield,6,Carpi,1683,"['5ee855b7-c739-454b-82f3-e5a5b56fbd25', 'f3efcfc2-3835-405b-8543-a7d287ddabe7']",13,,,,,,,,,,,,,,,,,Carpi,1683,00:01:13.982,Pass,True
,,,,,,,,,,,,,,,,,0.884843,,,,,,,,,,,,23afbe46-f89d-4279-935b-a575bdfee600,57,,"[76.5, 71.2]",3879844,1,,,,,-1.5262399,,Right Foot,,,,"[77.2, 55.5]",,Ground Pass,,15.715597,,,Lorenzo Lollo,30829.0,,,,,,1,Regular Play,Gaetano Letizia,7114.0,Right Back,6,Carpi,1683,['1859f3cb-4807-4922-9b7a-7c772de1824a'],19,,,,,,,,,,,,,,,,,Carpi,1683,00:01:19.641,Pass,
,,,,,,,,,,,,,,,,,1.307644,,,,,,,,,,,,7fd23f93-d1e2-49f6-9bf8-b346be2feb46,60,,"[77.2, 55.5]",3879844,1,,,,,0.041992106,,Right Foot,,,,"[89.1, 56.0]",,Ground Pass,,11.9105,,,Lorenzo Pasciuti,387472.0,,,,,,1,Regular Play,Lorenzo Lollo,30829.0,Center Attacking Midfield,6,Carpi,1683,['d6cb5f46-5aab-424f-a2b8-f090a8872418'],20,,,,,,,,,,,,,,,,,Carpi,1683,00:01:20.606,Pass,
,,,,,,,,,,,,,,,,,2.704405,,,,,,,,,,,,2655e282-0e46-4c52-96d1-f8a59df1e1b9,63,,"[89.1, 56.0]",3879844,1,,,,,0.81070924,,Right Foot,,,,"[104.5, 72.2]",,Ground Pass,,22.351734,,,Gaetano Letizia,7114.0,,,,,,1,Regular Play,Lorenzo Pasciuti,387472.0,Right Midfield,6,Carpi,1683,['4d278e82-fbbd-4ffd-b354-3c4af161911f'],21,,,,,,,,,,,,,,,,,Carpi,1683,00:01:21.994,Pass,
,,,,,,,,,,,,,,,,,1.576494,,,,,,,,,,,,4a595cef-c56c-4835-9653-01dfb1e6a4f4,66,,"[105.7, 72.2]",3879844,1,,,,,-1.3093615,,Right Foot,True,,,"[113.7, 42.3]",,High Pass,,30.951736,Incomplete,,Jerry Uche Mbakogu,32608.0,,,,,,1,Regular Play,Gaetano Letizia,7114.0,Right Back,6,Carpi,1683,"['58fb1ad2-84bd-426d-8702-6e3c88768769', 'e1e886c9-d952-44df-9942-59e540f02893']",24,,,,,,,,,,,,,,,,,Carpi,1683,00:01:24.738,Pass,
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,9f99edf4-7ac5-44b3-a0a9-49249fbe5933,69,,"[11.5, 38.8]",3879844,1,,True,,,1.1071488,,Keeper Arm,,,,"[15.6, 47.0]",,Ground Pass,,9.167879,,,Piotr Zieliński,5660.0,,,,,,1,From Keeper,Alberto Pelagotti,40332.0,Goalkeeper,7,Empoli,290,['a968c7f2-c3e0-42fc-9aeb-f24965b2efea'],28,,,,,,,,,,,,,,,,,Empoli,290,00:01:28.121,Pass,
,,,,,,,,,,,,,,,,,1.972418,,,,,,,,,,,,a473e66f-5788-4931-b01f-b38e246a41bc,71,,"[37.6, 59.1]",3879844,1,,,,,0.7334219,,Left Foot,,,,"[46.7, 67.3]",,Ground Pass,,12.24949,,,Marco Zambelli,40250.0,,,,,,1,From Keeper,Piotr Zieliński,5660.0,Right Center Midfield,7,Empoli,290,['ae1d9469-f947-43e0-8802-25bfc2dfce7a'],33,,,,,,,,,,,,,,,,,Empoli,290,00:01:33.165,Pass,
,,,,,,,,,,,,,,,,,0.989221,,,,,,,,,,,,1183bedc-6b80-4877-96b8-c47ddcda3716,75,,"[52.8, 70.9]",3879844,1,,,,,-2.5590396,,Right Foot,,,,"[44.3, 65.3]",,Ground Pass,,10.1789,,,Piotr Zieliński,5660.0,,,,,,1,From Keeper,Marco Zambelli,40250.0,Right Back,7,Empoli,290,"['e6cab868-cd43-4ec8-b4b7-f0d3eb6ab30e', 'f3a5e567-937a-44e7-8d85-2a680e5d424e']",35,,,,,,,,,,,,,,,,,Empoli,290,00:01:35.840,Pass,True
,,,,,,,,,,,,,,,,,1.033141,,,,,,,,,,,,08217339-cb05-411b-8aec-a41d5180f246,79,,"[43.6, 64.1]",3879844,1,,,,,-1.212917,,Left Foot,,,,"[48.2, 51.8]",,Ground Pass,,13.132022,,,Leandro Daniel Paredes,16308.0,,,,,,1,From Keeper,Piotr Zieliński,5660.0,Right Center Midfield,7,Empoli,290,"['c39774e4-d717-46ae-8bb3-c64dfcde6e8a', 'f291ac06-350c-4460-a3c9-3d20b97fd9ef']",37,,,,,,,,,,,,,,,,,Empoli,290,00:01:37.245,Pass,True
,,,,,,,,,,,,,,,,,0.912513,,,,,,,,,,,,6b957761-1abc-4fec-a058-3f84a6d7e367,82,,"[48.2, 51.8]",3879844,1,,,,,2.336966,,Right Foot,,,,"[43.1, 57.1]",,Ground Pass,,7.3552704,,,Piotr Zieliński,5660.0,,,,,,1,From Keeper,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,7,Empoli,290,['a50ed364-d7cf-4d63-ba15-6b2aa4af4478'],40,,,,,,,,,,,,,,,,,Empoli,290,00:01:40.071,Pass,
,,,,,,,,,,,,,,,,,0.913779,,,,,,,,,,,,aedb4752-fb02-40f3-b87c-771f34b9f28b,85,,"[42.1, 48.7]",3879844,1,,,,,-1.5116063,,Right Foot,,,,"[42.9, 35.2]",,Ground Pass,,13.523683,,,Marcel Büchel,8187.0,,,,,,1,From Keeper,Piotr Zieliński,5660.0,Right Center Midfield,7,Empoli,290,['5d8ea940-4d46-44c3-988a-64e1ba062cc7'],43,,,,,,,,,,,,,,,,,Empoli,290,00:01:43.932,Pass,
,,,,,,,,,,,,,,,,,2.06769,,,,,,,,,,,,42387de3-bc9f-423d-bd01-6c33c746fd2f,88,,"[44.8, 31.8]",3879844,1,,,,,-1.6463494,,Left Foot,,,,"[42.9, 6.7]",,Ground Pass,,25.17181,,,Mário Rui Silva Duarte,7151.0,,,,,,1,From Keeper,Marcel Büchel,8187.0,Left Center Midfield,7,Empoli,290,['760c3a8e-5024-494a-a303-de93189ff7c3'],46,,,,,,,,,,,,,,,,,Empoli,290,00:01:46.756,Pass,
,,,,,,,,,,,,,,,,,1.514884,,,,,,,,,,,,4548c3a4-6c9c-482e-86d4-0f33ef150997,91,,"[47.0, 7.9]",3879844,1,,,,,2.5317867,,Left Foot,,,,"[39.7, 13.0]",,Ground Pass,,8.905055,,,Andrea Costa,8664.0,,,,,,1,From Keeper,Mário Rui Silva Duarte,7151.0,Left Back,7,Empoli,290,['d788414e-6490-4388-9d8b-7908c586cbcb'],49,,,,,,,,,,,,,,,,,Empoli,290,00:01:49.281,Pass,
,,,,,,,,,,,,,,,,,0.912592,,,,,,,,,,,,8d7b6c5e-04ca-4b44-beeb-dd41158fb0a5,94,,"[39.7, 13.0]",3879844,1,,,,,1.0798827,,Left Foot,,,,"[51.3, 34.7]",,Ground Pass,,24.605894,,,Piotr Zieliński,5660.0,,,,,,1,From Keeper,Andrea Costa,8664.0,Left Center Back,7,Empoli,290,['a32aa9bf-f3c2-4160-805e-15600448e8c1'],52,,,,,,,,,,,,,,,,,Empoli,290,00:01:52.436,Pass,
,,,,,,,,,,,,,,,,,0.464303,,,,,,,,,,,,33d9f210-7638-468b-9eea-fa685716f403,97,,"[51.3, 34.7]",3879844,1,,,,,-1.1784562,,Right Foot,,,,"[53.7, 28.9]",,Ground Pass,,6.276942,,,Leandro Daniel Paredes,16308.0,,,,,,1,From Keeper,Piotr Zieliński,5660.0,Right Center Midfield,7,Empoli,290,['0b7d2c31-5487-4455-8e52-7e1ace9906fb'],53,,,,,,,,,,,,,,,,,Empoli,290,00:01:53.556,Pass,
,,,,,,,,,,,,,,,,,1.359374,,,,,,,,,,,,53ada500-673a-4ac5-a98b-71de9ed586f6,101,,"[53.2, 27.9]",3879844,1,,,,,1.4144735,,Right Foot,,,,"[56.1, 46.3]",,Ground Pass,,18.62713,Incomplete,,Marco Zambelli,40250.0,,,,,,1,From Keeper,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,7,Empoli,290,"['2048d1a2-24a6-488a-b5e0-33f75709753f', 'd965c3f6-8871-4653-8c1e-699dfae3cebf', 'fa40c1b4-2e5c-4f5c-a3c7-537c50f1f283']",54,,,,,,,,,,,,,,,,,Empoli,290,00:01:54.336,Pass,True
,,,,,,,,,,,,,,,,,2.036476,,,,,,,,,,,,d364b2a0-c56b-48e5-a1a5-85093ede7bef,105,,"[72.9, 31.9]",3879844,1,,,,,-0.16729575,,Right Foot,,,,"[103.1, 26.8]",,Ground Pass,,30.627602,Incomplete,,Jerry Uche Mbakogu,32608.0,,,Through Ball,True,,1,From Keeper,Antonio Di Gaudio,11502.0,Left Midfield,7,Empoli,290,"['04865ecf-0a34-49b4-939e-5c3154741d77', 'a222b6dc-a8b9-4341-8867-63105ddfef0f']",57,,,,,,,,,,,,,,,,,Carpi,1683,00:01:57.281,Pass,
,,,,,,,,,,,,,,,,,1.723199,,,,,,,,,,,,ea16cd43-2f92-483a-8a71-5ca84679cef8,110,,"[5.0, 64.1]",3879844,2,,,,,0.39276066,,Right Foot,,,,"[19.0, 69.9]",,Ground Pass,,15.153877,,,Marco Zambelli,40250.0,,,,,,1,From Keeper,Uroš Ćosić,16061.0,Right Center Back,7,Empoli,290,"['a1b64da7-2fca-4b9b-bb33-09c38ea67e17', 'f8df5333-d22e-4a07-ae41-01e0e5f8e165']",1,,,,,,,,,,,,,,,,,Empoli,290,00:02:01.276,Pass,True
,,,,,,,,,,,,,,,,,0.773913,,,,,,,,,,,,1c8988a5-6292-4ef1-8d40-47606f86d6d1,114,,"[17.8, 69.9]",3879844,2,,,,,0.014998876,,Right Foot,,,,"[37.8, 70.2]",,Low Pass,,20.00225,Unknown,,Riccardo Saponara,7150.0,,,,,,1,From Keeper,Marco Zambelli,40250.0,Right Back,7,Empoli,290,"['5437b366-1d07-4023-90e4-982144782b40', '9f175299-65a1-4894-9c8e-214c9d9912cf']",4,,,,,,,,,,,,,,,,,Empoli,290,00:02:04.849,Pass,True
,,,,,,,,,,,,,,,,,1.367783,,,,,,,,,,,,0f0cbee8-821e-47b6-bed9-b47274cb3b8c,118,,"[38.8, 69.9]",3879844,2,,True,,,-2.0514395,,Right Foot,,,,"[31.5, 55.9]",,Ground Pass,,15.78892,,,Leandro Daniel Paredes,16308.0,,,,,Free Kick,1,From Free Kick,Marco Zambelli,40250.0,Right Back,8,Empoli,290,['79f2ee69-af4c-4eb0-983d-87ff515ad6f2'],14,,,,,,,,,,,,,,,,,Empoli,290,00:02:14.150,Pass,
,,,,,,,,,,,,,,,,,1.752564,,,,,,,,,,,,82673779-bd79-4e78-b793-438454d9ceda,120,,"[31.5, 55.9]",3879844,2,,,,,-1.9098136,,Right Foot,,,,"[24.8, 36.9]",,Ground Pass,,20.146711,,,Andrea Costa,8664.0,,,,,,1,From Free Kick,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,8,Empoli,290,['d3408fe7-e377-4103-99a7-fe51924d5a47'],16,,,,,,,,,,,,,,,,,Empoli,290,00:02:16.243,Pass,
