50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,84bddc5f-3424-4554-86b8-663e634adddb,1,,,3879554,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3660, 'name': 'Davide Zappacosta'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 8193, 'name': 'Maximiliano Gastón López'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,12740735-c9eb-4259-a746-938471a17050,2,,,3879554,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 70}, {'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 12}, {'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 34}, {'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 28974, 'name': 'Fabio Daprelà'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 33}, {'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,71334f1b-8c45-4920-948d-653dc0af9ef6,3,,,3879554,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['eece8a57-bda3-4c29-a256-6abc0e68a351'],0,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,eece8a57-bda3-4c29-a256-6abc0e68a351,4,,,3879554,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['71334f1b-8c45-4920-948d-653dc0af9ef6'],0,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,23d26033-5414-4198-85b3-b126162bf6bd,1852,,,3879554,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Torino,241,['c2c0c139-9cac-4b40-b5a0-56de4033aafd'],0,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c2c0c139-9cac-4b40-b5a0-56de4033aafd,1853,,,3879554,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Torino,241,['23d26033-5414-4198-85b3-b126162bf6bd'],0,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.479068,,,,,,,,,,,45848e83-f3a1-4726-abc0-f42e6079bf33,5,,"[61.0, 40.1]",3879554,0,,,,,-2.7610862,,Left Foot,,,"[59.0, 39.3]",,Ground Pass,2.1540658,,,,Aleksandar Trajkovski,30512.0,,,,,Kick Off,1,From Kick Off,Robin Quaison,8552.0,Left Center Forward,2,Palermo,2256,['b740b800-9b8d-4695-ba10-eae1b29294d6'],0,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.338,Pass,
,,,,,,,,,,,,,,,,2.314253,,,,,,,,,,,5fc91219-15c3-49f6-a6d2-a29f5e28c8a7,8,,"[58.6, 39.6]",3879554,0,,,,,3.0637362,,Right Foot,,,"[30.4, 41.8]",,Ground Pass,28.285685,,,,Giancarlo González Castro,5584.0,,,,,,1,From Kick Off,Aleksandar Trajkovski,30512.0,Right Center Forward,2,Palermo,2256,['5ea60890-1812-4eff-b1ae-5e7a3fb82d2c'],0,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.834,Pass,
,,,,,,,,,,,,,,,,3.125841,,,,,,,,,,,82a2846d-360f-4d22-a74f-eecc392dc186,11,,"[30.4, 41.8]",3879554,0,,,,,0.056232046,,Right Foot,,,"[90.8, 45.2]",,High Pass,60.49562,,Incomplete,,Franco Damián Vázquez,6719.0,,,,,,1,From Kick Off,Giancarlo González Castro,5584.0,Center Back,2,Palermo,2256,"['696e262e-ef37-44f3-bebb-e1afe28669d3', '7d845e64-cc54-42bd-acd7-39c6ffebf09e']",4,,,,,,,,,,,,,,,,Palermo,2256,00:00:04.694,Pass,
,,,,,,,,,,,,,,,,2.485118,,,,,,,,,,,5ce388fb-021c-45eb-b96b-cff330870127,16,,"[40.6, 18.0]",3879554,0,,,,,0.5498532,,Left Foot,,,"[62.3, 31.3]",,High Pass,25.451523,,Incomplete,,Maximiliano Gastón López,8193.0,,,,,Recovery,1,From Kick Off,Cristian Molinaro,7479.0,Left Wing Back,2,Palermo,2256,"['761228c9-a62d-4dab-9521-c71d7d24465a', 'e6db7965-b649-4dd3-8c11-c16412c7600e']",9,,,,,,,,,,,,,,,,Torino,241,00:00:09.745,Pass,
