50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,feaf2dc7-af4f-4a20-9785-7ba31aa49453,1,,,3879592,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 15818, 'name': 'Gervais Lombe Yao Kouassi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 7468, 'name': 'Iago Falqué Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",AS Roma,229,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4929b4e0-31a6-46c6-a62c-02203b34e4f2,2,,,3879592,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 3577, 'name': 'Molla Wagué'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 46670, 'name': 'Iván Rodrigo Piris Leguizamón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 89}, {'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 386656, 'name': 'Giovanni Pasquale'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 26}, {'player': {'id': 6743, 'name': 'Manuel Rolando Iturra Urrutia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 27044, 'name': 'Marco Antônio De Mattos Filho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 77}, {'player': {'id': 7805, 'name': 'Stipe Perica'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Udinese,230,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ac51bd53-fb75-4989-94d1-f15c5d3c91b4,3,,,3879592,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['37b800ab-f8c0-460e-80b1-a5a6d5e73015'],0,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,37b800ab-f8c0-460e-80b1-a5a6d5e73015,4,,,3879592,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Roma,229,['ac51bd53-fb75-4989-94d1-f15c5d3c91b4'],0,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b46198fe-1cc7-43a1-9e1c-293481eaf184,1710,,,3879592,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,AS Roma,229,['e19aecaa-18e6-483c-a97c-dca070fddc64'],0,,,,,,,,,,,,,,,,AS Roma,229,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e19aecaa-18e6-483c-a97c-dca070fddc64,1711,,,3879592,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,AS Roma,229,['b46198fe-1cc7-43a1-9e1c-293481eaf184'],0,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.484127,,,,,,,,,,,,,f004cc2b-6f9c-4516-a092-811fc75a2cac,5,,"[60.0, 40.0]",3879592,0,,True,,,3.1277688,,Right Foot,,,"[38.3, 40.3]",,Ground Pass,,21.702074,,,,,Danilo Larangeira,7799.0,,,,,,Kick Off,1,From Kick Off,Cyril Théréau,8272.0,Right Center Forward,2,Udinese,230,['f84fe601-236c-479a-b05c-1506323b7b0f'],0,,,,,,,,,,,,,,,,Udinese,230,00:00:00.690,Pass,
,,,,,,,,,,,,,,3.278569,,,,,,,,,,,,,c1ce3ab5-5420-48e2-8847-dc0db9d30fc3,7,,"[40.3, 42.6]",3879592,0,,,,,0.5993819,,Right Foot,,,"[88.6, 75.6]",,High Pass,,58.49692,,,Incomplete,,Silvan Widmer,7796.0,,,,,,,1,From Kick Off,Danilo Larangeira,7799.0,Center Back,2,Udinese,230,"['095cd8fb-bfb2-4d9d-bd91-293747707498', 'e666aca2-8ded-480e-ae19-cead020d5e78']",3,,,,,,,,,,,,,,,,Udinese,230,00:00:03.382,Pass,
,,,,,,,,,,,,,,0.680868,,,,,,,,,,,,,f8ba0c42-e8bf-499b-be3a-157ca37624d3,11,,"[91.1, 80.0]",3879592,0,,True,,,-1.1692158,,,,,"[94.2, 72.7]",,Low Pass,,7.930952,,,,,Cyril Théréau,8272.0,,,,,,Throw-in,1,From Throw In,Silvan Widmer,7796.0,Right Wing Back,3,Udinese,230,['6e4ef6eb-f63a-4dd6-8ed5-2659d85c9761'],12,,,,,,,,,,,,,,,,Udinese,230,00:00:12.434,Pass,
,,,,,,,,,,,,,,1.001331,,,,,,,,,,,,,10ccc4c3-c096-4ff0-b6aa-c68f4bb7d1b9,14,,"[94.8, 71.6]",3879592,0,,,,,0.7853982,,Right Foot,,,"[100.8, 77.6]",,Low Pass,,8.485281,,,,,Silvan Widmer,7796.0,,,,,,,1,From Throw In,Cyril Théréau,8272.0,Right Center Forward,3,Udinese,230,"['186d1a6e-fec1-4f04-8a51-701a30793be4', 'bf260c91-7a7d-4082-91b9-80cd840c8696']",13,,,,,,,,,,,,,,,,Udinese,230,00:00:13.115,Pass,True
,,,,,,,,,,,,,,0.686698,,,,,,,,,,,,,188d8113-801c-42f4-92a5-25c3c0097bd9,17,,"[100.8, 77.6]",3879592,0,,,,,-0.17137912,,Right Foot,,,"[106.0, 76.7]",,Ground Pass,,5.27731,,,Incomplete,,Cyril Théréau,8272.0,,,,,,,1,From Throw In,Silvan Widmer,7796.0,Right Wing Back,3,Udinese,230,"['590fcb6d-65b3-465a-9c0a-282dc674602b', 'e0bd1ea7-8a17-43c5-b13a-f3a66a301d0d']",14,,,,,,,,,,,,,,,,Udinese,230,00:00:14.450,Pass,
,,,,,,,,,,,,,,1.409305,,,,,,,,,,,,,df58fcc6-7f96-4605-97c7-a979c3caf410,20,,"[109.0, 80.0]",3879592,0,,,,,-1.0826781,,,,,"[115.0, 68.7]",,Low Pass,,12.794139,,,,,Cyril Théréau,8272.0,,,,,,Throw-in,1,From Throw In,Silvan Widmer,7796.0,Right Wing Back,4,Udinese,230,['0b0cadba-79eb-418b-8f7b-b40234bd8d43'],24,,,,,,,,,,,,,,,,Udinese,230,00:00:24.628,Pass,
