50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.502273,,,,,,,,,,,,,7c96665b-9bb0-46d2-b0d4-afaf35d427d7,15,,"[20.7, 32.6]",3879660,0,,,,2.6779451,,Head,,,"[10.5, 37.7]",,Low Pass,,11.403947,,,,Vid Belec,8662.0,,,,,Recovery,1,Regular Play,Simone Romagnoli,7172.0,Center Back,3,Carpi,1683,"['2882c1d3-4908-4e52-a682-c7953533e2e7', '413f5dbc-1d9f-40ca-9ff6-4109f939c1cf']",9,,,,,,,,,,,,,,,,,Carpi,1683,00:00:09.622,Pass,
,,,,,,,,,,,,,,,,1.451747,,,,,,,,,,,,,4ab54b20-feb8-4de2-a55b-36807fcd33b9,18,,"[25.0, 59.4]",3879660,0,,,,-0.6898434,,Right Foot,,,"[59.3, 31.1]",,High Pass,,44.467743,,,,Gabriel Moisés Antunes da Silva,3416.0,,,,,,1,Regular Play,Vid Belec,8662.0,Goalkeeper,3,Carpi,1683,['6aea8be1-8e0b-4ff0-b6ca-f945d570f36d'],27,,,,,,,,,,,,,,,,,Carpi,1683,00:00:27.544,Pass,
,,,,,,,,,,,,,,,,2.017324,,,,,,,,,,,,,ea9a7af9-2d0e-47be-9b94-4373e1d181bb,20,,"[59.3, 32.3]",3879660,0,,,,0.7819852,,Head,,,"[74.0, 46.9]",,High Pass,,20.71835,,,,Isaac Cofie,7460.0,,,,,,1,Regular Play,Gabriel Moisés Antunes da Silva,3416.0,Left Wing Back,3,Carpi,1683,['d7db8e86-b5a3-4a5f-a869-1643b0a9b65e'],29,,,,,,,,,,,,,,,,,Carpi,1683,00:00:29.036,Pass,
,,,,,,,,,,,,,,,,0.894303,,,,,,,,,,,,,df0dfbe9-393d-401c-804e-6d080b850b56,22,,"[73.4, 46.9]",3879660,0,,,True,-0.4266275,,,,,"[81.1, 43.4]",,Low Pass,,8.458132,,Incomplete,,Marco Borriello,8871.0,,,,,,1,Regular Play,Isaac Cofie,7460.0,Right Center Midfield,3,Carpi,1683,"['a1bfbbac-7d0f-419e-b2af-b7ec8eacc364', 'c133e24a-9663-47f4-8461-211aa8adc6e3', 'e98883f8-f759-4a7d-87e9-0f032c1a1423']",31,,,,,,,,,,,,,,,,,Carpi,1683,00:00:31.093,Pass,True
,,,,,,,,,,,,,,,,0.83473,,,,,,,,,,,,,e98883f8-f759-4a7d-87e9-0f032c1a1423,26,,"[39.0, 36.7]",3879660,0,,,True,-0.10786003,,,,,"[54.7, 35.0]",,High Pass,,15.79177,,Incomplete,,Mario Mandžukić,5472.0,,,,,Recovery,1,Regular Play,Leonardo Bonucci,7173.0,Center Back,3,Carpi,1683,"['2d02f97a-bd88-43ad-b60d-616c0ace0831', '4d2c33ca-7922-4c98-8670-d9d6330c9dbe', 'c79c2171-a726-4111-b866-97829b560096', 'df0dfbe9-393d-401c-804e-6d080b850b56']",31,,,,,,,,,,,,,,,,,Juventus,224,00:00:31.988,Pass,True
,,,,,,,,,,,,,,,,1.580223,,,,,,,,,,,,,3d495541-dab1-4fb3-9e04-fc8ebec12f2e,30,,"[67.3, 51.1]",3879660,0,,,,1.6402034,,Right Foot,,,"[66.0, 69.8]",,Low Pass,,18.745132,,,,Gaetano Letizia,7114.0,,,,,,1,Regular Play,Luca Marrone,31572.0,Center Defensive Midfield,3,Carpi,1683,['209d4924-9115-4015-bda9-1ed0cb255652'],34,,,,,,,,,,,,,,,,,Carpi,1683,00:00:34.179,Pass,
,,,,,,,,,,,,,,,,1.900795,,,,,,,,,,,,,bad2eeab-9563-4096-a781-e7ddd0f0bdeb,36,,"[66.5, 80.0]",3879660,0,,,,-2.888327,,,,,"[49.5, 75.6]",,Low Pass,,17.560183,,,,Simone Romagnoli,7172.0,,,,,Throw-in,1,From Throw In,Cristian Zaccardo,387300.0,Right Center Back,4,Carpi,1683,['4a3ab2b0-16b1-4ac2-afee-4d5a8feda0f2'],53,,,,,,,,,,,,,,,,,Carpi,1683,00:00:53.958,Pass,
,,,,,,,,,,,,,,,,2.538041,,,,,,,,,,,,,647dff79-dd53-4f68-b384-1db565ed8ecf,40,,"[49.6, 73.0]",3879660,0,,,,-0.114626884,,Right Foot,,,"[80.0, 69.5]",,High Pass,,30.600817,,Incomplete,,Isaac Cofie,7460.0,,,,,,1,From Throw In,Simone Romagnoli,7172.0,Center Back,4,Carpi,1683,"['bbe73f1b-09b4-43e0-a052-3b2dca471e10', 'd8cbbe27-dc12-49e0-b9a1-6865eb79ac32', 'fbb21aa3-1d30-4a50-87aa-f24cefe6fb72']",55,,,,,,,,,,,,,,,,,Carpi,1683,00:00:55.913,Pass,True
,,,,,,,,,,,,,,,,1.804269,,,,,,,,,,,,,bbe73f1b-09b4-43e0-a052-3b2dca471e10,43,,"[40.1, 10.6]",3879660,0,,,True,-0.082570456,,,,,"[54.6, 9.4]",,High Pass,,14.54957,,Incomplete,,Paulo Bruno Exequiel Dybala,5743.0,,,,,Recovery,1,From Throw In,Giorgio Chiellini,6954.0,Left Center Back,4,Carpi,1683,"['36b152ee-dc6b-4609-b6b0-8ddff1b7f82f', '647dff79-dd53-4f68-b384-1db565ed8ecf', '7204da34-9379-4845-8ae0-60fdfabfcac7', '7292f515-25cc-479c-84a2-0d7b3dbb90a4']",58,,,,,,,,,,,,,,,,,Juventus,224,00:00:58.451,Pass,True
,,,,,,,,,,,,,,,,1.610681,,,,,,,,,,,,,7292f515-25cc-479c-84a2-0d7b3dbb90a4,45,,"[65.5, 70.7]",3879660,1,,,,0.8303118,,Head,,,"[74.0, 80.0]",,High Pass,,12.599206,,,,Gaetano Letizia,7114.0,,,,,Recovery,1,From Throw In,Cristian Zaccardo,387300.0,Right Center Back,4,Carpi,1683,"['6ddf8155-ad50-43d9-af3a-8bf3ed6e5430', 'bbe73f1b-09b4-43e0-a052-3b2dca471e10']",0,,,,,,,,,,,,,,,,,Carpi,1683,00:01:00.255,Pass,
,,,,,,,,,,,,,,,,2.109661,,,,,,,,,,,,,f34ab55b-1706-4158-9d4f-5548847b5e5c,48,,"[76.2, 78.7]",3879660,1,,,,-0.066568166,,Right Foot,,,"[89.7, 77.8]",,Low Pass,,13.529966,,Incomplete,,,,,,,,,1,From Throw In,Gaetano Letizia,7114.0,Right Wing Back,4,Carpi,1683,['7dd45d3a-f725-417d-a467-66966f67e80b'],1,,,,,,,,,,,,,,,,,Carpi,1683,00:01:01.946,Pass,
,,,,,,,,,,,,,,,,5.070698,,,,,,,,,,,,,7dd45d3a-f725-417d-a467-66966f67e80b,50,,"[30.4, 2.3]",3879660,1,,,,0.16766566,,Left Foot,,,"[94.8, 13.2]",,High Pass,,65.315926,,Incomplete,,Mario Mandžukić,5472.0,,,,,Interception,1,From Throw In,Giorgio Chiellini,6954.0,Left Center Back,4,Carpi,1683,"['3d423f92-996d-4cc9-a4dc-d9991e013685', '4e2d9c53-4e8f-46fa-8212-75cb06fe69df', 'f34ab55b-1706-4158-9d4f-5548847b5e5c']",4,,,,,,,,,,,,,,,,,Juventus,224,00:01:04.056,Pass,
,,,,,,,,,,,,,,,,2.250872,,,,,,,,,,,,,3d423f92-996d-4cc9-a4dc-d9991e013685,52,,"[25.3, 66.9]",3879660,1,,,,0.8803499,,Head,,,"[32.9, 76.1]",,High Pass,,11.933147,,,,Cristian Zaccardo,387300.0,,,,,Recovery,1,From Throw In,Simone Romagnoli,7172.0,Center Back,4,Carpi,1683,"['7dd45d3a-f725-417d-a467-66966f67e80b', '9f76667d-d8c9-48f8-aa27-b1abe8b99335']",9,,,,,,,,,,,,,,,,,Carpi,1683,00:01:09.126,Pass,
,,,,,,,,,,,,,,,,1.515697,,,,,,,,,,,,,a6596f48-1d21-46cc-82dc-6d6cccc4040d,56,,"[31.7, 73.7]",3879660,1,,,,0.13944006,,Right Foot,,,"[48.8, 76.1]",,High Pass,,17.2676,,Incomplete,,Gaetano Letizia,7114.0,,,,,,1,From Throw In,Cristian Zaccardo,387300.0,Right Center Back,4,Carpi,1683,"['45d9848a-0acd-4fdf-9f61-9aa9c39adca6', 'f4e44a97-ca9f-4157-ada9-647060371941']",11,,,,,,,,,,,,,,,,,Carpi,1683,00:01:11.816,Pass,
,,,,,,,,,,,,,,,,1.064315,,,,,,,,,,,,,f4e44a97-ca9f-4157-ada9-647060371941,59,,"[71.3, 4.0]",3879660,1,,,True,-0.56149364,,,,,"[77.5, 0.1]",,High Pass,,7.324616,,Out,,Paul Pogba,20004.0,,,,,Recovery,1,From Throw In,Patrice Evra,20008.0,Left Wing Back,4,Carpi,1683,"['00b51d72-2bf9-41e8-8d18-f48f782829a8', '65cf4414-ddb7-4d62-8a48-4f860f7e6a32', 'a6596f48-1d21-46cc-82dc-6d6cccc4040d']",13,,,,,,,,,,,,,,,,,Juventus,224,00:01:13.332,Pass,True
,,,,,,,,,,,,,,,,1.379607,,,,,,,,,,,,,d8f0f38a-bbf4-402b-8785-13e5ce43eaa0,61,,"[42.2, 80.0]",3879660,1,,,,-0.18673877,,,,,"[63.9, 75.9]",,High Pass,,22.083931,,,,Gaetano Letizia,7114.0,,,,,Throw-in,1,From Throw In,Cristian Zaccardo,387300.0,Right Center Back,5,Carpi,1683,['40aa2e52-d161-42fd-bf9f-860ccd8e1988'],37,,,,,,,,,,,,,,,,,Carpi,1683,00:01:37.380,Pass,
,,,,,,,,,,,,,,,,1.307382,,,,,,,,,,,,,a76dfed9-82e3-4ada-b9cc-bee9afcb92f0,68,,"[64.7, 75.0]",3879660,1,,,,0.02458521,,Right Foot,,,"[76.9, 75.3]",,Low Pass,,12.203688,,Incomplete,,Antonio Di Gaudio,11502.0,,,,,,1,From Throw In,Gaetano Letizia,7114.0,Right Wing Back,5,Carpi,1683,"['3be05bdb-4f77-4adb-9ff4-97142c6e8b03', '74dd0ebb-e2e2-4491-b7b8-f685605f0277', 'feff8639-a70c-40a7-810b-069f6ad0ea40']",40,,,,,,,,,,,,,,,,,Carpi,1683,00:01:40.283,Pass,True
,,,,,,,,,,,,,,,,3.059733,,,,,,,,,,,,,ed730aa8-4357-43d1-b7d9-db2d2ccebbd5,71,,"[72.5, 76.6]",3879660,1,,,,0.032479547,,Right Foot,,,"[100.2, 77.5]",,Ground Pass,,27.714617,,,,Antonio Di Gaudio,11502.0,,,,,Recovery,1,From Throw In,Gaetano Letizia,7114.0,Right Wing Back,5,Carpi,1683,['0f400867-3de3-4d76-9084-5571d96bf5bd'],42,,,,,,,,,,,,,,,,,Carpi,1683,00:01:42.266,Pass,
,,,,,,,,,,,,,,,,0.887361,,,,,,,,,,,,,3c162d1a-9f68-4dc9-94ef-d933b2eb4dfa,78,,"[2.8, 8.1]",3879660,1,,,,1.4007378,,Right Foot,,,"[4.5, 18.0]",,Ground Pass,,10.044899,,,,Leonardo Bonucci,7173.0,,,,,,1,Regular Play,Giorgio Chiellini,6954.0,Left Center Back,6,Juventus,224,['75ceaea1-53df-4bd5-91b1-e1d7e0b179c6'],48,,,,,,,,,,,,,,,,,Juventus,224,00:01:48.530,Pass,
,,,,,,,,,,,,,,,,0.975685,,,,,,,,,,,,,7e2790a4-f30c-440a-ae7c-6ca055a12642,81,,"[4.5, 18.0]",3879660,1,,,,-0.7297181,,Left Foot,,,"[20.6, 3.6]",,Low Pass,,21.600231,,,,Patrice Evra,20008.0,,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Center Back,6,Juventus,224,['6cd55f2b-2ce4-4a23-9869-2547a624d149'],49,,,,,,,,,,,,,,,,,Juventus,224,00:01:49.457,Pass,
,,,,,,,,,,,,,,,,0.150102,,,,,,,,,,,,,26009a5c-aea7-44a3-8c2d-ebcc13abb91d,85,,"[19.0, 2.3]",3879660,1,,,,0.32175055,,Left Foot,,,"[22.6, 3.5]",,Ground Pass,,3.7947333,,Incomplete,,,,,,,,,1,Regular Play,Patrice Evra,20008.0,Left Wing Back,6,Juventus,224,"['5065f194-5477-4419-93be-2f928a12e1b1', 'f4b99c22-036c-4a05-9ae8-8609a4a950aa']",51,,,,,,,,,,,,,,,,,Juventus,224,00:01:51.971,Pass,True
,,,,,,,,,,,,,,,,0.82274,,,,,,,,,,,,,8fa75645-41fc-436b-bf28-222492f14249,87,,"[24.8, 0.1]",3879660,2,,,,1.4440287,,,,,"[26.1, 10.3]",,Low Pass,,10.28251,,,,Claudio Marchisio,8294.0,,,,,Throw-in,1,From Throw In,Giorgio Chiellini,6954.0,Left Center Back,7,Juventus,224,['38f9f4ad-5dea-4c8c-bdd3-b27d6d7492fd'],2,,,,,,,,,,,,,,,,,Juventus,224,00:02:02.940,Pass,
,,,,,,,,,,,,,,,,0.627859,,,,,,,,,,,,,ffb0fdb8-71e0-4466-810c-573c2f89e903,90,,"[26.0, 10.3]",3879660,2,,,,-1.8329161,,Right Foot,,,"[23.8, 2.1]",,Ground Pass,,8.489994,,,,Giorgio Chiellini,6954.0,,,,,,1,From Throw In,Claudio Marchisio,8294.0,Center Defensive Midfield,7,Juventus,224,['3e06e240-b280-43d9-9660-d9a0fa32e2c4'],3,,,,,,,,,,,,,,,,,Juventus,224,00:02:03.843,Pass,
,,,,,,,,,,,,,,,,1.843413,,,,,,,,,,,,,3d4fa755-6b08-4ef9-9a3d-d355b993ec62,94,,"[21.3, 2.7]",3879660,2,,,,2.6519206,,Left Foot,,,"[3.1, 12.4]",,Ground Pass,,20.62353,,,,Leonardo Bonucci,7173.0,,,,,,1,From Throw In,Giorgio Chiellini,6954.0,Left Center Back,7,Juventus,224,"['40e14fd3-5bea-4724-88e1-caf8d6e2714e', 'e8814e03-0db0-4b29-8680-fdc41aec1316']",5,,,,,,,,,,,,,,,,,Juventus,224,00:02:05.598,Pass,True
,,,,,,,,,,,,,,,,3.280943,,,,,,,,,,,,,c518c94b-5433-484c-9a3f-40ea0ce728c7,97,,"[2.8, 15.6]",3879660,2,,,,1.5440851,,Right Foot,,,"[3.5, 41.8]",,Ground Pass,,26.209349,,,,Gianluigi Buffon,6949.0,,,,,,1,From Throw In,Leonardo Bonucci,7173.0,Center Back,7,Juventus,224,['19866eb8-84c7-4acb-8856-9c2cd7da7066'],7,,,,,,,,,,,,,,,,,Juventus,224,00:02:07.562,Pass,
,,,,,,,,,,,,,,,,1.536619,,,,,,,,,,,,,f91be6db-67d0-4b58-9a1d-3653da036c07,100,,"[8.3, 50.3]",3879660,2,,,,0.8345389,,Right Foot,,,"[19.9, 63.1]",,Ground Pass,,17.274258,,,,Andrea Barzagli,6943.0,,,,,,1,From Throw In,Gianluigi Buffon,6949.0,Goalkeeper,7,Juventus,224,['5f50ae59-cd9c-47b8-8d58-024cf0df271a'],12,,,,,,,,,,,,,,,,,Juventus,224,00:02:12.269,Pass,
,,,,,,,,,,,,,,,,1.007944,,,,,,,,,,,,,50ebbcbb-464e-4d2d-8e3e-63f08edff612,103,,"[29.2, 60.8]",3879660,2,,,,-0.98279375,,Right Foot,,,"[35.8, 50.9]",,Ground Pass,,11.898319,,,,Claudio Marchisio,8294.0,,,,,,1,From Throw In,Andrea Barzagli,6943.0,Right Center Back,7,Juventus,224,['5874f8d7-6059-41db-836e-a929f9ded7b3'],16,,,,,,,,,,,,,,,,,Juventus,224,00:02:16.137,Pass,
,,,,,,,,,,,,,,,,1.25719,,,,,,,,,,,,,bfec863b-a69f-492b-9e80-b5b826d3b0b6,107,,"[40.3, 52.9]",3879660,2,,,,0.95526624,,Right Foot,,,"[53.1, 71.0]",,Ground Pass,,22.16867,,,,Sami Khedira,5566.0,,,,,,1,From Throw In,Claudio Marchisio,8294.0,Center Defensive Midfield,7,Juventus,224,['6bf10b46-9ea6-47eb-812b-60a6a50f1c2c'],18,,,,,,,,,,,,,,,,,Juventus,224,00:02:18.176,Pass,
,,,,,,,,,,,,,,,,0.62489,,,,,,,,,,,,,aaec69a9-516d-4ecf-b259-87c57887605c,111,,"[56.8, 71.7]",3879660,2,,,,-1.7475052,,Right Foot,,,"[55.3, 63.3]",,Ground Pass,,8.532878,,,,Claudio Marchisio,8294.0,,,,,,1,From Throw In,Sami Khedira,5566.0,Right Center Midfield,7,Juventus,224,"['9287c4b9-5eb8-4a48-bea8-9ec0aa67b381', 'e6b4c3c0-e7ab-4999-a335-98b3124f5ebb']",23,,,,,,,,,,,,,,,,,Juventus,224,00:02:23.244,Pass,True
,,,,,,,,,,,,,,,,1.270968,,,,,,,,,,,,,4acd4cc6-34e2-4dc0-868d-3b340256a776,114,,"[55.3, 63.3]",3879660,2,,,,1.9800422,,Right Foot,,,"[51.7, 71.6]",,Ground Pass,,9.047099,,,,Andrea Barzagli,6943.0,,,,,,1,From Throw In,Claudio Marchisio,8294.0,Center Defensive Midfield,7,Juventus,224,['0b687545-2d01-43d7-9314-867bc4b19544'],23,,,,,,,,,,,,,,,,,Juventus,224,00:02:23.949,Pass,
,,,,,,,,,,,,,,,,1.386104,,,,,,,,,,,,,1ba4ef87-a4e1-4ff8-ba26-07f8124a1f78,117,,"[50.0, 71.7]",3879660,2,,,,-2.3732867,,Right Foot,,,"[38.1, 60.2]",,Ground Pass,,16.548716,,,,Leonardo Bonucci,7173.0,,,,,,1,From Throw In,Andrea Barzagli,6943.0,Right Center Back,7,Juventus,224,['c068a155-4972-4523-bc92-bffee5dc5aab'],26,,,,,,,,,,,,,,,,,Juventus,224,00:02:26.399,Pass,
,,,,,,,,,,,,,,,,1.789963,,,,,,,,,,,,,34c3d7d0-e798-4be5-8f42-42037fa3168b,120,,"[40.7, 55.2]",3879660,2,,,,-1.3346604,,Right Foot,,,"[48.4, 23.2]",,Ground Pass,,32.913372,,,,Giorgio Chiellini,6954.0,,,,,,1,From Throw In,Leonardo Bonucci,7173.0,Center Back,7,Juventus,224,['f5750681-fa44-433f-8774-94c5f5b65eb8'],29,,,,,,,,,,,,,,,,,Juventus,224,00:02:29.656,Pass,
