bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a9e067b0-9ea4-4e47-a870-50254c31d392,1,,,3879544,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 34315, 'name': 'Simone Colombi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 91}, {'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 12}, {'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 34}, {'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 7}, {'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a4ada965-4e04-4bd3-b4e4-b7508b9d5fe9,2,,,3879544,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 10031, 'name': 'Marcello Gazzola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 10030, 'name': 'Davide Biondini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7109, 'name': 'Matteo Politano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 99}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2dc4848e-6f60-4489-bfbf-3a3cac1cc286,3,,,3879544,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['722a9a19-869e-40ff-834d-f67e07eaeb5d'],0,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,722a9a19-869e-40ff-834d-f67e07eaeb5d,4,,,3879544,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['2dc4848e-6f60-4489-bfbf-3a3cac1cc286'],0,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0872bb57-a4e0-4563-934b-7fa919478142,1803,,,3879544,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,111,Sassuolo,232,['b110a1db-a80d-4fbf-ac97-51639a859e6d'],0,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b110a1db-a80d-4fbf-ac97-51639a859e6d,1804,,,3879544,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,111,Sassuolo,232,['0872bb57-a4e0-4563-934b-7fa919478142'],0,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.169833,,,,,,,,,,,f92cf811-70d7-433f-80ad-711189b5a41d,5,,"[61.0, 40.1]",3879544,0,,,,2.1521766,,Right Foot,,,,"[58.7, 43.6]",,Ground Pass,,4.1880784,,,,Mato Jajalo,30735.0,,,,,Kick Off,1,From Kick Off,Oscar Hiljemark,5605.0,Left Center Midfield,2,Palermo,2256,['4b9a6f11-db27-4502-9dbf-5e5bca7f12a1'],1,,,,,,,,,,,,,,,,Palermo,2256,00:00:01.019,Pass,
,,,,,,,,,,,,,,,,,1.608873,,,,,,,,,,,5cbced5e-50b6-4154-96b6-278748f93d97,8,,"[58.4, 42.8]",3879544,0,,,,2.9799259,,Right Foot,,,,"[35.1, 46.6]",,Ground Pass,,23.607838,,,,Giancarlo González Castro,5584.0,,,,,,1,From Kick Off,Mato Jajalo,30735.0,Center Defensive Midfield,2,Palermo,2256,['c4efc933-e7eb-41ec-b14e-9ce22aa694ea'],1,,,,,,,,,,,,,,,,Palermo,2256,00:00:01.200,Pass,
,,,,,,,,,,,,,,,,,1.816232,,,,,,,,,,,83b41a36-ccf3-4fb3-8543-b10b5fdb6a1d,11,,"[37.7, 47.6]",3879544,0,,,,1.6475682,,Right Foot,,,,"[36.0, 69.7]",,Ground Pass,,22.165289,,,,Aljaž Struna,24061.0,,,,,,1,From Kick Off,Giancarlo González Castro,5584.0,Center Back,2,Palermo,2256,['10ae9863-db05-4ba0-b09a-9f15ad48a99a'],4,,,,,,,,,,,,,,,,Palermo,2256,00:00:04.284,Pass,
,,,,,,,,,,,,,,,,,3.995804,,,,,,,,,,,601c0afc-cdd6-4e8e-a4f8-515eff1316e5,14,,"[52.3, 67.5]",3879544,0,,,,-0.31362066,,Right Foot,,,,"[115.2, 47.1]",,High Pass,,66.12541,,Incomplete,,,,,,,,,1,From Kick Off,Aljaž Struna,24061.0,Right Center Back,2,Palermo,2256,['f0324876-d796-4e44-9bee-aaad756d13fc'],10,,,,,,,,,,,,,,,,Palermo,2256,00:00:10.277,Pass,
