50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f5478ae6-db5b-49ea-bf1a-e6492aac0126,1,,,,3879608,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 9887, 'name': 'Rafael de Andrade Bittencourt Pinheiro'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 69}, {'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 26442, 'name': 'Boško Janković'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Hellas Verona,226,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2e5ea892-0cec-40bf-99fd-2ae8968d08ff,2,,,,3879608,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 83}, {'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Bologna,240,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3f404cac-dbc3-4efa-9baf-15a77c77baeb,3,,,,3879608,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['8ea6ad98-ef3d-42a1-9f2d-05bdfbc3958b'],0,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8ea6ad98-ef3d-42a1-9f2d-05bdfbc3958b,4,,,,3879608,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hellas Verona,226,['3f404cac-dbc3-4efa-9baf-15a77c77baeb'],0,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ffefd303-f74d-4aeb-b13f-539a2a7748e1,2076,,,,3879608,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Hellas Verona,226,['d73e74ea-725f-4d97-928a-50da10eb1c28'],0,,,,,,,,,,,,,,,,,,Bologna,240,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d73e74ea-725f-4d97-928a-50da10eb1c28,2077,,,,3879608,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Hellas Verona,226,['ffefd303-f74d-4aeb-b13f-539a2a7748e1'],0,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.889279,,,,,,,,,,,,,,,61da0e88-d78b-4bf4-befb-a26faed5049c,5,,,"[60.0, 40.0]",3879608,0,,,,,-2.894762,,Right Foot,,"[47.3, 36.8]",,Ground Pass,,13.096946,,,,,Leandro Greco,32119.0,,,,,Kick Off,1,From Kick Off,Juan Ignacio Gómez Taleb,386651.0,Left Wing,2,Hellas Verona,226,['94a0e0b7-4368-42d4-a24f-df35075105c6'],0,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:00.648,Pass,
,,,,,,,,,,,,,,,,,1.791675,,,,,,,,,,,,,,,9bd4fa04-29f2-4acb-8921-5681ce00ca3c,8,,,"[48.3, 31.5]",3879608,0,,,,,-1.3200469,,Left Foot,,"[55.6, 3.0]",,Ground Pass,,29.420061,,,,,Samuel Souprayen,7695.0,,,,,,1,From Kick Off,Leandro Greco,32119.0,Center Defensive Midfield,2,Hellas Verona,226,['ff28f6b8-6e3a-410f-ba2f-40d1e556bd9d'],4,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:04.229,Pass,
,,,,,,,,,,,,,,,,,4.082255,,,,,,,,,,,,,,,6d951559-8881-4b2c-b1db-716f23c3c6f9,11,,,"[48.9, 3.5]",3879608,0,,,,,2.6281488,,Right Foot,,"[12.9, 23.8]",,Ground Pass,,41.329044,,,,,Rafael de Andrade Bittencourt Pinheiro,9887.0,,,,,,1,From Kick Off,Samuel Souprayen,7695.0,Left Back,2,Hellas Verona,226,['f9e293a4-73eb-48a9-9056-2af25a8dd6f2'],7,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:07.956,Pass,
,,,,,,,,,,,,,,,,,1.029485,,,,,,,,,,,,,,,0e2b7a05-a8c0-423e-b5b6-bef450777d18,14,,,"[20.6, 25.5]",3879608,0,,,,,-0.30704573,,Left Foot,,"[28.8, 22.9]",,Ground Pass,,8.602325,,,,,Filip Helander,7966.0,,,,,,1,From Kick Off,Rafael de Andrade Bittencourt Pinheiro,9887.0,Goalkeeper,2,Hellas Verona,226,['ed92badd-46ee-4386-9891-cbde8345219b'],15,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:15.858,Pass,
,,,,,,,,,,,,,,,,,1.754643,,,,,,,,,,,,,,,aa7eb934-53ed-44e5-81ec-4cb91575853e,17,,,"[29.0, 23.8]",3879608,0,,,,,1.6029282,,Left Foot,,"[28.1, 51.8]",,Ground Pass,,28.01446,,,,,Vangelis Moras,31488.0,,,,,,1,From Kick Off,Filip Helander,7966.0,Left Center Back,2,Hellas Verona,226,['21708081-639e-47db-bbbd-06e442c98639'],17,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:17.944,Pass,
,,,,,,,,,,,,,,,,,2.185142,,,,,,,,,,,,,,,de9cb973-347f-496e-9d0c-d7b36a650228,20,,,"[28.1, 51.8]",3879608,0,,,,,-2.3862605,,Right Foot,,"[14.4, 38.9]",,Ground Pass,,18.817545,,,,,Rafael de Andrade Bittencourt Pinheiro,9887.0,,,,,,1,From Kick Off,Vangelis Moras,31488.0,Right Center Back,2,Hellas Verona,226,['6135a22e-5cca-4fc0-ba5a-95d3a26dc896'],19,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:19.832,Pass,
,,,,,,,,,,,,,,,,,2.882741,,,,,,,,,,,,,,,7b01ad2e-0334-4f73-8569-acd0522050cd,23,,,"[14.4, 38.9]",3879608,0,,,,,0.70950735,,Left Foot,,"[61.1, 79.0]",,High Pass,,61.554043,,,Out,,Boško Janković,26442.0,,True,,,,1,From Kick Off,Rafael de Andrade Bittencourt Pinheiro,9887.0,Goalkeeper,2,Hellas Verona,226,['b099cb60-dd39-4bce-ba31-be0981cd685f'],22,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:22.137,Pass,
,,,,,,,,,,,,,,,,,1.316363,,,,,,,,,,,,,,,cb9b5c9f-9fbe-4426-8723-495557119457,25,,,"[56.1, 0.1]",3879608,0,,,,,0.68088526,,,,"[71.9, 12.9]",,High Pass,,20.334208,,,Incomplete,,Mattia Destro,8103.0,,,,,Throw-in,1,From Throw In,Adam Masina,7169.0,Left Back,3,Bologna,240,"['706f9cfe-7287-4612-90ba-176d8d48707f', 'fb537817-f30d-4b29-ace6-41e0e2876b02']",34,,,,,,,,,,,,,,,,,,Bologna,240,00:00:34.660,Pass,
,,,,,,,,,,,,,,,,,1.302049,,,,,,,,,,,,,,,fb537817-f30d-4b29-ace6-41e0e2876b02,27,,,"[48.2, 67.2]",3879608,0,,,,,0.82026774,,Head,,"[56.5, 76.1]",,Low Pass,,12.169634,,,,,Boško Janković,26442.0,,,,,Interception,1,From Throw In,Eros Pisano,11342.0,Right Back,3,Bologna,240,"['28b00855-b95f-4b3b-b500-45c1d58c9356', 'cb9b5c9f-9fbe-4426-8723-495557119457']",35,,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:35.977,Pass,
