50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5c47ca6c-9958-4519-a043-c67f89c73739,1,,,3879654,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 43}, {'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 69}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9d73fb2d-1289-44ac-88c2-968f8d558343,2,,,3879654,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 40333, 'name': 'Cristian Raimondi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 77}, {'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 29}, {'player': {'id': 45590, 'name': 'Nicolò Cherubin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6952, 'name': 'Alberto Grassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 88}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 12759, 'name': 'Maximiliano Nicol Moralez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 49439, 'name': 'Germán Gustavo Denis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a4790cff-50f4-4398-8525-54dad08e65eb,3,,,3879654,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['638cd378-165b-454a-b783-0e580629c023'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,638cd378-165b-454a-b783-0e580629c023,4,,,3879654,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['a4790cff-50f4-4398-8525-54dad08e65eb'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,26b34ae4-398b-4644-baee-195c4f856be6,1664,,,3879654,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,99,Atalanta,228,['58689f76-f981-4e33-86e2-868fbfb8aa02'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,58689f76-f981-4e33-86e2-868fbfb8aa02,1665,,,3879654,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,99,Atalanta,228,['26b34ae4-398b-4644-baee-195c4f856be6'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.575027,,,,,,,,,,,,,,,93123981-7932-429c-b082-5629ca60439b,5,,"[61.0, 40.1]",3879654,0,,,,,2.0899425,,Right Foot,,,,"[59.8, 42.2]",,Ground Pass,2.4186773,,,Germán Gustavo Denis,49439.0,,,,,Kick Off,1,From Kick Off,Maximiliano Nicol Moralez,12759.0,Right Wing,2,Atalanta,228,['444f39d9-efce-4511-b59f-e86f31458dbc'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.245,Pass,
,,,,,,,,,,,,,,,,,,,1.376701,,,,,,,,,,,,,,,b18b098c-c258-42c8-af50-5b3d415fdb93,9,,"[57.9, 42.3]",3879654,0,,,,,1.6388727,,Right Foot,,,,"[56.7, 59.9]",,Ground Pass,17.640862,,,Alberto Grassi,6952.0,,,,,,1,From Kick Off,Germán Gustavo Denis,49439.0,Center Forward,2,Atalanta,228,"['213da248-d52b-428b-893a-1621e8c6fe2d', '64783f2a-1a6a-497e-a7cd-09d0f7d4c497']",1,,,,,,,,,,,,,,,,,Atalanta,228,00:00:01.409,Pass,True
,,,,,,,,,,,,,,,,,,,1.113315,,,,,,,,,,,,,,,56c0a7af-aa08-4975-a372-5086656b7b30,12,,"[55.9, 65.4]",3879654,0,,,,,1.5786086,,Right Foot,,,,"[55.8, 78.2]",,Ground Pass,12.80039,,,Cristian Raimondi,40333.0,,,,,,1,From Kick Off,Alberto Grassi,6952.0,Right Center Midfield,2,Atalanta,228,['0982fb67-c61e-4431-8a1c-2e086db6c2a7'],3,,,,,,,,,,,,,,,,,Atalanta,228,00:00:03.515,Pass,
,,,,,,,,,,,,,,,,,,,2.351883,,,,,,,,,,,,,,,5c82dd45-b21c-42eb-bff0-ccedefe26f98,15,,"[55.8, 78.2]",3879654,0,,,,,-0.12982129,,Right Foot,,,,"[91.8, 73.5]",,High Pass,36.305508,Incomplete,,Maximiliano Nicol Moralez,12759.0,,,,,,1,From Kick Off,Cristian Raimondi,40333.0,Right Back,2,Atalanta,228,"['62e0cec8-02ca-4138-b2ed-587e9573f366', '8b1eba6b-5507-4c60-bfff-98df914be98e']",5,,,,,,,,,,,,,,,,,Atalanta,228,00:00:05.667,Pass,
