50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.971146,,,,,,,,,,,,,,337d9a07-b8a0-4a1d-9df9-bfbf679a1427,1783,,"[34.7, 19.1]",3879822,45,,,,,-0.13917227,,Right Foot,,,"[86.1, 11.9]",High Pass,,51.90183,,Incomplete,,Roberto Inglese,7043.0,,,,,,,2,From Kick Off,Boštjan Cesar,8877.0,Left Center Back,103,Chievo,231,"['3af538e2-9004-4be8-b8cb-946541108f66', '8827c347-e53b-45ab-8bbc-92054ff36df7']",16,,,,,,,,,,,,,,,,,Chievo,231,00:00:16.684,Pass,
,,,,,,,,,,,,,,,,,1.159648,,,,,,,,,,,,,,3af538e2-9004-4be8-b8cb-946541108f66,1785,,"[34.0, 68.2]",3879822,45,,,,True,0.26299474,,,,,"[44.4, 71.0]",High Pass,,10.770329,,Incomplete,,Silvan Widmer,7796.0,,,,,,Recovery,2,From Kick Off,Molla Wagué,3577.0,Right Center Back,103,Chievo,231,"['337d9a07-b8a0-4a1d-9df9-bfbf679a1427', '5df25864-6da2-4dcb-b160-2da73058426c', '8202ee74-864c-4a10-857f-80c1363fd1b1', 'c71805ec-ab27-4b0d-b9b5-a0d8dee9ff8d']",19,,,,,,,,,,,,,,,,,Udinese,230,00:00:19.655,Pass,True
,,,,,,,,,,,,,,,,,1.270188,,,,,,,,,,,,,,c71805ec-ab27-4b0d-b9b5-a0d8dee9ff8d,1788,,"[75.7, 9.1]",3879822,45,,,,,0.43113875,,Head,,,"[90.7, 16.0]",Low Pass,,16.510906,,Incomplete,,Roberto Inglese,7043.0,,,,,,Recovery,2,From Kick Off,Perparim Hetemaj,7046.0,Left Center Midfield,103,Chievo,231,"['37b8677c-f897-4e64-aafc-da1d790271d9', '3af538e2-9004-4be8-b8cb-946541108f66', 'ee790b49-8cd3-4a45-85d5-f2f9b85b5bc2']",20,,,,,,,,,,,,,,,,,Chievo,231,00:00:20.815,Pass,
,,,,,,,,,,,,,,,,,1.056772,,,,,,,,,,,,,,ee790b49-8cd3-4a45-85d5-f2f9b85b5bc2,1791,,"[29.4, 64.1]",3879822,45,,,,True,-0.551655,,,,,"[35.9, 60.1]",Low Pass,,7.632169,,,,Zdravko Kuzmanović,6577.0,,,,,,Recovery,2,Regular Play,Molla Wagué,3577.0,Right Center Back,104,Udinese,230,"['4132d0ea-7bc2-47d5-b9d5-ef05fa2c9500', '4e7a01f4-0521-41b4-8de2-39cc44b96087', 'c71805ec-ab27-4b0d-b9b5-a0d8dee9ff8d']",22,,,,,,,,,,,,,,,,,Udinese,230,00:00:22.085,Pass,True
,,,,,,,,,,,,,,,,,1.199998,,,,,,,,,,,,,,d1f07296-f702-4dd4-950f-c4cefadb1296,1794,,"[35.8, 60.6]",3879822,45,,,,,2.1730838,,Right Foot,,,"[30.3, 68.6]",Ground Pass,,9.708244,,,,Emmanuel Agyemang-Badu,24722.0,,,,,,,2,Regular Play,Zdravko Kuzmanović,6577.0,Center Defensive Midfield,104,Udinese,230,['9de5bde4-77e0-4a0b-ab40-0a5033927d9a'],24,,,,,,,,,,,,,,,,,Udinese,230,00:00:24.551,Pass,
,,,,,,,,,,,,,,,,,0.59072,,,,,,,,,,,,,,e343ddce-7315-47eb-b432-4f2a5251c50d,1797,,"[30.1, 68.7]",3879822,45,,,,,0.8685394,,Right Foot,,,"[34.5, 73.9]",Ground Pass,,6.8117547,,,,Silvan Widmer,7796.0,,,,,,,2,Regular Play,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,104,Udinese,230,['61559381-3679-4cbb-b05f-08f0b724a80b'],26,,,,,,,,,,,,,,,,,Udinese,230,00:00:26.390,Pass,
,,,,,,,,,,,,,,,,,1.537116,,,,,,,,,,,,,,a9085b60-4a19-4852-856d-5eb22ec1d036,1804,,"[29.6, 64.5]",3879822,45,,,,,-0.38530123,,Left Foot,,,"[61.9, 51.4]",High Pass,,34.855415,,,,Duván Esteban Zapata Banguera,7017.0,,,,,,Recovery,2,Regular Play,Molla Wagué,3577.0,Right Center Back,104,Udinese,230,['77a2ebe4-74dd-44de-8fb2-21cddcfd927c'],31,,,,,,,,,,,,,,,,,Udinese,230,00:00:31.156,Pass,
,,,,,,,,,,,,,,,,,1.055109,,,,,,,,,,,,,,43576da6-2810-49d6-9bf7-cf63c28b013e,1806,,"[62.1, 51.3]",3879822,45,,,,,1.3089111,,Right Foot,,,"[64.7, 61.0]",Low Pass,,10.04241,,Incomplete,,Cyril Théréau,8272.0,,,,,,,2,Regular Play,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,104,Udinese,230,"['5d2558b6-55c4-40d4-8cf5-4d39f6de74ee', 'b21688e3-2c8b-4b85-b16c-c79f10f16e99']",32,,,,,,,,,,,,,,,,,Udinese,230,00:00:32.693,Pass,
,,,,,,,,,,,,,,,,,1.931273,,,,,,,,,,,,,,5d2558b6-55c4-40d4-8cf5-4d39f6de74ee,1808,,"[55.4, 19.1]",3879822,45,,,,,-0.9332475,,Left Foot,,,"[59.4, 13.7]",High Pass,,6.720119,,,,Massimo Gobbi,8645.0,,,,,,Interception,2,Regular Play,Boštjan Cesar,8877.0,Left Center Back,104,Udinese,230,"['43576da6-2810-49d6-9bf7-cf63c28b013e', '52b22342-c821-42a0-9444-ad8d27e1964d']",33,,,,,,,,,,,,,,,,,Chievo,231,00:00:33.749,Pass,
,,,,,,,,,,,,,,,,,0.09104,,,,,,,,,,,,,,e2fcf984-cc75-4826-b2c4-065d45b40e74,1814,,"[63.5, 12.8]",3879822,45,,,,,-2.9340963,,Left Foot,,,"[61.6, 12.4]",Ground Pass,,1.9416488,,Incomplete,,Massimo Gobbi,8645.0,,,,,,Recovery,2,Regular Play,Perparim Hetemaj,7046.0,Left Center Midfield,104,Udinese,230,"['3268cbf9-4271-4b74-8deb-cf2c4df1b7fb', '4dfa2774-b757-4f46-a41e-4956c4c41338', 'e1654271-f67e-4a6e-9b85-1f816e5e8ec9']",38,,,,,,,,,,,,,,,,,Chievo,231,00:00:38.039,Pass,True
,,,,,,,,,,,,,,,,,1.400694,,,,,,,,,,,,,,27b0d115-00b2-44ad-988d-249fdb78aa08,1818,,"[65.4, 80.0]",3879822,45,,,,,-0.49394137,,,,,"[77.1, 73.7]",High Pass,,13.288341,,,,Cyril Théréau,8272.0,,,,,,Throw-in,2,From Throw In,Silvan Widmer,7796.0,Right Wing Back,105,Udinese,230,['b32b8768-83d7-49c5-abbe-596c511010e6'],55,,,,,,,,,,,,,,,,,Udinese,230,00:00:55.488,Pass,
,,,,,,,,,,,,,,,,,0.314925,,,,,,,,,,,,,,d5d3bff5-e99d-4de3-98cb-d37fc57d0c6b,1823,,"[83.4, 72.6]",3879822,45,,,,,0.0,,Right Foot,,,"[83.4, 72.6]",Ground Pass,,0.0,,,,Cyril Théréau,8272.0,,,,,,Recovery,2,From Throw In,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,105,Udinese,230,"['7897e8bf-b66f-4435-b9de-a4b238ee860c', 'f9d3cc1c-ccb1-44a8-bcac-28b320c71d74']",57,,,,,,,,,,,,,,,,,Udinese,230,00:00:57.607,Pass,True
,,,,,,,,,,,,,,,,,1.864222,,,,,,,,,,,,,,3aac9844-98cc-4c7b-8df3-c545d8ea4d5e,1828,,"[84.0, 69.8]",3879822,46,,,,,-0.9794176,,Right Foot,,,"[106.9, 35.7]",High Pass,,41.075783,,Incomplete,,Duván Esteban Zapata Banguera,7017.0,,,,,,Free Kick,2,From Free Kick,Zdravko Kuzmanović,6577.0,Center Defensive Midfield,106,Udinese,230,"['5666b5d2-65fb-4ad3-9f87-8199d6909be1', '9cf1962f-56eb-4069-b6f7-bd92917d7c84']",32,,,,,,,,,,,,,,,,,Udinese,230,00:01:32.428,Pass,
,,,,,,,,,,,,,,,,,1.656095,,,,,,,,,,,,,,5e7b0c1c-13c0-4423-b9f6-a195ba1ac5c0,1833,,"[76.4, 16.1]",3879822,46,,,,,1.8206372,,Right Foot,,,"[72.7, 30.6]",Ground Pass,,14.964625,,,,Zdravko Kuzmanović,6577.0,,,,,,,2,From Free Kick,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,106,Udinese,230,['97b47455-f2dd-44b1-857f-a61fcf3facf5'],40,,,,,,,,,,,,,,,,,Udinese,230,00:01:40.081,Pass,
,,,,,,,,,,,,,,,,,2.377417,,,,,,,,,,,,,,29a9b244-2251-4fbd-9874-32313ab7de78,1836,,"[73.4, 35.0]",3879822,46,,,,,0.20864509,,Right Foot,,,"[104.1, 41.5]",High Pass,,31.380568,,Incomplete,,Duván Esteban Zapata Banguera,7017.0,,,,,,,2,From Free Kick,Zdravko Kuzmanović,6577.0,Center Defensive Midfield,106,Udinese,230,"['23fd005c-a8cb-49c8-bab9-cd83c9af8ee9', 'e2f085b5-525f-42f2-83b1-03c8032e7fa9']",43,,,,,,,,,,,,,,,,,Udinese,230,00:01:43.182,Pass,
,,,,,,,,,,,,,,,,,1.040959,,,,,,,,,,,,,,23c100be-5e4b-48dc-acca-a7d0088d2cb1,1844,,"[22.0, 53.2]",3879822,46,,,,,-1.1684753,,Right Foot,,,"[24.0, 48.5]",Ground Pass,,5.107837,,,,Ivan Radovanović,7042.0,,,,,,Recovery,2,Regular Play,Fabrizio Cacciatore,7050.0,Right Back,107,Chievo,231,"['39609c7b-693b-4ea2-95e1-f8f19b53fab0', '856a5397-1907-4c68-8337-fdf204db269a']",49,,,,,,,,,,,,,,,,,Chievo,231,00:01:49.996,Pass,True
,,,,,,,,,,,,,,,,,1.93693,,,,,,,,,,,,,,350dfb96-67e0-451c-a81a-d18791ffd93c,1848,,"[24.7, 47.2]",3879822,46,,,,,-2.6799984,,Right Foot,,,"[5.2, 37.5]",Ground Pass,,21.779348,,,,Albano Benjamín Bizzarri,7803.0,,,,,,,2,Regular Play,Ivan Radovanović,7042.0,Center Defensive Midfield,107,Chievo,231,"['2e0978dc-c90d-4f0c-a719-02579d096d24', '549c6b01-f4e8-4d79-83c6-83147012d20f']",51,,,,,,,,,,,,,,,,,Chievo,231,00:01:51.224,Pass,True
,,,,,,,,,,,,,,,,,2.533794,,,,,,,,,,,,,,da762f86-e80d-4c87-815e-057270056821,1852,,"[4.9, 36.8]",3879822,46,,,,,-0.594421,,Left Foot,,,"[40.7, 12.6]",High Pass,,43.212036,,Incomplete,,Valter Birsa,7045.0,,,,,,,2,Regular Play,Albano Benjamín Bizzarri,7803.0,Goalkeeper,107,Chievo,231,"['52ff6874-2c35-46c4-b65e-9b3bab74681b', '66603065-4673-48f7-a84a-1d2b17a679e7', '75c1df85-35d0-442c-bf2e-75c4cd99b242']",54,,,,,,,,,,,,,,,,,Chievo,231,00:01:54.496,Pass,True
,,,,,,,,,,,,,,,,,1.188195,,,,,,,,,,,,,,66603065-4673-48f7-a84a-1d2b17a679e7,1855,,"[79.4, 67.5]",3879822,46,,,,True,-0.18374453,,,,,"[90.7, 65.4]",High Pass,,11.493477,,,,Silvan Widmer,7796.0,,,,,,Recovery,2,Regular Play,Molla Wagué,3577.0,Right Center Back,108,Udinese,230,"['1ff4502b-9e7e-4a3a-9c97-bb661be64cac', '6255061a-9dad-4e0a-b510-0abe3c1d2f40', 'da762f86-e80d-4c87-815e-057270056821']",57,,,,,,,,,,,,,,,,,Udinese,230,00:01:57.030,Pass,True
,,,,,,,,,,,,,,,,,5.691474,,,,,,,,,,,,,,b5b3d601-f869-45a4-a8c4-d8a897cd1a0b,1857,,"[90.7, 65.2]",3879822,46,,,,,-0.102729864,,Head,,,"[119.8, 62.2]",Low Pass,,29.25423,,Out,,Duván Esteban Zapata Banguera,7017.0,,,,,,,2,Regular Play,Silvan Widmer,7796.0,Right Wing Back,108,Udinese,230,['239c2550-5c34-4251-88b6-7e3b7b2ef46a'],58,,,,,,,,,,,,,,,,,Udinese,230,00:01:58.218,Pass,
,,,,,,,,,,,,,,,,,3.378151,,,,,,,,,,,,,,de732529-7220-4857-b6f1-d23078fcb117,1861,,"[7.0, 36.1]",3879822,47,,,,,-0.2209426,,Right Foot,,,"[58.2, 24.6]",High Pass,,52.475613,,Incomplete,,Riccardo Meggiorini,11643.0,,,,,,Goal Kick,2,From Goal Kick,Albano Benjamín Bizzarri,7803.0,Goalkeeper,109,Chievo,231,"['89ff9184-eded-4627-94ff-bd55ee2d8e5a', '9356f1ec-71c1-4b22-882f-ee40ed0704e4']",21,,,,,,,,,,,,,,,,,Chievo,231,00:02:21.052,Pass,
,,,,,,,,,,,,,,,,,2.332154,,,,,,,,,,,,,,9356f1ec-71c1-4b22-882f-ee40ed0704e4,1864,,"[61.9, 55.5]",3879822,47,,,,True,-0.8647765,,,,,"[70.0, 46.0]",High Pass,,12.48439,,,,Cyril Théréau,8272.0,,,,,,Recovery,2,Regular Play,Danilo Larangeira,7799.0,Center Back,110,Udinese,230,"['6c211354-0db7-4858-bc7a-0fcbf88f74e5', 'ad57e099-d61a-4510-ac04-593135bad5ca', 'de732529-7220-4857-b6f1-d23078fcb117']",24,,,,,,,,,,,,,,,,,Udinese,230,00:02:24.430,Pass,True
,,,,,,,,,,,,,,,,,2.377581,,,,,,,,,,,,,,c7e1cbb8-b862-4f30-885a-81e3bb8958cb,1868,,"[48.9, 41.9]",3879822,47,,,,,-0.78207594,,Right Foot,,,"[64.0, 26.9]",High Pass,,21.28403,,Incomplete,,Roberto Inglese,7043.0,,,,,,Recovery,2,Regular Play,Lucas Nahuel Castro,7049.0,Right Center Midfield,110,Udinese,230,"['3584efba-7745-45b2-82e9-8885a5c82acc', '3ad06789-6345-4db1-aee4-f69852b7aed9']",27,,,,,,,,,,,,,,,,,Chievo,231,00:02:27.806,Pass,
,,,,,,,,,,,,,,,,,1.972986,,,,,,,,,,,,,,3584efba-7745-45b2-82e9-8885a5c82acc,1871,,"[56.1, 53.2]",3879822,47,,,,,1.3020933,,Head,,,"[59.9, 67.0]",Low Pass,,14.31363,,,,Silvan Widmer,7796.0,,,,,,Recovery,2,Regular Play,Zdravko Kuzmanović,6577.0,Center Defensive Midfield,110,Udinese,230,"['c7e1cbb8-b862-4f30-885a-81e3bb8958cb', 'e631175e-0637-4b00-a913-58a9d0849afa']",30,,,,,,,,,,,,,,,,,Udinese,230,00:02:30.184,Pass,
,,,,,,,,,,,,,,,,,1.604696,,,,,,,,,,,,,,063aacd3-e3b6-4980-b4c1-b8ba6f6a6e70,1874,,"[57.3, 68.7]",3879822,47,,,,,0.13767767,,Right Foot,,,"[73.9, 71.0]",Ground Pass,,16.75858,,,,Emmanuel Agyemang-Badu,24722.0,,,,,,,2,Regular Play,Silvan Widmer,7796.0,Right Wing Back,110,Udinese,230,['e08a48b2-1154-4558-8639-46ab24f5a2cf'],32,,,,,,,,,,,,,,,,,Udinese,230,00:02:32.500,Pass,
,,,,,,,,,,,,,,,,,2.339837,,,,,,,,,,,,,,06b3c023-e8df-4c13-b170-3c046802b26d,1885,,"[55.4, 6.8]",3879822,47,,,,,2.3243582,,Left Foot,,,"[47.8, 14.9]",Ground Pass,,11.107204,,,,Boštjan Cesar,8877.0,,,,,,Free Kick,2,From Free Kick,Massimo Gobbi,8645.0,Left Back,112,Chievo,231,['a0f6afd7-951f-44fa-b0c8-4941731b222c'],54,,,,,,,,,,,,,,,,,Chievo,231,00:02:54.857,Pass,
,,,,,,,,,,,,,,,,,1.49714,,,,,,,,,,,,,,2d1c69c0-decf-422d-a021-e48f120c7666,1888,,"[47.3, 16.5]",3879822,47,,,,,1.7482212,,Left Foot,,,"[42.1, 45.5]",Low Pass,,29.462519,,,,Alessandro Gamberini,7052.0,,,,,,,2,From Free Kick,Boštjan Cesar,8877.0,Left Center Back,112,Chievo,231,['008d3531-cd77-4b49-9849-c9cf27900615'],57,,,,,,,,,,,,,,,,,Chievo,231,00:02:57.276,Pass,
,,,,,,,,,,,,,,,,,1.730009,,,,,,,,,,,,,,3162982b-b936-4522-a587-f8974a9fb24c,1891,,"[42.1, 49.0]",3879822,48,,,,,1.3468192,,Right Foot,,,"[48.0, 74.9]",Ground Pass,,26.563509,,,,Fabrizio Cacciatore,7050.0,,,,,,,2,From Free Kick,Alessandro Gamberini,7052.0,Right Center Back,112,Chievo,231,['f72b36a9-ad58-4110-99b6-b50e51ca50de'],0,,,,,,,,,,,,,,,,,Chievo,231,00:03:00.782,Pass,
,,,,,,,,,,,,,,,,,1.683559,,,,,,,,,,,,,,ef581fef-7cdb-44ca-af47-db7d92f3c60c,1894,,"[48.0, 74.9]",3879822,48,,,,,-2.2935152,,Right Foot,,,"[36.8, 62.2]",Ground Pass,,16.933104,,,,Alessandro Gamberini,7052.0,,,,,,,2,From Free Kick,Fabrizio Cacciatore,7050.0,Right Back,112,Chievo,231,['3055e7f3-6529-48f7-8632-dde12ac90c61'],3,,,,,,,,,,,,,,,,,Chievo,231,00:03:03.794,Pass,
,,,,,,,,,,,,,,,,,2.265681,,,,,,,,,,,,,,98ba2137-68de-447f-971c-ce15e0bee273,1897,,"[36.8, 61.9]",3879822,48,,,,,-1.5534068,,Right Foot,,,"[37.4, 27.4]",Ground Pass,,34.50522,,,,Boštjan Cesar,8877.0,,,,,,,2,From Free Kick,Alessandro Gamberini,7052.0,Right Center Back,112,Chievo,231,['e72e680b-f4d8-40ac-9b09-8143dd641e31'],6,,,,,,,,,,,,,,,,,Chievo,231,00:03:06.859,Pass,
,,,,,,,,,,,,,,,,,2.078854,,,,,,,,,,,,,,6d960d60-7826-4abb-b540-05ea96993dae,1900,,"[37.4, 27.4]",3879822,48,,,,,1.45339,,Left Foot,,,"[39.7, 46.9]",Ground Pass,,19.635172,,,,Alessandro Gamberini,7052.0,,,,,,,2,From Free Kick,Boštjan Cesar,8877.0,Left Center Back,112,Chievo,231,['4f8b019c-c337-447a-bdac-70536d7b3e8f'],10,,,,,,,,,,,,,,,,,Chievo,231,00:03:10.819,Pass,
,,,,,,,,,,,,,,,,,2.163957,,,,,,,,,,,,,,007769c5-d32d-44e9-973d-89dbb2424734,1903,,"[39.7, 48.6]",3879822,48,,,,,1.1136211,,Left Foot,,,"[51.9, 73.4]",Ground Pass,,27.63838,,,,Fabrizio Cacciatore,7050.0,,,,,,,2,From Free Kick,Alessandro Gamberini,7052.0,Right Center Back,112,Chievo,231,['3dc6e85c-88dd-4dfe-9aa1-3838a37a0727'],14,,,,,,,,,,,,,,,,,Chievo,231,00:03:14.260,Pass,
,,,,,,,,,,,,,,,,,2.264824,,,,,,,,,,,,,,f2602538-022a-4c48-aeaa-7a9748e7e5cf,1906,,"[60.2, 75.1]",3879822,48,,,,,-1.0196157,,Right Foot,,,"[81.9, 39.8]",Low Pass,,41.43646,,,,Roberto Inglese,7043.0,,,,,,,2,From Free Kick,Fabrizio Cacciatore,7050.0,Right Back,112,Chievo,231,['e0f81c75-7186-46b8-aabb-32487624833b'],17,,,,,,,,,,,,,,,,,Chievo,231,00:03:17.577,Pass,
,,,,,,,,,,,,,,,,,2.044891,,,,,,,,,,,,,,f105c080-26b9-4824-9ae6-da6fb3f48125,1912,,"[31.3, 58.8]",3879822,48,,,,,-0.10081314,,Right Foot,,,"[65.9, 55.3]",High Pass,,34.776573,,Incomplete,,Duván Esteban Zapata Banguera,7017.0,,,,,,,2,From Free Kick,Silvan Widmer,7796.0,Right Wing Back,112,Chievo,231,"['11095e39-d25e-4b99-b31c-86e7d74fe2ae', 'e99c691f-a74d-4d03-ac35-4f21a0057e7a']",23,,,,,,,,,,,,,,,,,Udinese,230,00:03:23.299,Pass,
,,,,,,,,,,,True,,,,,,2.357427,,,,,,,,,,,,,,11095e39-d25e-4b99-b31c-86e7d74fe2ae,1914,,"[54.2, 24.8]",3879822,48,,,,,-1.2753555,,Head,,,"[57.7, 13.3]",High Pass,,12.020815,,,,Massimo Gobbi,8645.0,,,,,,Interception,2,From Free Kick,Boštjan Cesar,8877.0,Left Center Back,112,Chievo,231,"['8ac97578-22a0-4caa-9bdd-719254975039', 'f105c080-26b9-4824-9ae6-da6fb3f48125']",25,,,,,,,,,,,,,,,,,Chievo,231,00:03:25.344,Pass,
,,,,,,,,,,,,,,,,,1.224984,,,,,,,,,,,,,,20cafc7c-5fd8-4a16-bd42-ad5ffa75ea4c,1917,,"[57.7, 13.3]",3879822,48,,,,,1.1670768,,Left Foot,,,"[62.1, 23.6]",Ground Pass,,11.200446,,,,Ivan Radovanović,7042.0,,,,,,,2,From Free Kick,Massimo Gobbi,8645.0,Left Back,112,Chievo,231,['4b622464-e13f-41ae-a4ed-caa86573f870'],27,,,,,,,,,,,,,,,,,Chievo,231,00:03:27.741,Pass,
,,,,,,,,,,,,,,,,,1.001459,,,,,,,,,,,,,,17e11c81-b064-48af-b355-8c6c3713b120,1921,,"[61.7, 27.4]",3879822,48,,,,,1.2859055,,Right Foot,,,"[65.8, 41.4]",Ground Pass,,14.588009,,,,Lucas Nahuel Castro,7049.0,,,,,,,2,From Free Kick,Ivan Radovanović,7042.0,Center Defensive Midfield,112,Chievo,231,"['176997a1-34a3-4067-9fe0-45e8011e0be0', 'f324f279-0ce7-4469-afb4-896a8c59f03e']",29,,,,,,,,,,,,,,,,,Chievo,231,00:03:29.925,Pass,True
,,,,,,,,,,,,,,,,,1.68529,,,,,,,,,,,,,,c362aa12-a9a8-4076-9351-fbc858ad8f59,1924,,"[66.2, 42.6]",3879822,48,,,,,-3.0497465,,Right Foot,,,"[43.4, 40.5]",Ground Pass,,22.896505,,,,Alessandro Gamberini,7052.0,,,,,,,2,From Free Kick,Lucas Nahuel Castro,7049.0,Right Center Midfield,112,Chievo,231,['ccdf07f9-200b-4b01-87c9-3fa7cc808ba3'],31,,,,,,,,,,,,,,,,,Chievo,231,00:03:31.128,Pass,
,,,,,,,,,,,,,,,,,1.587494,,,,,,,,,,,,,,72ee9319-a2cf-4020-a5a6-0249aa2c2eac,1927,,"[43.7, 41.6]",3879822,48,,,,,1.2944026,,Right Foot,,,"[49.6, 62.4]",Ground Pass,,21.620592,,,,Fabrizio Cacciatore,7050.0,,,,,,,2,From Free Kick,Alessandro Gamberini,7052.0,Right Center Back,112,Chievo,231,['f6ff0f78-0d0c-48f5-9471-d4ad9bca266f'],33,,,,,,,,,,,,,,,,,Chievo,231,00:03:33.584,Pass,
,,,,,,,,,,,,,,,,,2.63267,,,,,,,,,,,,,,d0cc1281-d280-490b-bbce-aa307cbdaaac,1930,,"[49.6, 62.4]",3879822,48,,,,,-1.8541043,,Right Foot,,,"[42.7, 38.7]",Ground Pass,,24.684004,,,,Alessandro Gamberini,7052.0,,,,,,,2,From Free Kick,Fabrizio Cacciatore,7050.0,Right Back,112,Chievo,231,['65048f3a-907e-4cf2-9cd7-2bdf02985982'],37,,,,,,,,,,,,,,,,,Chievo,231,00:03:37.611,Pass,
,,,,,,,,,,,,,,,,,2.799093,,,,,,,,,,,,,,f97d0c09-c256-4466-8dc3-f16611055e92,1933,,"[52.4, 40.9]",3879822,48,,,,,-1.5552696,,Right Foot,,,"[52.9, 8.7]",High Pass,,32.20388,,,,Massimo Gobbi,8645.0,,,,,,,2,From Free Kick,Alessandro Gamberini,7052.0,Right Center Back,112,Chievo,231,['5b1797ed-d1d2-4a66-9366-fbaaf6dbc506'],43,,,,,,,,,,,,,,,,,Chievo,231,00:03:43.290,Pass,
,,,,,,,,,,,,,,,,,0.619643,,,,,,,,,,,,,,f7159cf7-0287-4632-9af7-f19398f75751,1936,,"[52.9, 8.7]",3879822,48,,,True,,-1.1629283,,Right Foot,,,"[56.4, 0.6]",Ground Pass,,8.823832,,Injury Clearance,,,,,,,,,,2,From Free Kick,Massimo Gobbi,8645.0,Left Back,112,Chievo,231,,47,,,,,,,,,,,,,,,,,Chievo,231,00:03:47.031,Pass,
,,,,,,,,,,,,,,,,,1.162495,,,,,,,,,,,,,,882fc786-3b8b-419b-b967-6a97ccffde4e,1940,,"[56.4, 0.1]",3879822,50,,True,,,2.375497,,,,,"[43.2, 12.8]",Low Pass,,18.317478,,,,Boštjan Cesar,8877.0,,,,,,Throw-in,2,From Throw In,Massimo Gobbi,8645.0,Left Back,113,Chievo,231,['584b6515-040b-4e7c-a97e-956327cf2be2'],13,,,,,,,,,,,,,,,,,Chievo,231,00:05:13.953,Pass,
,,,,,,,,,,,,,,,,,4.977561,,,,,,,,,,,,,,5c5210f6-606a-4326-b16b-9b1036213472,1942,,"[42.1, 19.1]",3879822,50,,,,,-0.26320142,,Left Foot,,,"[111.5, 0.4]",High Pass,,71.87524,,Out,,Perparim Hetemaj,7046.0,,,,,,,2,From Throw In,Boštjan Cesar,8877.0,Left Center Back,113,Chievo,231,['13397fb9-54ff-4075-821c-32113da76d3a'],18,,,,,,,,,,,,,,,,,Chievo,231,00:05:18.646,Pass,
,,,,,,,,,,,,,,,,,3.591614,,,,,,,,,,,,,,d487ed3f-a49f-4f19-9091-25eae57db850,1945,,"[14.6, 80.0]",3879822,50,,,,,-0.35790747,,,,,"[65.4, 61.0]",High Pass,,54.23689,,Incomplete,,Duván Esteban Zapata Banguera,7017.0,,,,,,Throw-in,2,From Throw In,Silvan Widmer,7796.0,Right Wing Back,114,Udinese,230,"['71e587b2-e79c-4299-a95d-de1c40e9ec82', '9fda63fc-f22d-4f99-a47d-abc784210854']",42,,,,,,,,,,,,,,,,,Udinese,230,00:05:42.235,Pass,
,,,,,,,,,,,,,,,,,3.643412,,,,,,,,,,,,,,1096d4ad-a9cf-4261-94b2-240485ba48a2,1950,,"[57.0, 18.8]",3879822,50,,,,,2.9600391,,Right Foot,,,"[15.6, 26.4]",Ground Pass,,42.091805,,,,Albano Benjamín Bizzarri,7803.0,,,,,,,2,Regular Play,Alessandro Gamberini,7052.0,Right Center Back,115,Chievo,231,"['0f311ba4-1315-493a-9fde-91b6d88c1fb4', '2f094c91-258d-4a62-a1fc-0da2f6a5f4b8']",46,,,,,,,,,,,,,,,,,Chievo,231,00:05:46.349,Pass,True
,,,,,,,,,,,,,,,,,2.60544,,,,,,,,,,,,,,585dc908-6f51-4f7f-8187-e54cc8a6e750,1953,,"[15.6, 27.4]",3879822,50,,,,,1.2120256,,Right Foot,,,"[30.0, 65.8]",Ground Pass,,41.01122,,,,Alessandro Gamberini,7052.0,,,,,,,2,Regular Play,Albano Benjamín Bizzarri,7803.0,Goalkeeper,115,Chievo,231,['4c41c9ef-57d5-4d10-b153-30d1aa089182'],51,,,,,,,,,,,,,,,,,Chievo,231,00:05:51.188,Pass,
