50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b3e9d469-02e9-4fc1-a022-b932d1375382,1,,,3879688,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 45590, 'name': 'Nicolò Cherubin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 24}, {'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 93}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 31725, 'name': 'Gaetano Monachello'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 45}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2e37ce26-0b85-4eb6-b76f-669f70e18212,2,,,3879688,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 33}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 11183, 'name': 'Alex Nicolao Telles'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 32807, 'name': 'Fredy Alejandro Guarín Vásquez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 77}, {'player': {'id': 5587, 'name': 'Adem Ljajić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3434, 'name': 'Stevan Jovetić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Inter Milan,238,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,69c4be0d-a590-4626-bc52-8fea775930fa,3,,,3879688,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['4e99512f-c3ea-4796-a551-123611cd6a9e'],0,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4e99512f-c3ea-4796-a551-123611cd6a9e,4,,,3879688,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atalanta,228,['69c4be0d-a590-4626-bc52-8fea775930fa'],0,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1362f6b8-c172-434b-8d4f-a724c3ee69b9,1706,,,3879688,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Inter Milan,238,['f4f529d9-fdf6-491a-806d-fc4ee0e1574e'],0,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f4f529d9-fdf6-491a-806d-fc4ee0e1574e,1707,,,3879688,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Inter Milan,238,['1362f6b8-c172-434b-8d4f-a724c3ee69b9'],0,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,a5c3a8ba-9a82-47ed-bed8-941c98cdd512,5,,"[60.0, 40.0]",3879688,0,,True,,,-1.4288993,,Right Foot,,,"[60.2, 38.6]",Ground Pass,,1.4142135,,,,Gaetano Monachello,31725.0,,,,,Kick Off,1,From Kick Off,Alejandro Darío Gómez,7006.0,Left Center Forward,2,Atalanta,228,['16ee195e-d5b1-4b82-bac6-e399449904ca'],0,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.243,Pass,
,,,,,,,,,,,,,,,,,1.953981,,,,,,,,,,,,91516564-ca15-4965-b19d-dfa087e58f07,7,,"[60.2, 38.6]",3879688,0,,,,,2.8109927,,Right Foot,,,"[43.3, 44.4]",Ground Pass,,17.867569,,,,Marten de Roon,6994.0,,,,,,1,From Kick Off,Gaetano Monachello,31725.0,Right Center Forward,2,Atalanta,228,['b091cee5-b368-4c35-86dc-e81ce89fc171'],0,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.538,Pass,
,,,,,,,,,,,,,,,,,2.847854,,,,,,,,,,,,c7fd6ce1-e22e-432d-ab7a-4661010b960e,10,,"[49.3, 49.8]",3879688,0,,,,,-1.4161958,,Right Foot,,,"[56.5, 3.6]",Low Pass,,46.75767,,,,Boukary Dramé,11722.0,,True,,,,1,From Kick Off,Marten de Roon,6994.0,Center Defensive Midfield,2,Atalanta,228,['7c9243d8-7345-49ce-a1f3-5fbfd3d96059'],4,,,,,,,,,,,,,,,,Atalanta,228,00:00:04.347,Pass,
,,,,,,,,,,,,,,,,,1.45347,,,,,,,,,,,,ab29f94b-5e4f-434c-8834-cda75bc370ef,13,,"[63.4, 2.7]",3879688,0,,,,,1.6262949,,Left Foot,,,"[62.9, 11.7]",Ground Pass,,9.013878,,,,Jasmin Kurtič,6941.0,,,,,,1,From Kick Off,Boukary Dramé,11722.0,Left Wing Back,2,Atalanta,228,['d84a49b3-24ba-4b85-88fd-cf54a6834203'],8,,,,,,,,,,,,,,,,Atalanta,228,00:00:08.842,Pass,
