50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,387769b0-fa4d-414c-8a9a-bef6202e3c5f,1,,,3879729,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 47}, {'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 10033, 'name': 'Luca Antei'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6963, 'name': 'Lorenzo Pellegrini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 92}, {'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 8093, 'name': 'Diego Falcinelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sassuolo,232,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7e6207a6-33b4-4451-a50a-8285b059b771,2,,,3879729,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 70}, {'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 77}, {'player': {'id': 8102, 'name': 'Edoardo Goldaniga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 23846, 'name': 'Uroš Đurđević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 99}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,de570aa6-50a1-45ed-b012-ec200c251340,3,,,3879729,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,['aedf40e8-63f2-45a5-9149-1907703af928'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,aedf40e8-63f2-45a5-9149-1907703af928,4,,,3879729,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sassuolo,232,['de570aa6-50a1-45ed-b012-ec200c251340'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b7ba2c41-ea77-45bf-acf1-9a8989088560,1613,,,3879729,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Sassuolo,232,['36a70da6-63f1-4ae1-a74b-04910ee1823b'],0,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,36a70da6-63f1-4ae1-a74b-04910ee1823b,1614,,,3879729,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Sassuolo,232,['b7ba2c41-ea77-45bf-acf1-9a8989088560'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.339387,,,,,,,,,,,,2f9ba287-cdef-44b5-8c94-8003af57ad7a,5,,"[60.0, 40.0]",3879729,0,,,,,1.5152978,,Left Foot,,,,"[60.1, 41.8]",,Ground Pass,,1.8027756,,,,,Franco Damián Vázquez,6719.0,,,,,Kick Off,1,From Kick Off,Uroš Đurđević,23846.0,Center Forward,2,Palermo,2256,['501f6313-ebeb-411f-9160-90b96031597c'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.263,Pass,
,,,,,,,,,,,,,,0.988391,,,,,,,,,,,,b25bff33-8b9c-4226-94e3-0bc9a2ee78d8,8,,"[59.9, 41.2]",3879729,0,,,,,-3.0041666,,Left Foot,,,,"[41.1, 38.6]",,Ground Pass,,18.978935,,,,,Gastón Brugman,30704.0,,,,,,1,From Kick Off,Franco Damián Vázquez,6719.0,Right Wing,2,Palermo,2256,['ec30d19a-3c69-4a72-8c17-059df6e70cd5'],1,,,,,,,,,,,,,,,,,Palermo,2256,00:00:01.494,Pass,
,,,,,,,,,,,,,,1.397682,,,,,,,,,,,,5f2a71a8-7689-491f-b7ee-4027e67b32d6,11,,"[41.1, 38.6]",3879729,0,,,,,-1.7899466,,Right Foot,,,,"[36.2, 16.6]",,Ground Pass,,22.539078,,,,,Achraf Lazaar,10032.0,,,,,,1,From Kick Off,Gastón Brugman,30704.0,Center Defensive Midfield,2,Palermo,2256,['6fdc4dd5-9afd-461c-b2e8-c4618c25753d'],3,,,,,,,,,,,,,,,,,Palermo,2256,00:00:03.296,Pass,
,,,,,,,,,,,,,,2.607966,,,,,,,,,,,,88721e1f-099f-4190-bbb0-ff17ebdf1b70,14,,"[30.0, 11.5]",3879729,0,,,,,2.3917527,,Right Foot,,,,"[3.8, 35.9]",,Ground Pass,,35.802235,,,,,Stefano Sorrentino,7055.0,,,,,,1,From Kick Off,Achraf Lazaar,10032.0,Left Back,2,Palermo,2256,['2b9a78ea-6901-4fa7-bf7f-dbd2205398e2'],5,,,,,,,,,,,,,,,,,Palermo,2256,00:00:05.923,Pass,
