50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2942c40-4cf5-4545-9c11-f91ab128ae69,69,,"[93.1, 63.3]",3879871,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marco Crimi,31273.0,Right Center Midfield,3,Udinese,230,['6eddcba3-860f-4263-bf9e-86176eda63d5'],21,,,,,,,,,,,,,,,,,Carpi,1683,00:01:21.963,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0df87ba6-312b-4c46-81e5-eea85d1a1577,71,,"[28.5, 34.7]",3879871,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danilo Larangeira,7799.0,Center Back,4,Udinese,230,['ee9e9807-aaaa-4f99-ad27-4d87c75e92e6'],34,,,,,,,,,,,,,,,,,Udinese,230,00:01:34.939,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f345639-3540-4644-80a6-30d3d64682c8,73,,"[34.3, 71.1]",3879871,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,4,Udinese,230,['bf0fc166-5778-4a85-8ce2-a506a7221d1d'],37,,,,,,,,,,,,,,,,,Udinese,230,00:01:37.518,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68c38ac6-d987-4332-86d4-3d9ed852ad4a,76,,"[30.4, 57.8]",3879871,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danilo Larangeira,7799.0,Center Back,4,Udinese,230,['27bb9064-2227-47ec-bb9e-3ac0d2e41d4b'],39,,,,,,,,,,,,,,,,,Udinese,230,00:01:39.898,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27ed493c-3492-44da-8f0a-1620a3df35ff,79,,"[54.8, 78.4]",3879871,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,4,Udinese,230,['efda09c2-1468-4265-8fbe-b17f4e80fc8d'],43,,,,,,,,,,,,,,,,,Udinese,230,00:01:43.654,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755c8ed9-f282-4f0a-889d-5412c3011dc8,81,,"[47.4, 76.8]",3879871,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,4,Udinese,230,['b8443dee-673e-457e-829b-1749c7ff9232'],45,,,,,,,,,,,,,,,,,Udinese,230,00:01:45.654,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e7620b0-e9c1-4270-a1e9-249f101714dc,84,,"[51.3, 52.0]",3879871,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesco Lodi,40367.0,Center Defensive Midfield,4,Udinese,230,['8a85c594-e8f8-46e4-a7f8-614f15be1ca3'],48,,,,,,,,,,,,,,,,,Udinese,230,00:01:48.150,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497b25f-76f7-40f7-a025-5c37c9609d59,87,,"[84.9, 27.8]",3879871,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cyril Théréau,8272.0,Left Center Forward,4,Udinese,230,['3c0cece3-65ea-40f2-8050-f0361b0abf9a'],50,,,,,,,,,,,,,,,,,Udinese,230,00:01:50.359,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce91fc08-fdb3-4621-88a8-53495f403f3c,90,,"[93.4, 33.3]",3879871,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,4,Udinese,230,['166a52d9-6a95-4f5f-b068-3cb742336514'],52,,,,,,,,,,,,,,,,,Udinese,230,00:01:52.607,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c9858d9-e44c-4034-ac51-f29d9e9292b1,93,,"[88.1, 16.0]",3879871,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cyril Théréau,8272.0,Left Center Forward,5,Udinese,230,['b19f4584-1548-4d93-90a0-93e70e470b53'],0,,,,,,,,,,,,,,,,,Udinese,230,00:02:00.574,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14362178-9590-42d5-b89c-01c23d6827fc,96,,"[65.3, 12.9]",3879871,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,5,Udinese,230,['7bc7b467-1c27-411c-b74a-87d94eba9875'],4,,,,,,,,,,,,,,,,,Udinese,230,00:02:04.048,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18e83b36-8f02-43fa-a6c5-a4a8e731712a,99,,"[75.2, 6.6]",3879871,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cyril Théréau,8272.0,Left Center Forward,5,Udinese,230,['03e54e65-4450-46b8-91aa-f037450440b1'],5,,,,,,,,,,,,,,,,,Udinese,230,00:02:05.912,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d0bed2d-b2ff-49a0-adad-ddc40f3d8d1f,102,,"[53.4, 59.0]",3879871,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,5,Udinese,230,['067a3d56-60c6-4568-9240-313f30632337'],11,,,,,,,,,,,,,,,,,Udinese,230,00:02:11.573,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56bdcf51-5d19-4f93-a67a-7f51a8c97fca,106,,"[85.0, 57.7]",3879871,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,5,Udinese,230,"['91bbc9a5-c0e0-40e2-9471-bfd38c5e5d72', '95934b32-e96e-4e62-8fa8-b78bf6562a86']",18,,,,,,,,,,,,,,,,,Udinese,230,00:02:18.923,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d03d4ee-7cff-4b2f-9ab3-f07b854745e1,113,,"[53.7, 39.1]",3879871,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,6,Udinese,230,['2cbb31b9-8a9b-4b70-a69e-6e8b6b5a3dcf'],24,,,,,,,,,,,,,,,,,Udinese,230,00:03:24.490,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42c6f66d-d07c-4e19-a7df-3f2d1d22d77e,116,,"[13.1, 43.8]",3879871,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Orestis Karnezis,3742.0,Goalkeeper,6,Udinese,230,['0a0d7498-7647-4f6f-a568-0d09e3168fd4'],29,,,,,,,,,,,,,,,,,Udinese,230,00:03:29.870,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b428a48a-9bc0-42e7-891c-39da4a886ad8,118,,"[69.5, 71.6]",3879871,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,6,Udinese,230,['42a5e8d0-c5f5-4467-a2f4-d932bf33dd18'],33,,,,,,,,,,,,,,,,,Udinese,230,00:03:33.399,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fb2022e-e6ab-48b8-93cb-e4aef55a8fb9,121,,"[79.1, 59.5]",3879871,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,6,Udinese,230,['38f93572-14b2-4639-affa-c0625ad42304'],34,,,,,,,,,,,,,,,,,Udinese,230,00:03:34.868,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d2c4357-6274-42b0-b011-1fae851c2b2d,123,,"[69.3, 19.5]",3879871,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Simone Verdi,7170.0,Center Attacking Midfield,6,Udinese,230,['2b7938fb-a145-4f2a-a786-ed21591f8d9e'],37,,,,,,,,,,,,,,,,,Carpi,1683,00:03:37.373,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643bfebe-7026-4bfb-8620-6f4f60c1f853,125,,"[53.4, 56.4]",3879871,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francesco Lodi,40367.0,Center Defensive Midfield,6,Udinese,230,['c1991aff-33a8-4a6b-922c-fed442b070e2'],38,,,,,,,,,,,,,,,,,Udinese,230,00:03:38.504,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5089c43b-e429-43c1-ade8-b2a31eb67489,128,,"[39.1, 37.3]",3879871,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,6,Udinese,230,['bb710158-c193-44b8-a5bb-1fbbd5cc2813'],40,,,,,,,,,,,,,,,,,Udinese,230,00:03:40.544,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899fd252-33e2-439e-95b1-26fa8bcfd2b4,131,,"[57.1, 15.2]",3879871,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cyril Théréau,8272.0,Left Center Forward,6,Udinese,230,['c782a0ec-dd70-421e-a2c0-2ecc30502df6'],43,,,,,,,,,,,,,,,,,Udinese,230,00:03:43.733,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4cc873ae-f606-43d6-b345-13f702c96f24,134,,"[79.9, 52.0]",3879871,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,6,Udinese,230,['f10e6a8e-aec0-43a4-ba95-528ebbd72fdc'],49,,,,,,,,,,,,,,,,,Udinese,230,00:03:49.568,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129c29eb-1207-4bb2-819b-f4f0fdda4cf3,137,,"[101.5, 76.9]",3879871,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Silvan Widmer,7796.0,Right Wing Back,6,Udinese,230,['72840b4c-f121-4a85-981e-c26b908985ec'],52,,,,,,,,,,,,,,,,,Udinese,230,00:03:52.574,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8fae6ba-2bd8-40ac-a179-f102ab6d29a7,140,,"[106.7, 61.2]",3879871,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Emmanuel Agyemang-Badu,24722.0,Right Center Midfield,6,Udinese,230,['6c07086f-8ee0-4b4d-b22e-2e3f2510728a'],54,,,,,,,,,,,,,,,,,Udinese,230,00:03:54.558,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c556dfc0-98b7-4c1b-a046-5bc3c0d5318d,147,,"[95.7, 51.1]",3879871,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,6,Udinese,230,['1c55b0f0-c245-44cf-a35b-793ba10db5e2'],57,,,,,,,,,,,,,,,,,Udinese,230,00:03:57.603,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c29dc62-25bf-4ebd-9997-109008bc9123,149,,"[104.1, 56.7]",3879871,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Silvan Widmer,7796.0,Right Wing Back,6,Udinese,230,['0ba2213f-1f86-48e7-88e2-e9ffac1fa59a'],57,,,,,,,,,,,,,,,,,Udinese,230,00:03:57.989,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75822e0f-4aa4-4d7c-bb2e-6c9ba1fd99ee,156,,"[113.0, 45.2]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Silvan Widmer,7796.0,Right Wing Back,6,Udinese,230,['a86bbfd6-a6a5-41c6-bfdf-8db56207c85b'],5,,,,,,,,,,,,,,,,,Udinese,230,00:04:05.165,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651899c-365f-493d-9c58-cb4f7ccee66e,166,,"[33.9, 4.2]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Simone Verdi,7170.0,Center Attacking Midfield,7,Carpi,1683,['52d986ab-861c-45f5-9cd0-2cc5a207de0e'],20,,,,,,,,,,,,,,,,,Carpi,1683,00:04:20.280,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453e6c7d-0e27-4602-88ac-0a45d9e0d3df,170,,"[63.7, 68.7]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danilo Larangeira,7799.0,Center Back,8,Udinese,230,['28c1add6-b241-4a97-bd0e-fb789380f69c'],31,,,,,,,,,,,,,,,,,Udinese,230,00:04:31.305,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937f8558-3ac6-42d9-9c5a-67ccc8366c50,173,,"[42.7, 46.2]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,8,Udinese,230,['3f75e34e-a6be-492d-9f6d-fb723a5a3baf'],33,,,,,,,,,,,,,,,,,Udinese,230,00:04:33.944,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ed12436-23ca-45f9-8ef5-3ecef35fa717,176,,"[55.8, 33.8]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesco Lodi,40367.0,Center Defensive Midfield,8,Udinese,230,['2e6fd79e-6372-4621-a190-de64e9278b86'],36,,,,,,,,,,,,,,,,,Udinese,230,00:04:36.641,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a032de82-93d7-4319-8f71-247e61b6dab3,180,,"[73.4, 28.3]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cyril Théréau,8272.0,Left Center Forward,8,Udinese,230,"['23391d08-79ad-4411-8670-8985f5cd9baa', '76805f3d-e363-4a24-859e-ad6a96f82816']",39,,,,,,,,,,,,,,,,,Udinese,230,00:04:39.422,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a98e5c1b-e443-45a5-a68b-b5a7acac313d,183,,"[90.2, 42.2]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,8,Udinese,230,['d4630c98-6084-4838-afd3-627d2f2ef48e'],41,,,,,,,,,,,,,,,,,Udinese,230,00:04:41.552,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318b6c17-b9f7-48b3-a9ce-29d57935c514,185,,"[39.9, 36.2]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raphael Martinho Alves de Lima,387476.0,Left Center Midfield,9,Carpi,1683,['c13e8abb-1bca-422f-9c3a-cb7c0014b82e'],42,,,,,,,,,,,,,,,,,Carpi,1683,00:04:42.416,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b799e89-ba20-4708-b1fc-c19ee9443b95,187,,"[33.5, 29.8]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Riccardo Gagliolo,11499.0,Left Center Back,9,Carpi,1683,['5ee0906c-6193-43d6-899f-85070a9e242b'],43,,,,,,,,,,,,,,,,,Carpi,1683,00:04:43.585,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6342d695-c92a-4806-b41d-eb078dc28c97,189,,"[29.9, 18.2]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lorenzo Pasciuti,387472.0,Left Wing Back,9,Carpi,1683,['0aa39f96-e6ac-4485-88a6-ca1aed2f6ebe'],44,,,,,,,,,,,,,,,,,Carpi,1683,00:04:44.653,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b250292c-c40b-4bf3-a9b6-05553fa82d0e,191,,"[54.5, 24.5]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raphael Martinho Alves de Lima,387476.0,Left Center Midfield,9,Carpi,1683,['8109e1ec-0819-4fe8-a563-00cea269ecaf'],46,,,,,,,,,,,,,,,,,Carpi,1683,00:04:46.424,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974630f-7586-4958-be5a-ac9d7fffc5c4,193,,"[85.4, 44.3]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,9,Carpi,1683,['44e3fc3f-bd2b-48a9-8291-bf37193ce829'],48,,,,,,,,,,,,,,,,,Udinese,230,00:04:48.434,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca7bd2fa-bcb4-4fa1-8faa-aafbda6a593d,195,,"[56.7, 52.2]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marco Crimi,31273.0,Right Center Midfield,9,Carpi,1683,['db9a78ff-9530-4218-bf9e-fa23fe71f274'],50,,,,,,,,,,,,,,,,,Carpi,1683,00:04:50.374,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1be736d9-1546-4f61-a8dd-6e16d40e6008,198,,"[49.6, 66.2]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stefano Sabelli,30750.0,Right Wing Back,9,Carpi,1683,['39fd303e-8b79-4ca7-b899-dda0de94ce4d'],51,,,,,,,,,,,,,,,,,Carpi,1683,00:04:51.902,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e3f4a21-ecd7-4140-a144-982a7365601a,200,,"[78.7, 24.4]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kevin Lasagna,7793.0,Center Forward,9,Carpi,1683,['c16f6509-c833-4d8c-a750-c67de02439c0'],56,,,,,,,,,,,,,,,,,Carpi,1683,00:04:56.680,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844a604-31e3-4187-99d0-7928b7c83a11,204,,"[38.3, 51.1]",3879871,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesco Lodi,40367.0,Center Defensive Midfield,10,Udinese,230,['becf5e6f-cc4d-4307-b9b8-3ce45396cb34'],59,,,,,,,,,,,,,,,,,Udinese,230,00:04:59.875,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d1ef305-72fe-4364-b841-0777b3a5b847,207,,"[44.1, 27.3]",3879871,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,10,Udinese,230,['8203e4d0-d7ac-49d6-98d0-6d887794b56c'],5,,,,,,,,,,,,,,,,,Udinese,230,00:05:05.038,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bef5f8be-b123-4c5f-af59-1924719b09a4,210,,"[68.2, 5.2]",3879871,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,10,Udinese,230,['8c160c8a-0483-4b6c-b014-cb6628167576'],7,,,,,,,,,,,,,,,,,Udinese,230,00:05:07.873,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3d309ed-24c4-41c1-babe-5b8ab039e018,213,,"[56.1, 14.2]",3879871,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,10,Udinese,230,['7cfeda2e-38f4-4fce-ae9e-863438eae273'],9,,,,,,,,,,,,,,,,,Udinese,230,00:05:09.967,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b82759d7-493e-4462-8188-ac2a2f2dfee1,217,,"[116.9, 24.7]",3879871,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,10,Udinese,230,"['118f98ee-df85-4a91-8001-21c7ef451b2f', '58e7a9b7-6cba-4e57-a20b-5f7c6875dc35']",15,,,,,,,,,,,,,,,,,Udinese,230,00:05:15.085,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e121ff96-0983-4fdc-ab01-14a4f8a39a3e,220,,"[108.7, 33.0]",3879871,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,10,Udinese,230,['74e1d0df-d11c-41ec-b93d-b8c50c51d16e'],16,,,,,,,,,,,,,,,,,Udinese,230,00:05:16.943,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e473601-e498-4097-80b8-1896219a8578,224,,"[66.9, 52.8]",3879871,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Marco Crimi,31273.0,Right Center Midfield,11,Carpi,1683,['ccd7d068-2f3c-4bf9-9dca-4c2622e9f5f4'],48,,,,,,,,,,,,,,,,,Carpi,1683,00:05:48.716,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080254f1-0f7d-47bd-aace-ac4a9ae46469,227,,"[68.7, 22.9]",3879871,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Cyril Théréau,8272.0,Left Center Forward,11,Carpi,1683,['46d8c250-a8c0-45a3-a746-711358a570b1'],50,,,,,,,,,,,,,,,,,Udinese,230,00:05:50.747,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fefdfd57-36e4-4421-b550-3625f0397416,230,,"[61.3, 53.4]",3879871,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Marco Crimi,31273.0,Right Center Midfield,11,Carpi,1683,['379d4fbd-4f29-4c68-9b05-d56fc759102b'],51,,,,,,,,,,,,,,,,,Carpi,1683,00:05:51.426,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8131481-92ce-4cc3-8294-a81393d2958a,233,,"[107.1, 68.8]",3879871,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Simone Verdi,7170.0,Center Attacking Midfield,11,Carpi,1683,['ac69f49c-4970-42fb-828a-6586cb03adc8'],56,,,,,,,,,,,,,,,,,Carpi,1683,00:05:56.189,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34e16d7b-6574-49e1-a049-0e73e1b3c289,237,,"[115.4, 54.3]",3879871,6,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Stefano Sabelli,30750.0,Right Wing Back,12,Carpi,1683,"['409f4412-e8fb-49ef-af05-31e44587072f', 'ed0cca98-41d9-4c07-bebd-25b4d8083bdb']",3,,,,,,,,,,,,,,,,,Carpi,1683,00:06:03.807,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173a24ba-34de-4883-be94-e83b52594f62,241,,"[62.1, 8.9]",3879871,6,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ali Adnan Kadhim Al Tameemi,8191.0,Left Wing Back,13,Udinese,230,['d39059ee-2ea2-4416-9cd8-1d36ba8bf3bb'],35,,,,,,,,,,,,,,,,,Udinese,230,00:06:35.338,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4c6d65e-0ce3-45fa-8a06-c0d10014b7f3,245,,"[58.5, 20.5]",3879871,6,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,13,Udinese,230,"['767fe8af-5bbd-47ea-abb1-767ea684bb34', 'eb08cb72-1603-40d8-b3e5-ad5c12deb6c6']",37,,,,,,,,,,,,,,,,,Udinese,230,00:06:37.607,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23b9ccd5-0e67-4a60-942c-22a0fcc01b6f,248,,"[45.0, 55.1]",3879871,6,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,13,Udinese,230,['6bca3465-e233-4aed-97e0-6b024d3e9f38'],41,,,,,,,,,,,,,,,,,Udinese,230,00:06:41.374,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3bb58c4a-0bd1-4365-b179-9f011a19fb5e,251,,"[64.0, 77.1]",3879871,6,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Silvan Widmer,7796.0,Right Wing Back,13,Udinese,230,['0874380c-9a27-43b2-a898-0272b2bf7913'],43,,,,,,,,,,,,,,,,,Udinese,230,00:06:43.764,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51bde693-f3b7-4817-be28-9b867322c322,254,,"[42.4, 74.3]",3879871,6,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Iván Rodrigo Piris Leguizamón,46670.0,Right Center Back,13,Udinese,230,['d29bf411-95fe-4c61-b0eb-9dd1077cc0bd'],45,,,,,,,,,,,,,,,,,Udinese,230,00:06:45.804,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6518dc52-8d4d-43a9-a0ed-ce01c5edd74f,257,,"[45.0, 23.1]",3879871,6,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Felipe Dias da Silva dal Belo,6938.0,Left Center Back,13,Udinese,230,['995c36e4-ffc3-4589-a4ab-4f800cd70ad0'],48,,,,,,,,,,,,,,,,,Udinese,230,00:06:48.829,Ball Receipt*,
