50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8dc489c4-f9d8-46b5-89ac-3b60dc13f0f6,1,,,3879756,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Napoli,227,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dd27b415-2a59-4d00-ac82-a00d1ffb929e,2,,,3879756,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 7463, 'name': 'Ignazio Abate'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 40945, 'name': 'Alex Rodrigo Dias da Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 6360, 'name': 'Cristian Eduardo Zapata Valencia'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 8874, 'name': 'Luca Antonelli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 5683, 'name': 'Keisuke Honda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 5661, 'name': ""M''Baye Babacar Niang""}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 70}]}",AC Milan,243,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d9410f9f-772d-4cea-bfa3-53fd50d4e90d,3,,,3879756,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['6b56bbee-79bf-42e2-af98-506ca140c29d'],0,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6b56bbee-79bf-42e2-af98-506ca140c29d,4,,,3879756,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Napoli,227,['d9410f9f-772d-4cea-bfa3-53fd50d4e90d'],0,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a854acdc-06fb-4a85-a333-22661903af80,1810,,,3879756,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,88,Napoli,227,['9be307f3-002d-463d-b752-d1d0b32202f0'],0,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9be307f3-002d-463d-b752-d1d0b32202f0,1811,,,3879756,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,88,Napoli,227,['a854acdc-06fb-4a85-a333-22661903af80'],0,,,,,,,,,,,,,,,,Napoli,227,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.289664,,,,,,,,,,,,,8ec13c56-eba6-4392-abb1-890e2ff18583,5,,"[61.0, 40.1]",3879756,0,,,,2.7585156,,Right Foot,,,,"[40.9, 48.2]",,Ground Pass,,21.670717,,,,,Alex Rodrigo Dias da Costa,40945.0,,,,,Kick Off,1,From Kick Off,Riccardo Montolivo,7166.0,Left Defensive Midfield,2,AC Milan,243,['839b2fa8-df71-4c98-a52b-09704b4258f1'],0,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.542,Pass,
,,,,,,,,,,,,,,,,,2.603745,,,,,,,,,,,,,48540c7c-865b-4997-8644-f5a6dc5a60ff,8,,"[38.8, 48.7]",3879756,0,,,,-0.50762904,,Right Foot,,,,"[86.8, 22.0]",,High Pass,,54.926224,,,Incomplete,,M''Baye Babacar Niang,5661.0,,,,,,1,From Kick Off,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,2,AC Milan,243,"['256399b0-8b71-4534-9e3f-30e6b01af4f4', 'e16474a6-7bbd-431d-b168-58986003ee1f']",3,,,,,,,,,,,,,,,,AC Milan,243,00:00:03.368,Pass,
,,,,,,,,,,,,,,,,,0.717169,,,,,,,,,,,,,8b8f3572-10af-4873-a703-cc07dc14e22e,13,,"[96.0, 16.6]",3879756,0,,,,2.9154403,,Right Foot,,,,"[84.7, 19.2]",,Ground Pass,,11.595258,,,,,Giacomo Bonaventura,7026.0,,,,,Recovery,1,From Kick Off,Luca Antonelli,8874.0,Left Back,2,AC Milan,243,"['785e2063-c53c-4931-93c7-ee66ad7664d2', 'bb8186a9-4851-4145-8a8e-fc214d54bd13']",7,,,,,,,,,,,,,,,,AC Milan,243,00:00:07.253,Pass,True
,,,,,,,,,,,,,,,,,0.57319,,,,,,,,,,,,,e5c5abfe-dffe-4cd2-ad95-a6dab998ea72,17,,"[83.9, 21.7]",3879756,0,,,,1.7369521,,Right Foot,,,,"[81.2, 37.8]",,Ground Pass,,16.324827,,,,,Juraj Kucka,10919.0,,,,,,1,From Kick Off,Giacomo Bonaventura,7026.0,Left Midfield,2,AC Milan,243,"['3b6ed97d-1ed7-4383-ac70-f8539b352289', '9cb39272-c14b-4572-999f-e55401cb8263']",9,,,,,,,,,,,,,,,,AC Milan,243,00:00:09.336,Pass,True
