50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4ee8dcd2-6192-4b44-a099-0115bb7afa11,1,,,3879646,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 7056, 'name': 'Nenad Tomović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 10}, {'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 28}, {'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,33206404-ce9c-459a-9fa6-e1914b85b74d,2,,,3879646,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 46670, 'name': 'Iván Rodrigo Piris Leguizamón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 89}, {'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 6938, 'name': 'Felipe Dias da Silva dal Belo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 7796, 'name': 'Silvan Widmer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 21}, {'player': {'id': 40367, 'name': 'Francesco Lodi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 24722, 'name': 'Emmanuel Agyemang-Badu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 6743, 'name': 'Manuel Rolando Iturra Urrutia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 37999, 'name': 'Rodrigo Sebastián Aguirre Soto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 74}, {'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 77}]}",Udinese,230,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5a753f9a-8e83-4cd3-a8fa-2a2f04a296d9,3,,,3879646,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['074f231d-2b7a-4279-8746-717373c7f4b3'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,074f231d-2b7a-4279-8746-717373c7f4b3,4,,,3879646,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fiorentina,239,['5a753f9a-8e83-4cd3-a8fa-2a2f04a296d9'],0,,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c362d994-ba00-41e6-b640-10ccfcb816e4,1927,,,3879646,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,98,Fiorentina,239,['2acefa26-7431-48d4-977e-27f6afd9f421'],0,,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2acefa26-7431-48d4-977e-27f6afd9f421,1928,,,3879646,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,98,Fiorentina,239,['c362d994-ba00-41e6-b640-10ccfcb816e4'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.401232,,,,,,,,,,,,,,6c6ce8f3-b1d4-4c3f-b9ae-96a9d0e40e05,5,,"[61.0, 40.1]",3879646,0,,,,2.0235748,,Right Foot,,,"[59.2, 43.8]",,Ground Pass,,4.1146083,,,,,Rodrigo Sebastián Aguirre Soto,37999.0,,,,,Kick Off,1,From Kick Off,Cyril Théréau,8272.0,Left Center Forward,2,Udinese,230,['1936c0bb-f3fa-42d6-9dc1-0ca418c6d6df'],0,,,,,,,,,,,,,,,,,,Udinese,230,00:00:00.342,Pass,
,,,,,,,,,,,,,,,,,,1.971889,,,,,,,,,,,,,,90cf3773-ef89-40f0-b638-e55c2db8a601,8,,"[59.2, 44.9]",3879646,0,,,,2.0939548,,Left Foot,,,"[45.3, 69.0]",,Ground Pass,,27.821215,,,,,Silvan Widmer,7796.0,,,,,,1,From Kick Off,Rodrigo Sebastián Aguirre Soto,37999.0,Right Center Forward,2,Udinese,230,['6c02b773-7eaa-45d1-b6ac-ace7480ff4a4'],2,,,,,,,,,,,,,,,,,,Udinese,230,00:00:02.414,Pass,
,,,,,,,,,,,,,,,,,,2.269391,,,,,,,,,,,,,,7bc96129-1276-4b17-a0d7-fb9ac06e56b9,11,,"[45.4, 72.4]",3879646,0,,,,-2.3414464,,Right Foot,,,"[28.7, 55.2]",,Low Pass,,23.973528,,,,,Danilo Larangeira,7799.0,,,,,,1,From Kick Off,Silvan Widmer,7796.0,Right Wing Back,2,Udinese,230,['3f436da0-9205-4d42-a62d-fa681cee0cbd'],6,,,,,,,,,,,,,,,,,,Udinese,230,00:00:06.335,Pass,
,,,,,,,,,,,,,,,,,,1.791849,,,,,,,,,,,,,,63880451-3465-450f-a0b5-26de6143f208,14,,"[28.6, 52.3]",3879646,0,,,,-1.344644,,Right Foot,,,"[36.4, 18.4]",,Ground Pass,,34.785774,,,,,Felipe Dias da Silva dal Belo,6938.0,,,,,,1,From Kick Off,Danilo Larangeira,7799.0,Center Back,2,Udinese,230,['14c91636-e3a1-45b1-b9a2-ff21c278fb2f'],9,,,,,,,,,,,,,,,,,,Udinese,230,00:00:09.712,Pass,
