ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d913b4e3-cff0-43c8-bbbf-9f32694ac4d7,1,,,,3878600,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 25430, 'name': 'Felipe Melo de Carvalho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 83}, {'player': {'id': 32807, 'name': 'Fredy Alejandro Guarín Vásquez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 44}, {'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3434, 'name': 'Stevan Jovetić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Inter Milan,238,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4edd86c3-d898-4e7f-9767-b6b04aba1782,2,,,,3878600,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 6768, 'name': 'Diego López Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7463, 'name': 'Ignazio Abate'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6360, 'name': 'Cristian Eduardo Zapata Valencia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 7458, 'name': 'Alessio Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 6944, 'name': 'Mattia De Sciglio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 5683, 'name': 'Keisuke Honda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 70}, {'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",AC Milan,243,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1b248499-c989-427a-ae99-cdf440a4b14f,3,,,,3878600,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,['f6fc5386-9ac9-4b73-97c7-c907593cd4ce'],0,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f6fc5386-9ac9-4b73-97c7-c907593cd4ce,4,,,,3878600,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,['1b248499-c989-427a-ae99-cdf440a4b14f'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,492256db-e971-4955-a357-5b14d419f112,1633,,,,3878600,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,AC Milan,243,['623ac5d4-5872-4198-8e62-2618f5c89ebb'],0,,,,,,,,,,,,,,,,,AC Milan,243,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,623ac5d4-5872-4198-8e62-2618f5c89ebb,1634,,,,3878600,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,AC Milan,243,['492256db-e971-4955-a357-5b14d419f112'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.84671,,,,,,,,,,,,,a85fc092-bb5e-4ec0-9eb0-cbb894f95bf4,5,,,"[60.0, 40.0]",3878600,0,,,,,-3.033322,,Right Foot,,,"[50.8, 39.0]",,Ground Pass,,9.254189,,,,Ivan Perišić,5474.0,,,,,Kick Off,1,From Kick Off,Stevan Jovetić,3434.0,Left Center Forward,2,Inter Milan,238,['c2a15cc2-bb45-4a57-9687-ecfd4c30ac28'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.666,Pass,
,,,,,,,,,,,,,,,,,1.224787,,,,,,,,,,,,,5473b5c3-89fc-4511-91e5-ae7424fd6c6a,8,,,"[50.8, 38.6]",3878600,0,,,,,-2.9424334,,Right Foot,,,"[39.9, 36.4]",,Ground Pass,,11.119802,,,,Felipe Melo de Carvalho,25430.0,,,,,,1,From Kick Off,Ivan Perišić,5474.0,Center Attacking Midfield,2,Inter Milan,238,['40cccf0f-9774-4689-a917-faca0552e860'],1,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:01.901,Pass,
,,,,,,,,,,,,,,,,,1.643608,,,,,,,,,,,,,ec642b55-4ca8-4ac0-8f27-7eeb7019eb39,11,,,"[39.9, 36.4]",3878600,0,,,,,1.5867695,,Right Foot,,,"[39.4, 67.7]",,Ground Pass,,31.303993,,,,Davide Santon,6999.0,,,,,,1,From Kick Off,Felipe Melo de Carvalho,25430.0,Center Defensive Midfield,2,Inter Milan,238,['17b7d654-ac35-42cc-a7b1-2eec3db90b2b'],3,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:03.932,Pass,
,,,,,,,,,,,,,,,,,1.534148,,,,,,,,,,,,,1866ae6a-692d-45dc-86ef-73f40792ce50,15,,,"[47.1, 72.7]",3878600,0,,,,,-0.041329835,,Right Foot,,,"[73.7, 71.6]",,Ground Pass,,26.622734,,Incomplete,,Fredy Alejandro Guarín Vásquez,32807.0,,,,,,1,From Kick Off,Davide Santon,6999.0,Right Back,2,Inter Milan,238,"['54b4e413-d3b4-4699-9655-0292128ef937', '5dbbebae-d348-455b-a02a-1c4e735fa939', 'efb8f2b3-f009-4878-9ea5-53a272718cd6']",7,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:07.547,Pass,True
,,,,,,,,,,,,,,,,,2.808703,,,,,,,,,,,,,f25e19df-e2eb-4d47-aa92-1fe017973ad7,22,,,"[54.0, 10.3]",3878600,0,,,,,1.4598173,,Right Foot,,,"[61.6, 78.5]",,High Pass,,68.622154,,,,Ignazio Abate,7463.0,,True,,,Free Kick,1,From Free Kick,Riccardo Montolivo,7166.0,Center Defensive Midfield,4,AC Milan,243,['fb02e596-10a9-496b-89ce-57a177e961c9'],21,,,,,,,,,,,,,,,,,AC Milan,243,00:00:21.211,Pass,
,,,,,,,,,,,,,,,,,0.918248,,,,,,,,,,,,,d9ce6066-1773-415e-9a74-f30ed2f47827,25,,,"[55.6, 76.4]",3878600,0,,,,,0.114254326,,Right Foot,,,"[73.9, 78.5]",,Ground Pass,,18.420097,,,,Juraj Kucka,10919.0,,,,,,1,From Free Kick,Ignazio Abate,7463.0,Right Back,4,AC Milan,243,['626a140c-1b18-4040-86f0-8befae1e8467'],25,,,,,,,,,,,,,,,,,AC Milan,243,00:00:25.243,Pass,
,,,,,,,,,,,,,,,,,1.304372,,,,,,,,,,,,,6a26a6a6-9393-493e-bc95-0820f4082796,31,,,"[50.2, 0.1]",3878600,0,,,,,0.099089615,,,,,"[67.3, 1.8]",,High Pass,,17.184296,,Incomplete,,Ivan Perišić,5474.0,,,,,Throw-in,1,From Throw In,Juan Guilherme Nunes Jesus,6969.0,Left Back,5,Inter Milan,238,"['62827a87-6758-451f-9619-2ebf1d8e241c', 'efd7d673-8f0b-4905-915e-2e9c66fe2fe3']",49,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:49.973,Pass,
,,,,,,,,,,,,,,,,,1.101696,,,,,,,,,,,,,cf30b611-a8f0-4a3a-935c-22f70ea75043,35,,,"[62.3, 75.2]",3878600,0,,,,,-2.2114844,,Left Foot,,,"[53.8, 63.8]",,Ground Pass,,14.220057,,,,Riccardo Montolivo,7166.0,,,,,Recovery,1,From Throw In,Keisuke Honda,5683.0,Center Attacking Midfield,5,Inter Milan,238,['73068e01-5ff9-4a35-8928-c47b9379c5e8'],52,,,,,,,,,,,,,,,,,AC Milan,243,00:00:52.963,Pass,
,,,,,,,,,,,,,,,,,3.840845,,,,,,,,,,,,,6c3853a0-03b5-4bf5-9166-bb5d11bdf07d,37,,,"[53.8, 63.8]",3878600,0,,,,,-0.14349365,,Right Foot,,,"[106.4, 56.2]",,High Pass,,53.146214,,Incomplete,,Luiz Adriano de Souza da Silva,21272.0,,,,,,1,From Throw In,Riccardo Montolivo,7166.0,Center Defensive Midfield,5,Inter Milan,238,"['9020ba86-0af3-4705-8812-dbcfabcddc3d', 'efcbff3b-39ad-453c-aa9f-2e5c90aa0c0b']",54,,,,,,,,,,,,,,,,,AC Milan,243,00:00:54.065,Pass,
,,,,,,,,,,,,,,,,,2.332181,,,,,,,,,,,,,17a4f108-63b2-41a1-b5b3-88c24e107a83,41,,,"[15.1, 22.7]",3878600,0,,,,,1.3062588,,Keeper Arm,,,"[25.8, 62.2]",,Low Pass,,40.923588,,,,Davide Santon,6999.0,,,,,,1,From Throw In,Samir Handanovič,7001.0,Goalkeeper,5,Inter Milan,238,['67bad0bf-f0a3-4584-9403-8624acfda391'],59,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:59.116,Pass,
,,,,,,,,,,,,,,,,,2.124914,,,,,,,,,,,,,79c2763e-18f3-42d7-a4f5-7e80d1510058,44,,,"[33.8, 68.5]",3878600,1,,,,,0.038269594,,Right Foot,,,"[78.2, 70.2]",,High Pass,,44.432533,,,,Stevan Jovetić,3434.0,,,,,,1,From Throw In,Davide Santon,6999.0,Right Back,5,Inter Milan,238,['d659f39b-61d3-4d3c-97d8-b4e185b93fc1'],5,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:05.371,Pass,
