50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0532b276-8e9d-47cb-9f0c-6b296b3d9419,1,,,3879815,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 33}, {'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8193, 'name': 'Maximiliano Gastón López'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Torino,241,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c031f976-abfb-4321-850b-d7f332a526a4,2,,,3879815,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 40426, 'name': 'Guglielmo Stendardo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 29}, {'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 93}, {'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 36770, 'name': 'Mauricio Ricardo Pinilla Ferreira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 51}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6d35e05e-d569-4b3e-bace-df792b54b965,3,,,3879815,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['702a18f4-370a-413c-905f-dd92a32f2810'],0,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,702a18f4-370a-413c-905f-dd92a32f2810,4,,,3879815,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Torino,241,['6d35e05e-d569-4b3e-bace-df792b54b965'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ef0acaae-a0a2-401e-bcfa-a142ab773b67,1780,,,3879815,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,84,Atalanta,228,['a57c93a8-72d8-499c-a519-9af735ef6da8'],0,,,,,,,,,,,,,,,,,,Torino,241,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a57c93a8-72d8-499c-a519-9af735ef6da8,1781,,,3879815,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,84,Atalanta,228,['ef0acaae-a0a2-401e-bcfa-a142ab773b67'],0,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.839705,,,,,,,,,,,,,219b75dc-23a6-4c42-b266-338129ed0961,5,,"[61.0, 40.1]",3879815,0,,True,,,1.9655875,,Right Foot,,,"[60.0, 42.5]",,Ground Pass,,2.6,,,,Jasmin Kurtič,6941.0,,,,,Kick Off,1,From Kick Off,Luca Cigarini,8420.0,Right Defensive Midfield,2,Atalanta,228,['33c5a64c-6547-4e7f-a676-d94178d85bba'],0,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.582,Pass,
,,,,,,,,,,,,,,,,,,1.31321,,,,,,,,,,,,,b3a04097-7647-441b-aafb-3c4877da36f9,7,,"[60.0, 42.6]",3879815,0,,,,,3.1237373,,Right Foot,,,"[37.6, 43.0]",,Ground Pass,,22.403572,,,,Gabriel Alejandro Paletta,38237.0,,,,,,1,From Kick Off,Jasmin Kurtič,6941.0,Center Attacking Midfield,2,Atalanta,228,['cfe1bf57-6626-4e91-adb0-197b9f635bb9'],1,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:01.422,Pass,
,,,,,,,,,,,,,,,,,,3.405904,,,,,,,,,,,,,6474c479-63a0-4a45-8501-95d37e3af658,10,,"[36.9, 42.6]",3879815,0,,,,,0.5292468,,Right Foot,,,"[84.6, 70.5]",,High Pass,,55.260292,,,,Mauricio Ricardo Pinilla Ferreira,36770.0,,,,,,1,From Kick Off,Gabriel Alejandro Paletta,38237.0,Left Center Back,2,Atalanta,228,['df37ed68-c1a0-40ce-bbc4-e3295d8f1c07'],3,,,,,,,,,,,,,,,,,,Atalanta,228,00:00:03.187,Pass,
,,,,,,,,,,,,,,,,,,2.805269,,,,,,,,,,,,,ebcc5754-b82d-4e8a-b2c4-95de8109dfc5,18,,"[36.4, 7.7]",3879815,0,,,,,0.48555133,,Left Foot,,,"[67.1, 23.9]",,High Pass,,34.7121,,Incomplete,,Maximiliano Gastón López,8193.0,,,,,,1,Regular Play,Joel Chukwuma Obi,7470.0,Left Center Midfield,3,Torino,241,"['8987b940-a8d6-4c02-a3a2-71a347be498a', '98a1ef45-0673-4ce1-9f39-ae4813cecf1e', 'bf0f1d3c-7ad6-4485-85fe-a8d3884ee3a1']",8,,,,,,,,,,,,,,,,,,Torino,241,00:00:08.281,Pass,True
