ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9966ae05-ce2f-4c92-9d7b-0a0668a7a60b,1,,,3879616,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 7473, 'name': 'Lorenzo De Silvestri'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 87}, {'player': {'id': 8423, 'name': 'Pedro Miguel Almeida Lopes Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 27595, 'name': 'Carlos Mario Carbonero Mancilla'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 77}, {'player': {'id': 7000, 'name': 'Eder Citadin Martins'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6334, 'name': 'Luis Fernando Muriel Fruto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8956c56b-bcd0-4b59-b9a9-610676ab11fc,2,,,3879616,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 10}, {'player': {'id': 11516, 'name': 'Manuel Pasqual'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 23}, {'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 72}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Fiorentina,239,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,61608b64-713a-4de8-bab3-75ab6a0e051b,3,,,3879616,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,['5eec21c5-ee34-4659-8992-b56c1731f1ab'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5eec21c5-ee34-4659-8992-b56c1731f1ab,4,,,3879616,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,['61608b64-713a-4de8-bab3-75ab6a0e051b'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,71027550-829c-4152-91e3-b99727a810fb,1866,,,3879616,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,Fiorentina,239,['47902f2d-89b7-4d90-9d56-59e05afad6b8'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,47902f2d-89b7-4d90-9d56-59e05afad6b8,1867,,,3879616,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,Fiorentina,239,['71027550-829c-4152-91e3-b99727a810fb'],0,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.309491,,,,,,,,,,,,,,dcc71e91-4e6d-462b-b7e3-8eee4313609f,5,,"[61.0, 40.1]",3879616,0,,,,1.849096,,Right Foot,,,,"[60.6, 41.5]",,Ground Pass,,1.456022,,,Josip Iličić,7139.0,,,,,Kick Off,1,From Kick Off,Nikola Kalinić,7033.0,Center Forward,2,Fiorentina,239,['62a13bf1-a033-4e99-b34c-d79b820e260e'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.548,Pass,
,,,,,,,,,,,,,,,,,0.998799,,,,,,,,,,,,,,733b40b4-5808-4e0d-bfa5-ddd602aa2de1,7,,"[59.4, 43.5]",3879616,0,,,,-2.8309941,,Right Foot,,,,"[51.3, 40.9]",,Ground Pass,,8.507056,,,Matías Vecino Falero,5255.0,,,,,,1,From Kick Off,Josip Iličić,7139.0,Right Attacking Midfield,2,Fiorentina,239,['d2494363-78c8-42b8-9d4d-eda7b2e5ad73'],0,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:00.857,Pass,
,,,,,,,,,,,,,,,,,1.301823,,,,,,,,,,,,,,69ef720f-ebe5-4db0-b927-c9e09eb3914d,11,,"[48.2, 41.5]",3879616,0,,,,2.744884,,Right Foot,,,,"[33.4, 47.7]",,Ground Pass,,16.046183,,,Gonzalo Javier Rodríguez,25931.0,,,,,,1,From Kick Off,Matías Vecino Falero,5255.0,Left Defensive Midfield,2,Fiorentina,239,"['2b206107-195a-40fc-83aa-b058010bf1f2', 'de2e92ec-fb49-4e10-8129-ce8cfdb00185']",2,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:02.577,Pass,True
,,,,,,,,,,,,,,,,,2.535623,,,,,,,,,,,,,,70157a46-d456-4e0a-be40-ce00b80d50e9,14,,"[32.3, 39.4]",3879616,0,,,,3.0172377,,Right Foot,,,,"[11.5, 42.0]",,Ground Pass,,20.96187,,,Anton Ciprian Tătărușanu,3112.0,,,,,,1,From Kick Off,Gonzalo Javier Rodríguez,25931.0,Center Back,2,Fiorentina,239,['cd008e50-dda9-4f30-b33a-34eb935f2156'],5,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:05.201,Pass,
,,,,,,,,,,,,,,,,,1.361468,,,,,,,,,,,,,,adf6ce1a-1f6e-4739-a131-c8d3601329b6,17,,"[11.6, 42.1]",3879616,0,,,,1.0040671,,Right Foot,,,,"[23.5, 60.8]",,Ground Pass,,22.165289,,,Facundo Sebastián Roncaglia,6830.0,,,,,,1,From Kick Off,Anton Ciprian Tătărușanu,3112.0,Goalkeeper,2,Fiorentina,239,['81c47630-3575-4fdf-a371-b00295ec8d1a'],8,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:08.827,Pass,
,,,,,,,,,,,,,,,,,1.305894,,,,,,,,,,,,,,d057349c-9518-432a-af4f-68d95dca6496,21,,"[21.7, 70.9]",3879616,0,,,,0.3814801,,Right Foot,,,,"[39.4, 78.0]",,Ground Pass,,19.07092,,,Federico Bernardeschi,7777.0,,,,,,1,From Kick Off,Facundo Sebastián Roncaglia,6830.0,Right Center Back,2,Fiorentina,239,"['537c873d-981f-453c-b1cf-ed5da75c374f', '9dbdfd7f-ac32-4c25-8632-1f11575504ff']",10,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:10.917,Pass,True
,,,,,,,,,,,,,,,,,0.716617,,,,,,,,,,,,,,f116d3b6-c6c4-4786-923a-82e8bbfa88cf,25,,"[37.3, 73.0]",3879616,0,,,,-2.1962814,,Left Foot,,,,"[33.4, 67.6]",,Ground Pass,,6.661081,,,Milan Badelj,6305.0,,,,,,1,From Kick Off,Federico Bernardeschi,7777.0,Right Wing Back,2,Fiorentina,239,"['956713ea-57d3-4a2d-b04d-db9598db97e7', 'b188050c-c88d-44db-a13f-4775c3d5e8eb']",14,,,,,,,,,,,,,,,,,,Fiorentina,239,00:00:14.197,Pass,True
