50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,3.365812,,,,,,,,,,,,,,,3b047c84-2bd2-4aa4-a115-372d357a5010,16,,"[11.2, 8.4]",3879721,0,,,,-0.10427161,,Left Foot,,,,"[45.6, 4.8]",,High Pass,,34.58786,Incomplete,,Franco Damián Vázquez,6719.0,,,,,Recovery,1,From Kick Off,Achraf Lazaar,10032.0,Left Back,2,AC Milan,243,"['265d4848-4a14-4cd4-a203-7796015926d7', 'c8f11f1a-f4b6-4444-8148-b16c10966bed', 'd007480f-0c6e-4d0f-aa99-e1f9ed48b001', 'ff096605-d2c4-4cdd-bfb2-bcf19b1cfa93']",10,,,,,,,,,,,,,,,,,Palermo,2256,00:00:10.692,Pass,True
,,,,,,,,,,,,,,,,,3.061678,,,,,,,,,,,,,,,265d4848-4a14-4cd4-a203-7796015926d7,18,,"[74.5, 75.3]",3879721,0,,,,-1.0213565,,Right Foot,,,,"[88.4, 52.6]",,High Pass,,26.617662,Incomplete,,M''Baye Babacar Niang,5661.0,,,,,Recovery,1,From Kick Off,Juraj Kucka,10919.0,Right Defensive Midfield,2,AC Milan,243,"['295b810e-abd1-45fb-869e-108b44dbd879', '3b047c84-2bd2-4aa4-a115-372d357a5010', 'ff5606db-5b24-4e6b-9503-75717a347e02']",14,,,,,,,,,,,,,,,,,AC Milan,243,00:00:14.057,Pass,
,,,,,,,,,,,,,,,,,2.738267,,,,,,,,,,,,,,,306eb3b7-b00e-4aaa-ab84-ba15110f8d38,23,,"[29.0, 25.4]",3879721,0,,,,1.6710626,,Left Foot,,,,"[24.0, 75.1]",,Ground Pass,,49.950874,,,Aljaž Struna,24061.0,,,True,,,1,Regular Play,Ivaylo Chochev,40349.0,Left Defensive Midfield,3,Palermo,2256,['329d6557-30af-4d52-92b4-a021144dc668'],20,,,,,,,,,,,,,,,,,Palermo,2256,00:00:20.399,Pass,
,,,,,,,,,,,,,,,,,2.493403,,,,,,,,,,,,,,,89c516ff-9ca4-47e9-ba30-eef6b6481c70,26,,"[27.9, 77.0]",3879721,0,,,,-0.3572768,,Right Foot,,,,"[64.6, 63.3]",,High Pass,,39.173717,Unknown,,Franco Damián Vázquez,6719.0,,,,,,1,Regular Play,Aljaž Struna,24061.0,Right Back,3,Palermo,2256,['9afd8d77-0779-4055-816e-74641f693ea3'],24,,,,,,,,,,,,,,,,,Palermo,2256,00:00:24.421,Pass,
,,,,,,,,,,,,,,,,,1.184021,,,,,,,,,,,,,,,d496aa17-2261-4b1b-84f9-220cd4952646,30,,"[63.7, 61.2]",3879721,0,True,,,1.3410099,,Left Foot,,,,"[67.7, 78.3]",,Ground Pass,,17.561605,,,Aljaž Struna,24061.0,,,,,Free Kick,1,From Free Kick,Mato Jajalo,30735.0,Right Defensive Midfield,4,Palermo,2256,['33f4952a-cd00-45dc-bcae-571e4d1b924e'],43,,,,,,,,,,,,,,,,,Palermo,2256,00:00:43.897,Pass,
,,,,,,,,,,,,,,,,,0.845668,,,,,,,,,,,,,,,aa97827f-c45f-4094-ae98-3ce7ae9206f3,32,,"[75.2, 79.0]",3879721,0,,,,0.28605145,,Right Foot,,,,"[78.6, 80.0]",,Ground Pass,,3.544009,Out,,Oscar Hiljemark,5605.0,,,,,,1,From Free Kick,Aljaž Struna,24061.0,Right Back,4,Palermo,2256,['43882a2d-42b0-48b6-a5c6-cd7ab0821d11'],46,,,,,,,,,,,,,,,,,Palermo,2256,00:00:46.720,Pass,
,,,,,,,,,,,,,,,,,2.623882,,,,,,,,,,,,,,,f6ba9250-15f4-49e1-8642-9c3665a6633f,34,,"[38.5, 0.1]",3879721,1,,,,1.9906763,,,,,,"[26.0, 28.1]",,Low Pass,,30.663496,,,Cristian Eduardo Zapata Valencia,6360.0,,,,,Throw-in,1,From Throw In,Luca Antonelli,8874.0,Left Back,5,AC Milan,243,['272aefda-e9c4-4cb2-a411-029b66a469d6'],0,,,,,,,,,,,,,,,,,AC Milan,243,00:01:00.970,Pass,
,,,,,,,,,,,,,,,,,1.645909,,,,,,,,,,,,,,,792d3696-a8e0-45f4-8004-2c4a4d8258af,37,,"[28.6, 34.0]",3879721,1,,,,1.3367243,,Right Foot,,,,"[38.4, 75.1]",,Ground Pass,,42.25222,,,Ignazio Abate,7463.0,,,True,,,1,From Throw In,Cristian Eduardo Zapata Valencia,6360.0,Right Center Back,5,AC Milan,243,['ce6cc0db-a11e-4aee-8076-82720d084e2f'],5,,,,,,,,,,,,,,,,,AC Milan,243,00:01:05.371,Pass,
,,,,,,,,,,,,,,,,,1.351585,,,,,,,,,,,,,,,ba264d63-cc06-4078-b02e-9be664dce8a3,40,,"[38.4, 75.1]",3879721,1,,,,-1.7615805,,Right Foot,,,,"[33.9, 51.8]",,Ground Pass,,23.730572,,,Cristian Eduardo Zapata Valencia,6360.0,,,,,,1,From Throw In,Ignazio Abate,7463.0,Right Back,5,AC Milan,243,['19856650-92f2-42e4-a5d5-5c04e22d95d2'],8,,,,,,,,,,,,,,,,,AC Milan,243,00:01:08.411,Pass,
,,,,,,,,,,,,,,,,,2.012094,,,,,,,,,,,,,,,22935627-5a9b-4756-afb4-ef90869184de,43,,"[34.9, 52.1]",3879721,1,,,,0.07573562,,Right Foot,,,,"[71.8, 54.9]",,High Pass,,37.00608,,,M''Baye Babacar Niang,5661.0,,,,,,1,From Throw In,Cristian Eduardo Zapata Valencia,6360.0,Right Center Back,5,AC Milan,243,['41ab60d5-ba24-4757-90ef-0a6931e05c8b'],9,,,,,,,,,,,,,,,,,AC Milan,243,00:01:09.869,Pass,
,,,,,,,,,,,,,,,,,1.310597,,,,,,,,,,,,,,,1ed5cb37-5b9b-4701-a5d5-a973486ce787,46,,"[71.8, 54.9]",3879721,1,,,True,-1.1133214,,,,,,"[75.0, 48.4]",,Low Pass,,7.2449985,Incomplete,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,1,From Throw In,M''Baye Babacar Niang,5661.0,Right Center Forward,5,AC Milan,243,"['2be777d4-6617-4f3d-a33e-e3d8d85be283', '376be1f9-84ca-4c00-8589-359274346394', '6b0d3601-d968-4647-aaf2-226a11cf2dc7']",11,,,,,,,,,,,,,,,,,AC Milan,243,00:01:11.881,Pass,True
,,,,,,,,,,,,,,,,,0.026559,,,,,,,,,,,,,,,54b162e9-fc97-4146-a42c-542a1138c322,50,,"[46.4, 38.6]",3879721,1,,,,0.61629695,,Right Foot,,,,"[48.8, 40.3]",,Ground Pass,,2.9410882,Incomplete,,Oscar Hiljemark,5605.0,,,,,,1,Regular Play,Mato Jajalo,30735.0,Right Defensive Midfield,6,Palermo,2256,"['7c2682ff-00b6-4126-841d-aff0257baa11', '8910eae9-3b29-46b8-88e4-ed0678e38f4d']",15,,,,,,,,,,,,,,,,,Palermo,2256,00:01:15.618,Pass,
,,,,,,,,,,,,,,,,,2.091149,,,,,,,,,,,,,,,8e804ca4-491e-4219-944d-e8b759af8cf4,53,,"[69.2, 80.0]",3879721,1,True,,,-0.11710875,,,,,,"[87.9, 77.8]",,High Pass,,18.828966,,,Franco Damián Vázquez,6719.0,,,,,Throw-in,1,From Throw In,Aljaž Struna,24061.0,Right Back,7,Palermo,2256,['f85a0594-70c7-4914-bb92-30f39a9900d4'],25,,,,,,,,,,,,,,,,,Palermo,2256,00:01:25.778,Pass,
,,,,,,,,,,,,,,,,,0.900677,,,,,,,,,,,,,,,126d8320-40b3-4aea-a5b2-5587e5d873b0,57,,"[30.7, 0.1]",3879721,1,True,,,2.8430936,,,,,,"[16.4, 4.5]",,Low Pass,,14.961617,,,Alessio Romagnoli,7458.0,,,,,Throw-in,1,From Throw In,Luca Antonelli,8874.0,Left Back,8,AC Milan,243,['25d8163b-dfa0-40bf-82e3-eacdc09bf53b'],35,,,,,,,,,,,,,,,,,AC Milan,243,00:01:35.070,Pass,
,,,,,,,,,,,,,,,,,1.639153,,,,,,,,,,,,,,,88c3f042-5d36-409d-b0d0-ef00821fa74c,59,,"[17.1, 7.6]",3879721,1,,,,2.1706607,,Left Foot,,,,"[3.9, 26.9]",,Ground Pass,,23.382257,,,Gianluigi Donnarumma,7036.0,,,,,,1,From Throw In,Alessio Romagnoli,7458.0,Left Center Back,8,AC Milan,243,['57096e7a-c159-4252-8d43-445f29609b0a'],39,,,,,,,,,,,,,,,,,AC Milan,243,00:01:39.776,Pass,
,,,,,,,,,,,,,,,,,1.43796,,,,,,,,,,,,,,,564f1bf7-2f96-43aa-b9a6-ced016ad8944,62,,"[5.7, 26.8]",3879721,1,,,,-1.1177866,,Right Foot,,,,"[14.9, 7.9]",,Ground Pass,,21.020227,,,Alessio Romagnoli,7458.0,,,,,,1,From Throw In,Gianluigi Donnarumma,7036.0,Goalkeeper,8,AC Milan,243,['694481e6-3b1f-46d2-a373-773b850636b6'],41,,,,,,,,,,,,,,,,,AC Milan,243,00:01:41.455,Pass,
,,,,,,,,,,,,,,,,,2.747249,,,,,,,,,,,,,,,aa55e442-dccd-4d2e-b469-653833afbb0d,65,,"[18.5, 4.3]",3879721,1,,,,0.04083332,,Left Foot,,,,"[69.9, 6.4]",,High Pass,,51.442883,Incomplete,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,1,From Throw In,Alessio Romagnoli,7458.0,Left Center Back,8,AC Milan,243,"['3ff2f396-f159-4e95-bc4b-b28f7c49a25e', 'c216bff5-ac2a-414c-b6f4-e156b22825c8']",44,,,,,,,,,,,,,,,,,AC Milan,243,00:01:44.463,Pass,
,,,,,,,,,,,,,,,,,1.833528,,,,,,,,,,,,,,,3ff2f396-f159-4e95-bc4b-b28f7c49a25e,68,,"[50.2, 73.7]",3879721,1,,,True,-0.77069336,,,,,,"[57.1, 67.0]",,High Pass,,9.617692,,,Mato Jajalo,30735.0,,,,,Recovery,1,Regular Play,Edoardo Goldaniga,8102.0,Right Center Back,9,Palermo,2256,"['5a4bfd57-9bde-4408-9b30-9fe8941ddbfb', '609a2266-3f44-49d4-aa31-23322c09ff89', 'aa55e442-dccd-4d2e-b469-653833afbb0d']",47,,,,,,,,,,,,,,,,,Palermo,2256,00:01:47.210,Pass,True
,,,,,,,,,,,,,,,,,2.108789,,,,,,,,,,,,,,,0cd565af-5d9a-47e0-8a2d-37468fcbccaa,71,,"[44.0, 66.7]",3879721,1,,,,-2.3582735,,Right Foot,,,,"[19.9, 42.7]",,Ground Pass,,34.01191,,,Giancarlo González Castro,5584.0,,,,,,1,Regular Play,Mato Jajalo,30735.0,Right Defensive Midfield,9,Palermo,2256,['fd0f0adc-8ac1-4249-a0c7-b7f8d222df27'],50,,,,,,,,,,,,,,,,,Palermo,2256,00:01:50.975,Pass,
,,,,,,,,,,,,,,,,,2.565899,,,,,,,,,,,,,,,d4340953-da51-434e-b117-cd7c99da6a0c,74,,"[19.5, 29.0]",3879721,1,,,,-0.68196243,,Left Foot,,,,"[51.4, 3.1]",,High Pass,,41.09039,,,Robin Quaison,8552.0,,,,,,1,Regular Play,Giancarlo González Castro,5584.0,Left Center Back,9,Palermo,2256,['ec451df0-d336-4745-b138-1a37c4dfa804'],55,,,,,,,,,,,,,,,,,Palermo,2256,00:01:55.833,Pass,
,,,,,,,,,,,,,,,,,2.300881,,,,,,,,,,,,,,,2093107c-cb52-43d9-b779-9427f1cc3093,76,,"[51.4, 3.1]",3879721,1,,,,0.5690575,,Head,,,,"[62.5, 10.2]",,High Pass,,13.176495,Incomplete,,Alberto Gilardino,38389.0,,,,,,1,Regular Play,Robin Quaison,8552.0,Left Wing,9,Palermo,2256,"['32f92211-ed31-4888-bb4f-fb95251fa73d', 'd4e32f16-1497-4898-a6c4-2d6f35154dc4']",58,,,,,,,,,,,,,,,,,Palermo,2256,00:01:58.399,Pass,
,,,,,,,,,,,,,,,,,2.08971,,,,,,,,,,,,,,,529d8766-5ec9-4f92-a0f4-e5567d4904c7,79,,"[55.2, 70.8]",3879721,2,True,,,0.09191901,,Right Foot,,,,"[91.0, 74.1]",,High Pass,,35.951775,Incomplete,,M''Baye Babacar Niang,5661.0,,,,,,1,Regular Play,Juraj Kucka,10919.0,Right Defensive Midfield,10,AC Milan,243,"['bfe5a331-8a98-4ae9-beb2-0216a054c33c', 'f2431ce1-3c4d-451a-b13c-b63e83fa7c0d']",1,,,,,,,,,,,,,,,,,AC Milan,243,00:02:01.607,Pass,
,,,,,,,,,,,,,,,,,0.84946,,,,,,,,,,,,,,,6d1fe34f-d941-42d4-bfd8-00d0b8031a72,82,,"[90.8, 80.0]",3879721,2,,,,-1.0878274,,,,,,"[95.1, 71.8]",,Low Pass,,9.259049,,,M''Baye Babacar Niang,5661.0,,,,,Throw-in,1,From Throw In,Keisuke Honda,5683.0,Right Midfield,11,AC Milan,243,['602aa2e6-fdd9-42ce-a54e-089426451845'],7,,,,,,,,,,,,,,,,,AC Milan,243,00:02:07.950,Pass,
,,,,,,,,,,,,,,,,,0.450428,,,,,,,,,,,,,,,f6ec0742-9c2e-4007-8916-474dfc41b21a,86,,"[91.8, 73.7]",3879721,2,,,,0.2220819,,Right Foot,,,,"[94.9, 74.4]",,Ground Pass,,3.1780498,Incomplete,,Keisuke Honda,5683.0,,,,,,1,From Throw In,M''Baye Babacar Niang,5661.0,Right Center Forward,11,AC Milan,243,"['ab900a8f-1729-4bf5-860b-85fd026179f4', 'f7192c45-b876-49f0-9cf2-d18556657296']",10,,,,,,,,,,,,,,,,,AC Milan,243,00:02:10.229,Pass,
,,,,,,,,,,,,,,,,,0.559364,,,,,,,,,,,,,,,64584b7c-746d-4aa6-a5bb-321eb6f35616,90,,"[29.0, 4.8]",3879721,2,,,,-0.6489956,,Right Foot,,,,"[31.9, 2.6]",,Low Pass,,3.640055,,,Robin Quaison,8552.0,,,,,,1,Regular Play,Achraf Lazaar,10032.0,Left Back,12,Palermo,2256,['d118bc3a-9ebd-43e7-bd9f-4f14dc8463c2'],12,,,,,,,,,,,,,,,,,Palermo,2256,00:02:12.453,Pass,
,,,,,,,,,,,,,,,,,0.641868,,,,,,,,,,,,,,,d7095d86-d4d9-40a5-b389-cb00d95db828,94,,"[86.3, 76.5]",3879721,2,,,,-0.23441568,,Right Foot,,,,"[93.0, 74.9]",,Ground Pass,,6.8883963,Incomplete,,Keisuke Honda,5683.0,,,,,Recovery,1,Regular Play,Ignazio Abate,7463.0,Right Back,12,Palermo,2256,"['654c3755-ffe4-4e81-ad83-10f0a049e34c', 'a9af0338-ad2f-4d11-bf18-072683ca778a']",13,,,,,,,,,,,,,,,,,AC Milan,243,00:02:13.587,Pass,
,,,,,,,,,,,,,,,,,1.673126,,,,,,,,,,,,,,,8ae603e8-6d2f-4785-aa83-d0afc054891c,98,,"[28.6, 4.3]",3879721,2,,,,0.2777538,,Left Foot,,,,"[52.8, 11.2]",,Low Pass,,25.16446,,,Alberto Gilardino,38389.0,,,,,,1,Regular Play,Achraf Lazaar,10032.0,Left Back,12,Palermo,2256,['371a9317-9d0e-4c0e-8f59-d2d0781ea5f4'],14,,,,,,,,,,,,,,,,,Palermo,2256,00:02:14.923,Pass,
,,,,,,,,,,,,,,,,,1.094319,,,,,,,,,,,,,,,3ab2616a-119f-4895-bc23-3820267ecd7d,102,,"[52.8, 11.4]",3879721,2,,,,2.7564352,,Right Foot,,,,"[45.4, 14.4]",,Low Pass,,7.984986,,,Franco Damián Vázquez,6719.0,,,,,,1,Regular Play,Alberto Gilardino,38389.0,Center Forward,12,Palermo,2256,"['2309a9c2-08fa-45d2-81c3-5ea81bfd112e', '986b5f8c-2295-4852-a7ac-1dc32eb908e8']",17,,,,,,,,,,,,,,,,,Palermo,2256,00:02:17.126,Pass,True
,,,,,,,,,,,,,,,,,3.423878,,,,,,,,,,,,,,,365f27dd-af67-4a34-bf5f-bfbeec3d0c58,106,,"[45.6, 17.0]",3879721,2,,,,1.4839844,,Right Foot,,,,"[50.7, 75.6]",,Low Pass,,58.82151,,,Aljaž Struna,24061.0,,,True,,,1,Regular Play,Franco Damián Vázquez,6719.0,Center Attacking Midfield,12,Palermo,2256,"['42bdeead-039f-4308-96db-1b5bdf5f52f9', '5bc4debb-45f3-45e5-9ba5-90a53fd52ce3']",19,,,,,,,,,,,,,,,,,Palermo,2256,00:02:19.057,Pass,True
,,,,,,,,,,,,,,,,,1.268317,,,,,,,,,,,,,,,bf4e8389-5656-4bc6-a13d-4e7488c9e8b8,109,,"[72.8, 77.0]",3879721,2,,,,-0.4290294,,Right Foot,,,,"[82.2, 72.7]",,Ground Pass,,10.336827,,,Oscar Hiljemark,5605.0,,,,,,1,Regular Play,Aljaž Struna,24061.0,Right Back,12,Palermo,2256,['49968821-c531-49d2-b03b-5088826d8d39'],25,,,,,,,,,,,,,,,,,Palermo,2256,00:02:25.231,Pass,
,,,,,,,,,,,,,,,,,1.159332,,,,,,,,,,,,,,,f5e6f6fc-ea08-4883-a777-039daf472ca8,112,,"[84.8, 72.7]",3879721,2,,,,0.029117981,,Right Foot,,,,"[95.1, 73.0]",,Ground Pass,,10.304368,Incomplete,,Aljaž Struna,24061.0,,,,,,1,Regular Play,Oscar Hiljemark,5605.0,Right Wing,12,Palermo,2256,"['a73c325f-c5db-4914-9c91-600a91a0a49c', 'bcb583f6-467f-4102-93a0-7762af5fe995']",27,,,,,,,,,,,,,,,,,Palermo,2256,00:02:27.225,Pass,
,,,,,,,,,,,,,,,,,0.573388,,,,,,,,,,,,,,,c5406677-b18f-4888-9d00-5ada975c132b,116,,"[34.6, 6.4]",3879721,2,,,,2.5238369,,Left Foot,,,,"[30.8, 9.1]",,Ground Pass,,4.661545,,,Riccardo Montolivo,7166.0,,,,,,1,Regular Play,Luca Antonelli,8874.0,Left Back,13,AC Milan,243,['40d11c15-977e-4747-879d-a2dae211173d'],30,,,,,,,,,,,,,,,,,AC Milan,243,00:02:30.406,Pass,
