ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,551606ac-eabd-4563-aee3-74d0e5e756d1,1,,,,3879664,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 2}, {'player': {'id': 7473, 'name': 'Lorenzo De Silvestri'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7012, 'name': 'Vasco Regini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 95}, {'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 27595, 'name': 'Carlos Mario Carbonero Mancilla'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 77}, {'player': {'id': 19850, 'name': 'Antonio Cassano'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 99}]}",Sampdoria,234,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,667ea514-689d-443a-bfc5-58b3af6aecbe,2,,,,3879664,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 70}, {'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 8102, 'name': 'Edoardo Goldaniga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,67bd37ee-9093-496c-9893-269d4179004f,3,,,,3879664,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,['875bfbf8-34b9-468e-9479-481b4de703bd'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,875bfbf8-34b9-468e-9479-481b4de703bd,4,,,,3879664,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sampdoria,234,['67bd37ee-9093-496c-9893-269d4179004f'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,70d01382-b71b-40b5-ba4b-cb12eb1b8252,1856,,,,3879664,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,102,Sampdoria,234,['a5ab5d0a-35c4-4e0c-aac4-8e82d46c0b2e'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a5ab5d0a-35c4-4e0c-aac4-8e82d46c0b2e,1857,,,,3879664,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,102,Sampdoria,234,['70d01382-b71b-40b5-ba4b-cb12eb1b8252'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.47046,,,,,,,,,,,,,ca190d7f-3a32-4c86-b3f8-38485b528035,5,,,"[61.0, 40.1]",3879664,0,,,,1.2490457,,Right Foot,,,,"[61.8, 42.5]",,Ground Pass,,2.529822,,,,,Antonio Cassano,19850.0,,,,,,Kick Off,1,From Kick Off,Roberto Soriano,6759.0,Right Center Midfield,2,Sampdoria,234,['584fea8d-95a5-47fd-a503-1caa5a02529a'],0,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:00.379,Pass,
,,,,,,,,,,,,,,,,2.327784,,,,,,,,,,,,,8d108bf0-3d3d-45c7-94dc-cea5c2aad1f2,8,,,"[63.8, 42.3]",3879664,0,,,,-2.1101975,,Right Foot,,,,"[46.5, 13.4]",,Ground Pass,,33.68234,,,,,Mattia Cassani,387417.0,,,,,,,1,From Kick Off,Antonio Cassano,19850.0,Center Forward,2,Sampdoria,234,['a619ea17-8fe1-45da-ad72-955723f83725'],1,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:01.390,Pass,
,,,,,,,,,,,,,,,,0.901323,,,,,,,,,,,,,94b8eb2e-a4f6-4e91-9f7c-6344c6512656,11,,,"[51.7, 10.6]",3879664,0,,,,1.8170891,,Left Foot,,,,"[47.2, 28.5]",,Ground Pass,,18.456978,,,,,Fernando Lucas Martins,16586.0,,,,,,,1,From Kick Off,Mattia Cassani,387417.0,Left Back,2,Sampdoria,234,['7aa9ea2d-a373-4729-9cdd-1af0ba4f7bcd'],4,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:04.939,Pass,
,,,,,,,,,,,,,,,,0.784797,,,,,,,,,,,,,d64c5476-7d34-47f4-be9b-f963eec6b8fe,14,,,"[46.1, 26.7]",3879664,0,,,,-3.0472786,,Right Foot,,,,"[31.3, 25.3]",,Ground Pass,,14.866069,,,,,Vasco Regini,7012.0,,,,,,,1,From Kick Off,Fernando Lucas Martins,16586.0,Center Defensive Midfield,2,Sampdoria,234,['d4dd3e05-fde2-44bd-b28c-968ebab9beae'],5,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:05.920,Pass,
