50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.441742,,,,,,,,,,,,fefab922-dc19-419e-bd2b-324f97a1a4ac,18,,"[40.6, 55.3]",3879610,0,,,,1.7277676,,Left Foot,,,"[38.4, 69.2]",,Ground Pass,,14.073024,,,Vassilis Torosidis,8104.0,,,,,,1,From Kick Off,Konstantinos Manolas,7048.0,Right Center Back,2,AS Roma,229,['99e83392-b824-4fad-bb77-419d57334e45'],10,,,,,,,,,,,,,,,,,AS Roma,229,00:00:10.446,Pass,
,,,,,,,,,,,,,,,,2.237913,,,,,,,,,,,,b14ee661-b393-40f9-a1f2-862f85066a01,21,,"[35.4, 71.0]",3879610,0,,,,-2.2171383,,Right Foot,,,"[14.2, 42.9]",,Ground Pass,,35.20014,,,Wojciech Szczęsny,5669.0,,,,,,1,From Kick Off,Vassilis Torosidis,8104.0,Right Back,2,AS Roma,229,['f8704625-6306-42f1-b867-a62276055e04'],12,,,,,,,,,,,,,,,,,AS Roma,229,00:00:12.795,Pass,
,,,,,,,,,,,,,,,,1.261212,,,,,,,,,,,,d3a9bd7e-ff57-479c-b44a-9aa84c50492f,24,,"[14.2, 38.3]",3879610,0,,,,-0.5635471,,Right Foot,,,"[30.5, 28.0]",,Ground Pass,,19.281597,,,Antonio Rüdiger,3167.0,,,,,,1,From Kick Off,Wojciech Szczęsny,5669.0,Goalkeeper,2,AS Roma,229,['ab5e1b74-dd05-4b76-a92b-640639a70eba'],16,,,,,,,,,,,,,,,,,AS Roma,229,00:00:16.469,Pass,
,,,,,,,,,,,,,,,,1.395353,,,,,,,,,,,,b8559295-78b2-4807-9e7f-1f6b8b838f9d,27,,"[33.3, 29.1]",3879610,0,,,,-1.3554386,,Right Foot,,,"[36.8, 13.1]",,Ground Pass,,16.37834,,,Iago Falqué Silva,7468.0,,,,,,1,From Kick Off,Antonio Rüdiger,3167.0,Left Center Back,2,AS Roma,229,['b00fcac1-e2fb-4937-8361-319e1be2c72a'],20,,,,,,,,,,,,,,,,,AS Roma,229,00:00:20.476,Pass,
,,,,,,,,,,,,,,,,0.076811,,,,,,,,,,,,683117b5-7cbe-4ea1-b75a-fd38d688e5e4,30,,"[37.7, 9.7]",3879610,0,,,,0.4636476,,Left Foot,,,"[43.1, 12.4]",,Low Pass,,6.0373836,Incomplete,,,,,,,,,1,From Kick Off,Iago Falqué Silva,7468.0,Center Attacking Midfield,2,AS Roma,229,['49392f1d-bcb3-469a-8351-e47ea8a9e5a5'],23,,,,,,,,,,,,,,,,,AS Roma,229,00:00:23.022,Pass,
,,,,,,,,,,,,,,,,1.906601,,,,,,,,,,,,10432df7-59e3-4522-ba32-ac2922c1f5e8,32,,"[63.6, 0.1]",3879610,0,,,,2.8292885,,,,,"[41.3, 7.3]",,Low Pass,,23.433523,,,Antonio Rüdiger,3167.0,,,,,Throw-in,1,From Throw In,Lucas Digne,6849.0,Left Back,3,AS Roma,229,['569f6b63-e3aa-4181-8232-4f034b4f9ed3'],33,,,,,,,,,,,,,,,,,AS Roma,229,00:00:33.346,Pass,
,,,,,,,,,,,,,,,,1.830033,,,,,,,,,,,,289e3be4-ed7a-4b44-89c6-31d12ce74a23,35,,"[41.3, 7.3]",3879610,0,,,,1.5707964,,Right Foot,,,"[41.3, 33.2]",,Ground Pass,,25.9,,,Konstantinos Manolas,7048.0,,,,,,1,From Throw In,Antonio Rüdiger,3167.0,Left Center Back,3,AS Roma,229,['57ba8eb7-b118-4849-887a-fb925e031027'],37,,,,,,,,,,,,,,,,,AS Roma,229,00:00:37.123,Pass,
,,,,,,,,,,,,,,,,1.251677,,,,,,,,,,,,77f1480a-bfd4-4c1b-94cf-b110c86b7b8b,38,,"[41.3, 43.2]",3879610,0,,,,1.0350585,,Right Foot,,,"[60.0, 74.7]",,Ground Pass,,36.6325,,,Vassilis Torosidis,8104.0,,,,,,1,From Throw In,Konstantinos Manolas,7048.0,Right Center Back,3,AS Roma,229,['4a6d03a5-f5ab-4c9c-b68f-b11d6cf4c7a8'],40,,,,,,,,,,,,,,,,,AS Roma,229,00:00:40.501,Pass,
,,,,,,,,,,,,,,,,0.651274,,,,,,,,,,,,3a322780-fae6-4404-a544-ba1d4a6449e2,46,,"[55.8, 5.9]",3879610,0,,,,1.9379702,,Right Foot,,,"[54.3, 9.8]",,Ground Pass,,4.1785164,,,Senad Lulić,7785.0,,,,,,1,Regular Play,Felipe Anderson Pereira Gomes,8172.0,Left Wing,4,Lazio,236,['e27b0e14-78d0-4811-a662-73a63a764f83'],44,,,,,,,,,,,,,,,,,Lazio,236,00:00:44.284,Pass,
,,,,,,,,,,,,,,,,0.753405,,,,,,,,,,,,9ab0995c-afc1-4860-b74b-c1415bb38a26,50,,"[54.2, 9.8]",3879610,0,,,,-2.7000003,,Right Foot,,,"[43.2, 4.6]",,Ground Pass,,12.167169,,,Ştefan Daniel Radu,7778.0,,,,,,1,Regular Play,Senad Lulić,7785.0,Left Center Midfield,4,Lazio,236,"['0a3b432e-55f4-4321-96af-531e51c56eeb', 'b1393d1b-afc5-490a-b5ac-de631e92d8b8']",45,,,,,,,,,,,,,,,,,Lazio,236,00:00:45.015,Pass,True
,,,,,,,,,,,,,,,,0.98141,,,,,,,,,,,,4ccd0f3a-686f-47ad-9691-561fe07b3a27,52,,"[43.2, 4.6]",3879610,0,,,,1.4783454,,Left Foot,,,"[44.6, 19.7]",,Ground Pass,,15.164762,,,Lucas Rodrigo Biglia,5510.0,,,,,,1,Regular Play,Ştefan Daniel Radu,7778.0,Left Back,4,Lazio,236,['249485d6-fcdc-437c-9b50-c38689991d78'],45,,,,,,,,,,,,,,,,,Lazio,236,00:00:45.769,Pass,
,,,,,,,,,,,,,,,,1.640502,,,,,,,,,,,,8724fc42-c04a-4117-8d43-e29e96abf958,55,,"[45.8, 15.7]",3879610,0,,,,-2.7770667,,Right Foot,,,"[30.6, 9.9]",,Ground Pass,,16.26899,,,Santiago Juan Gentiletti Selak,8847.0,,,,,,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Center Defensive Midfield,4,Lazio,236,['3443ea8f-5345-4923-a304-407d4e0bb001'],47,,,,,,,,,,,,,,,,,Lazio,236,00:00:47.418,Pass,
,,,,,,,,,,,,,,,,1.085663,,,,,,,,,,,,1bb987da-4796-4d14-8ee7-0940dcda0eb0,58,,"[35.8, 12.0]",3879610,0,,,,0.06548002,,Left Foot,,,"[48.0, 12.8]",,Ground Pass,,12.226201,,,Filip Đorđević,11427.0,,,,,,1,Regular Play,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,4,Lazio,236,['8f82f93b-46bb-47b4-8451-1eae44952120'],54,,,,,,,,,,,,,,,,,Lazio,236,00:00:54.639,Pass,
,,,,,,,,,,,,,,,,0.99104,,,,,,,,,,,,26dd2277-5cfa-46f1-a24e-05d3876aa6c8,60,,"[49.2, 13.8]",3879610,0,,,,-2.0500069,,Left Foot,,,"[43.9, 3.6]",,Ground Pass,,11.4947815,,,Ştefan Daniel Radu,7778.0,,,,,,1,Regular Play,Filip Đorđević,11427.0,Center Forward,4,Lazio,236,['8d7d394a-227a-48d9-9981-2f210b584743'],55,,,,,,,,,,,,,,,,,Lazio,236,00:00:55.725,Pass,
,,,,,,,,,,,,,,,,1.24988,,,,,,,,,,,,b6689512-e7d6-453e-b2dd-ffbb6655d525,63,,"[39.5, 4.6]",3879610,0,,,,3.0593047,,Right Foot,,,"[29.8, 5.4]",,Ground Pass,,9.732934,,,Santiago Juan Gentiletti Selak,8847.0,,,,,,1,Regular Play,Ştefan Daniel Radu,7778.0,Left Back,4,Lazio,236,['43844dfc-bdd3-46f1-a029-937326577809'],57,,,,,,,,,,,,,,,,,Lazio,236,00:00:57.566,Pass,
,,,,,,,,,,,,,,,,1.675726,,,,,,,,,,,,93b1fb6d-d921-4a79-ae74-fa9d443488b7,67,,"[29.8, 5.9]",3879610,1,,,,0.079947926,,Left Foot,,,"[63.5, 8.6]",,High Pass,,33.807987,,,Filip Đorđević,11427.0,,,,,,1,Regular Play,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,4,Lazio,236,['bb999f53-1e11-42dc-bc91-8be19415438e'],0,,,,,,,,,,,,,,,,,Lazio,236,00:01:00.781,Pass,
,,,,,,,,,,,,,,,,0.73978,,,,,,,,,,,,a3296620-f42e-4d81-924d-515fea04d14b,73,,"[64.4, 65.2]",3879610,1,,,,0.4246603,,Right Foot,,,"[75.9, 70.4]",,Ground Pass,,12.621015,,,Antonio Candreva,7776.0,,,,,,1,Regular Play,Dušan Basta,8443.0,Right Back,4,Lazio,236,['0c667ea8-cc3c-4a38-bc53-9f4a3d5cc496'],9,,,,,,,,,,,,,,,,,Lazio,236,00:01:09.408,Pass,
,,,,,,,,,,,,,,,,1.523231,,,,,,,,,,,,5cdede12-7315-4221-9920-e8d5c5f4b2a6,76,,"[75.9, 70.4]",3879610,1,,,,-1.3258177,,Right Foot,,,"[77.6, 63.6]",,Ground Pass,,7.0092797,Incomplete,,Dušan Basta,8443.0,,,,,,1,Regular Play,Antonio Candreva,7776.0,Right Wing,4,Lazio,236,"['0f83316a-1191-4d0f-8397-e4456ff50b60', '519c3de1-d51d-4697-867a-a5fcc98b033d']",10,,,,,,,,,,,,,,,,,Lazio,236,00:01:10.268,Pass,
,,,,,,,,,,,,,,,,0.211019,,,,,,,,,,,,0f83316a-1191-4d0f-8397-e4456ff50b60,78,,"[42.5, 16.5]",3879610,1,,,,0.0,,Left Foot,,,"[45.9, 16.5]",,Ground Pass,,3.4,Incomplete,,,,,,,,Recovery,1,Regular Play,Lucas Digne,6849.0,Left Back,4,Lazio,236,"['5cdede12-7315-4221-9920-e8d5c5f4b2a6', 'd27796a8-9468-4a11-af8f-c35be5d9470b']",11,,,,,,,,,,,,,,,,,AS Roma,229,00:01:11.791,Pass,
,,,,,,,,,,,,,,,,1.486795,,,,,,,,,,,,930f48b3-71e6-4771-821e-9e09c1389103,80,,"[41.8, 20.9]",3879610,1,,,,-0.83535653,,Right Foot,,,"[49.4, 12.5]",,Ground Pass,,11.327842,Incomplete,,Gervais Lombe Yao Kouassi,15818.0,,,,,Recovery,1,Regular Play,William Vainqueur,23241.0,Left Defensive Midfield,4,Lazio,236,"['4e147624-7272-4cc1-ba2d-156f80176163', 'd95f9db7-3fd2-4286-8375-b06bf153717c']",13,,,,,,,,,,,,,,,,,AS Roma,229,00:01:13.144,Pass,
,,,,,,,,,,,,,,,,0.469692,,,,,,,,,,,,3d90b662-12a0-41ea-a0aa-3d77bd754e34,88,,"[76.6, 68.4]",3879610,1,,,,1.5889761,,Right Foot,,,"[76.5, 73.9]",,Ground Pass,,5.500909,,,Antonio Candreva,7776.0,,,,,Recovery,1,Regular Play,Dušan Basta,8443.0,Right Back,4,Lazio,236,"['661d6971-b298-487a-a1c6-ad3572f87f8b', 'c73fd3d4-00fa-4eb0-930c-5098234157f5']",16,,,,,,,,,,,,,,,,,Lazio,236,00:01:16.710,Pass,True
,,,,,,,,,,,,,,,,0.733634,,,,,,,,,,,,6b13e80e-40b7-494b-b310-3b10cf4e563a,90,,"[77.0, 73.9]",3879610,1,,,,-2.3921502,,Right Foot,,,"[69.8, 67.2]",,Low Pass,,9.835141,,,Marco Parolo,8173.0,,,,,,1,Regular Play,Antonio Candreva,7776.0,Right Wing,4,Lazio,236,['00c98e76-75de-4c11-a0d3-ce088a112f88'],17,,,,,,,,,,,,,,,,,Lazio,236,00:01:17.180,Pass,
,,,,,,,,,,,,,,,,1.217412,,,,,,,,,,,,0793706c-b397-42ae-8732-d5ffac8d7f0a,95,,"[48.8, 17.5]",3879610,1,,,,0.16076274,,Left Foot,,,"[63.6, 19.9]",,Low Pass,,14.993332,,,Edin Džeko,6973.0,,,,,Recovery,1,Regular Play,Iago Falqué Silva,7468.0,Center Attacking Midfield,5,AS Roma,229,"['1f1b2e07-2401-4748-9802-b2d8432899e6', '813f37b4-afd6-47bd-ac58-2d5b0abd9504']",18,,,,,,,,,,,,,,,,,AS Roma,229,00:01:18.684,Pass,True
,,,,,,,,,,,,,,,,1.630658,,,,,,,,,,,,ccf02f20-2968-4861-ac81-a9930150003e,98,,"[62.4, 19.9]",3879610,1,,,,2.1831844,,Left Foot,,,"[53.9, 32.0]",,Ground Pass,,14.787157,,,Radja Nainggolan,6962.0,,,,,,1,Regular Play,Edin Džeko,6973.0,Center Forward,5,AS Roma,229,['29118d36-debe-4edd-8668-35540599e545'],19,,,,,,,,,,,,,,,,,AS Roma,229,00:01:19.981,Pass,
,,,,,,,,,,,,,,,,1.597464,,,,,,,,,,,,32bd0e4a-8ecd-448f-9e18-6c71768d61b2,101,,"[54.3, 32.0]",3879610,1,,,,-0.37116545,,Right Foot,,,"[89.5, 18.3]",,High Pass,,37.77208,Pass Offside,,Gervais Lombe Yao Kouassi,15818.0,,,,,,1,Regular Play,Radja Nainggolan,6962.0,Right Defensive Midfield,5,AS Roma,229,['b3adf3b2-62bb-43b4-b2ff-fe873da31485'],21,,,,,,,,,,,,,,,,,AS Roma,229,00:01:21.726,Pass,
,,,,,,,,,,,,,,,,3.08994,,,,,,,,,,,,6a4d3bbb-005c-403f-bae3-39cef4bb452e,103,,"[26.4, 62.1]",3879610,1,,,,-0.1247666,,Left Foot,,,"[86.2, 54.6]",,High Pass,,60.268482,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Federico Marchetti,12491.0,Goalkeeper,6,Lazio,236,['318a02b9-e56e-4747-9cba-db7666907d95'],54,,,,,,,,,,,,,,,,,Lazio,236,00:01:54.492,Pass,
,,,,,,,,,,,,,,,,0.177708,,,,,,,,,,,,318a02b9-e56e-4747-9cba-db7666907d95,104,,"[33.9, 25.5]",3879610,1,,,,0.05258306,,Head,,,"[37.7, 25.7]",,Low Pass,,3.8052595,Incomplete,,William Vainqueur,23241.0,,,,,Recovery,1,From Free Kick,Antonio Rüdiger,3167.0,Left Center Back,6,Lazio,236,"['20738fca-6015-4dc7-9da3-36a3155be16e', '6a4d3bbb-005c-403f-bae3-39cef4bb452e', 'efcca711-eaa3-4bc8-a596-0b063a642e1c']",57,,,,,,,,,,,,,,,,,AS Roma,229,00:01:57.582,Pass,
,,,,,,,,,,,,,,,,0.912449,,,,,,,,,,,,d26b9a07-d495-4fe2-b5e2-2d31d77489c7,110,,"[45.4, 33.7]",3879610,2,,,,-0.04850561,,Right Foot,,,"[55.7, 33.2]",,Low Pass,,10.312129,Incomplete,,Edin Džeko,6973.0,,,,,,1,From Free Kick,Radja Nainggolan,6962.0,Right Defensive Midfield,6,Lazio,236,"['2a3d98fb-ab38-4fab-a920-b0d9d10cd0c4', 'df163049-3c9b-44ea-be88-bf8ce83e8224', 'e43dd4b0-0225-4de4-8834-b6f8defaaccf']",0,,,,,,,,,,,,,,,,,AS Roma,229,00:02:00.316,Pass,True
,,,,,,,,,,,,,,,,3.26697,,,,,,,,,,,,df163049-3c9b-44ea-be88-bf8ce83e8224,112,,"[64.4, 46.9]",3879610,2,,,,0.260129,,Left Foot,,,"[90.7, 53.9]",,High Pass,,27.21562,Incomplete,,Filip Đorđević,11427.0,,,,,Recovery,1,From Free Kick,Santiago Juan Gentiletti Selak,8847.0,Left Center Back,6,Lazio,236,"['54c4cbf3-22f9-4509-aea9-15b862795155', 'd26b9a07-d495-4fe2-b5e2-2d31d77489c7', 'e557d834-6a78-4c77-a3ff-860f96ff49df']",1,,,,,,,,,,,,,,,,,Lazio,236,00:02:01.229,Pass,
,,,,,,,,,,,,,,,,1.812409,,,,,,,,,,,,e557d834-6a78-4c77-a3ff-860f96ff49df,114,,"[29.4, 26.2]",3879610,2,,,,-0.35756585,,Head,,,"[47.6, 19.4]",,High Pass,,19.428844,Incomplete,,,,,,,,Recovery,1,From Free Kick,Antonio Rüdiger,3167.0,Left Center Back,6,Lazio,236,"['5442fe6f-fb70-4201-a518-acfc4160206a', 'df163049-3c9b-44ea-be88-bf8ce83e8224']",4,,,,,,,,,,,,,,,,,AS Roma,229,00:02:04.496,Pass,
,,,,,,,,,,,,,,,,0.728585,,,,,,,,,,,,5442fe6f-fb70-4201-a518-acfc4160206a,115,,"[72.5, 60.7]",3879610,2,,,,-0.60965985,,Other,,,"[78.8, 56.3]",,Low Pass,,7.6843996,,,Marco Parolo,8173.0,,,,,Recovery,1,From Free Kick,Dušan Basta,8443.0,Right Back,6,Lazio,236,"['82363106-1ad7-4e71-a972-51bd8f62dda5', 'e557d834-6a78-4c77-a3ff-860f96ff49df']",6,,,,,,,,,,,,,,,,,Lazio,236,00:02:06.308,Pass,
,,,,,,,,,,,,,,,,1.100187,,,,,,,,,,,,3d52582b-5a7a-41e5-9745-45c78b046247,119,,"[43.6, 23.8]",3879610,2,,,,1.0146301,,Left Foot,,,"[50.5, 34.9]",,Low Pass,,13.069813,,,Radja Nainggolan,6962.0,,,,,Recovery,1,From Free Kick,Iago Falqué Silva,7468.0,Center Attacking Midfield,6,Lazio,236,['0a2c4634-ac76-42ea-9a63-410c16b2f0ce'],8,,,,,,,,,,,,,,,,,AS Roma,229,00:02:08.100,Pass,
,,,,,,,,,,,,,,,,1.471781,,,,,,,,,,,,7f9e1c36-90a8-422e-8985-baf0b2c63a35,123,,"[53.9, 40.6]",3879610,2,,,,1.0385869,,Right Foot,,,"[69.8, 67.6]",,High Pass,,31.333847,Incomplete,,Mohamed Salah,3531.0,,,,,,1,From Free Kick,Radja Nainggolan,6962.0,Right Defensive Midfield,6,Lazio,236,"['101be108-9356-4e08-8660-5fb10430a802', '5e7067d0-db3d-4418-bfa3-0ea8cf80a4dd', 'a6feb689-b178-48d7-83ae-a3416ac933af']",10,,,,,,,,,,,,,,,,,AS Roma,229,00:02:10.207,Pass,True
