50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5d843ccf-b07b-442b-a7cf-b8b388fd862b,1,,,3879611,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 70}, {'player': {'id': 30928, 'name': 'Roberto Vitiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 12}, {'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 21}, {'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 7}, {'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,41d5faa9-a71f-42b9-bf70-3a2515aa4f15,2,,,3879611,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7043, 'name': 'Roberto Inglese'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 45}, {'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 43}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4763bb2b-6697-43a3-b3bf-ddaf8b7a58a8,3,,,3879611,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['a0e14d41-227b-4111-b41a-b5c522356bbe'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a0e14d41-227b-4111-b41a-b5c522356bbe,4,,,3879611,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['4763bb2b-6697-43a3-b3bf-ddaf8b7a58a8'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,441975df-f7d1-4664-8045-6a54e2c0695b,1551,,,3879611,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,107,Palermo,2256,['01c4d0c0-76f0-4cd7-a337-e3128bd652a7'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,01c4d0c0-76f0-4cd7-a337-e3128bd652a7,1552,,,3879611,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,107,Palermo,2256,['441975df-f7d1-4664-8045-6a54e2c0695b'],0,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.63038,,,,,,,,,,,,e07b6486-0135-4291-901a-9efb8b2e035d,5,,"[61.0, 40.1]",3879611,0,,,,,1.815775,,Left Foot,,,"[60.7, 41.3]",,Ground Pass,,1.2369317,,,Enzo Maresca,25954.0,,,,,Kick Off,1,From Kick Off,Ivaylo Chochev,40349.0,Left Center Midfield,2,Palermo,2256,['2e735081-61ac-4e8a-b58c-dc2dde092b0c'],1,,,,,,,,,,,,,,,,,Palermo,2256,00:00:01.660,Pass,
,,,,,,,,,,,,,,,,,,1.628561,,,,,,,,,,,,bf52104d-80ab-4116-8bb5-1ebf13b271ec,8,,"[57.5, 40.2]",3879611,0,,,,,-3.1376085,,Right Foot,,,"[32.4, 40.1]",,Ground Pass,,25.100199,,,Giancarlo González Castro,5584.0,,,,,,1,From Kick Off,Enzo Maresca,25954.0,Center Defensive Midfield,2,Palermo,2256,['9b7d7395-c16e-4e1a-842f-4a11a6752baa'],3,,,,,,,,,,,,,,,,,Palermo,2256,00:00:03.315,Pass,
,,,,,,,,,,,,,,,,,,2.553047,,,,,,,,,,,,bf5ab06a-9186-4a69-93f4-8027727ee934,10,,"[32.4, 40.1]",3879611,0,,,,,-1.43075,,Right Foot,,,"[35.6, 17.4]",,Ground Pass,,22.92444,,,Siniša Anđelković,40350.0,,,,,,1,From Kick Off,Giancarlo González Castro,5584.0,Center Back,2,Palermo,2256,['19755465-25c1-4564-938d-70598bc600bc'],4,,,,,,,,,,,,,,,,,Palermo,2256,00:00:04.944,Pass,
,,,,,,,,,,,,,,,,,,2.094657,,,,,,,,,,,,03572553-bc21-45d5-8171-92e6b95837b0,13,,"[47.7, 3.3]",3879611,0,,,,,0.28074378,,Left Foot,,,"[85.5, 14.2]",,High Pass,,39.340183,,,Franco Damián Vázquez,6719.0,,,,,,1,From Kick Off,Siniša Anđelković,40350.0,Left Center Back,2,Palermo,2256,['7ee14fe9-1e72-4503-a21c-af3666ce3191'],11,,,,,,,,,,,,,,,,,Palermo,2256,00:00:11.342,Pass,
