bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ab1d1402-7bee-4bc9-ba3e-00cc6c088e16,1,,,3879659,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 11183, 'name': 'Alex Nicolao Telles'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 25430, 'name': 'Felipe Melo de Carvalho'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 83}, {'player': {'id': 11497, 'name': 'Jonathan Ludovic Biabiany'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3434, 'name': 'Stevan Jovetić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 44}, {'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Inter Milan,238,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1a960eb4-cf0d-4b97-866f-2cef00ff3f41,2,,,3879659,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 6991, 'name': 'Etrit Berisha'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 99}, {'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3588, 'name': 'Wesley Hoedt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7778, 'name': 'Ştefan Daniel Radu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 87}, {'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 8296, 'name': 'Alessandro Matri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Lazio,236,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e1a0f50a-6d54-4d46-b349-1fa66d8c1762,3,,,3879659,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,['292bfc2b-0a52-4f49-b94d-884c552df84a'],0,,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,292bfc2b-0a52-4f49-b94d-884c552df84a,4,,,3879659,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Inter Milan,238,['e1a0f50a-6d54-4d46-b349-1fa66d8c1762'],0,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,dca2a849-d184-4bfa-b36e-103e3886f76e,1963,,,3879659,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Inter Milan,238,['a857427b-29b4-4f85-b5d9-46d9401ee8bc'],0,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a857427b-29b4-4f85-b5d9-46d9401ee8bc,1964,,,3879659,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Inter Milan,238,['dca2a849-d184-4bfa-b36e-103e3886f76e'],0,,,,,,,,,,,,,,,,,,Lazio,236,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.440541,,,,,,,,,,,,,,,cb7f7758-2dca-4259-9a71-251bbab8ba4d,5,,"[61.0, 40.1]",3879659,0,,,,,1.849096,,Right Foot,,,,"[60.2, 42.9]",,Ground Pass,,2.912044,,,,,Sergej Milinković-Savić,5589.0,,,,,Kick Off,1,From Kick Off,Alessandro Matri,8296.0,Center Forward,2,Lazio,236,['cd372436-b292-42ba-b782-1e240e8c5c84'],1,,,,,,,,,,,,,,,,,,Lazio,236,00:00:01.180,Pass,
,,,,,,,,,,,,,,,,1.129224,,,,,,,,,,,,,,,2f1c6ee8-feb1-4540-b6ba-b6da267800ac,7,,"[60.2, 44.3]",3879659,0,,,,,-2.74732,,Right Foot,,,,"[46.5, 38.6]",,Ground Pass,,14.838464,,,,,Lucas Rodrigo Biglia,5510.0,,,,,,1,From Kick Off,Sergej Milinković-Savić,5589.0,Right Center Midfield,2,Lazio,236,['69e36304-92b9-4857-bf0b-c272a144e9ef'],1,,,,,,,,,,,,,,,,,,Lazio,236,00:00:01.620,Pass,
,,,,,,,,,,,,,,,,0.761038,,,,,,,,,,,,,,,7d908f05-28a1-49ba-9250-5dc1b509b0ea,11,,"[54.2, 49.2]",3879659,0,,,,,0.95423007,,Right Foot,,,,"[68.8, 69.8]",,Low Pass,,25.249159,,,,,Antonio Candreva,7776.0,,,,,,1,From Kick Off,Lucas Rodrigo Biglia,5510.0,Center Defensive Midfield,2,Lazio,236,['8accff38-7f7b-4ab2-a6b0-d72b5cf85a4c'],5,,,,,,,,,,,,,,,,,,Lazio,236,00:00:05.885,Pass,
,,,,,,,,,,,,,,,,1.445623,,,,,,,,,,,,,,,adf0211e-2927-46ad-ad94-ba15d4bf1357,15,,"[41.6, 0.1]",3879659,0,,,,,0.25998908,,,,,,"[61.9, 5.5]",,High Pass,,21.00595,,,Incomplete,,Stevan Jovetić,3434.0,,,,,Throw-in,1,From Throw In,Alex Nicolao Telles,11183.0,Left Back,3,Inter Milan,238,"['c1576122-a109-42fe-a1bb-16fb0a8ecc39', 'd64ae5cd-663f-418f-8ba2-2625789c92e2']",13,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:13.542,Pass,
