50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.095627,,,,,,,,,,,,,4b8458f3-0356-4660-868f-4bf87efea0ba,16,,"[59.2, 32.7]",3879702,0,,,,,-0.037020117,,Right Foot,,,"[61.9, 32.6]",,Low Pass,,2.7018511,,Incomplete,,Blerim Džemaili,5554.0,,,,,,,1,From Kick Off,Diego Perotti,7456.0,Left Wing,2,Hellas Verona,226,"['8a825ced-72a4-4293-8bf6-789551fdd62e', 'da8ea3c6-a78b-4a1c-a535-7f457cd65fb9']",9,,,,,,,,,,,,,,,,,Genoa,233,00:00:09.361,Pass,
,,,,,,,,,,,,,,,,,,1.729444,,,,,,,,,,,,,35160371-c7da-4a8e-81a2-627887a808b3,21,,"[61.4, 48.9]",3879702,0,,,,,1.949159,,Left Foot,,,"[55.0, 65.0]",,Ground Pass,,17.325415,,,,Jacopo Sala,7020.0,,,,,,,1,From Kick Off,Leandro Greco,32119.0,Center Defensive Midfield,2,Hellas Verona,226,"['af7cbb51-6bcc-4ba8-8a7e-d32bd4549660', 'ec1e5a1c-3314-4467-a221-8d93e2afb752']",11,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:11.021,Pass,True
,,,,,,,,,,,,,,,,,,0.756586,,,,,,,,,,,,,c59ac8fb-2a81-48f5-8d57-cd3f8bdbc4f0,23,,"[56.5, 64.5]",3879702,0,,,,,-0.09545372,,Right Foot,,,"[65.9, 63.6]",,Ground Pass,,9.4429865,,,,Artur Ioniţă,7949.0,,,,,,,1,From Kick Off,Jacopo Sala,7020.0,Right Back,2,Hellas Verona,226,['25097c81-95f2-486d-8680-b0fa82e3532c'],12,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:12.751,Pass,
,,,,,,,,,,,,,,,,,,2.547485,,,,,,,,,,,,,480ad32e-9503-4d47-b17b-6552f240ac0f,26,,"[70.9, 66.0]",3879702,0,,,,,-0.043577045,,Right Foot,,,"[105.3, 64.5]",,High Pass,,34.43269,,,,Paweł Wszołek,11339.0,,,,,,,1,From Kick Off,Artur Ioniţă,7949.0,Right Center Midfield,2,Hellas Verona,226,['e006fb33-c28a-45db-b540-18a75afc0cef'],14,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:14.666,Pass,
,,,,,,,,,,,,,,,,,,0.912863,,,,,,,,,,,,,dffd961a-0fde-4304-adea-7fb331ac9b6f,30,,"[117.3, 63.6]",3879702,0,,,,,-1.7136083,,Right Foot,True,,"[115.1, 48.3]",,Ground Pass,,15.45736,,,,Giampaolo Pazzini,6686.0,,,,,,,1,From Kick Off,Paweł Wszołek,11339.0,Right Midfield,2,Hellas Verona,226,"['0d1fb050-d4cd-4379-9f29-cd5b6b3e4e0f', '38ec0fec-da58-411a-a399-119cd5b676d8']",23,,,,,,,,,,,,,,,,,Hellas Verona,226,00:00:23.467,Pass,True
,,,,,,,,,,,,,,,,,,0.988485,,,,,,,,,,,,,d36e6da3-2adc-41b0-8d5f-177459dcb713,38,,"[3.1, 11.5]",3879702,0,,,,,-0.61864436,,Left Foot,,,"[9.0, 7.3]",,Ground Pass,,7.242237,,,,Diego Perotti,7456.0,,,,,,,1,Regular Play,Armando Izzo,9940.0,Left Center Back,3,Genoa,233,['3931db71-9ff0-41f3-82df-6c267d9a14ef'],27,,,,,,,,,,,,,,,,,Genoa,233,00:00:27.250,Pass,
,,,,,,,,,,,,,,,,,,0.845215,,,,,,,,,,,,,7372fe4c-4ccd-48fb-9103-1af1c7fbd908,42,,"[13.7, 9.8]",3879702,0,,,,,1.6273397,,Right Foot,,,"[13.4, 15.1]",,Ground Pass,,5.3084836,,,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,,1,Regular Play,Diego Perotti,7456.0,Left Wing,3,Genoa,233,"['c280fa2f-75d5-4454-a646-5b148d8e856a', 'dfc914a3-26c5-487d-80b3-bc9c2e6f0c2c']",29,,,,,,,,,,,,,,,,,Genoa,233,00:00:29.379,Pass,True
,,,,,,,,,,,,,,,,,,0.821329,,,,,,,,,,,,,9d860a54-8dc5-4367-a1eb-5df5801a4404,45,,"[13.4, 15.1]",3879702,0,,,,,-2.6779451,,Left Foot,,,"[7.2, 12.0]",,Ground Pass,,6.931811,,,,Armando Izzo,9940.0,,,,,,,1,Regular Play,Diego Sebastián Laxalt Suárez,5717.0,Left Wing Back,3,Genoa,233,['bd3bbcfe-d851-41c1-95a1-3d621752ee6a'],30,,,,,,,,,,,,,,,,,Genoa,233,00:00:30.670,Pass,
,,,,,,,,,,,,,,,,,,2.198627,,,,,,,,,,,,,31f9d844-fb19-4331-8ec3-e253c90f2311,47,,"[7.2, 12.0]",3879702,0,,,,,0.09912161,,Right Foot,,,"[43.4, 15.6]",,High Pass,,36.378567,,,,Leonardo Pavoletti,8180.0,,,,,,,1,Regular Play,Armando Izzo,9940.0,Left Center Back,3,Genoa,233,['18983b60-5722-46d8-9d55-60b2f9bcbe90'],31,,,,,,,,,,,,,,,,,Genoa,233,00:00:31.492,Pass,
,,,,,,,,,,,,,,,,,,0.519668,,,,,,,,,,,,,5d0cd88d-89bd-4a49-ab69-2cf6a4fe41a6,51,,"[42.6, 5.7]",3879702,0,,,,,2.7032561,,Right Foot,,,"[36.2, 8.7]",,Ground Pass,,7.0682387,,,,Diego Perotti,7456.0,,,,,,,1,Regular Play,Leonardo Pavoletti,8180.0,Center Forward,3,Genoa,233,['2e9bf47a-1cfa-4483-8c46-005e95a56e49'],34,,,,,,,,,,,,,,,,,Genoa,233,00:00:34.939,Pass,
,,,,,,,,,,,,,,,,,,0.89974,,,,,,,,,,,,,9cceccf6-c403-4369-abf3-5819f53b9536,54,,"[35.0, 9.9]",3879702,0,,,,,2.896614,,Right Foot,,,"[29.8, 11.2]",,Ground Pass,,5.3600373,,,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,,1,Regular Play,Diego Perotti,7456.0,Left Wing,3,Genoa,233,"['97d71035-13d1-4706-9236-1f7572957a5d', 'db3e4501-19c0-4b03-baaa-39e077df082b']",35,,,,,,,,,,,,,,,,,Genoa,233,00:00:35.459,Pass,True
,,,,,,,,,,,,,,,,,,0.924639,,,,,,,,,,,,,738a9c7f-cc48-4eac-b8da-579b8e991790,57,,"[30.9, 11.8]",3879702,0,,,,,1.1621778,,Left Foot,,,"[35.1, 21.5]",,Ground Pass,,10.570241,,,,Blerim Džemaili,5554.0,,,,,,,1,Regular Play,Diego Sebastián Laxalt Suárez,5717.0,Left Wing Back,3,Genoa,233,['be68a034-8dc4-418a-ad7c-37fd222002bf'],36,,,,,,,,,,,,,,,,,Genoa,233,00:00:36.358,Pass,
,,,,,,,,,,,,,,,,,,2.223081,,,,,,,,,,,,,7c12bf84-9f81-40c5-8df0-f11f688bc769,63,,"[38.1, 26.6]",3879702,0,,,,,-0.94147867,,Right Foot,,,"[46.4, 15.2]",,Ground Pass,,14.1014185,,,,Armando Izzo,9940.0,,,,,,Free Kick,1,From Free Kick,Blerim Džemaili,5554.0,Left Defensive Midfield,4,Genoa,233,['55ef716d-5e77-4ab0-b916-9af34c3928e3'],53,,,,,,,,,,,,,,,,,Genoa,233,00:00:53.042,Pass,
,,,,,,,,,,,,,,,,,,1.126369,,,,,,,,,,,,,afe9a1eb-912a-4954-bd2f-e265e348b433,66,,"[56.7, 13.1]",3879702,0,,,,,2.0885782,,Left Foot,,,"[52.2, 21.0]",,Ground Pass,,9.091755,,,,Blerim Džemaili,5554.0,,,,,,,1,From Free Kick,Armando Izzo,9940.0,Left Center Back,4,Genoa,233,['eb2ceaf5-569b-4683-830a-e5f1780914f8'],58,,,,,,,,,,,,,,,,,Genoa,233,00:00:58.399,Pass,
,,,,,,,,,,,,,,,,,,1.06506,,,,,,,,,,,,,f5c8c24b-2ed5-444e-b17c-ac203a8bb25f,69,,"[52.2, 23.7]",3879702,1,,,,,1.6495802,,Right Foot,,,"[49.8, 54.1]",,Ground Pass,,30.494589,,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,,1,From Free Kick,Blerim Džemaili,5554.0,Left Defensive Midfield,4,Genoa,233,['17d45aa2-6598-4def-9fe8-a57a88f30c61'],0,,,,,,,,,,,,,,,,,Genoa,233,00:01:00.972,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,0c2f622c-6654-48d2-bdb8-c4971f440d9f,72,,"[48.6, 60.9]",3879702,1,,,,,1.589662,,Right Foot,,,"[48.3, 76.8]",,Ground Pass,,15.90283,,,,Ezequiel Muñoz,6894.0,,,,,,,1,From Free Kick,Tomás Eduardo Rincón Hernández,7475.0,Right Defensive Midfield,4,Genoa,233,['a3242830-2327-4043-af54-bd14e4782b30'],3,,,,,,,,,,,,,,,,,Genoa,233,00:01:03.230,Pass,
,,,,,,,,,,,,,,,,,,1.233827,,,,,,,,,,,,,9a3a7428-4562-4565-8359-6e8279e19bff,75,,"[48.3, 76.8]",3879702,1,,,,,-0.12019083,,Right Foot,,,"[69.0, 74.3]",,Ground Pass,,20.85042,,,,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,,1,From Free Kick,Ezequiel Muñoz,6894.0,Right Center Back,4,Genoa,233,['8a68d9aa-43b8-455f-ab0c-84601b8dc16d'],6,,,,,,,,,,,,,,,,,Genoa,233,00:01:06.222,Pass,
,,,,,,,,,,,,,,,,,,1.292845,,,,,,,,,,,,,04ea75b4-81bd-4208-bcb6-714c5002b90b,79,,"[67.6, 75.1]",3879702,1,,,,,-2.83386,,Left Foot,,,"[54.7, 71.0]",,Ground Pass,,13.535878,,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,,1,From Free Kick,Jesús Joaquín Fernández Sáez de la Torre,7022.0,Right Wing,4,Genoa,233,['f519135f-edbd-451f-8ae5-955351a623cc'],9,,,,,,,,,,,,,,,,,Genoa,233,00:01:09.801,Pass,
,,,,,,,,,,,,,,,,,,1.067108,,,,,,,,,,,,,642c24b9-5215-420d-8df5-597d13546cc2,82,,"[54.7, 71.0]",3879702,1,,,,,1.5997738,,Right Foot,,,"[54.5, 77.9]",,Ground Pass,,6.902898,,,,Ezequiel Muñoz,6894.0,,,,,,,1,From Free Kick,Tomás Eduardo Rincón Hernández,7475.0,Right Defensive Midfield,4,Genoa,233,['f8b9e6bd-870c-40cf-81b2-63eb877115c5'],11,,,,,,,,,,,,,,,,,Genoa,233,00:01:11.437,Pass,
,,,,,,,,,,,,,,,,,,1.086128,,,,,,,,,,,,,4c1d2c9d-10d7-4f6e-a72f-1ac9b40dfd51,85,,"[52.8, 76.5]",3879702,1,,,,,-2.1672974,,Right Foot,,,"[47.3, 68.4]",,Ground Pass,,9.7908125,,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,,1,From Free Kick,Ezequiel Muñoz,6894.0,Right Center Back,4,Genoa,233,['a178ea3b-bed2-44aa-83a0-0e961529e70d'],13,,,,,,,,,,,,,,,,,Genoa,233,00:01:13.482,Pass,
,,,,,,,,,,,,,,,,,,1.991526,,,,,,,,,,,,,1c3867c4-760d-4aaf-9f24-cfa03dc4a0da,88,,"[44.0, 67.4]",3879702,1,,,,,-2.2932148,,Right Foot,,,"[33.6, 55.6]",,Ground Pass,,15.728954,,,,Sebastian De Maio,7176.0,,,,,,,1,From Free Kick,Tomás Eduardo Rincón Hernández,7475.0,Right Defensive Midfield,4,Genoa,233,['6381b305-05ff-44c6-a97c-e036cbca7800'],15,,,,,,,,,,,,,,,,,Genoa,233,00:01:15.183,Pass,
,,,,,,,,,,,,,,,,,,2.140726,,,,,,,,,,,,,0ccff144-e83f-4f15-95e0-ebb114434d02,92,,"[49.8, 25.2]",3879702,1,,,,,-1.6644442,,Right Foot,,,"[48.1, 7.1]",,Ground Pass,,18.179659,,,,Armando Izzo,9940.0,,,,,,,1,From Free Kick,Sebastian De Maio,7176.0,Center Back,4,Genoa,233,"['7aea4477-00d7-4539-add3-7fe9224ca9e0', '90ab16cf-7f22-4dca-9428-a1a06a517faa']",21,,,,,,,,,,,,,,,,,Genoa,233,00:01:21.111,Pass,True
,,,,,,,,,,,,,,,,,,1.617904,,,,,,,,,,,,,2be2af22-b56d-42f8-bce7-490963d1d4c8,95,,"[54.5, 10.4]",3879702,1,,,,,-0.08209357,,Right Foot,,,"[70.3, 9.1]",,Ground Pass,,15.853391,,,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,,1,From Free Kick,Armando Izzo,9940.0,Left Center Back,4,Genoa,233,['20ee0c8c-e0c8-4087-8ed6-733d33a55110'],25,,,,,,,,,,,,,,,,,Genoa,233,00:01:25.767,Pass,
,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,9f8a88ef-9ca7-446a-936f-367c53ae3c1e,101,,"[85.1, 3.1]",3879702,1,,True,,,1.9892486,,Right Foot,,,"[67.0, 43.8]",,High Pass,,44.543236,,,,Tomás Eduardo Rincón Hernández,7475.0,,,True,,,Free Kick,1,From Free Kick,Diego Sebastián Laxalt Suárez,5717.0,Left Wing Back,5,Genoa,233,['af404854-4543-4e8a-9c1c-6cce75c2b15d'],42,,,,,,,,,,,,,,,,,Genoa,233,00:01:42.244,Pass,
,,,,,,,,,,,,,,,,,,1.280675,,,,,,,,,,,,,17ae0bf9-a937-49a5-8937-7c4568c34733,103,,"[64.7, 45.6]",3879702,1,,,,,1.6266042,,Right Foot,,,"[63.7, 63.5]",,Ground Pass,,17.927912,,,,Ezequiel Muñoz,6894.0,,,,,,,1,From Free Kick,Tomás Eduardo Rincón Hernández,7475.0,Right Defensive Midfield,5,Genoa,233,['f80715b5-9328-4138-a092-e54f39514b43'],47,,,,,,,,,,,,,,,,,Genoa,233,00:01:47.033,Pass,
,,,,,,,,,,,,,,,,,,0.897319,,,,,,,,,,,,,9f7f630f-6cac-4209-b649-4a45f8078362,106,,"[63.7, 63.5]",3879702,1,,,,,-1.4940244,,Right Foot,,,"[64.5, 53.1]",,Ground Pass,,10.430724,,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,,1,From Free Kick,Ezequiel Muñoz,6894.0,Right Center Back,5,Genoa,233,['2c69cdf4-ada8-4977-a6b7-b2b199c2a4e0'],49,,,,,,,,,,,,,,,,,Genoa,233,00:01:49.567,Pass,
,,,,,,,,,,,,,,,,,,1.001197,,,,,,,,,,,,,285ffcae-14cb-45f5-9a95-13080ab8e4e9,110,,"[65.6, 49.8]",3879702,1,,,,,1.0746691,,Right Foot,,,"[71.5, 60.7]",,Ground Pass,,12.394354,,,,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,,1,From Free Kick,Tomás Eduardo Rincón Hernández,7475.0,Right Defensive Midfield,5,Genoa,233,"['13c8009f-1b5b-45b5-9147-773ef82a657e', '35c55251-5ba0-4a36-8f68-6a07cb67cff1']",50,,,,,,,,,,,,,,,,,Genoa,233,00:01:50.968,Pass,True
,,,,,,,,,,,,,,,,,,0.684514,,,,,,,,,,,,,90aa04d2-50de-4ca1-8992-9029a59c4207,114,,"[69.8, 62.0]",3879702,1,,,,,-2.6779451,,Left Foot,,,"[64.4, 59.3]",,Ground Pass,,6.0373836,,,,Tomás Eduardo Rincón Hernández,7475.0,,,,,,,1,From Free Kick,Jesús Joaquín Fernández Sáez de la Torre,7022.0,Right Wing,5,Genoa,233,['cbaa0b53-232b-4fdc-88d4-fdddf5b3ce86'],53,,,,,,,,,,,,,,,,,Genoa,233,00:01:53.741,Pass,
,,,,,,,,,,,,,,,,,,1.542869,,,,,,,,,,,,,30e804ef-8f51-446c-b4b5-48eafd030e2b,117,,"[64.4, 59.3]",3879702,1,,,,,1.8948352,,Right Foot,,,"[60.0, 72.4]",,Ground Pass,,13.81919,,,,Ezequiel Muñoz,6894.0,,,,,,,1,From Free Kick,Tomás Eduardo Rincón Hernández,7475.0,Right Defensive Midfield,5,Genoa,233,['6089e5b7-63db-411c-addc-4c1bc1087858'],54,,,,,,,,,,,,,,,,,Genoa,233,00:01:54.425,Pass,
,,,,,,,,,,,,,,,,,,0.992913,,,,,,,,,,,,,0f78c670-632f-4897-a89a-47a5a7ff281b,119,,"[60.0, 72.4]",3879702,1,,,,,0.49209523,,Right Foot,,,"[69.7, 77.6]",,Ground Pass,,11.005907,,,,Cristian Daniel Ansaldi,7464.0,,,,,,,1,From Free Kick,Ezequiel Muñoz,6894.0,Right Center Back,5,Genoa,233,['21595c8c-f3db-4323-a26f-8684106f0a26'],55,,,,,,,,,,,,,,,,,Genoa,233,00:01:55.968,Pass,
,,,,,,,,,,,,,,,,,,1.226347,,,,,,,,,,,,,03ad3a10-1710-4366-8432-db3965f66ab3,121,,"[69.7, 77.6]",3879702,1,,,,,-0.42585048,,Left Foot,,,"[79.4, 73.2]",,Low Pass,,10.651291,,,,Jesús Joaquín Fernández Sáez de la Torre,7022.0,,,,,,,1,From Free Kick,Cristian Daniel Ansaldi,7464.0,Right Wing Back,5,Genoa,233,['5bcf56c5-6712-482a-a689-ae3f86ca3f5a'],56,,,,,,,,,,,,,,,,,Genoa,233,00:01:56.961,Pass,
,,,,,,,,,,,,,,,,,,2.357168,,,,,,,,,,,,,12675741-96dd-47ae-9aa7-2c6310285c73,124,,"[79.4, 73.5]",3879702,1,,,,,0.45756865,,Right Foot,,,"[92.6, 80.0]",,Ground Pass,,14.713599,,Unknown,,Cristian Daniel Ansaldi,7464.0,,,,,,,1,From Free Kick,Jesús Joaquín Fernández Sáez de la Torre,7022.0,Right Wing,5,Genoa,233,['24dda190-a706-45c3-a8eb-74f091c52ff7'],59,,,,,,,,,,,,,,,,,Genoa,233,00:01:59.269,Pass,
