ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3159cbc8-7445-467b-a578-691eceff9f24,1,,,3879832,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 70}, {'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 30928, 'name': 'Roberto Vitiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 97}, {'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 23846, 'name': 'Uroš Đurđević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 99}]}",Palermo,2256,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2dfcb02a-d673-4031-9b61-2d066f1e4da4,2,,,3879832,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 57}, {'player': {'id': 386607, 'name': 'Gianpaolo Bellini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 29}, {'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 93}, {'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 40333, 'name': 'Cristian Raimondi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 77}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Atalanta,228,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c14f7b8c-6b3b-4835-a814-1e3da611ab48,3,,,3879832,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['798958e7-8d1d-4627-8ef7-6789532af11d'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,798958e7-8d1d-4627-8ef7-6789532af11d,4,,,3879832,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Palermo,2256,['c14f7b8c-6b3b-4835-a814-1e3da611ab48'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b6a6c5bb-4a21-456c-86f3-9067c58995d3,1706,,,3879832,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Atalanta,228,['f994b193-49ee-4d19-8ee8-a0e94be2665a'],0,,,,,,,,,,,,,,,,,Atalanta,228,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f994b193-49ee-4d19-8ee8-a0e94be2665a,1707,,,3879832,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Atalanta,228,['b6a6c5bb-4a21-456c-86f3-9067c58995d3'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.399818,,,,,,,,,,,,bcd5b751-60d4-40ca-aed4-f1a4084ac81f,5,,"[60.0, 40.0]",3879832,0,,,,,0.84089667,,Right Foot,,,,"[61.7, 41.9]",,Ground Pass,,2.5495098,,,,Franco Damián Vázquez,6719.0,,,,,Kick Off,1,From Kick Off,Uroš Đurđević,23846.0,Center Forward,2,Palermo,2256,['c0700b8f-2476-4df9-bb24-47a90aaac369'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.404,Pass,
,,,,,,,,,,,,,,,2.15358,,,,,,,,,,,,ab97b97f-dc56-4ab9-86a2-d595200487a6,7,,"[62.3, 42.3]",3879832,0,,,,,-2.8155317,,Right Foot,,,,"[34.5, 32.9]",,Ground Pass,,29.346209,,,,Giancarlo González Castro,5584.0,,,,,,1,From Kick Off,Franco Damián Vázquez,6719.0,Right Wing,2,Palermo,2256,['24d4c262-be18-4428-a00b-c6ab49d3b283'],0,,,,,,,,,,,,,,,,,Palermo,2256,00:00:00.804,Pass,
,,,,,,,,,,,,,,,1.366735,,,,,,,,,,,,58708734-a56e-41d2-9d77-500b815539e2,10,,"[36.9, 38.0]",3879832,0,,,,,1.3421094,,Right Foot,,,,"[39.6, 49.6]",,Ground Pass,,11.91008,,,,Roberto Vitiello,30928.0,,,,,,1,From Kick Off,Giancarlo González Castro,5584.0,Left Center Back,2,Palermo,2256,['c7c1279b-5654-4457-8548-ae0c619a6e52'],5,,,,,,,,,,,,,,,,,Palermo,2256,00:00:05.766,Pass,
,,,,,,,,,,,,,,,1.977516,,,,,,,,,,,,dfef4c8f-9212-43dc-82b3-b89873915bce,13,,"[39.8, 49.8]",3879832,0,,,,,-1.742694,,Right Foot,,,,"[37.3, 35.4]",,Ground Pass,,14.615403,,,,Giancarlo González Castro,5584.0,,,,,,1,From Kick Off,Roberto Vitiello,30928.0,Right Center Back,2,Palermo,2256,['850f4af3-da19-48b0-9318-0834585205b0'],7,,,,,,,,,,,,,,,,,Palermo,2256,00:00:07.833,Pass,
,,,,,,,,,,,,,,,1.598199,,,,,,,,,,,,b0cf71dc-0a07-4676-a121-a0d0b56bc07c,16,,"[43.9, 28.0]",3879832,0,,,,,-1.5981867,,Right Foot,,,,"[43.3, 6.1]",,Ground Pass,,21.908218,,,,Giuseppe Pezzella,7792.0,,,,,,1,From Kick Off,Giancarlo González Castro,5584.0,Left Center Back,2,Palermo,2256,['963beb6c-bb35-45ad-b1f1-e19f1fe9ec62'],12,,,,,,,,,,,,,,,,,Palermo,2256,00:00:12.126,Pass,
,,,,,,,,,,,,,,,1.345806,,,,,,,,,,,,6d48ec65-cd4b-4d21-b480-a733453b87b1,18,,"[45.0, 6.1]",3879832,0,,,,,2.3561945,,Left Foot,,,,"[34.1, 17.0]",,Ground Pass,,15.4149275,,,,Giancarlo González Castro,5584.0,,,,,,1,From Kick Off,Giuseppe Pezzella,7792.0,Left Back,2,Palermo,2256,['01508895-c021-4d94-bedc-c96f98ddb493'],13,,,,,,,,,,,,,,,,,Palermo,2256,00:00:13.724,Pass,
,,,,,,,,,,,,,,,1.838494,,,,,,,,,,,,beda8bf7-bac6-4198-bf0e-dbd4109fd255,21,,"[37.1, 17.9]",3879832,0,,,,,-0.79264444,,Right Foot,,,,"[50.8, 4.0]",,Ground Pass,,19.516659,,,,Giuseppe Pezzella,7792.0,,,,,,1,From Kick Off,Giancarlo González Castro,5584.0,Left Center Back,2,Palermo,2256,['6f3016f5-c6cd-4424-aa8d-3f420bac1174'],18,,,,,,,,,,,,,,,,,Palermo,2256,00:00:18.793,Pass,
,,,,,,,,,,,,,,,0.982868,,,,,,,,,,,,bb9e8523-ae73-44e2-b33a-749aed0e6598,24,,"[59.5, 11.1]",3879832,0,,,,,2.5195606,,Left Foot,,,,"[54.2, 14.9]",,Ground Pass,,6.521503,,,,Mato Jajalo,30735.0,,,,,,1,From Kick Off,Giuseppe Pezzella,7792.0,Left Back,2,Palermo,2256,['35264d27-39f5-4ecb-8520-59c224aa0d91'],24,,,,,,,,,,,,,,,,,Palermo,2256,00:00:24.132,Pass,
,,,,,,,,,,,,,,,0.822751,,,,,,,,,,,,dcc85913-39d7-432d-bb32-5de09cff0d37,27,,"[59.3, 16.8]",3879832,0,,,,,0.96671796,,Left Foot,,,,"[64.2, 23.9]",,Ground Pass,,8.626702,,,,Franco Damián Vázquez,6719.0,,,,,,1,From Kick Off,Mato Jajalo,30735.0,Center Defensive Midfield,2,Palermo,2256,['4287b768-43de-4797-bdf0-68ad5e463c2a'],29,,,,,,,,,,,,,,,,,Palermo,2256,00:00:29.351,Pass,
,,,,,,,,,,,,,,,1.211659,,,,,,,,,,,,85b6c332-9bed-4d65-9b11-5e2cbe0cd46a,30,,"[64.4, 23.9]",3879832,0,,,,,-1.929567,,Left Foot,,,,"[62.3, 18.3]",,Ground Pass,,5.9808025,,,,Mato Jajalo,30735.0,,,,,,1,From Kick Off,Franco Damián Vázquez,6719.0,Right Wing,2,Palermo,2256,['73e210a0-a275-4b8a-95f4-165555416337'],31,,,,,,,,,,,,,,,,,Palermo,2256,00:00:31.074,Pass,
,,,,,,,,,,,,,,,1.483169,,,,,,,,,,,,da615a54-80f0-4361-a569-6a6bffe10099,33,,"[62.7, 18.1]",3879832,0,,,,,-0.79570705,,Right Foot,,,,"[77.1, 3.4]",,Ground Pass,,20.5779,,,,Ivaylo Chochev,40349.0,,,,,,1,From Kick Off,Mato Jajalo,30735.0,Center Defensive Midfield,2,Palermo,2256,"['1c036ef1-e4de-49e2-89ce-102e57c08c65', 'a8258c69-7a5a-4714-b5e8-d42e2e9fb8c4']",32,,,,,,,,,,,,,,,,,Palermo,2256,00:00:32.286,Pass,True
