50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ed1dc02a-5e76-4991-b7f2-f6627a99dbfc,1,,,3879835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40447, 'name': 'Gennaro Sardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 56}, {'player': {'id': 40247, 'name': 'Simone Pepe'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 27110, 'name': 'Antonio Floro Flores'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 83}, {'player': {'id': 8644, 'name': 'Sergio Pellissier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 31}]}",Chievo,231,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ed592411-efbf-440c-84c3-f82738eb0b19,2,,,3879835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 32037, 'name': 'Nicola Leali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 31721, 'name': 'Matteo Ciofani'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 386509, 'name': 'Adriano Russo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8291, 'name': 'Arlind Afrim Ajeti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 93}, {'player': {'id': 8661, 'name': 'Daniel Pavlovic'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 30911, 'name': 'Robert Gucher'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9903, 'name': 'Yussif Raman Chibsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 386512, 'name': 'Alessandro Frara'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 23470, 'name': 'Luca Paganini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 11608, 'name': 'Danilo Soddimo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 13613, 'name': 'Daniel Ciofani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Frosinone,291,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d021dad2-e238-41aa-a55d-2f94059cf16d,3,,,3879835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['a9f6f769-6c51-4a33-8f0e-6d0cce13b4be'],0,,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a9f6f769-6c51-4a33-8f0e-6d0cce13b4be,4,,,3879835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chievo,231,['d021dad2-e238-41aa-a55d-2f94059cf16d'],0,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,33921769-0ebf-41c2-95f9-5c5b2bf81bb4,1959,,,3879835,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,95,Frosinone,291,['c50cbb6e-4fe4-4de2-9a23-1436587d3252'],0,,,,,,,,,,,,,,,,,,Chievo,231,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c50cbb6e-4fe4-4de2-9a23-1436587d3252,1960,,,3879835,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,95,Frosinone,291,['33921769-0ebf-41c2-95f9-5c5b2bf81bb4'],0,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.463311,,,,,,,,,,,,,,,de4f1aa8-e870-4f15-b170-bf2cfe9f3a78,5,,"[61.0, 40.1]",3879835,0,,,,,1.4501727,,Right Foot,,,,"[61.4, 43.4]",,Ground Pass,,3.3241541,,,,Alessandro Frara,386512.0,,,,,,Kick Off,1,From Kick Off,Daniel Ciofani,13613.0,Center Forward,2,Frosinone,291,['e8e26ef3-02f6-4508-b205-c8a41662a89b'],0,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:00.832,Pass,
,,,,,,,,,,,,,,,,,,,1.87983,,,,,,,,,,,,,,,2e6e6796-a5df-4a95-87f3-1f5b03b38270,8,,"[61.6, 45.5]",3879835,0,,,,,3.0605896,,Right Foot,,,,"[34.5, 47.7]",,Ground Pass,,27.189152,,,,Arlind Afrim Ajeti,8291.0,,,,,,,1,From Kick Off,Alessandro Frara,386512.0,Left Center Midfield,2,Frosinone,291,['83a9de7a-2447-4435-a9c7-7321f3219562'],1,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:01.354,Pass,
,,,,,,,,,,,,,,,,,,,2.087864,,,,,,,,,,,,,,,ae0ece2a-3139-404d-9f68-397feb4f4943,11,,"[34.7, 47.4]",3879835,0,,,,,0.8576406,,Right Foot,,,,"[48.8, 63.7]",,Ground Pass,,21.552261,,,,Matteo Ciofani,31721.0,,,,,,,1,From Kick Off,Arlind Afrim Ajeti,8291.0,Left Center Back,2,Frosinone,291,['5b2692a1-2f5b-46c6-bafb-a368ad404abb'],4,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:04.151,Pass,
,,,,,,,,,,,,,,,,,,,2.438177,,,,,,,,,,,,,,,06c2c32a-3358-401e-9651-50adcdb188b3,14,,"[48.8, 66.7]",3879835,0,,,,,0.18004647,,Right Foot,,,,"[94.4, 75.0]",,High Pass,,46.349216,,Incomplete,,Luca Paganini,23470.0,,,,,,,1,From Kick Off,Matteo Ciofani,31721.0,Right Back,2,Frosinone,291,"['a390c1ec-3baf-492f-8941-a9f7244b5834', 'bd16ef37-96cf-4a03-b8e4-9cbf1fc1974e']",8,,,,,,,,,,,,,,,,,,Frosinone,291,00:00:08.426,Pass,
