50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.464752,,,,,,,,,,,,,,117c8184-f467-48e8-bec9-72d724b41595,17,,,"[42.9, 10.7]",3879619,0,,,,,0.327245,,Left Foot,,,"[53.8, 14.4]",,Ground Pass,,11.510864,,,Incomplete,,Diego Perotti,7456.0,,,,,,1,From Kick Off,Cristian Daniel Ansaldi,7464.0,Left Center Back,2,Genoa,233,"['26f89049-dccc-4af8-b6c2-578804640af5', '87f06d83-0202-4c36-9046-30b574e26b5a']",12,,,,,,,,,,,,,,,,,,Genoa,233,00:00:12.030,Pass,
,,,,,,,,,,,,,,,,,2.45173,,,,,,,,,,,,,,fa22980b-7479-4f8d-a3d6-7642d90b04d5,20,,,"[53.1, 58.1]",3879619,0,,,,,0.67127174,,Left Foot,,,"[67.2, 69.3]",,High Pass,,18.006943,,,Incomplete,,Domenico Berardi,7131.0,,,,,Recovery,1,From Kick Off,Simone Missiroli,7113.0,Right Center Midfield,2,Genoa,233,"['1b07fe28-a084-4588-a0d5-99bf759ab672', 'f071e22f-85e5-4c6e-b010-072529c71b05']",13,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:13.303,Pass,
,,,,,,,,,,,,,,,,,0.945179,,,,,,,,,,,,,,485e307d-0433-4642-9b33-a3fde0c1f356,25,,,"[52.7, 18.0]",3879619,0,,,,,-0.608325,,Right Foot,,,"[63.9, 10.2]",,Ground Pass,,13.648443,,,Incomplete,,Diego Sebastián Laxalt Suárez,5717.0,,,,,,1,From Kick Off,Cristian Daniel Ansaldi,7464.0,Left Center Back,2,Genoa,233,"['3e80a24b-1a00-4ca4-b5d0-1dd50c147dfa', 'b2416f45-f4eb-4b8d-bb24-968aba52b1f3']",17,,,,,,,,,,,,,,,,,,Genoa,233,00:00:17.300,Pass,
,,,,,,,,,,,,,,,,,0.510052,,,,,,,,,,,,,,3e80a24b-1a00-4ca4-b5d0-1dd50c147dfa,27,,,"[56.2, 69.9]",3879619,0,,,,,-0.4780007,,Right Foot,,,"[64.5, 65.6]",,Ground Pass,,9.347727,,,,,Domenico Berardi,7131.0,,,,,Recovery,1,Regular Play,Šime Vrsaljko,5461.0,Right Back,3,Sassuolo,232,"['0f24956c-45b5-4e29-80f7-22e026b6eb0d', '485e307d-0433-4642-9b33-a3fde0c1f356']",18,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:18.246,Pass,
,,,,,,,,,,,,,,,,,1.240481,,,,,,,,,,,,,,d173e233-c3f6-4058-b2f2-2875230c3e60,34,,,"[64.9, 66.6]",3879619,0,,True,,,-2.7665594,,Right Foot,,,"[42.8, 57.9]",,Ground Pass,,23.75079,,,,,Paolo Cannavaro,8848.0,,,,,Free Kick,1,From Free Kick,Francesco Magnanelli,7127.0,Center Defensive Midfield,4,Sassuolo,232,['bc228084-f349-4591-b05f-2fb593792499'],26,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:26.897,Pass,
,,,,,,,,,,,,,,,,,2.019014,,,,,,,,,,,,,,25ac71f5-3fc5-4ef9-bc59-21951619d14f,36,,,"[42.8, 57.3]",3879619,0,,,,,-1.4989203,,Right Foot,,,"[45.5, 19.8]",,Ground Pass,,37.597073,,,,,Francesco Acerbi,7119.0,,,,,,1,From Free Kick,Paolo Cannavaro,8848.0,Right Center Back,4,Sassuolo,232,['d586cab0-ea5a-4276-9243-d6607ba04e1a'],28,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:28.169,Pass,
,,,,,,,,,,,,,,,,,2.11071,,,,,,,,,,,,,,c0808d20-163c-4361-82f4-23616f1ffb01,39,,,"[42.6, 21.5]",3879619,0,,,,,1.7880044,,Left Foot,,,"[36.2, 50.5]",,Ground Pass,,29.697811,,,,,Paolo Cannavaro,8848.0,,,,,,1,From Free Kick,Francesco Acerbi,7119.0,Left Center Back,4,Sassuolo,232,['be9fe0a0-7a68-40fa-8fa2-04cf4a269947'],32,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:32.154,Pass,
,,,,,,,,,,,,,,,,,0.965291,,,,,,,,,,,,,,e72ae06c-6711-49c9-8fbd-a4fdc7f90037,42,,,"[38.1, 54.7]",3879619,0,,,,,-0.11848996,,Right Foot,,,"[50.7, 53.2]",,Ground Pass,,12.6889715,,,,,Francesco Magnanelli,7127.0,,,,,,1,From Free Kick,Paolo Cannavaro,8848.0,Right Center Back,4,Sassuolo,232,['4d353ba1-1ae5-456f-86d5-e7756f0611ee'],36,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:36.605,Pass,
,,,,,,,,,,,,,,,,,1.295686,,,,,,,,,,,,,,5dc09b53-9d3f-4250-9adf-2de095c68921,45,,,"[50.7, 53.2]",3879619,0,,,,,3.0883098,,Right Foot,,,"[35.7, 54.0]",,Ground Pass,,15.021318,,,,,Paolo Cannavaro,8848.0,,,,,,1,From Free Kick,Francesco Magnanelli,7127.0,Center Defensive Midfield,4,Sassuolo,232,['26168a79-f25b-474f-9190-4f28d1457b60'],37,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:37.690,Pass,
,,,,,,,,,,,,,,,,,1.27294,,,,,,,,,,,,,,faba9c1c-134d-4c5e-a2f4-6b299327a17e,49,,,"[39.5, 55.0]",3879619,0,,,,,0.16109191,,Right Foot,,,"[71.5, 60.2]",,High Pass,,32.419746,,,,,Domenico Berardi,7131.0,,,,,,1,From Free Kick,Paolo Cannavaro,8848.0,Right Center Back,4,Sassuolo,232,"['0ad27efe-c701-41b7-8ccb-359767dab52e', 'ec584834-e2b8-4e62-bad0-e10bded334d4']",40,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:40.261,Pass,True
,,,,,,,,,,,,,,,,,1.311594,,,,,,,,,,,,,,c9550390-fec1-4904-8f92-842a6642c258,51,,,"[71.5, 60.2]",3879619,0,,,,,-0.4299525,,Head,,,"[89.6, 51.9]",,High Pass,,19.912308,,,Incomplete,,Gregoire Defrel,7457.0,,,,,,1,From Free Kick,Domenico Berardi,7131.0,Left Wing,4,Sassuolo,232,"['333cae12-ebe2-4645-8d95-24791b9d85e2', 'cc6887c9-b61a-4831-8768-cef24d25e2c1']",41,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:41.534,Pass,
,,,,,,,,,,,,,,,,,1.602911,,,,,,,,,,,,,,e4c53c9f-969e-4eb3-a50e-d0f5e1f6b8ff,56,,,"[79.4, 80.0]",3879619,0,,,,,-1.2291808,,,,,"[85.8, 62.0]",,Low Pass,,19.103926,,,,,Domenico Berardi,7131.0,,,,,Throw-in,1,From Throw In,Šime Vrsaljko,5461.0,Right Back,5,Sassuolo,232,['e35631a3-c32a-48f5-99e3-99bb9ee128c5'],54,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:54.218,Pass,
,,,,,,,,,,,,,,,,,0.502195,,,,,,,,,,,,,,658cca4f-8e16-4fa3-9ae3-6d92b7051d29,60,,,"[86.0, 58.9]",3879619,0,,,,,-0.7585229,,Left Foot,,,"[105.1, 40.8]",,High Pass,,26.313875,,,Incomplete,,Nicola Sansone,6859.0,,,,,,1,From Throw In,Domenico Berardi,7131.0,Left Wing,5,Sassuolo,232,"['6c720a01-52a9-4a9d-90e3-d6204ec8641d', 'e9f491ea-d21c-415d-884f-a453cca0d3a5']",57,,,,,,,,,,,,,,,,,,Sassuolo,232,00:00:57.502,Pass,
,,,,,,,,,,,,,,,,,1.737553,,,,,,,,,,,,,,f8438195-9f24-4c45-971c-2548f43dac9f,64,,,"[101.5, 24.8]",3879619,1,,,,,1.1259749,,Left Foot,,,"[110.7, 44.1]",,Ground Pass,,21.380598,,,Incomplete,,Domenico Berardi,7131.0,,,,,Recovery,1,From Throw In,Gregoire Defrel,7457.0,Center Forward,5,Sassuolo,232,"['624e2938-23b0-4f98-bf80-1160eaaf25db', 'ef2f5bbe-10c5-4867-b5ca-f4b93bc04dc8']",1,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:01.245,Pass,
,,,,,,,,,,,,,,,,,0.929362,,,,,,,,,,,,,,3c89c790-37c7-4d30-b018-1c57fb04a6b0,71,,,"[66.3, 7.7]",3879619,1,,,,,-0.62182426,,Right Foot,,,"[72.3, 3.4]",,Ground Pass,,7.3817344,,,,,Federico Peluso,7118.0,,,,,,1,From Throw In,Francesco Acerbi,7119.0,Left Center Back,5,Sassuolo,232,"['0f475706-f3bc-482f-be5a-595bd3073455', '360d6b8b-6ce9-45fc-a4e0-e01ff2eebdc0', 'accbce35-cee4-4a8b-9100-297c5239a4e9']",15,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:15.928,Pass,True
,,,,,,,,,,,,,,,,,1.995202,,,,,,,,,,,,,,f3333464-c440-43b3-9c56-fe1ae05fb04a,75,,,"[77.0, 3.7]",3879619,1,,,,,0.36120376,,Left Foot,,,"[99.5, 12.2]",,Ground Pass,,24.052027,,,Incomplete,,Joseph Alfred Duncan,7698.0,,,,,,1,From Throw In,Federico Peluso,7118.0,Left Back,5,Sassuolo,232,"['205c7638-98ba-490e-ae47-2d4c9d6c5b49', '62e33fa1-d526-449e-9bd9-f0da9c32bf9d', 'dd5a5d49-ee4d-440e-baa8-68868800bfdd']",18,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:18.111,Pass,True
,,,,,,,,,,,,,,,,,1.081531,,,,,,,,,,,,,,b400fd12-6013-4e15-aa49-087fb98da059,79,,,"[96.1, 0.1]",3879619,1,,,,,1.4825307,,,,,"[97.1, 11.4]",,Low Pass,,11.344161,,,,,Nicola Sansone,6859.0,,,,,Throw-in,1,From Throw In,Federico Peluso,7118.0,Left Back,6,Sassuolo,232,['162ad730-8850-4cda-8e84-5654fc56bf76'],31,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:31.341,Pass,
,,,,,,,,,,,,,,,,,1.112427,,,,,,,,,,,,,,3036fc98-093e-4d42-a526-75f3530bb81c,83,,,"[98.3, 11.6]",3879619,1,,,,,-1.6113147,,Left Foot,,,"[98.0, 4.2]",,Ground Pass,,7.406079,,,,,Federico Peluso,7118.0,,,,,,1,From Throw In,Nicola Sansone,6859.0,Right Wing,6,Sassuolo,232,"['0a5adce1-01b2-4f2f-9f99-2b67b038a3d2', 'a90caf14-3d64-4ff6-abcf-9c5cda56eda7']",32,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:32.463,Pass,True
,,,,,,,,,,,,,,,,,0.643333,,,,,,,,,,,,,,bd92b492-e979-4864-ad19-48b62806bbca,86,,,"[98.0, 4.7]",3879619,1,,,,,0.07233733,,Left Foot,,,"[104.9, 5.2]",,Ground Pass,,6.9180923,,,,,Joseph Alfred Duncan,7698.0,,,,,,1,From Throw In,Federico Peluso,7118.0,Left Back,6,Sassuolo,232,['38d1ed2c-a53d-4ab2-9ea5-4944a9212298'],34,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:34.652,Pass,
,,,,,,,,,,,,,,,,,0.475894,,,,,,,,,,,,,,ff94209f-1b6b-4bed-a0a5-6169214506be,90,,,"[104.9, 5.0]",3879619,1,,,,,0.07677189,,Left Foot,,,"[107.5, 5.2]",,Ground Pass,,2.607681,,,Incomplete,,,,,,,,,1,From Throw In,Joseph Alfred Duncan,7698.0,Left Center Midfield,6,Sassuolo,232,"['27427470-ca54-4b8c-af7d-62dbf2c18bdc', '3556a489-c065-46d0-b525-a8c396dd19f8']",35,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:35.981,Pass,True
,,,,,,,,,,,,,,,,,0.505938,,,,,,,,,,,,,,7c7ea644-66b3-44d3-8cb5-f920ce3a336c,97,,,"[102.5, 4.0]",3879619,1,,,,,0.0,,Left Foot,,,"[103.9, 4.0]",,Ground Pass,,1.4,,,,,Federico Peluso,7118.0,,,,,,1,From Throw In,Joseph Alfred Duncan,7698.0,Left Center Midfield,6,Sassuolo,232,['8d7f9d8f-f6c9-43a8-868f-98a2462ebcf1'],40,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:40.796,Pass,
,,,,,,,,,,,,,,,,,0.146126,,,,,,,,,,,,,,bcf54256-1e6d-4165-b3a3-1edacc98243d,101,,,"[104.0, 3.4]",3879619,1,,,,,0.6000502,,Left Foot,,,"[105.9, 4.7]",,Low Pass,,2.302173,,,Incomplete,,Joseph Alfred Duncan,7698.0,,,,,,1,From Throw In,Federico Peluso,7118.0,Left Back,6,Sassuolo,232,"['4539b9ad-e2d2-4816-a509-30f702e4e59a', '5c4dc8b7-9838-4912-ae3e-9cfbcc5ce732', 'fac5af12-6e0f-43f0-aba9-e4fe7b31ec33']",41,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:41.926,Pass,True
,,,,,,,,,,,,,,,,,1.10193,,,,,,,,,,,,,,04485b8f-6fa3-4802-b9dc-a5046be14933,106,,,"[103.9, 2.7]",3879619,1,,,,,0.7133581,,Left Foot,,,"[109.1, 7.2]",,High Pass,,6.8767724,,,Pass Offside,,Joseph Alfred Duncan,7698.0,,,,,,1,From Throw In,Federico Peluso,7118.0,Left Back,6,Sassuolo,232,['1e959e42-78ea-44b2-b65e-fbda5dbaa58c'],43,,,,,,,,,,,,,,,,,,Sassuolo,232,00:01:43.086,Pass,
,,,,,,,,,,,,,,,,,3.560782,,,,,,,,,,,,,,ec7d062e-f664-4876-8fe7-7c66ccba88a3,108,,,"[9.9, 68.7]",3879619,2,,,,,-0.52069306,,Right Foot,,,"[72.5, 32.8]",,High Pass,,72.1635,,,,,Leonardo Pavoletti,8180.0,,,,,Free Kick,1,From Free Kick,Mattia Perin,7148.0,Goalkeeper,7,Genoa,233,['dceb5d7e-4698-4962-9f34-aa92feb743fc'],7,,,,,,,,,,,,,,,,,,Genoa,233,00:02:07.253,Pass,
,,,,,,,,,,,,,,,,,1.1292,,,,,,,,,,,,,,b34767c7-b13d-42c2-b245-244d9566045a,111,,,"[72.5, 32.8]",3879619,2,,,,True,0.3261558,,,,,"[79.3, 35.1]",,High Pass,,7.17844,,,,,Diego Perotti,7456.0,,,,,,1,From Free Kick,Leonardo Pavoletti,8180.0,Center Forward,7,Genoa,233,"['32dc28d9-a3f4-4ca3-a049-29cd56a52c0d', '43e2947e-8a81-4e09-a874-8eb98e10dd30']",10,,,,,,,,,,,,,,,,,,Genoa,233,00:02:10.850,Pass,True
,,,,,,,,,,,,,,,,,1.757804,,,,,,,,,,,,,,90f81b8a-f332-4849-8544-ef059cbfdf1c,114,,,"[91.3, 58.1]",3879619,2,,,,,0.027167227,,Right Foot,,,"[109.7, 58.6]",,Ground Pass,,18.406792,,,,,Darko Lazović,7145.0,,,,,,1,From Free Kick,Diego Perotti,7456.0,Left Wing,7,Genoa,233,['7e27f92d-791a-47c4-b678-34bc4038cc70'],14,,,,,,,,,,,,,,,,,,Genoa,233,00:02:14.911,Pass,
,,,,,,,,,,,,,,,,,1.872564,,,,,,,,,,,,,,e7c45014-bfdc-444b-a883-c421d507f21b,119,,,"[6.0, 36.0]",3879619,2,,True,,,-1.2329181,,Right Foot,,,"[15.1, 10.1]",,Ground Pass,,27.45214,,,,,Francesco Acerbi,7119.0,,,,,Goal Kick,1,From Goal Kick,Andrea Consigli,7132.0,Goalkeeper,8,Sassuolo,232,['69b83f97-62f2-439e-9045-5e3b61a35fd2'],47,,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:47.997,Pass,
,,,,,,,,,,,,,,,,,1.895707,,,,,,,,,,,,,,5ac101f9-3145-4ff8-9131-42fe520aa070,121,,,"[11.4, 7.7]",3879619,2,,,,,1.6845883,,Left Foot,,,"[8.2, 35.7]",,Ground Pass,,28.182264,,,,,Andrea Consigli,7132.0,,,,,,1,From Goal Kick,Francesco Acerbi,7119.0,Left Center Back,8,Sassuolo,232,['3e77c658-a3e8-4847-b44f-2e10f62f1f7c'],51,,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:51.599,Pass,
,,,,,,,,,,,,,,,,,2.155466,,,,,,,,,,,,,,43cbb1cd-58b7-4b19-a750-22d14c1ea8e2,124,,,"[9.0, 37.9]",3879619,2,,,,,1.0398165,,Right Foot,,,"[22.8, 61.4]",,Ground Pass,,27.252338,,,,,Paolo Cannavaro,8848.0,,,,,,1,From Goal Kick,Andrea Consigli,7132.0,Goalkeeper,8,Sassuolo,232,['5c7f4298-2678-463d-a500-25d4929c3791'],54,,,,,,,,,,,,,,,,,,Sassuolo,232,00:02:54.876,Pass,
,,,,,,,,,,,,,,,,,1.63773,,,,,,,,,,,,,,1317cc05-8173-4aeb-b5ea-5560a5f0ef5c,127,,,"[32.5, 62.9]",3879619,3,,,,,-0.45208743,,Right Foot,,,"[67.3, 46.0]",,High Pass,,38.68656,,,Incomplete,,Gregoire Defrel,7457.0,,,,,,1,From Goal Kick,Paolo Cannavaro,8848.0,Right Center Back,8,Sassuolo,232,"['e7b4b81a-db96-40a6-bf8b-7276fe601c2c', 'fa86f735-f378-4fc8-8933-1fdea7fed2cc']",0,,,,,,,,,,,,,,,,,,Sassuolo,232,00:03:00.300,Pass,
,,,,,,,,,,,,,,,,,2.527041,,,,,,,,,,,,,,fa86f735-f378-4fc8-8933-1fdea7fed2cc,129,,,"[52.8, 34.1]",3879619,3,,,,,0.485451,,Right Foot,,,"[78.2, 47.5]",,High Pass,,28.71794,,,,,Leonardo Pavoletti,8180.0,,,,,Recovery,1,Regular Play,Nicolás Andrés Burdisso,7467.0,Center Back,9,Genoa,233,"['1317cc05-8173-4aeb-b5ea-5560a5f0ef5c', '1c511379-c76a-44f5-8ded-2325b7fd2beb']",1,,,,,,,,,,,,,,,,,,Genoa,233,00:03:01.938,Pass,
