ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7c79f196-ddf6-45fe-bcc2-4cd1a26c0f9d,1,,,3749310,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 40438, 'name': 'Antti Mikko Niemi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 14}, {'player': {'id': 11009, 'name': 'Chris Baird'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 32}, {'player': {'id': 40441, 'name': 'Michael Lennart Svensson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 11}, {'player': {'id': 40444, 'name': 'Fitz Hall'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 40445, 'name': 'Danny Higginbotham'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 40439, 'name': 'David Prutton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 40434, 'name': 'Paul Telfer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 33}, {'player': {'id': 40435, 'name': 'Rory Delap'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 40440, 'name': 'Léandre Griffit'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 30}, {'player': {'id': 40442, 'name': 'James Beattie'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 40433, 'name': 'Kevin Phillips'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bfce8fd4-6bc6-43a3-9522-f306a21842af,2,,,3749310,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 15637, 'name': ""Sulzeer Jeremiah ''Sol' Campbell""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 26194, 'name': 'Pascal Cygan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 20302, 'name': 'Gaël Clichy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 24972, 'name': 'Ray Parlour'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 15515, 'name': 'Patrick Vieira'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 15754, 'name': 'Fredrik Ljungberg'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 19312, 'name': 'Robert Pirès'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 15042, 'name': 'Dennis Bergkamp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8b0727b4-494e-4a52-8ac6-defc9147291d,3,,,3749310,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['5858e310-395d-4681-b597-b6a8ccf44a4f'],0,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5858e310-395d-4681-b597-b6a8ccf44a4f,4,,,3749310,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['8b0727b4-494e-4a52-8ac6-defc9147291d'],0,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e2b8dd35-9256-43c6-9ab7-585272a1feb2,1724,,,3749310,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,113,Southampton,25,['88c52401-e9f3-4adb-98cd-b64f3daf3c14'],0,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,88c52401-e9f3-4adb-98cd-b64f3daf3c14,1725,,,3749310,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,113,Southampton,25,['e2b8dd35-9256-43c6-9ab7-585272a1feb2'],0,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.688984,,,,,,,,,,,,7e23b01b-3841-4e98-a191-44ed29a3576a,5,,"[60.0, 40.0]",3749310,0,,,,,1.2793396,,Left Foot,,,"[60.3, 41.0]",,Ground Pass,,1.0440307,,,Thierry Henry,15516.0,,,,,,Kick Off,1,From Kick Off,Dennis Bergkamp,15042.0,Right Center Forward,2,Arsenal,1,['f37fbcd7-3c8a-4810-86ba-79405ed9a4c6'],0,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.910,Pass,
,,,,,,,,,,,,,,,0.872383,,,,,,,,,,,,cac6baf5-3301-4322-abeb-f17c929740fc,8,,"[60.5, 41.0]",3749310,0,,,,,-2.7472782,,Right Foot,,,"[45.6, 34.8]",,Ground Pass,,16.138464,,,Patrick Vieira,15515.0,,,,,,,1,From Kick Off,Thierry Henry,15516.0,Left Center Forward,2,Arsenal,1,['94484716-8fbf-4c3e-81b1-4a31b76fc174'],1,,,,,,,,,,,,,,,,Arsenal,1,00:00:01.646,Pass,
,,,,,,,,,,,,,,,0.984106,,,,,,,,,,,,9fc06929-2247-4971-afbf-303131e76170,12,,"[66.6, 16.2]",3749310,0,,,,,-1.8540173,,Right Foot,,,"[62.7, 2.8]",,Ground Pass,,13.956002,,,Robert Pirès,19312.0,,,,,,,1,From Kick Off,Patrick Vieira,15515.0,Left Defensive Midfield,2,Arsenal,1,"['1591cc5d-2ef3-42b3-8363-fdfa93c7d47d', '543c18de-54bc-4625-9f1f-4198f61e1b41']",6,,,,,,,,,,,,,,,,Arsenal,1,00:00:06.833,Pass,True
,,,,,,,,,,,,,,,1.495325,,,,,,,,,,,,1e5ca6c7-5778-46d2-811d-08b4acfbb349,14,,"[61.8, 2.8]",3749310,0,,,,,2.5644004,,Left Foot,,,"[53.2, 8.4]",,Ground Pass,,10.262553,Incomplete,,Gaël Clichy,20302.0,,,,,,,1,From Kick Off,Robert Pirès,19312.0,Left Midfield,2,Arsenal,1,"['b9be3a11-1b08-4744-8177-3bbeed3e8f53', 'e031bc0c-dac7-42f1-872b-e149cad2083f']",7,,,,,,,,,,,,,,,,Arsenal,1,00:00:07.817,Pass,
