50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,298c5245-2362-486c-ac93-dbb1611b75b2,1,,,3749346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leeds United,101,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 40132, 'name': 'Paul Robinson'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 0}, {'player': {'id': 40270, 'name': 'Gary Oliver Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 0}, {'player': {'id': 40263, 'name': 'Zoumana Camara'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 40265, 'name': 'José Vitor Roque Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 0}, {'player': {'id': 40268, 'name': 'René Salomon Olembé-Olembé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 0}, {'player': {'id': 38557, 'name': 'David Batty'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 0}, {'player': {'id': 40266, 'name': 'Seth Johnson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 0}, {'player': {'id': 26649, 'name': 'Jermaine Pennant'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 0}, {'player': {'id': 40269, 'name': 'Lamine Sakho'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 0}, {'player': {'id': 40267, 'name': 'Alan Smith'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 0}, {'player': {'id': 40264, 'name': 'Michael Bridges'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 0}]}",Leeds United,101,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,36585e0f-1773-4e2d-b0c2-e0c0f83ad18c,2,,,3749346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leeds United,101,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40222, 'name': 'Laureano Bisan-Etame Mayer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 0}, {'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 0}, {'player': {'id': 15637, 'name': ""Sulzeer Jeremiah ''Sol' Campbell""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 12529, 'name': 'Ashley Cole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 0}, {'player': {'id': 24972, 'name': 'Ray Parlour'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 0}, {'player': {'id': 40221, 'name': 'Gilberto Aparecido da Silva'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 0}, {'player': {'id': 15754, 'name': 'Fredrik Ljungberg'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 19312, 'name': 'Robert Pirès'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 0}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 0}, {'player': {'id': 15042, 'name': 'Dennis Bergkamp'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 0}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3117ee26-4a70-4782-80b2-be2c007eb66c,3,,,3749346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leeds United,101,['536b53ab-03c9-49cb-80da-0c2fdb913af8'],0,,,,,,,,,,,,,,,,,,Leeds United,101,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,536b53ab-03c9-49cb-80da-0c2fdb913af8,4,,,3749346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leeds United,101,['3117ee26-4a70-4782-80b2-be2c007eb66c'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,True,90111335-1a95-4b5e-8d41-e14fd07155b7,1802,,,3749346,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Arsenal,1,['98cc82bb-c9bf-49b4-b645-a4423ab7b171'],0,,,,,,,,,,,,,,,,,,Leeds United,101,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,True,98cc82bb-c9bf-49b4-b645-a4423ab7b171,1803,,,3749346,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Arsenal,1,['90111335-1a95-4b5e-8d41-e14fd07155b7'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.693078,,,,,,,,,,,,,dd927244-054a-4200-b89b-5afa6c211eb6,5,,"[61.0, 40.1]",3749346,0,,True,,,1.7196863,,Right Foot,,,,"[60.4, 44.1]",,Ground Pass,,4.0447497,,,,Alan Smith,40267.0,,,,,,Kick Off,1,From Kick Off,Michael Bridges,40264.0,Left Center Forward,2,Leeds United,101,['e26f6eb3-7b6a-45d7-ba4d-997f8ba854a3'],0,,,,,,,,,,,,,,,,,,Leeds United,101,00:00:00.563,Pass,
,,,,,,,,,,,,,,,,,,0.588866,,,,,,,,,,,,,31dfc1f5-e45d-49ac-9800-f863b09d936f,7,,"[60.2, 44.1]",3749346,0,,True,,,-2.8049178,,Right Foot,,,,"[56.2, 42.7]",,Ground Pass,,4.237924,,,,David Batty,38557.0,,,,,,,1,From Kick Off,Alan Smith,40267.0,Right Center Forward,2,Leeds United,101,['73a34883-6d9d-4fc8-a33d-6009b601b137'],1,,,,,,,,,,,,,,,,,,Leeds United,101,00:00:01.282,Pass,
,,,,,,,,,,,,,,,,,,1.828635,,,,,,,,,,,,,b2daf19d-a7c6-4be1-8522-6b7a491ca236,9,,"[56.4, 44.1]",3749346,0,,,,,2.1861894,,Right Foot,,,,"[41.2, 65.6]",,Ground Pass,,26.3304,,,,Gary Oliver Kelly,40270.0,,,,,,,1,From Kick Off,David Batty,38557.0,Right Defensive Midfield,2,Leeds United,101,['94277193-fa72-4b42-88db-0815981e7c23'],2,,,,,,,,,,,,,,,,,,Leeds United,101,00:00:02.389,Pass,
,,,,,,,,,,,,,,,,,,2.933646,,,,,,,,,,,,,76461dda-46da-4dd2-9a4a-1492adbe5d0c,12,,"[44.1, 65.4]",3749346,0,,,,,-0.49757499,,Right Foot,,,,"[91.6, 39.6]",,High Pass,,54.05451,,,Incomplete,,,,,,,,,1,From Kick Off,Gary Oliver Kelly,40270.0,Right Back,2,Leeds United,101,['c2782cd6-cda7-488a-863b-eb1fc9e668b1'],5,,,,,,,,,,,,,,,,,,Leeds United,101,00:00:05.712,Pass,
,,,,,,,,,,,,,,,,,,1.730754,,,,,,,,,,,,,c2782cd6-cda7-488a-863b-eb1fc9e668b1,13,,"[28.5, 40.5]",3749346,0,,,,,0.03598446,,Right Foot,,,,"[53.5, 41.4]",,High Pass,,25.016195,,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Laureano Bisan-Etame Mayer,40222.0,Right Back,2,Leeds United,101,"['76461dda-46da-4dd2-9a4a-1492adbe5d0c', 'ce427bfb-1d58-48b4-842c-9ee2a9baf40b']",8,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:08.645,Pass,
,,,,,,,,,,,,,,,,,,1.471001,,,,,,,,,,,,,ce427bfb-1d58-48b4-842c-9ee2a9baf40b,14,,"[66.6, 38.7]",3749346,0,,,,,2.6511955,,Head,,,,"[54.8, 45.0]",,High Pass,,13.3764715,,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Lamine Sakho,40269.0,Left Midfield,2,Leeds United,101,"['688573f0-7177-4ba7-98fb-4913134b50f8', 'c2782cd6-cda7-488a-863b-eb1fc9e668b1']",10,,,,,,,,,,,,,,,,,,Leeds United,101,00:00:10.376,Pass,
,,,,,,,,,,,,,,,,,,0.697296,,,,,,,,,,,,,72a0aaa3-fd79-4a71-b0e6-2fb30ca28de4,21,,"[47.5, 62.2]",3749346,0,,,,,0.5809231,,Right Foot,,,,"[60.6, 70.8]",,Ground Pass,,15.670673,,,,Jermaine Pennant,26649.0,,,,,,,1,From Kick Off,David Batty,38557.0,Right Defensive Midfield,2,Leeds United,101,['9d8161ff-de3b-4fe6-bb99-51bfe8e4664d'],15,,,,,,,,,,,,,,,,,,Leeds United,101,00:00:15.090,Pass,
,,,,,,,,,,,,,,,,,,0.904381,,,,,,,,,,,,,e529afcb-5f9c-44e1-836d-d5417e6e35ad,29,,"[53.7, 9.6]",3749346,0,,,,,-1.1341692,,Right Foot,,,,"[56.5, 3.6]",,Ground Pass,,6.621178,,,,Robert Pirès,19312.0,,,,,,,1,Regular Play,Gilberto Aparecido da Silva,40221.0,Left Defensive Midfield,3,Arsenal,1,['a77758b4-896c-4256-8545-9f1f112f2949'],18,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:18.226,Pass,
,,,,,,,,,,,,,,,,,,1.637069,,,,,,,,,,,,,6469dd09-fcfe-41d8-a758-12ec02db16b7,32,,"[56.5, 3.6]",3749346,0,,,,,2.5111911,,Right Foot,,,,"[34.3, 19.8]",,Ground Pass,,27.482357,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,,1,Regular Play,Robert Pirès,19312.0,Left Midfield,3,Arsenal,1,['a2f4aaf5-634f-40c3-8900-4804156b5f14'],19,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:19.259,Pass,
,,,,,,,,,,,,,,,,,,3.556308,,,,,,,,,,,,,eaa3e3d9-9eb2-4d7f-9974-c0c8b4687779,35,,"[34.1, 22.4]",3749346,0,,,,,2.3620653,,Right Foot,,,,"[8.4, 47.8]",,Ground Pass,,36.133778,,,,Jens Lehmann,20015.0,,,,,,,1,Regular Play,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Left Center Back,3,Arsenal,1,['9fbabd4e-6e50-4460-b3e8-9cf903f52ed1'],22,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:22.234,Pass,
