ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.859746,,,,,,,,,,,,,,a3ef347e-ef4d-4956-88aa-922731f9d2a1,16,,"[49.2, 2.7]",3749358,0,,,,,1.7018242,,Right Foot,,,"[47.5, 15.6]",,Ground Pass,,13.011534,,,,,Dorival Guidoni Júnior,40329.0,,,,,,,1,From Kick Off,Alan Wright,40404.0,Left Midfield,2,Middlesbrough,47,['a90219b0-8905-4e27-831a-210cecadbf61'],7,,,,,,,,,,,,,,,,,,Middlesbrough,47,00:00:07.661,Pass,
,,,,,,,,,,,,,,,2.048124,,,,,,,,,,,,,,12a62ead-f089-49e9-8098-898d6eac01c4,20,,"[48.3, 16.3]",3749358,0,,,,,2.6069984,,Right Foot,,,"[25.5, 29.8]",,Ground Pass,,26.49698,,,,,Chris Riggott,40330.0,,,,,,,1,From Kick Off,Dorival Guidoni Júnior,40329.0,Left Defensive Midfield,2,Middlesbrough,47,"['1275527e-e1d6-488e-881c-da877bcdf000', 'b9440cd9-13ca-41b2-b70b-81aefb80e4c9']",9,,,,,,,,,,,,,,,,,,Middlesbrough,47,00:00:09.533,Pass,True
,,,,,,,,,,,,,,,2.383749,,,,,,,,,,,,,,a8e59f24-0d65-4766-a1df-225be95da441,23,,"[25.5, 29.7]",3749358,0,,,,,1.5012707,,Right Foot,,,"[28.0, 65.6]",,Low Pass,,35.986942,,,,,Gareth Southgate,15403.0,,,,,,,1,From Kick Off,Chris Riggott,40330.0,Right Center Back,2,Middlesbrough,47,['0905a59e-d1cc-4d9c-8408-eaaafbcfd788'],11,,,,,,,,,,,,,,,,,,Middlesbrough,47,00:00:11.901,Pass,
,,,,,,,,,,,,,,,0.990598,,,,,,,,,,,,,,489c30d8-224c-4750-9328-9dfb233a8279,26,,"[28.0, 66.5]",3749358,0,,,,,1.1164943,,Left Foot,,,"[32.2, 75.1]",,Ground Pass,,9.570789,,,,,Stuart Parnaby,40402.0,,,,,,,1,From Kick Off,Gareth Southgate,15403.0,Left Center Back,2,Middlesbrough,47,['69b44431-b751-4150-88b3-ad84fe662bd5'],14,,,,,,,,,,,,,,,,,,Middlesbrough,47,00:00:14.425,Pass,
,,,,,,,,,,,,,,,1.405173,,,,,,,,,,,,,,7834590e-926e-4cf4-9959-fb976484ad94,29,,"[32.6, 74.4]",3749358,0,,,,,-0.06720632,,Right Foot,,,"[53.4, 73.0]",,High Pass,,20.847063,,,Incomplete,,Oswaldo Giroldo Júnior,40331.0,,,,,,,1,From Kick Off,Stuart Parnaby,40402.0,Right Back,2,Middlesbrough,47,"['29068b5a-7c97-4dea-b613-21d2cea74a0f', '5d7dedc7-1054-4527-ad5b-40162b91e43e']",16,,,,,,,,,,,,,,,,,,Middlesbrough,47,00:00:16.670,Pass,
,,,,,,,,,,,,,,,2.320224,,,,,,,,,,,,,,5d7dedc7-1054-4527-ad5b-40162b91e43e,31,,"[66.7, 7.1]",3749358,0,,,,,1.6459967,,Left Foot,,,"[65.6, 21.7]",,High Pass,,14.641379,,,,,Gilberto Aparecido da Silva,40221.0,,,,,,Recovery,1,From Kick Off,Ashley Cole,12529.0,Left Back,2,Middlesbrough,47,"['220c7cca-b822-46e9-a619-5d24fab0d9c4', '7834590e-926e-4cf4-9959-fb976484ad94']",18,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:18.075,Pass,
,,,,,,,,,,,,,,,0.645288,,,,,,,,,,,,,,f16e488d-0277-4372-9db2-efa957f51b58,33,,"[66.3, 22.4]",3749358,0,,,,,-0.8824375,,Head,,,"[71.4, 16.2]",,Low Pass,,8.028076,,,Incomplete,,Patrick Vieira,15515.0,,,,,,,1,From Kick Off,Gilberto Aparecido da Silva,40221.0,Left Defensive Midfield,2,Middlesbrough,47,"['1f291033-fb71-4cf3-8b90-098a26e86fdd', 'f95abcd8-0cc7-45e5-afeb-043101d0da1f']",20,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:20.413,Pass,
,,,,,,,,,,,,,,,1.578047,,,,,,,,,,,,,,ade8a04d-fcee-4a4d-a80e-63bfe96fb4fd,37,,"[63.2, 76.0]",3749358,0,,,,,-1.1932662,,Right Foot,,,"[65.5, 70.2]",,High Pass,,6.239391,,,Incomplete,,Malcolm Christie,40403.0,,,,,,Recovery,1,From Kick Off,Oswaldo Giroldo Júnior,40331.0,Right Midfield,2,Middlesbrough,47,"['5557490e-8593-47e7-9d8f-f975a5985a86', 'bad34604-dc81-4ae7-b5fa-4824de69b2b8']",24,,,,,,,,,,,,,,,,,,Middlesbrough,47,00:00:24.783,Pass,
,,,,,,,,,,,,,,,2.621078,,,,,,,,,,,,,,e7532f08-08bd-4ab0-8bde-6281908474b9,46,,"[44.6, 27.5]",3749358,0,,,,,-1.5520719,,Left Foot,,,"[45.1, 0.8]",,High Pass,,26.704681,,,Out,,Ashley Cole,12529.0,,,,,,,1,From Kick Off,Gilberto Aparecido da Silva,40221.0,Left Defensive Midfield,2,Middlesbrough,47,['92101c41-d6a3-4fcb-ab21-9d480bfac59b'],30,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:30.049,Pass,
,,,,,,,,,,,,,,,1.423441,,,,,,,,,,,,,,8e983684-f863-4c22-a219-fdb40d7cb4e8,48,,"[77.5, 80.0]",3749358,0,,,,,-2.1264527,,,,,"[68.0, 64.7]",,Low Pass,,18.009441,,,,,George Boateng,40324.0,,,,,,Throw-in,1,From Throw In,Oswaldo Giroldo Júnior,40331.0,Right Midfield,3,Middlesbrough,47,['390b8299-f4d8-4ce0-9bfc-92eee39eef3e'],35,,,,,,,,,,,,,,,,,,Middlesbrough,47,00:00:35.238,Pass,
,,,,,,,,,,,,,,,1.245321,,,,,,,,,,,,,,50c01eb5-ff75-4b4a-9315-8bb52d7b48a9,51,,"[69.6, 66.3]",3749358,0,,,,,-0.46806583,,Right Foot,,,"[96.7, 52.6]",,Low Pass,,30.3661,,,,,Szilárd Németh,40327.0,,,,,,,1,From Throw In,George Boateng,40324.0,Right Defensive Midfield,3,Middlesbrough,47,['02d95fe6-287b-4f95-8a08-34195b6ebb31'],39,,,,,,,,,,,,,,,,,,Middlesbrough,47,00:00:39.002,Pass,
,,,,,,,,,,,,,,,0.365688,,,,,,,,,,,,,,bf5285d8-c2aa-4732-bdbf-ab89a9eadbe0,53,,"[97.4, 50.9]",3749358,0,,,,,2.8138542,,Right Foot,,,"[92.4, 52.6]",,Low Pass,,5.2810984,,,Incomplete,,Malcolm Christie,40403.0,,,,,,,1,From Throw In,Szilárd Németh,40327.0,Left Center Forward,3,Middlesbrough,47,"['8a4170e6-70e6-4bb5-8849-f62b2a7824fa', '9cfa5521-ac0d-4d2b-aefd-21cfe4c77529']",40,,,,,,,,,,,,,,,,,,Middlesbrough,47,00:00:40.248,Pass,
,,,,,,,,,,,,,,,1.373952,,,,,,,,,,,,,,55939085-d08b-45be-8234-1918722deb6c,61,,"[7.0, 44.1]",3749358,1,,True,,,0.98761684,,Right Foot,,,"[26.0, 72.9]",,Ground Pass,,34.502754,,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,Goal Kick,1,From Goal Kick,Jens Lehmann,20015.0,Goalkeeper,4,Arsenal,1,['f48f7b87-9d90-4b46-9505-e4a5c79a3294'],3,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:03.754,Pass,
,,,,,,,,,,,,,,,2.331014,,,,,,,,,,,,,,a2ade220-d77c-4409-b2fc-65332759763a,63,,"[40.5, 75.3]",3749358,1,,,,,-2.0899425,,Right Foot,,,"[30.5, 57.8]",,Ground Pass,,20.155643,,,,,Kolo Habib Touré,38412.0,,,,,,,1,From Goal Kick,Laureano Bisan-Etame Mayer,40222.0,Right Back,4,Arsenal,1,['7b3c5302-e8bd-482a-9794-b869746b313d'],7,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:07.701,Pass,
,,,,,,,,,,,,,,,1.89758,,,,,,,,,,,,,,349a4ef7-d911-4aff-b2cf-533bf15cf472,66,,"[33.9, 57.4]",3749358,1,,,,,-1.811569,,Right Foot,,,"[28.4, 35.0]",,Ground Pass,,23.065342,,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,,1,From Goal Kick,Kolo Habib Touré,38412.0,Right Center Back,4,Arsenal,1,['124ba4b5-21cc-492c-ab27-00e038e1d81f'],10,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:10.983,Pass,
,,,,,,,,,,,,,,,0.875989,,,,,,,,,,,,,,c73f949b-8b40-4595-99d5-534a2daade28,68,,"[29.7, 33.8]",3749358,1,,True,,,-0.19515842,,Left Foot,,,"[46.9, 30.4]",,Ground Pass,,17.532825,,,,,Gilberto Aparecido da Silva,40221.0,,,,,,,1,From Goal Kick,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Left Center Back,4,Arsenal,1,['23b68fcf-f9a4-416f-b05a-d659a824ab05'],14,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:14.719,Pass,
,,,,,,,,,,,,,,,1.350233,,,,,,,,,,,,,,4751e257-3bba-40e7-aad3-3e6beff064b0,70,,"[46.9, 29.0]",3749358,1,,True,,,3.09191,,Left Foot,,,"[28.8, 29.9]",,Ground Pass,,18.122362,,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,,1,From Goal Kick,Gilberto Aparecido da Silva,40221.0,Left Defensive Midfield,4,Arsenal,1,['bfb3e0f0-2987-4390-86a9-3b5fc2373ef8'],15,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:15.933,Pass,
,,,,,,,,,,,,,,,1.381364,,,,,,,,,,,,,,d016c3c1-c0fc-4f0c-a5bb-6cf21c7909fc,72,,"[28.1, 32.0]",3749358,1,,,,,-0.6314535,,Right Foot,,,"[34.8, 27.1]",,Ground Pass,,8.300602,,,,,Patrick Vieira,15515.0,,,,,,,1,From Goal Kick,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Left Center Back,4,Arsenal,1,['a12528d9-9702-4c04-b07e-35b86e886084'],20,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:20.207,Pass,
,,,,,,,,,,,,,,,1.888992,,,,,,,,,,,,,,0e47dcba-1431-49e5-a5d3-440215354e60,76,,"[35.1, 29.2]",3749358,1,,,,,1.8839158,,Right Foot,,,"[27.2, 53.6]",,Ground Pass,,25.647028,,,,,Kolo Habib Touré,38412.0,,,,,,,1,From Goal Kick,Patrick Vieira,15515.0,Right Defensive Midfield,4,Arsenal,1,"['660f07df-7e8e-4bf1-8111-6f279b901ee1', '8278f133-2e7f-47da-9905-05bf1be9c2c6']",24,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:24.277,Pass,True
,,,,,,,,,,,,,,,2.06817,,,,,,,,,,,,,,63cd0d6b-42a0-4586-8fdc-78a6ceefbbcc,80,,"[26.7, 52.5]",3749358,1,,,,,-2.8546538,,Right Foot,,,"[8.4, 47.1]",,Ground Pass,,19.080095,,,,,Jens Lehmann,20015.0,,,,,,,1,From Goal Kick,Kolo Habib Touré,38412.0,Right Center Back,4,Arsenal,1,"['d641d38a-fd2a-4a78-b9d6-e6f44a94f77d', 'deb7f929-3c4a-4322-b66e-a9ac0b5355a9']",28,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:28.208,Pass,True
,,,,,,,,,,,,,,,3.837763,,,,,,,,,,,,,,f4c20b30-ffad-4056-b394-56679c5b3db1,82,,"[8.8, 46.9]",3749358,1,,,,,0.4241354,,Right Foot,,,"[54.2, 67.4]",,High Pass,,49.81375,,,,,Fredrik Ljungberg,15754.0,,,,,,,1,From Goal Kick,Jens Lehmann,20015.0,Goalkeeper,4,Arsenal,1,['d286df06-f0bb-49da-a67d-0f159f70ae81'],30,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:30.276,Pass,
,,,,,,,,,,,,,,,1.150641,,,,,,,,,,,,,,9747ea97-a064-435b-b9bd-a9d3000a3bc4,84,,"[54.6, 66.9]",3749358,1,,,,True,-0.2730087,,,,,"[72.1, 62.0]",,Low Pass,,18.173058,,,Incomplete,,Sylvain Wiltord,15512.0,,,,,,,1,From Goal Kick,Fredrik Ljungberg,15754.0,Right Midfield,4,Arsenal,1,"['27918979-0f15-4347-8be8-1e2ca5a42493', '65c58eb5-9f3c-4cce-88ed-8b523fdead92', '69dd63db-09ab-4c92-93d1-dbb29cb09795']",34,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:34.114,Pass,True
,,,,,,,,,,,,,,,2.057371,,,,,,,,,,,,,,b64cad83-ed91-4d95-beb0-842e714af99f,88,,"[69.7, 80.0]",3749358,1,,True,,,-2.676033,,,,,"[48.8, 69.5]",,Low Pass,,23.389315,,,,,Kolo Habib Touré,38412.0,,,,,,Throw-in,1,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,5,Arsenal,1,['25772a88-8539-48ca-a4bb-2c3dd8c5c49a'],46,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:46.639,Pass,
,,,,,,,,,,,,,,,1.376534,,,,,,,,,,,,,,0c69de8a-abf3-4993-9c9b-ffd7285d1cbb,90,,"[46.9, 69.5]",3749358,1,,,,,-0.8553476,,Right Foot,,,"[54.2, 61.1]",,Ground Pass,,11.128792,,,,,Gilberto Aparecido da Silva,40221.0,,,,,,,1,From Throw In,Kolo Habib Touré,38412.0,Right Center Back,5,Arsenal,1,['785833af-b6bd-48ef-8b7a-f8fadfbd2f61'],50,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:50.581,Pass,
,,,,,,,,,,,,,,,1.833452,,,,,,,,,,,,,,a8bc6414-0b10-44c7-a2fc-e077f2c73a76,94,,"[53.3, 62.4]",3749358,1,,,,,-1.8811837,,Left Foot,,,"[44.8, 35.9]",,Ground Pass,,27.82984,,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,,1,From Throw In,Gilberto Aparecido da Silva,40221.0,Left Defensive Midfield,5,Arsenal,1,"['b0c36934-d416-4a9e-83a8-f20fd254b9cd', 'fbc73675-4dfe-436a-ba7c-909681cebe5e']",52,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:52.434,Pass,True
,,,,,,,,,,,,,,,1.495936,,,,,,,,,,,,,,a80ef3e8-6084-4a5a-95fe-689a9d30cecb,97,,"[46.9, 34.1]",3749358,1,,,,,-0.16768932,,Left Foot,,,"[78.8, 28.7]",,Ground Pass,,32.353825,,,,,Thierry Henry,15516.0,,,,,,,1,From Throw In,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Left Center Back,5,Arsenal,1,['5895e174-df5c-463c-bffb-7e10f0ff3d3a'],55,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:55.774,Pass,
,,,,,,,,,,,,,,,0.936763,,,,,,,,,,,,,,38dce28d-fa66-447a-9d55-15f77530a839,100,,"[80.0, 29.0]",3749358,1,,,,,1.5707964,,Right Foot,,,"[80.0, 44.1]",,Ground Pass,,15.1,,,,,Sylvain Wiltord,15512.0,,,,,,,1,From Throw In,Thierry Henry,15516.0,Left Center Forward,5,Arsenal,1,['47537ae5-fec0-47e6-b110-12d00d1aaf7d'],58,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:58.894,Pass,
,,,,,,,,,,,,,,,1.876078,,,,,,,,,,,,,,2197dbe9-5b62-45ef-ae88-fdc49d898b9f,103,,"[94.7, 62.0]",3749358,2,,,,,0.3675589,,Right Foot,,,"[112.1, 68.7]",,Ground Pass,,18.645374,,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,,1,From Throw In,Sylvain Wiltord,15512.0,Right Center Forward,5,Arsenal,1,['f7ff52fc-473c-4464-9e35-386bc524f0db'],4,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:04.987,Pass,
,,,,,,,,,,,,,,,0.035696,,,,,,,,,,,,,,be50a34f-3189-4a43-91c6-0ca73f8746e8,107,,"[112.6, 71.5]",3749358,2,,,,,-1.0516502,,Right Foot,,,"[114.2, 68.7]",,Ground Pass,,3.224903,,,Incomplete,,,,,,,,,,1,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,5,Arsenal,1,['aab435cc-5898-4df0-9a05-7fd7243438e1'],6,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:06.894,Pass,
,,,,,,,,,,,,,,,1.295117,,,,,,,,,,,,,,9f7e27e2-1778-4683-b8d4-6a0d19df656a,109,,"[120.0, 80.0]",3749358,2,,,,,-1.8415805,,Right Foot,,,"[111.2, 48.3]",,High Pass,,32.898785,,,Incomplete,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,True,,Straight,,Corner,1,From Corner,Robert Pirès,19312.0,Left Midfield,6,Arsenal,1,"['8aa015b8-6621-4937-9500-395c6e890654', 'fca9dfd6-9061-4cd2-940f-f85288caf100']",34,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:34.537,Pass,
,,,,,,,,,,,,,,,1.483878,,,,,,,,,,,,,,79f7f4aa-1b04-4564-8327-861a6c4a8562,112,,"[8.7, 33.5]",3749358,2,,,,,-0.67615736,,Left Foot,,,"[25.9, 19.7]",,Ground Pass,,22.051758,,,,,Oswaldo Giroldo Júnior,40331.0,,,,,,Recovery,1,From Corner,Chris Riggott,40330.0,Right Center Back,6,Arsenal,1,['c05b1f90-fe2a-4b0f-ae43-4105f03f38ed'],38,,,,,,,,,,,,,,,,,,Middlesbrough,47,00:02:38.107,Pass,
