bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,302ad8f4-fe32-40f3-86ec-0e853e730fed,1,,,3749603,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fulham,55,,0,,,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 15036, 'name': 'Edwin van der Sar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40408, 'name': 'Moritz Volz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 40421, 'name': 'Ian Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 35}, {'player': {'id': 40422, 'name': 'Alain Goma'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 40420, 'name': 'Carlos Manuel Bocanegra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 34}, {'player': {'id': 40423, 'name': 'Martin Djetou'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 40412, 'name': 'Sean Davis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 40411, 'name': 'Sylvain Legwinski'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 40409, 'name': 'Junichi Inamoto'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 40424, 'name': 'Luís Boa Morte Pereira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Fulham,55,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c7927cb5-4ee4-4e73-84bf-98d2244e98b0,2,,,3749603,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fulham,55,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40222, 'name': 'Laureano Bisan-Etame Mayer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 15637, 'name': ""Sulzeer Jeremiah ''Sol' Campbell""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 12529, 'name': 'Ashley Cole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15515, 'name': 'Patrick Vieira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 24972, 'name': 'Ray Parlour'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 15754, 'name': 'Fredrik Ljungberg'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 19312, 'name': 'Robert Pirès'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 14}, {'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,819b750b-d612-42b7-8fef-7931d95ac581,3,,,3749603,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fulham,55,['cd7ce2d6-5860-4971-ad6c-d01b082e5329'],0,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cd7ce2d6-5860-4971-ad6c-d01b082e5329,4,,,3749603,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Fulham,55,['819b750b-d612-42b7-8fef-7931d95ac581'],0,,,,,,,,,,,,,,,,,,,Fulham,55,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0488d64c-5a1c-4066-a1b9-6c18475d482f,1914,,,3749603,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,118,Arsenal,1,['3fe5ee85-4f77-4fa6-86a7-507f5e00690a'],0,,,,,,,,,,,,,,,,,,,Fulham,55,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3fe5ee85-4f77-4fa6-86a7-507f5e00690a,1915,,,3749603,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,118,Arsenal,1,['0488d64c-5a1c-4066-a1b9-6c18475d482f'],0,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.663007,,,,,,,,,,,,,,647e305f-0a77-4094-88db-21b77fe8d96f,5,,"[60.0, 40.0]",3749603,0,,,,,-1.5707964,,Left Foot,,,,"[60.0, 36.5]",Ground Pass,,3.5,,,,,Thierry Henry,15516.0,,,,,Kick Off,1,From Kick Off,José Antonio Reyes Calderón,23816.0,Left Center Forward,2,Arsenal,1,['f7ae1c04-556d-4966-a3b5-018e989599d0'],0,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.816,Pass,
,,,,,,,,,,,,,,,,,0.97729,,,,,,,,,,,,,,783763a1-a4d9-4acd-afdc-2734b479ff7a,8,,"[55.9, 36.5]",3749603,0,,,,,-2.8309941,,Right Foot,,,,"[47.8, 33.9]",Ground Pass,,8.507056,,,,,Patrick Vieira,15515.0,,,,,,1,From Kick Off,Thierry Henry,15516.0,Right Center Forward,2,Arsenal,1,['f157a432-4762-4b4f-acf8-df84a4c54cc2'],2,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:02.882,Pass,
,,,,,,,,,,,,,,,,,1.253367,,,,,,,,,,,,,,e9ea44f8-1a9c-4459-9f5b-d393455ee090,11,,"[48.0, 33.7]",3749603,0,,,,,-2.005326,,Right Foot,,,,"[38.3, 12.8]",Ground Pass,,23.041267,,,,,Ashley Cole,12529.0,,,,,,1,From Kick Off,Patrick Vieira,15515.0,Right Defensive Midfield,2,Arsenal,1,['4892880e-7d50-471a-b1c7-7e865c61aadb'],5,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:05.025,Pass,
,,,,,,,,,,,,,,,,,1.292049,,,,,,,,,,,,,,0290ce0d-5bed-43aa-9153-5a25158d2015,14,,"[36.9, 13.0]",3749603,0,,,,,2.1235375,,Left Foot,,,,"[27.4, 28.4]",Ground Pass,,18.094475,,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,1,From Kick Off,Ashley Cole,12529.0,Left Back,2,Arsenal,1,['1bca2a53-9fa1-447f-935c-f3e375abb74e'],7,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:07.252,Pass,
