bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.326078,,,,,,,,,,,,,,,35a1f5db-fe08-4369-9c5c-4e4c2afc207c,20,,,"[47.2, 44.8]",3749552,0,,,,2.0268683,,Right Foot,,,,"[44.6, 50.1]",Ground Pass,5.903389,,,,Ray Parlour,24972.0,,,,,,Recovery,1,Regular Play,Gilberto Aparecido da Silva,40221.0,Right Defensive Midfield,3,Arsenal,1,"['59603828-a565-478f-b53e-f9024fa0f60c', '988c67a2-1b93-4a48-866f-9403fb78bbc0']",8,,,,,,,,,,,,,,,,,Arsenal,1,00:00:08.736,Pass,True
,,,,,,,,,,,,,,,1.656322,,,,,,,,,,,,,,,8dc693d1-6b58-418b-a92e-7d8bbfdfa754,24,,,"[50.5, 58.2]",3749552,0,,,,2.0070536,,Right Foot,,,,"[43.6, 73.0]",Ground Pass,16.329422,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,,1,Regular Play,Ray Parlour,24972.0,Right Midfield,3,Arsenal,1,"['9bce87e3-342d-4c7b-80e6-ba7b7d1b3235', 'bf38fe4f-bf88-42b7-84e7-628c67e1f77d']",10,,,,,,,,,,,,,,,,,Arsenal,1,00:00:10.376,Pass,True
,,,,,,,,,,,,,,,0.912258,,,,,,,,,,,,,,,fa3e32b9-365b-4cbf-9c1a-786522d142a2,27,,,"[46.8, 75.2]",3749552,0,,,,0.10352468,,Right Foot,,,,"[62.2, 76.8]",Low Pass,15.482894,,,,Ray Parlour,24972.0,,,,,,,1,Regular Play,Laureano Bisan-Etame Mayer,40222.0,Right Back,3,Arsenal,1,['57c99462-0102-4c77-beb3-e78e57f83ba6'],14,,,,,,,,,,,,,,,,,Arsenal,1,00:00:14.001,Pass,
,,,,,,,,,,,,,,,2.059555,,,,,,,,,,,,,,,6b367730-2c32-48a1-a2f4-a82e8766299e,30,,,"[62.2, 76.8]",3749552,0,,,,-2.0722167,,Right Foot,,,,"[54.8, 63.3]",High Pass,15.395129,,,,Gilberto Aparecido da Silva,40221.0,,,,,,,1,Regular Play,Ray Parlour,24972.0,Right Midfield,3,Arsenal,1,['56039d55-9dbe-43d0-8cbc-20ff5d193ab8'],14,,,,,,,,,,,,,,,,,Arsenal,1,00:00:14.993,Pass,
,,,,,,,,,,,,,,,0.716602,,,,,,,,,,,,,,,98a3b679-9c03-42ba-ae01-9bfde3f1a60c,33,,,"[54.8, 63.5]",3749552,0,,,,-0.16859694,,Left Foot,,,,"[64.2, 61.9]",Ground Pass,9.535198,,,,Dennis Bergkamp,15042.0,,,,,,,1,Regular Play,Gilberto Aparecido da Silva,40221.0,Right Defensive Midfield,3,Arsenal,1,['f9cb9379-f9b5-4537-bf48-a0cd8144553c'],17,,,,,,,,,,,,,,,,,Arsenal,1,00:00:17.093,Pass,
,,,,,,,,,,,,,,,2.572673,,,,,,,,,,,,,,,52f3be1b-f271-4c29-9152-7cd87da09d80,36,,,"[64.2, 61.9]",3749552,0,,,,-1.9696882,,Right Foot,,,,"[54.0, 37.7]",Low Pass,26.261759,,,,Patrick Vieira,15515.0,,,,,,,1,Regular Play,Dennis Bergkamp,15042.0,Right Center Forward,3,Arsenal,1,['fe632a47-0f9e-44de-a931-c48c3207f38d'],17,,,,,,,,,,,,,,,,,Arsenal,1,00:00:17.850,Pass,
,,,,,,,,,,,,,,,1.156363,,,,,,,,,,,,,,,e7420664-8f36-4346-a7b6-897acf388e5c,39,,,"[63.5, 28.1]",3749552,0,,,,-0.7073676,,Right Foot,,,,"[76.6, 16.9]",Ground Pass,17.235138,,Incomplete,,Ashley Cole,12529.0,,,,,,,1,Regular Play,Patrick Vieira,15515.0,Left Defensive Midfield,3,Arsenal,1,"['753d72a1-f63e-42b1-8d34-8c13f09956b2', 'd6b4b829-350e-44bb-8e98-6267c34b7ea1']",23,,,,,,,,,,,,,,,,,Arsenal,1,00:00:23.203,Pass,
,,,,,,,,,,,,,,,1.316009,,,,,,,,,,,,,,,e9e52f2e-c3ca-4d1e-a847-93c89c750840,43,,,"[50.4, 61.8]",3749552,0,,,,-1.3837239,,Right Foot,,,,"[55.7, 33.8]",Ground Pass,28.497192,,,,Ryan Giggs,20175.0,,,,,,,1,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Right Attacking Midfield,4,Manchester United,39,['7ccbabfb-f9a1-49a1-8b33-2b94af8126d2'],27,,,,,,,,,,,,,,,,,Manchester United,39,00:00:27.148,Pass,
,,,,,,,,,,,,,,,1.662241,,,,,,,,,,,,,,,1fd197fb-05bc-445a-9728-f60618b37d31,46,,,"[55.7, 34.0]",3749552,0,,,,-2.2461755,,Left Foot,,,,"[40.4, 14.9]",Ground Pass,24.472433,,,,John O''Shea,16890.0,,,,,,,1,Regular Play,Ryan Giggs,20175.0,Left Attacking Midfield,4,Manchester United,39,['2313a692-0961-4069-a575-d1a662a746d1'],29,,,,,,,,,,,,,,,,,Manchester United,39,00:00:29.299,Pass,
,,,,,,,,,,,,,,,0.878043,,,,,,,,,,,,,,,d0ba7c49-c8b8-43aa-b287-43aae8a76719,49,,,"[40.2, 19.0]",3749552,0,,,,1.2369982,,Left Foot,,,,"[44.5, 31.4]",Ground Pass,13.124405,,,,Roy Keane,24805.0,,,,,,,1,Regular Play,John O''Shea,16890.0,Left Back,4,Manchester United,39,['84529a9c-75cf-4299-bc91-b1e12b5861ea'],31,,,,,,,,,,,,,,,,,Manchester United,39,00:00:31.803,Pass,
,,,,,,,,,,,,,,,1.185951,,,,,,,,,,,,,,,caf819b0-a17c-47cc-9f81-ffc1e8ee0c0c,52,,,"[43.9, 31.6]",3749552,0,,,,-0.4094372,,Right Foot,,,,"[65.1, 22.4]",Ground Pass,23.11017,,,,Ryan Giggs,20175.0,,,,,,,1,Regular Play,Roy Keane,24805.0,Center Defensive Midfield,4,Manchester United,39,['fccfe527-0257-4544-b89d-929c9bc65595'],34,,,,,,,,,,,,,,,,,Manchester United,39,00:00:34.349,Pass,
,,,,,,,,,,,,,,,1.887301,,,,,,,,,,,,,,,88e445c4-0c7c-4312-9c6f-79c30780d5b2,59,,,"[83.3, 14.3]",3749552,0,,,,1.114069,,Left Foot,,,,"[94.7, 37.5]",Ground Pass,25.849566,,Incomplete,,Ruud van Nistelrooy,19729.0,,,,,,,1,Regular Play,Ryan Giggs,20175.0,Left Attacking Midfield,4,Manchester United,39,"['2fbbd98e-01f3-418d-ac3c-a43e79a86ca5', '41e4b952-2cf8-4691-bce8-6f2e8cbf1951']",38,,,,,,,,,,,,,,,,,Manchester United,39,00:00:38.503,Pass,
,,,,,,,,,,,,,,,0.842716,,,,,,,,,,,,,,,2fbbd98e-01f3-418d-ac3c-a43e79a86ca5,61,,,"[25.4, 42.6]",3749552,0,,,,0.70449406,,Left Foot,,,,"[33.4, 49.4]",Low Pass,10.499524,,,,Patrick Vieira,15515.0,,,,,,Recovery,1,Regular Play,Kolo Habib Touré,38412.0,Left Center Back,5,Arsenal,1,"['25331edc-7b1a-4201-942f-8b2bcfc4fe2e', '88e445c4-0c7c-4312-9c6f-79c30780d5b2']",40,,,,,,,,,,,,,,,,,Arsenal,1,00:00:40.390,Pass,
,,,,,,,,,,,,,,,0.875185,,,,,,,,,,,,,,,a710af2f-a0b9-43e7-b7b8-02fd936af135,64,,,"[44.6, 56.2]",3749552,0,,,,0.06320683,,Right Foot,,,,"[52.5, 56.7]",Ground Pass,7.915807,,,,Dennis Bergkamp,15042.0,,,,,,,1,Regular Play,Patrick Vieira,15515.0,Left Defensive Midfield,5,Arsenal,1,['87193d8d-96cb-40e7-869a-967971c06508'],44,,,,,,,,,,,,,,,,,Arsenal,1,00:00:44.345,Pass,
,,,,,,,,,,,,,,,1.075816,,,,,,,,,,,,,,,2678db34-0cd9-48df-b30a-12c136720812,70,,,"[65.3, 28.1]",3749552,0,,,,-2.1501224,,Right Foot,,,,"[51.3, 6.7]",Ground Pass,25.572641,,,,John O''Shea,16890.0,,,,,,Recovery,1,Regular Play,Roy Keane,24805.0,Center Defensive Midfield,5,Arsenal,1,['d530c8ff-c388-4b24-8a71-27d99adf410b'],47,,,,,,,,,,,,,,,,,Manchester United,39,00:00:47.366,Pass,
,,,,,,,,,,,,,,,2.608982,,,,,,,,,,,,,,,6a6debd0-83b1-4cc0-b79f-a5099ed33bb8,76,,,"[67.4, 5.1]",3749552,1,,,,0.6860861,,Right Foot,,,,"[113.2, 42.6]",High Pass,59.193665,,Incomplete,,Ruud van Nistelrooy,19729.0,,,,,,Free Kick,1,From Free Kick,John O''Shea,16890.0,Left Back,6,Manchester United,39,"['017b4365-d868-4bb8-9636-0d7994acbd41', '30f87b51-868f-4bba-974e-135cb9264800']",13,,,,,,,,,,,,,,,,,Manchester United,39,00:01:13.303,Pass,
,,,,,,,,,,,,,,,1.500042,,,,,,,,,,,,,,,82750d7d-c4ec-4975-9ed3-123b0c22bdcc,80,,,"[13.4, 39.5]",3749552,1,,,,-0.835081,,Keeper Arm,,,,"[22.0, 30.0]",Ground Pass,12.814445,,,,Kolo Habib Touré,38412.0,,,,,,,1,Regular Play,Jens Lehmann,20015.0,Goalkeeper,7,Arsenal,1,['96df378c-8cee-4a34-aaee-d0baf9dd257c'],21,,,,,,,,,,,,,,,,,Arsenal,1,00:01:21.459,Pass,
,,,,,,,,,,,,,,,1.071061,,,,,,,,,,,,,,,35033e34-e04d-4391-80c9-3a30485c8234,83,,,"[22.7, 28.0]",3749552,1,,,,-1.3419453,,Right Foot,,,,"[28.5, 3.1]",Ground Pass,25.56658,,,,Ashley Cole,12529.0,,,,,,,1,Regular Play,Kolo Habib Touré,38412.0,Left Center Back,7,Arsenal,1,['8744caed-54a1-496d-9bb0-2cfd63261b07'],24,,,,,,,,,,,,,,,,,Arsenal,1,00:01:24.960,Pass,
,,,,,,,,,,,,,,,1.028509,,,,,,,,,,,,,,,57fe804f-a113-4ff6-a1fd-0811f39b4689,86,,,"[28.5, 3.1]",3749552,1,,,,1.8628159,,Left Foot,,,,"[23.6, 19.4]",Low Pass,17.020576,,,,Kolo Habib Touré,38412.0,,,,,,,1,Regular Play,Ashley Cole,12529.0,Left Back,7,Arsenal,1,['9147aec2-714b-434a-9da1-29867d969274'],26,,,,,,,,,,,,,,,,,Arsenal,1,00:01:26.243,Pass,
,,,,,,,,,,,,,,,1.569277,,,,,,,,,,,,,,,7119561a-988d-4123-9a73-1f43d9b02313,89,,,"[26.7, 24.0]",3749552,1,,,,1.5707964,,Left Foot,,,,"[26.7, 55.2]",Ground Pass,31.2,,,,Martin Keown,15654.0,,,,,,,1,Regular Play,Kolo Habib Touré,38412.0,Left Center Back,7,Arsenal,1,['206d6758-612d-45bc-8e28-2f48425a6d7a'],29,,,,,,,,,,,,,,,,,Arsenal,1,00:01:29.608,Pass,
,,,,,,,,,,,,,,,0.750583,,,,,,,,,,,,,,,4df4ea62-7f2e-458f-8738-b7dc0e6b09f8,92,,,"[29.3, 60.2]",3749552,1,,,,1.081944,,Right Foot,,,,"[36.8, 74.3]",Ground Pass,15.970598,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,,1,Regular Play,Martin Keown,15654.0,Right Center Back,7,Arsenal,1,['6cf53d3f-fdd5-4d73-b1c9-9794873e11de'],32,,,,,,,,,,,,,,,,,Arsenal,1,00:01:32.561,Pass,
,,,,,,,,,,,,,,,2.392556,,,,,,,,,,,,,,,07cf365e-82d5-4cd7-937b-06a0e11e9df7,95,,,"[37.3, 73.6]",3749552,1,,,,-1.7753419,,Right Foot,,,,"[33.4, 54.8]",Ground Pass,19.20026,,,,Martin Keown,15654.0,,,,,,,1,Regular Play,Laureano Bisan-Etame Mayer,40222.0,Right Back,7,Arsenal,1,['26e0479a-3acb-49e0-a02f-5a678ca1b4f1'],34,,,,,,,,,,,,,,,,,Arsenal,1,00:01:34.899,Pass,
,,,,,,,,,,,,,,,0.853262,,,,,,,,,,,,,,,81409168-137b-4a64-85b2-d517f70c6e45,98,,,"[33.4, 54.8]",3749552,1,,,,0.16514868,,Right Foot,,,,"[44.8, 56.7]",Ground Pass,11.557249,,,,Patrick Vieira,15515.0,,,,,,,1,Regular Play,Martin Keown,15654.0,Right Center Back,7,Arsenal,1,['c0a11a28-1c80-44a8-ad14-4e983a481e46'],38,,,,,,,,,,,,,,,,,Arsenal,1,00:01:38.215,Pass,
,,,,,,,,,,,,,,,1.217715,,,,,,,,,,,,,,,19066c3e-a804-4f69-93c1-1aaf956c7920,101,,,"[44.2, 62.6]",3749552,1,,,,0.81480145,,Right Foot,,,,"[57.4, 76.6]",Ground Pass,19.241621,,,,Ray Parlour,24972.0,,,,,,,1,Regular Play,Patrick Vieira,15515.0,Left Defensive Midfield,7,Arsenal,1,['b1fa3b13-9f7a-4593-b774-12059a98f454'],41,,,,,,,,,,,,,,,,,Arsenal,1,00:01:41.176,Pass,
,,,,,,,,,,,,,,,1.291868,,,,,,,,,,,,,,,a637983c-5970-43a7-9d1e-4e23a627c65d,104,,,"[57.6, 76.8]",3749552,1,,,,3.0883098,,Right Foot,,,,"[42.6, 77.6]",Ground Pass,15.021318,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,,1,Regular Play,Ray Parlour,24972.0,Right Midfield,7,Arsenal,1,['cda0af04-dbe7-484b-9d13-cda0b13edb5a'],44,,,,,,,,,,,,,,,,,Arsenal,1,00:01:44.166,Pass,
,,,,,,,,,,,,,,,2.293702,,,,,,,,,,,,,,,44fdec22-07b5-424b-829f-fa138346bc38,107,,,"[43.2, 77.4]",3749552,1,,,,-2.0344439,,Right Foot,,,,"[31.7, 54.4]",Ground Pass,25.71478,,,,Martin Keown,15654.0,,,,,,,1,Regular Play,Laureano Bisan-Etame Mayer,40222.0,Right Back,7,Arsenal,1,['bd9d66e9-46d6-4156-9b67-486530f4eeac'],46,,,,,,,,,,,,,,,,,Arsenal,1,00:01:46.599,Pass,
,,,,,,,,,,,,,,,1.247971,,,,,,,,,,,,,,,17a5fa21-6580-4685-bb37-bc4d9779c3b6,110,,,"[30.2, 52.5]",3749552,1,,,,-1.4252805,,Right Foot,,,,"[33.6, 29.3]",Ground Pass,23.447815,,,,Kolo Habib Touré,38412.0,,,,,,,1,Regular Play,Martin Keown,15654.0,Right Center Back,7,Arsenal,1,['198497c1-6ad9-4938-befb-56132bc72ef9'],48,,,,,,,,,,,,,,,,,Arsenal,1,00:01:48.973,Pass,
,,,,,,,,,,,,,,,1.050927,,,,,,,,,,,,,,,d900cad0-822d-42ee-a635-0028f8a21097,113,,,"[51.2, 20.2]",3749552,1,,,,-0.98909086,,Right Foot,,,,"[63.3, 1.8]",Ground Pass,22.022034,,,,Fredrik Ljungberg,15754.0,,,,,,,1,Regular Play,Kolo Habib Touré,38412.0,Left Center Back,7,Arsenal,1,['305ef499-6fdc-4e60-9e53-e985c405037b'],55,,,,,,,,,,,,,,,,,Arsenal,1,00:01:55.392,Pass,
,,,,,,,,,,,,,,,0.763305,,,,,,,,,,,,,,,27b5ba6e-b701-4507-bfae-dbfdebc604ce,116,,,"[63.3, 1.8]",3749552,1,,,,3.0172377,,Right Foot,,,,"[52.1, 3.2]",Ground Pass,11.287161,,,,Ashley Cole,12529.0,,,,,,,1,Regular Play,Fredrik Ljungberg,15754.0,Left Midfield,7,Arsenal,1,['3e1c1243-5609-4743-a75a-b1089759fcb2'],57,,,,,,,,,,,,,,,,,Arsenal,1,00:01:57.536,Pass,
,,,,,,,,,,,,,,,0.975606,,,,,,,,,,,,,,,d9d86eeb-3e85-41ac-afbb-4c932ab59a9c,119,,,"[52.1, 3.2]",3749552,1,,,,1.9661465,,Left Foot,,,,"[46.8, 15.9]",Ground Pass,13.76154,,,,Kolo Habib Touré,38412.0,,,,,,,1,Regular Play,Ashley Cole,12529.0,Left Back,7,Arsenal,1,['0ea074e1-4460-4841-bc82-635b3684e2e7'],59,,,,,,,,,,,,,,,,,Arsenal,1,00:01:59.137,Pass,
,,,,,,,,,,,,,,,2.889788,,,,,,,,,,,,,,,b724f502-93d4-467e-924f-89ec45588d12,122,,,"[46.8, 21.6]",3749552,2,,,,0.6596022,,Right Foot,,,,"[94.9, 58.9]",High Pass,60.86789,,Incomplete,,Dennis Bergkamp,15042.0,,,,,,,1,Regular Play,Kolo Habib Touré,38412.0,Left Center Back,7,Arsenal,1,"['91f09b87-32fe-4743-8d1c-61e4020b7377', 'd6e0786f-1d26-42b3-943c-ea334017fc6e']",2,,,,,,,,,,,,,,,,,Arsenal,1,00:02:02.732,Pass,
,,,,,,,,,,,,,,,1.725902,,,,,,,,,,,,,,,d6e0786f-1d26-42b3-943c-ea334017fc6e,124,,,"[25.2, 21.2]",3749552,2,,,,0.4379298,,Head,,,,"[37.8, 27.1]",High Pass,13.912944,,,,Roy Keane,24805.0,,,,,,Recovery,1,Regular Play,John O''Shea,16890.0,Left Back,8,Manchester United,39,"['b724f502-93d4-467e-924f-89ec45588d12', 'eca533cf-1930-42cc-839f-ab07c9be858f']",5,,,,,,,,,,,,,,,,,Manchester United,39,00:02:05.621,Pass,
,,,,,,,,,,,,,,,1.275271,,,,,,,,,,,,,,,39d9941d-017e-4433-ad66-50e02b8cb08c,127,,,"[33.7, 29.8]",3749552,2,,,,2.0597303,,Right Foot,,,,"[22.9, 50.1]",Ground Pass,22.99413,,,,Rio Ferdinand,20171.0,,,,,,,1,Regular Play,Roy Keane,24805.0,Center Defensive Midfield,8,Manchester United,39,['b1d8373d-542a-4800-b8cc-3988a30c6587'],8,,,,,,,,,,,,,,,,,Manchester United,39,00:02:08.333,Pass,
