50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0603e956-98a8-481f-9f7e-d66025780cad,1,,,3749590,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 40236, 'name': 'Ian Walker'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 375888, 'name': 'Andy Impey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 38569, 'name': 'Steve Howey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 375887, 'name': 'Riccardo Scimeca'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 375889, 'name': 'Ben Thatcher'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 15049, 'name': 'Billy McKinlay'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 32}, {'player': {'id': 375890, 'name': 'Callum Davidson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 40237, 'name': 'James Scowcroft'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 40239, 'name': 'Jordan Stewart'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 40242, 'name': 'Marcus Bent'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 38}, {'player': {'id': 38556, 'name': 'Leslie Ferdinand'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3342dc98-3020-4680-b48b-65e59c5eb3bd,2,,,3749590,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 15637, 'name': ""Sulzeer Jeremiah ''Sol' Campbell""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 26194, 'name': 'Pascal Cygan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 12529, 'name': 'Ashley Cole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 40221, 'name': 'Gilberto Aparecido da Silva'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 26014, 'name': 'Eduardo César Daude Gaspar'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 15754, 'name': 'Fredrik Ljungberg'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 19312, 'name': 'Robert Pirès'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 15042, 'name': 'Dennis Bergkamp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 40255, 'name': 'Jérémie Aliadière'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 30}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,25e1e6f5-0ee8-4b9c-bdbc-16fd32179f18,3,,,3749590,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['dba0f4a0-aa76-4d80-923b-6e343ad2ed75'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dba0f4a0-aa76-4d80-923b-6e343ad2ed75,4,,,3749590,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['25e1e6f5-0ee8-4b9c-bdbc-16fd32179f18'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1f1cac4d-8d4f-418f-9b24-eec8aa787c81,1593,,,3749590,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Leicester City,22,['faaa86ce-031c-41b1-a22b-758f8b34f0ce'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,faaa86ce-031c-41b1-a22b-758f8b34f0ce,1594,,,3749590,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Leicester City,22,['1f1cac4d-8d4f-418f-9b24-eec8aa787c81'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.566778,,,,,,,,,,,,b76324d5-a1c2-41f5-a8d7-b7e1956a6a7b,5,,"[60.0, 40.0]",3749590,0,,,,,1.7454685,,Right Foot,,"[59.7, 41.7]",,Ground Pass,,1.7262677,,,,,Marcus Bent,40242.0,,,,,,Kick Off,1,From Kick Off,Leslie Ferdinand,38556.0,Left Center Forward,2,Leicester City,22,['1e16f85e-9da0-47e8-8666-1895122ebe6f'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.159,Pass,
,,,,,,,,,,,,,,,,,,,1.525139,,,,,,,,,,,,d1a7352f-7ade-467a-b624-be01f276b19c,7,,"[60.7, 41.9]",3749590,0,,True,,,-2.4590333,,Right Foot,,"[45.2, 29.3]",,Ground Pass,,19.975235,,,,,Riccardo Scimeca,375887.0,,,,,,,1,From Kick Off,Marcus Bent,40242.0,Right Center Forward,2,Leicester City,22,['a2b5910a-82f7-46cb-b35e-7aa3d17ea376'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.726,Pass,
,,,,,,,,,,,,,,,,,,,2.044473,,,,,,,,,,,,a4da98a5-0b35-4467-8b03-cc8143c40488,9,,"[43.2, 32.3]",3749590,0,,,,,1.4775424,,Right Foot,,"[47.1, 74.0]",,Ground Pass,,41.881977,,,,,Andy Impey,375888.0,,,True,,,,1,From Kick Off,Riccardo Scimeca,375887.0,Left Center Back,2,Leicester City,22,['840bb3c5-e669-44d3-8f5e-f36ddc11c9df'],4,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:04.293,Pass,
,,,,,,,,,,,,,,,,,,,0.638946,,,,,,,,,,,,06455139-664e-4908-8516-2cc58b386421,12,,"[49.2, 73.8]",3749590,0,,,,,-0.9692287,,Right Foot,,"[57.3, 62.0]",,Ground Pass,,14.312582,,,,,Billy McKinlay,15049.0,,,,,,,1,From Kick Off,Andy Impey,375888.0,Right Back,2,Leicester City,22,['9920fd02-b05a-4d9e-ad38-81efdb60d7db'],8,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:08.770,Pass,
