ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bd8b3e91-2d88-4e44-9683-f7452419c37a,1,,,3749462,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40222, 'name': 'Laureano Bisan-Etame Mayer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 15637, 'name': ""Sulzeer Jeremiah ''Sol' Campbell""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 12529, 'name': 'Ashley Cole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15515, 'name': 'Patrick Vieira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 40221, 'name': 'Gilberto Aparecido da Silva'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 15042, 'name': 'Dennis Bergkamp'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 15754, 'name': 'Fredrik Ljungberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 14}, {'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0baf35ad-a6da-4e97-980e-fede7010e54f,2,,,3749462,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 40401, 'name': 'Ian Bennett'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40296, 'name': 'Kenny Cunningham'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 40400, 'name': 'Olivier Tébily'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 40300, 'name': 'Matthew Upson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40298, 'name': 'Jamie Clapham'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 40290, 'name': 'Robbie Savage'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 40293, 'name': 'Damien Johnson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 40302, 'name': 'David Dunn'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 40297, 'name': 'Stephen Clemence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 40295, 'name': 'Stan Lazaridis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 40291, 'name': 'Clinton Morrison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Birmingham City,54,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9e5240e3-c36d-45bf-b3da-9a591a19f3ad,3,,,3749462,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['55e00ff0-d89a-4aca-81a4-3c6f45d32010'],0,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,55e00ff0-d89a-4aca-81a4-3c6f45d32010,4,,,3749462,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['9e5240e3-c36d-45bf-b3da-9a591a19f3ad'],0,,,,,,,,,,,,,,,,Birmingham City,54,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,True,c7d5f9a8-4ddb-43e5-812d-79fa58f96b81,2043,,,3749462,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Arsenal,1,['946c5a0c-1d40-4362-bd44-3e1232ccf77c'],0,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,True,946c5a0c-1d40-4362-bd44-3e1232ccf77c,2044,,,3749462,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Arsenal,1,['c7d5f9a8-4ddb-43e5-812d-79fa58f96b81'],0,,,,,,,,,,,,,,,,Birmingham City,54,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.409487,,,,,,,,,,,,,e4f34b8a-eeff-406f-b1f4-c30c5cd4fd7d,5,,"[61.0, 40.1]",3749462,0,,,,,2.1327178,,Right Foot,,"[59.3, 42.8]",Ground Pass,,3.1906111,,,Stan Lazaridis,40295.0,,,,,Kick Off,1,From Kick Off,David Dunn,40302.0,Right Center Midfield,2,Birmingham City,54,['a4fedf8e-66ac-4a88-9a9d-f00f24dea8c0'],2,,,,,,,,,,,,,,,,Birmingham City,54,00:00:02.400,Pass,
,,,,,,,,,,,,,,,1.102123,,,,,,,,,,,,,25542896-e10d-4224-bffc-efb9852cd079,8,,"[59.7, 43.0]",3749462,0,,,,,-2.7279034,,Right Foot,,"[55.6, 41.2]",Ground Pass,,4.4777226,,,Robbie Savage,40290.0,,,,,,1,From Kick Off,Stan Lazaridis,40295.0,Left Midfield,2,Birmingham City,54,['02f2ee7c-56fa-43c6-9e70-b0f7e0fae1aa'],2,,,,,,,,,,,,,,,,Birmingham City,54,00:00:02.876,Pass,
,,,,,,,,,,,,,,,1.513321,,,,,,,,,,,,,b5068a57-f8ef-4ea1-891a-7480e9314b3d,11,,"[55.9, 40.9]",3749462,0,,,,,-1.7975951,,Right Foot,,"[48.7, 9.7]",Ground Pass,,32.019993,,,Jamie Clapham,40298.0,,,,,,1,From Kick Off,Robbie Savage,40290.0,Center Defensive Midfield,2,Birmingham City,54,['d7ac1a07-03d9-4e20-b1ef-4c094b059d9a'],5,,,,,,,,,,,,,,,,Birmingham City,54,00:00:05.346,Pass,
,,,,,,,,,,,,,,,2.353829,,,,,,,,,,,,,d804603f-e999-4274-83c6-e7a9d72d119b,13,,"[49.0, 9.7]",3749462,0,,,,,2.547843,,Left Foot,,"[37.0, 17.8]",Ground Pass,,14.477914,,,Matthew Upson,40300.0,,,,,,1,From Kick Off,Jamie Clapham,40298.0,Left Back,2,Birmingham City,54,['f198a1ee-0e29-4212-be2e-dc9cf4372faa'],6,,,,,,,,,,,,,,,,Birmingham City,54,00:00:06.860,Pass,
