ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.969489,,,,,,,,,,,,,375b9c34-e5a4-4966-8ca1-d4e31fe1acbf,17,,"[26.7, 8.2]",3749453,0,,,,,0.3847738,,Left Foot,,,"[38.8, 13.1]",,Ground Pass,,13.054502,,,,Patrick Vieira,15515.0,,,,,,,1,Regular Play,Gaël Clichy,20302.0,Left Back,3,Arsenal,1,['d589d1c9-436c-40bd-9f62-820b3fa05184'],17,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:17.626,Pass,
,,,,,,,,,,,,,,,1.531253,,,,,,,,,,,,,43cd9e85-a1c8-417f-965b-e24d325e72b7,20,,"[38.8, 13.1]",3749453,0,,,,,-1.1229577,,Right Foot,,,"[43.7, 2.9]",,Ground Pass,,11.315918,,,,Gaël Clichy,20302.0,,,,,,,1,Regular Play,Patrick Vieira,15515.0,Right Defensive Midfield,3,Arsenal,1,['24f257d4-716c-4c67-b766-d25bf8c04cc5'],18,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:18.829,Pass,
,,,,,,,,,,,,,,,0.808234,,,,,,,,,,,,,2cd4c5a9-da82-4ef5-bffe-043bf2f0dae8,23,,"[63.1, 4.6]",3749453,0,,,,,0.32855317,,Left Foot,,,"[80.7, 10.6]",,Low Pass,,18.594624,,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Gaël Clichy,20302.0,Left Back,3,Arsenal,1,['9e4904b3-9694-4496-85ef-cb5cc35424a4'],21,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:21.905,Pass,
,,,,,,,,,,,,,,,0.549166,,,,,,,,,,,,,b874cd31-7456-42c2-969c-3409cff7082f,26,,"[83.5, 8.4]",3749453,0,,,,,0.64205813,,Right Foot,,,"[94.6, 16.7]",,Low Pass,,13.860014,,Incomplete,,Robert Pirès,19312.0,,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Center Forward,3,Arsenal,1,"['7819d482-f7ab-4f81-84d8-6b00f78acfd1', 'badde8da-13cb-4ae6-a3c6-8939bd2aedb5']",24,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:24.321,Pass,
,,,,,,,,,,,,,,,0.23023,,,,,,,,,,,,,1f164d77-e0b7-4bca-8eac-cfa8b761ccd6,30,,"[22.3, 59.5]",3749453,0,,,,,0.17759617,,Right Foot,,,"[26.2, 60.2]",,Ground Pass,,3.9623225,,,,Michael Duberry,40371.0,,,,,,Recovery,1,Regular Play,Lucas Radebe,40370.0,Right Center Back,4,Leeds United,101,['9d071dd4-44d5-477e-90d4-cf15ba55e954'],26,,,,,,,,,,,,,,,,,,Leeds United,101,00:00:26.536,Pass,
,,,,,,,,,,,,,,,1.340768,,,,,,,,,,,,,8a6e765a-91bc-4271-828a-c7e071c9bbb5,33,,"[30.0, 60.8]",3749453,0,,,,,1.181189,,Left Foot,,,"[36.2, 75.9]",,Ground Pass,,16.323296,,,,Jermaine Pennant,26649.0,,,,,,,1,Regular Play,Michael Duberry,40371.0,Right Center Midfield,4,Leeds United,101,['0dcf637b-ab19-4c61-b740-e39aa21b4b02'],29,,,,,,,,,,,,,,,,,,Leeds United,101,00:00:29.528,Pass,
,,,,,,,,,,,,,,,1.037702,,,,,,,,,,,,,937a33e5-9866-4c82-956a-24c12e9c6fa8,37,,"[36.2, 62.4]",3749453,0,,,,,-1.6146278,,Right Foot,,,"[35.7, 51.0]",,Ground Pass,,11.410959,,,,Lucas Radebe,40370.0,,,,,,,1,Regular Play,Jermaine Pennant,26649.0,Right Midfield,4,Leeds United,101,"['18b90787-f5ab-4714-b676-b5cb13fd42ff', 'fcc0cfe7-e48b-40b5-8124-b5371b44ee60']",33,,,,,,,,,,,,,,,,,,Leeds United,101,00:00:33.213,Pass,True
,,,,,,,,,,,,,,,1.276664,,,,,,,,,,,,,076cde52-3736-45ac-b9bb-fe40e286101e,44,,"[35.7, 63.1]",3749453,0,,,,,1.9840136,,Right Foot,,,"[30.0, 76.1]",,Ground Pass,,14.194717,,,,Gary Oliver Kelly,40270.0,,,,,,,1,Regular Play,Lucas Radebe,40370.0,Right Center Back,4,Leeds United,101,['b138c2a5-250a-4b34-9e45-f082e40f5f40'],35,,,,,,,,,,,,,,,,,,Leeds United,101,00:00:35.713,Pass,
,,,,,,,,,,,,,,,1.632572,,,,,,,,,,,,,608a1208-1e10-429a-bc8a-d3817ef61026,47,,"[35.1, 76.8]",3749453,0,,,,,0.06307412,,Right Foot,,,"[63.6, 78.6]",,Ground Pass,,28.556786,,,,Jermaine Pennant,26649.0,,,,,,,1,Regular Play,Gary Oliver Kelly,40270.0,Right Back,4,Leeds United,101,['e196a3af-a1ea-41bc-a0ce-7f5a27d72968'],38,,,,,,,,,,,,,,,,,,Leeds United,101,00:00:38.847,Pass,
,,,,,,,,,,,,,,,1.144121,,,,,,,,,,,,,822a4d71-9b69-4a34-a9e5-c194d0ec4b31,55,,"[70.3, 3.5]",3749453,0,,,,,-0.058755822,,Right Foot,,,"[83.9, 2.7]",,Low Pass,,13.623509,,,,Dennis Bergkamp,15042.0,,,,,,,1,Regular Play,Robert Pirès,19312.0,Left Midfield,5,Arsenal,1,['902102b9-dbe3-472f-95f4-0847ad9eb4a3'],45,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:45.182,Pass,
,,,,,,,,,,,,,,,0.891616,,,,,,,,,,,,,862f0a94-2f14-4a79-9751-f1c7018d717f,58,,"[91.6, 16.5]",3749453,0,,,,,1.6919943,,Right Foot,,,"[89.7, 32.1]",,Low Pass,,15.71528,,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Dennis Bergkamp,15042.0,Right Center Forward,5,Arsenal,1,['ef419fbc-4bbc-4488-86a3-66be2414dc94'],48,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:48.457,Pass,
,,,,,,,,,,,,,,,3.01873,,,,,,,,,,,,,18ee4d46-2fe1-4b0c-81eb-726f12693f50,62,,"[89.5, 33.1]",3749453,0,,,,,0.2571276,,Right Foot,,,"[114.6, 39.7]",,High Pass,,25.953228,,Incomplete,,Robert Pirès,19312.0,,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Center Forward,5,Arsenal,1,"['06b594ab-883c-4231-a345-03e5edfd9747', 'ab004bb3-515e-436e-82c2-9ba886771e60']",49,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:49.429,Pass,
,,,,,,,,,,,,,,,4.048271,,,,,,,,,,,,,7a43039b-1fd7-4d33-98b0-461b177515fa,66,,"[11.7, 46.8]",3749453,1,,,,,0.3807468,,Drop Kick,,,"[83.4, 75.5]",,High Pass,,77.23069,,,,Alan Smith,40267.0,,,,,,,1,Regular Play,Paul Robinson,40132.0,Goalkeeper,6,Leeds United,101,['59969cd4-57b4-46ae-b81d-26d31553a5f9'],2,,,,,,,,,,,,,,,,,,Leeds United,101,00:01:02.588,Pass,
,,,,,,,,,,,,,,,2.031622,,,,,,,,,,,,,cc911b22-d876-4380-87cf-d5275265d8ae,69,,"[84.3, 76.1]",3749453,1,,,,True,-0.81871915,,,,,"[98.8, 60.6]",,High Pass,,21.224985,,Incomplete,,Mark Viduka,40373.0,,,,,,,1,Regular Play,Alan Smith,40267.0,Left Center Forward,6,Leeds United,101,"['11f5af2c-c6d1-465f-84e0-33ef567e6014', '4b97851b-4365-435f-8839-40ff81676668', 'e5f59a41-9558-44d1-a361-e0123e4f902c']",6,,,,,,,,,,,,,,,,,,Leeds United,101,00:01:06.637,Pass,True
,,,,,,,,,,,,,,,1.142261,,,,,,,,,,,,,9f356386-28da-4b2c-ab28-fd5743e037e2,72,,"[83.0, 75.9]",3749453,1,,,,,3.125721,,Left Foot,,,"[70.4, 76.1]",,Ground Pass,,12.601587,,,,Gary Oliver Kelly,40270.0,,,,,,Recovery,1,Regular Play,Alan Smith,40267.0,Left Center Forward,6,Leeds United,101,['45ecc934-d6dc-4dea-a5f1-966c6e6e9b0d'],12,,,,,,,,,,,,,,,,,,Leeds United,101,00:01:12.095,Pass,
,,,,,,,,,,,,,,,4.483984,,,,,,,,,,,,,3b8c9d35-8fa5-47c3-80ed-48d277e3d270,75,,"[69.6, 77.6]",3749453,1,,,,,-1.1896149,,Right Foot,,,"[100.3, 1.0]",,High Pass,,82.523026,,Out,,Dominic Matteo,39847.0,,,True,,,,1,Regular Play,Gary Oliver Kelly,40270.0,Right Back,6,Leeds United,101,['ae3c96c5-e877-47bc-8cd9-682bb856ab93'],15,,,,,,,,,,,,,,,,,,Leeds United,101,00:01:15.197,Pass,
,,,,,,,,,,,,,,,1.546747,,,,,,,,,,,,,5db8d03b-7d0f-4604-a32d-a9dbaa4ffe43,77,,"[22.2, 80.0]",3749453,1,,,,,-0.89493245,,,,,"[39.6, 58.3]",,High Pass,,27.814564,,,,Dennis Bergkamp,15042.0,,,,,,Throw-in,1,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,7,Arsenal,1,['0d5a645c-bcde-4687-a3ad-0434b412042a'],34,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:34.989,Pass,
,,,,,,,,,,,,,,,1.054532,,,,,,,,,,,,,56f13b79-0de9-4f15-a7c7-bb4547daf82a,79,,"[39.6, 58.3]",3749453,1,,,,,0.9871605,,Head,,,"[50.1, 74.2]",,High Pass,,19.054132,,,,Sylvain Wiltord,15512.0,,,,,,,1,From Throw In,Dennis Bergkamp,15042.0,Right Center Forward,7,Arsenal,1,['90e29cb9-03af-4c6a-84e3-0b82b6a2d7a6'],36,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:36.696,Pass,
,,,,,,,,,,,,,,,1.45562,,,,,,,,,,,,,60108118-6df7-4502-924b-9ea1c28d4bed,83,,"[77.3, 0.1]",3749453,1,,True,,,1.3591695,,,,,"[82.8, 25.7]",,Low Pass,,26.184156,,,,Lucas Radebe,40370.0,,,,,,Throw-in,1,From Throw In,Ian Harte,40368.0,Left Back,8,Leeds United,101,['17b8dba0-6a35-4634-ae8c-07ebc8761ce4'],51,,,,,,,,,,,,,,,,,,Leeds United,101,00:01:51.328,Pass,
,,,,,,,,,,,,,,,0.561515,,,,,,,,,,,,,bf6c1e4d-e846-4266-af84-be7eb7fa2332,85,,"[84.1, 25.7]",3749453,1,,,,,-0.06442684,,Left Foot,,,"[90.3, 25.3]",,Ground Pass,,6.2128897,,,,Mark Viduka,40373.0,,,,,,,1,From Throw In,Lucas Radebe,40370.0,Right Center Back,8,Leeds United,101,['faf70ea1-ac02-4b4a-8708-abe4dc7159b0'],54,,,,,,,,,,,,,,,,,,Leeds United,101,00:01:54.638,Pass,
,,,,,,,,,,,,,,,1.203695,,,,,,,,,,,,,25c9ef1f-de80-46ea-b7f2-084f50ffb5cf,89,,"[91.1, 25.9]",3749453,1,,,,,0.67474097,,Right Foot,,,"[99.6, 32.7]",,High Pass,,10.885311,,Incomplete,,Alan Smith,40267.0,,,,,,,1,From Throw In,Mark Viduka,40373.0,Right Center Forward,8,Leeds United,101,"['7edffa31-5459-434c-b9aa-bd676734f377', '951ef004-a3fc-4efa-8a41-428fe147f482']",56,,,,,,,,,,,,,,,,,,Leeds United,101,00:01:56.268,Pass,
,,,,,,,,,,,,,,,0.816828,,,,,,,,,,,,,5bd11a27-9938-4ccd-82e7-49ea34607b6d,93,,"[92.4, 23.5]",3749453,1,,,,True,0.6857295,,,,,"[99.0, 28.9]",,High Pass,,8.527602,,,,Alan Smith,40267.0,,,,,,Recovery,1,From Throw In,Mark Viduka,40373.0,Right Center Forward,8,Leeds United,101,"['94439205-2181-48be-8a1d-1a60d3ffd228', 'e6737753-c268-46fb-8fa9-30da6af8b86a']",59,,,,,,,,,,,,,,,,,,Leeds United,101,00:01:59.191,Pass,True
,,,,,,,,,,,,,,,0.507018,,,,,,,,,,,,,90fd43a1-07b0-4ad1-9583-40b3f27964c5,97,,"[96.9, 31.4]",3749453,2,,,,,-1.3909428,,Right Foot,,,"[97.9, 25.9]",,Ground Pass,,5.59017,,Incomplete,,Mark Viduka,40373.0,,,,,,,1,From Throw In,Alan Smith,40267.0,Left Center Forward,8,Leeds United,101,"['94c206c3-821e-4ef3-9551-a8086ac3a98c', 'bde9fa0b-ee81-4e09-b910-a6b2015675cc']",2,,,,,,,,,,,,,,,,,,Leeds United,101,00:02:02.134,Pass,
,,,,,,,,,,,,,,,1.139993,,,,,,,,,,,,,025a3f39-ecba-4002-8a50-12f3870f2051,101,,"[26.9, 54.8]",3749453,2,,,,,1.1071488,,Right Foot,,,"[31.1, 63.2]",,Ground Pass,,9.391485,,,,Sylvain Wiltord,15512.0,,,,,,,1,Regular Play,Laureano Bisan-Etame Mayer,40222.0,Right Back,9,Arsenal,1,['d072c6ff-8e39-47a5-8526-31439834bfb8'],3,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:03.394,Pass,
,,,,,,,,,,,,,,,0.113777,,,,,,,,,,,,,89eda5eb-1eb3-4106-843e-82d2097be945,105,,"[28.4, 73.2]",3749453,2,,,,,-0.2153577,,Right Foot,,,"[31.6, 72.5]",,Ground Pass,,3.275668,,Incomplete,,Gilberto Aparecido da Silva,40221.0,,,,,,,1,Regular Play,Sylvain Wiltord,15512.0,Right Midfield,9,Arsenal,1,"['84a18ceb-e14e-4cab-89fb-91dc70bb3835', '9d19c8f4-3d95-425d-be54-156cedd9a62a', 'a2cc6c19-94fd-46a7-8260-421d8f9d2e47']",5,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:05.619,Pass,True
,,,,,,,,,,,,,,,1.059267,,,,,,,,,,,,,4ab1ce07-aa63-4892-bd10-fd28b8a68dc9,108,,"[29.0, 80.0]",3749453,2,,,,,-1.6155425,,,,,"[28.4, 66.6]",,Low Pass,,13.413426,,,,Gilberto Aparecido da Silva,40221.0,,,,,,Throw-in,1,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,10,Arsenal,1,['5dc4e3b6-46d0-48d7-9efd-bc390d6dd262'],15,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:15.604,Pass,
,,,,,,,,,,,,,,,0.230328,,,,,,,,,,,,,4b950574-6176-476a-8e27-68e2e53f7286,112,,"[27.1, 71.5]",3749453,2,,,,,0.17219082,,Right Foot,,,"[29.4, 71.9]",,Low Pass,,2.3345234,,Incomplete,,Laureano Bisan-Etame Mayer,40222.0,,,,,,,1,From Throw In,Gilberto Aparecido da Silva,40221.0,Left Defensive Midfield,10,Arsenal,1,"['01d00761-e53d-4ccf-81bb-f086a69a54d3', '2df621c9-aab4-4bc5-a571-aba1f57f98f2', '5bec6591-e1db-479f-92c4-12d8bf726a52']",18,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:18.417,Pass,True
,,,,,,,,,,,,,,,1.26382,,,,,,,,,,,,,1502c3e8-8a4b-4140-be51-7d1f3eb38060,115,,"[29.0, 80.0]",3749453,2,,,,,-0.91902333,,,,,"[42.2, 62.7]",,High Pass,,21.760744,,,,Dennis Bergkamp,15042.0,,,,,,Throw-in,1,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,11,Arsenal,1,['9397bf26-efce-4ebc-9f39-8801294c00ad'],30,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:30.004,Pass,
,,,,,,,,,,,,,,,1.11356,,,,,,,,,,,,,65eb0c23-c550-430a-8d5b-b539caab07e9,118,,"[42.2, 62.7]",3749453,2,,,,,-2.7728968,,Right Foot,,,"[29.0, 57.6]",,Low Pass,,14.150971,,,,Gilberto Aparecido da Silva,40221.0,,,,,,,1,From Throw In,Dennis Bergkamp,15042.0,Right Center Forward,11,Arsenal,1,['6a0d445e-ba8c-4ce6-b8b5-916aacdcac36'],31,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:31.348,Pass,
,,,,,,,,,,,,,,,1.426705,,,,,,,,,,,,,4fb0f639-0a1d-49ef-b0c8-145f7b0a0b77,120,,"[29.0, 57.6]",3749453,2,,,,,-0.071307465,,Right Foot,,,"[55.6, 55.7]",,Low Pass,,26.66777,,,,Sylvain Wiltord,15512.0,,,,,,,1,From Throw In,Gilberto Aparecido da Silva,40221.0,Left Defensive Midfield,11,Arsenal,1,['f1bf16eb-dd71-4c01-b673-6c115b10fab1'],32,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:32.461,Pass,
,,,,,,,,,,,,,,,1.106557,,,,,,,,,,,,,21d38926-1848-4f08-aa37-d3041969f792,123,,"[56.0, 52.1]",3749453,2,,,,,-2.3147435,,Right Foot,,,"[45.6, 40.8]",,Ground Pass,,15.357409,,,,Patrick Vieira,15515.0,,,,,,,1,From Throw In,Sylvain Wiltord,15512.0,Right Midfield,11,Arsenal,1,['a509bfa6-9de7-412a-8611-be8e297713f6'],35,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:35.360,Pass,
,,,,,,,,,,,,,,,0.213193,,,,,,,,,,,,,6d22c23d-ce1d-4c5a-a8b8-f397594f88e3,127,,"[43.6, 38.7]",3749453,2,,,,,-1.4959365,,Left Foot,,,"[43.9, 34.7]",,Ground Pass,,4.0112343,,Incomplete,,,,,,,,,,1,From Throw In,Patrick Vieira,15515.0,Right Defensive Midfield,11,Arsenal,1,"['08461205-2f90-434e-8c82-1f5405037267', 'f7bf2652-b53b-4d3e-8383-67a708a26999']",37,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:37.357,Pass,True
,,,,,,,,,,,,,,,1.607669,,,,,,,,,,,,,b4dca305-3fac-43e1-8f4d-2ce6dbed507d,130,,"[76.9, 61.6]",3749453,2,,,,True,-1.0643613,,,,,"[84.0, 48.8]",,High Pass,,14.637281,,,,Alan Smith,40267.0,,,,,,Recovery,1,From Throw In,Jermaine Pennant,26649.0,Right Midfield,11,Arsenal,1,"['8a211500-094a-4c16-994b-04dc3b6dc843', '8e0a6404-f375-4baf-9959-10983c541789']",39,,,,,,,,,,,,,,,,,,Leeds United,101,00:02:39.937,Pass,True
