50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.280231,,,,,,,,,,,,,,b2ddbcf6-17f3-4a0f-ac90-dfcdc02f43d3,399,,,"[33.1, 71.5]",3749274,7,,,,,-1.3534034,,Right Foot,,,,"[38.6, 46.6]",High Pass,,25.500196,,,,Nigel Quashie,40338.0,,,,,,1,Regular Play,Steve Stone,15505.0,Right Midfield,20,Portsmouth,105,['04c53a28-64c6-45f7-96bf-b464c477d3ae'],13,,,,,,,,,,,,,,,,,,Portsmouth,105,00:07:13.320,Pass,
,,,,,,,,,,,,,,,,,,1.295074,,,,,,,,,,,,,,70f500c6-81b2-489d-b78c-bb1feffc2771,401,,,"[38.6, 46.6]",3749274,7,,,,,0.6628625,,Head,,,,"[50.0, 55.5]",High Pass,,14.46271,,,,Yakubu Aiyegbeni,40337.0,,,,,,1,Regular Play,Nigel Quashie,40338.0,Left Defensive Midfield,20,Portsmouth,105,['7283da9b-e117-4916-8822-c71c97a87ae4'],14,,,,,,,,,,,,,,,,,,Portsmouth,105,00:07:14.688,Pass,
,,,,,,,,,,,,,,,,,,1.782055,,,,,,,,,,,,,,7ba83723-ae3b-4267-a9a0-db40411ae328,404,,,"[49.4, 55.1]",3749274,7,,,,,-1.7253969,,Right Foot,,,,"[48.2, 47.4]",Low Pass,,7.7929454,,Incomplete,,Nigel Quashie,40338.0,,,,,,1,Regular Play,Yakubu Aiyegbeni,40337.0,Right Center Forward,20,Portsmouth,105,"['1726438e-dd82-4ad4-aac6-68b1f440c3cf', 'a72c9123-a765-4202-93a2-cbb9997b4f5d']",16,,,,,,,,,,,,,,,,,,Portsmouth,105,00:07:16.144,Pass,
,,,,,,,,,,,,,,,,,,4.7041,,,,,,,,,,,,,,7d4bcdcd-5afa-46f5-96cc-fca96a30d39b,416,,,"[7.0, 36.1]",3749274,7,,True,,,-0.07744363,,Right Foot,,,,"[75.3, 30.8]",High Pass,,68.505325,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Shaka Hislop,38403.0,Goalkeeper,22,Portsmouth,105,['d6e8a799-4d37-4f86-8845-28add83441d4'],41,,,,,,,,,,,,,,,,,,Portsmouth,105,00:07:41.201,Pass,
,,,,,,,,,,,,,,,,,,1.722045,,,,,,,,,,,,,,d6e8a799-4d37-4f86-8845-28add83441d4,418,,,"[44.8, 49.3]",3749274,7,,,,True,-1.55228,,,,,,"[45.0, 38.5]",Low Pass,,10.801851,,,,Patrick Vieira,15515.0,,,,,Recovery,1,Regular Play,Kolo Habib Touré,38412.0,Right Center Back,23,Arsenal,1,"['7d4bcdcd-5afa-46f5-96cc-fca96a30d39b', '92819628-e99d-4060-b759-47f521f7717c', 'a7ceb133-faa2-42ce-83ad-539b249a7cd7']",45,,,,,,,,,,,,,,,,,,Arsenal,1,00:07:45.905,Pass,True
,,,,,,,,,,,,,,,,,,0.898337,,,,,,,,,,,,,,073d07f0-9b21-4e25-b2e3-344af28a48cc,421,,,"[48.2, 34.5]",3749274,7,,,,,-0.9652517,,Right Foot,,,,"[61.7, 15.0]",Ground Pass,,23.717083,,,,Fredrik Ljungberg,15754.0,,,,,,1,Regular Play,Patrick Vieira,15515.0,Left Defensive Midfield,23,Arsenal,1,['2d3d07e5-b674-45ce-8b55-15d7117c41a9'],48,,,,,,,,,,,,,,,,,,Arsenal,1,00:07:48.552,Pass,
,,,,,,,,,,,,,,,,,,0.676924,,,,,,,,,,,,,,f82a337d-5a41-4046-a987-42082339a963,427,,,"[43.8, 0.1]",3749274,7,,,,,0.7853982,,,,,,"[49.0, 5.3]",Low Pass,,7.3539104,,,,Patrick Vieira,15515.0,,,,,Throw-in,1,From Throw In,Ashley Cole,12529.0,Left Back,24,Arsenal,1,['2b0ece68-c0b8-465c-b879-779678f26a99'],59,,,,,,,,,,,,,,,,,,Arsenal,1,00:07:59.350,Pass,
,,,,,,,,,,,,,,,,,,0.894422,,,,,,,,,,,,,,d6026eed-0322-42bb-b886-e73c3bf8df74,430,,,"[48.6, 5.7]",3749274,8,,,,,-1.5707964,,Right Foot,,,,"[48.6, 1.1]",Ground Pass,,4.6,,,,Ashley Cole,12529.0,,,,,,1,From Throw In,Patrick Vieira,15515.0,Left Defensive Midfield,24,Arsenal,1,"['09cd8023-9092-4971-bdff-1c2b5dc90684', 'a102ec08-fa8a-4db2-a6c7-263a7d1cc864']",0,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:00.027,Pass,True
,,,,,,,,,,,,,,,,,,1.217476,,,,,,,,,,,,,,3b8698c3-4547-4b47-83ee-3b45edcb775d,437,,,"[48.4, 9.8]",3749274,8,,,,,-1.9311543,,Right Foot,,,,"[45.8, 2.9]",Ground Pass,,7.3736014,,,,Ashley Cole,12529.0,,,,,Recovery,1,From Throw In,Patrick Vieira,15515.0,Left Defensive Midfield,24,Arsenal,1,['fbcbc46b-84d0-4fb0-b917-127041c29005'],4,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:04.709,Pass,
,,,,,,,,,,,,,,,,,,1.869694,,,,,,,,,,,,,,0f3689df-eec0-49c7-94ce-38c7ded39727,441,,,"[45.6, 5.7]",3749274,8,,,,,1.987142,,Right Foot,,,,"[30.3, 40.3]",Ground Pass,,37.831863,,,,Kolo Habib Touré,38412.0,,,,,,1,From Throw In,Ashley Cole,12529.0,Left Back,24,Arsenal,1,"['12623423-f0da-4ec1-82ba-08dc31479095', '4908d5f8-4428-4ae4-85db-5e7d12593ff1']",6,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:06.023,Pass,True
,,,,,,,,,,,,,,,,,,2.403152,,,,,,,,,,,,,,899786cf-2bee-4693-9c1b-44f26df26558,444,,,"[30.9, 41.5]",3749274,8,,,,,1.0985177,,Right Foot,,,,"[47.4, 73.8]",Ground Pass,,36.270374,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,1,From Throw In,Kolo Habib Touré,38412.0,Right Center Back,24,Arsenal,1,['6026bb11-d56a-4d11-9689-9b58d5a53c1b'],8,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:08.927,Pass,
,,,,,,,,,,,,,,,,,,1.351207,,,,,,,,,,,,,,eb42a4c3-0af2-4be6-8cc1-c3a9f3e956e9,448,,,"[66.1, 72.2]",3749274,8,,,,,-1.7526721,,Right Foot,,,,"[62.9, 54.8]",Ground Pass,,17.691807,,,,Ray Parlour,24972.0,,,,,,1,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,24,Arsenal,1,"['76774e34-19c1-4310-a47c-2deb66ce56f2', 'ea53434c-903b-42ec-926a-cd70b278a6c8']",14,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:14.692,Pass,True
,,,,,,,,,,,,,,,,,,1.065653,,,,,,,,,,,,,,5bc4c4db-fc11-48d0-be94-8a19fd96ee72,451,,,"[64.3, 51.1]",3749274,8,,,,,-1.610775,,Right Foot,,,,"[63.7, 36.1]",Ground Pass,,15.011995,,,,Patrick Vieira,15515.0,,,,,,1,From Throw In,Ray Parlour,24972.0,Right Defensive Midfield,24,Arsenal,1,['90677df1-62bd-47d4-81c1-acb3e5a115a8'],16,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:16.333,Pass,
,,,,,,,,,,,,,,,,,,1.855573,,,,,,,,,,,,,,6ed5168c-28a8-4f2a-8f1d-d0a01e46b880,454,,,"[63.7, 36.1]",3749274,8,,,,,-0.9930875,,Right Foot,,,,"[84.3, 4.5]",Low Pass,,37.72161,,,,Fredrik Ljungberg,15754.0,,,,,,1,From Throw In,Patrick Vieira,15515.0,Left Defensive Midfield,24,Arsenal,1,['553f7dda-8587-4492-85a0-59fdfc366c33'],19,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:19.215,Pass,
,,,,,,,,,,,,,,,,,,2.097358,,,,,,,,,,,,,,8e152f40-9991-4970-a7a7-28786cddf531,458,,,"[50.8, 3.9]",3749274,8,,,,,2.5419476,,Right Foot,,,,"[33.1, 16.0]",Ground Pass,,21.440617,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,1,From Throw In,Fredrik Ljungberg,15754.0,Left Midfield,24,Arsenal,1,['fdbdf902-5b1e-4933-a08c-9c25376c9683'],27,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:27.729,Pass,
,,,,,,,,,,,,,,,,,,1.333058,,,,,,,,,,,,,,e46b0327-4201-435b-b088-295733057402,461,,,"[32.3, 16.8]",3749274,8,,,,,0.98142946,,Right Foot,,,,"[43.6, 33.7]",Ground Pass,,20.32978,,,,Ray Parlour,24972.0,,,,,,1,From Throw In,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Left Center Back,24,Arsenal,1,['76e635b0-4742-48f5-8d94-bdeb76f6e202'],30,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:30.546,Pass,
,,,,,,,,,,,,,,,,,,1.557218,,,,,,,,,,,,,,2b035080-836e-47fc-baf9-129b9c7ae9b8,465,,,"[40.0, 34.3]",3749274,8,,,,,1.635322,,Right Foot,,,,"[37.9, 66.8]",Ground Pass,,32.567776,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,1,From Throw In,Ray Parlour,24972.0,Right Defensive Midfield,24,Arsenal,1,['7cef213d-33d4-45f4-9385-649094507b3e'],33,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:33.560,Pass,
,,,,,,,,,,,,,,,,,,1.486349,,,,,,,,,,,,,,099dc6d3-c945-42ac-a6a7-0374a4afea77,468,,,"[46.0, 70.8]",3749274,8,,,,,0.3127418,,Right Foot,,,,"[62.7, 76.2]",Ground Pass,,17.551353,,,,David Bentley,376521.0,,,,,,1,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,24,Arsenal,1,['cf520d18-a53f-4b6b-b48a-cb01bc7a5bc8'],36,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:36.090,Pass,
,,,,,,,,,,,,,,,,,,0.569838,,,,,,,,,,,,,,26727f24-b440-46de-bc14-be4174100b59,472,,,"[56.4, 74.4]",3749274,8,,,,,-3.0907888,,Left Foot,,,,"[44.6, 73.8]",Ground Pass,,11.815245,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,1,From Throw In,David Bentley,376521.0,Right Midfield,24,Arsenal,1,"['7b4745ea-a6c5-4efe-a5b0-84180e57c23e', '9b954529-27b5-42c3-942e-462281d9d308']",38,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:38.554,Pass,True
,,,,,,,,,,,,,,,,,,1.040221,,,,,,,,,,,,,,6e144a28-76f5-4e61-80ed-b9d53b37f59d,479,,,"[40.4, 65.0]",3749274,8,,,,,-1.2808608,,Right Foot,,,,"[45.8, 46.9]",Ground Pass,,18.888355,,,,Ray Parlour,24972.0,,,,,,1,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,24,Arsenal,1,"['f9d30e94-6dfa-46f0-99f5-af35d19be422', 'fc4be260-b579-4d94-a747-7ad75547a0fd']",42,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:42.032,Pass,True
,,,,,,,,,,,,,,,,,,1.018326,,,,,,,,,,,,,,19916504-8f06-46ca-85ec-06d099698235,483,,,"[43.6, 46.1]",3749274,8,,,,,-0.94474983,,Right Foot,,,,"[53.0, 33.1]",Ground Pass,,16.042444,,,,Patrick Vieira,15515.0,,,,,,1,From Throw In,Ray Parlour,24972.0,Right Defensive Midfield,24,Arsenal,1,['33f9d2e8-8c68-4600-b5c7-c2d0cd421128'],46,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:46.274,Pass,
,,,,,,,,,,,,,,,,,,0.442347,,,,,,,,,,,,,,f55d8a9d-e978-4779-9a1c-25315a2cc132,485,,,"[53.0, 33.1]",3749274,8,,,,,-3.0221636,,Left Foot,,,,"[43.0, 31.9]",Ground Pass,,10.071743,,Incomplete,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,1,From Throw In,Patrick Vieira,15515.0,Left Defensive Midfield,24,Arsenal,1,"['516c43e6-f529-4d1b-9b04-941f558bbce3', 'f2d75698-2b14-4a6d-83de-48c00e8d5d8d']",47,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:47.292,Pass,
,,,,,,,,,,,,,,,,,,1.139915,,,,,,,,,,,,,,bf79b274-93b4-49ac-b32c-c40c659d3b13,489,,,"[28.9, 26.2]",3749274,8,,,,,1.4716203,,Right Foot,,,,"[30.9, 46.3]",Ground Pass,,20.199257,,,,Kolo Habib Touré,38412.0,,,,,Recovery,1,From Throw In,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Left Center Back,24,Arsenal,1,"['a455146b-beeb-4ca3-aa34-92781ce78a5c', 'bc1e3cbe-31d3-421c-991a-e21430fc4460']",49,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:49.207,Pass,True
,,,,,,,,,,,,,,,,,,1.444038,,,,,,,,,,,,,,bfac7ffa-74a0-4d84-aa80-ad1953d0c4eb,492,,,"[50.0, 49.7]",3749274,8,,,,,1.3454413,,Right Foot,,,,"[55.8, 75.0]",Ground Pass,,25.95631,,,,David Bentley,376521.0,,,,,,1,From Throw In,Kolo Habib Touré,38412.0,Right Center Back,24,Arsenal,1,['df60374d-bf38-4e4f-a0f8-b746bc91e799'],54,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:54.528,Pass,
,,,,,,,,,,,,,,,,,,1.597794,,,,,,,,,,,,,,9b1b98f5-2b77-48a8-ab04-863471cede11,495,,,"[65.1, 75.8]",3749274,8,,,,,-1.5831796,,Right Foot,,,,"[64.7, 43.5]",Ground Pass,,32.302475,,,,Ray Parlour,24972.0,,,,,,1,From Throw In,David Bentley,376521.0,Right Midfield,24,Arsenal,1,['62b8ca63-4e1e-47e7-9463-a54a9fffcf9b'],59,,,,,,,,,,,,,,,,,,Arsenal,1,00:08:59.403,Pass,
,,,,,,,,,,,,,,,,,,1.114477,,,,,,,,,,,,,,c911ccd4-b2e3-41d8-a89b-362403c82f11,498,,,"[64.7, 43.5]",3749274,9,,,,,-0.47385132,,Right Foot,,,,"[80.3, 35.5]",Ground Pass,,17.531685,,,,José Antonio Reyes Calderón,23816.0,,,,,,1,From Throw In,Ray Parlour,24972.0,Right Defensive Midfield,24,Arsenal,1,['ea668675-d729-4f26-aed5-580d84dc0efb'],2,,,,,,,,,,,,,,,,,,Arsenal,1,00:09:02.394,Pass,
,,,,,,,,,,,,,,,,,,1.373609,,,,,,,,,,,,,,26fc3d47-e5de-4f5b-a989-f9dc100d3021,501,,,"[81.3, 33.9]",3749274,9,,,,,-0.07241203,,Left Foot,,,,"[100.6, 32.5]",Ground Pass,,19.35071,,Incomplete,,Thierry Henry,15516.0,,,,,,1,From Throw In,José Antonio Reyes Calderón,23816.0,Right Center Forward,24,Arsenal,1,"['2d50acbf-bba9-42cc-a29a-888e27139f3c', 'c88a731e-1206-4aa4-84a7-c321f823b762']",5,,,,,,,,,,,,,,,,,,Arsenal,1,00:09:05.444,Pass,
,,,,,,,,,,,,,,,,,,1.262602,,,,,,,,,,,,,,6657535a-e468-4d5e-9ff7-e8b2211306e2,505,,,"[12.3, 46.8]",3749274,9,,,,,-1.7283043,,Left Foot,,,,"[9.6, 29.8]",Ground Pass,,17.213076,,,,Matthew Taylor,4357.0,,,,,,1,From Throw In,Arjan de Zeeuw,40339.0,Right Center Back,24,Arsenal,1,['c916cc23-496c-406d-ade7-0c15515b2dd0'],8,,,,,,,,,,,,,,,,,,Portsmouth,105,00:09:08.496,Pass,
,,,,,,,,,,,,,,,,,,2.402137,,,,,,,,,,,,,,4aad2f3d-5bb5-4122-98f7-12523947bc36,508,,,"[25.5, 13.7]",3749274,9,,,,,0.08690179,,Left Foot,,,,"[78.3, 18.3]",High Pass,,53.0,,Unknown,,,,,,,,,1,From Throw In,Matthew Taylor,4357.0,Left Back,24,Arsenal,1,,18,,,,,,,,,,,,,,,,,,Portsmouth,105,00:09:18.786,Pass,
,,,,,,,,,,,,,,,,,,1.30447,,,,,,,,,,,,,,1f54223f-cee1-4125-8255-313cc6569b57,511,,,"[37.9, 58.8]",3749274,9,,,,,1.4823183,,Right Foot,,,,"[39.0, 71.2]",Ground Pass,,12.448695,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,Free Kick,1,From Free Kick,Kolo Habib Touré,38412.0,Right Center Back,25,Arsenal,1,['77c5e6be-31c4-4b8c-89bc-655e60da32f3'],33,,,,,,,,,,,,,,,,,,Arsenal,1,00:09:33.055,Pass,
,,,,,,,,,,,,,,,,,,0.961555,,,,,,,,,,,,,,10fdc53c-4b8c-4df4-b9a4-7e8bafba7988,514,,,"[40.8, 71.4]",3749274,9,,,,,-0.93296623,,Right Foot,,,,"[53.4, 54.4]",Ground Pass,,21.16034,,,,Ray Parlour,24972.0,,,,,,1,From Free Kick,Laureano Bisan-Etame Mayer,40222.0,Right Back,25,Arsenal,1,['4f4e51f3-e0a4-4542-9ecf-8644a1970e45'],35,,,,,,,,,,,,,,,,,,Arsenal,1,00:09:35.498,Pass,
,,,,,,,,,,,,,,,,,,1.086207,,,,,,,,,,,,,,5577a25c-185d-46d1-a6fb-7b44fda93ca2,516,,,"[53.4, 54.4]",3749274,9,,,,,3.048529,,Right Foot,,,,"[38.4, 55.8]",Low Pass,,15.065191,,,,Kolo Habib Touré,38412.0,,,,,,1,From Free Kick,Ray Parlour,24972.0,Right Defensive Midfield,25,Arsenal,1,['4a64cbae-73ef-4e20-a713-53666d1e51e9'],36,,,,,,,,,,,,,,,,,,Arsenal,1,00:09:36.460,Pass,
,,,,,,,,,,,,,,,,,,1.768562,,,,,,,,,,,,,,4cdd4f24-576e-4597-a58a-ade2e9d6d14d,519,,,"[38.1, 54.4]",3749274,9,,,,,-0.54522717,,Right Foot,,,,"[56.4, 43.3]",Ground Pass,,21.40327,,,,José Antonio Reyes Calderón,23816.0,,,,,,1,From Free Kick,Kolo Habib Touré,38412.0,Right Center Back,25,Arsenal,1,['3074f419-66be-4460-9aaf-1058b96a9602'],40,,,,,,,,,,,,,,,,,,Arsenal,1,00:09:40.321,Pass,
,,,,,,,,,,,,,,,,,,0.933326,,,,,,,,,,,,,,528d5b9c-8e88-4713-a13e-0f568eddf80d,522,,,"[57.6, 43.3]",3749274,9,,,,,0.057490535,,Left Foot,,,,"[71.5, 44.1]",Ground Pass,,13.923002,,,,Thierry Henry,15516.0,,,,,,1,From Free Kick,José Antonio Reyes Calderón,23816.0,Right Center Forward,25,Arsenal,1,['137a4c61-fbc1-444a-b084-b961104ae96b'],42,,,,,,,,,,,,,,,,,,Arsenal,1,00:09:42.799,Pass,
,,,,,,,,,,,,,,,,,,1.745887,,,,,,,,,,,,,,af9ea0a3-e831-4bec-939e-91eb67b92e28,525,,,"[72.1, 43.5]",3749274,9,,,,,-1.6306051,,Right Foot,,,,"[71.1, 26.8]",Ground Pass,,16.729914,,,,Patrick Vieira,15515.0,,,,,,1,From Free Kick,Thierry Henry,15516.0,Left Center Forward,25,Arsenal,1,['ccf1c2fc-e9be-42c8-ac71-a2afd55675d1'],43,,,,,,,,,,,,,,,,,,Arsenal,1,00:09:43.788,Pass,
,,,,,,,,,,,,,,,,,,3.650011,,,,,,,,,,,,,,cfb03183-375f-4664-9057-5e61a8f9de3e,527,,,"[72.1, 26.2]",3749274,9,,,,,-0.506152,,Left Foot,,,,"[108.0, 6.3]",High Pass,,41.04656,,,,Ashley Cole,12529.0,,,,,,1,From Free Kick,Patrick Vieira,15515.0,Left Defensive Midfield,25,Arsenal,1,['ee613cf8-e99f-4987-9f8e-5e442b0f4afe'],45,,,,,,,,,,,,,,,,,,Arsenal,1,00:09:45.534,Pass,
,,,,,,,,,,,,,,,,,,1.189056,,,,,,,,,,,,,,e4de80f5-e732-43ea-a95f-af014d883318,530,,,"[108.3, 1.7]",3749274,9,,,,,1.8728865,,Left Foot,,,,"[101.6, 23.2]",Ground Pass,,22.51977,,,,Fredrik Ljungberg,15754.0,,,,,,1,From Free Kick,Ashley Cole,12529.0,Left Back,25,Arsenal,1,['9790fffa-a554-4c70-9343-e2e375f1c9bd'],51,,,,,,,,,,,,,,,,,,Arsenal,1,00:09:51.911,Pass,
,,,,,,,,,,,,,,,,,,0.886508,,,,,,,,,,,,,,0395fa6c-387f-4f94-b897-72190edbdc37,533,,,"[105.6, 16.2]",3749274,9,,,,,-1.8421916,,Right Foot,,,,"[102.4, 4.7]",Ground Pass,,11.936917,,,,Ashley Cole,12529.0,,,,,,1,From Free Kick,Fredrik Ljungberg,15754.0,Left Midfield,25,Arsenal,1,['ed1346d8-1b8b-4f89-a95c-496659134139'],54,,,,,,,,,,,,,,,,,,Arsenal,1,00:09:54.692,Pass,
,,,,,,,,,,,,,,,,,,0.34019,,,,,,,,,,,,,,84b7ae20-158e-4cdd-a749-81c5e9b245ac,537,,,"[101.4, 3.5]",3749274,9,,,,,0.24497867,,Left Foot,,,,"[103.8, 4.1]",Ground Pass,,2.4738634,,Incomplete,,Fredrik Ljungberg,15754.0,,,,,,1,From Free Kick,Ashley Cole,12529.0,Left Back,25,Arsenal,1,"['0ab955a4-1fac-4523-92a1-09f7de84756b', '2cce20d2-4f01-4e85-9cd1-b65097d8c11d', '70ebd580-d990-4719-9064-5b9e861c6322']",56,,,,,,,,,,,,,,,,,,Arsenal,1,00:09:56.325,Pass,True
,,,,,,,,,,,,,,,,,,1.300339,,,,,,,,,,,,,,f7f1e2eb-4d49-4d94-99b4-faeb638121fc,540,,,"[94.8, 4.7]",3749274,9,,,,,3.0111895,,Right Foot,,,,"[76.5, 7.1]",Ground Pass,,18.456707,,,,Patrick Vieira,15515.0,,,,,Recovery,1,From Free Kick,Ashley Cole,12529.0,Left Back,25,Arsenal,1,['02f938dd-bdad-4f27-937d-b5ee46f14c8e'],58,,,,,,,,,,,,,,,,,,Arsenal,1,00:09:58.140,Pass,
,,,,,,,,,,,,,,,,,,1.811977,,,,,,,,,,,,,,2aa14c2a-32d0-4b61-9849-845d01cc9b45,543,,,"[74.9, 6.5]",3749274,10,,,,,2.0847847,,Right Foot,,,,"[54.8, 42.1]",Ground Pass,,40.882393,,,,Kolo Habib Touré,38412.0,,,,,,1,From Free Kick,Patrick Vieira,15515.0,Left Defensive Midfield,25,Arsenal,1,['0235dfc9-5683-425b-a374-0acae0092483'],1,,,,,,,,,,,,,,,,,,Arsenal,1,00:10:01.292,Pass,
,,,,,,,,,,,,,,,,,,0.808561,,,,,,,,,,,,,,d7ab6926-ebe0-4ec3-9395-afbbd8a7b0a4,546,,,"[66.9, 44.1]",3749274,10,,,,,0.55085754,,Right Foot,,,,"[80.9, 52.7]",Ground Pass,,16.43046,,,,David Bentley,376521.0,,,,,,1,From Free Kick,Kolo Habib Touré,38412.0,Right Center Back,25,Arsenal,1,['dea36561-73cd-4157-aebc-e50cf4006292'],5,,,,,,,,,,,,,,,,,,Arsenal,1,00:10:05.048,Pass,
,,,,,,,,,,,,,,,,,,0.717556,,,,,,,,,,,,,,97d5b287-392f-4c5c-a2d8-c6a947786848,548,,,"[80.9, 51.5]",3749274,10,,,,,-3.009041,,Right Foot,,,,"[65.9, 49.5]",Ground Pass,,15.132746,,,,Kolo Habib Touré,38412.0,,,,,,1,From Free Kick,David Bentley,376521.0,Right Midfield,25,Arsenal,1,['7eae7661-78e4-41f3-8825-a1305a65e25a'],5,,,,,,,,,,,,,,,,,,Arsenal,1,00:10:05.857,Pass,
,,,,,,,,,,,,,,,,,,1.932335,,,,,,,,,,,,,,5a9cd763-a391-4922-8cbc-6d375a31d746,551,,,"[66.3, 49.1]",3749274,10,,,,,1.0731812,,Right Foot,,,,"[79.5, 73.4]",Ground Pass,,27.653751,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,1,From Free Kick,Kolo Habib Touré,38412.0,Right Center Back,25,Arsenal,1,['7b931710-151f-4c0f-aec0-201adbfe277a'],6,,,,,,,,,,,,,,,,,,Arsenal,1,00:10:06.633,Pass,
,,,,,,,,,,,,,,,,,,1.028301,,,,,,,,,,,,,,a9a88118-cef5-4c3a-9f3b-c83ab19d0cab,554,,,"[90.8, 70.2]",3749274,10,,,,,-2.211024,,Right Foot,,,,"[83.5, 60.4]",Ground Pass,,12.220065,,,,Ray Parlour,24972.0,,,,,,1,From Free Kick,Laureano Bisan-Etame Mayer,40222.0,Right Back,25,Arsenal,1,['948bc414-1be8-4429-be7d-4ab27470370f'],11,,,,,,,,,,,,,,,,,,Arsenal,1,00:10:11.408,Pass,
,,,,,,,,,,,,,,,,,,0.331162,,,,,,,,,,,,,,3057834a-6560-47e0-95ad-3b5744978ed9,557,,,"[87.2, 49.3]",3749274,10,,,,,-1.5707964,,Right Foot,,,,"[87.2, 46.7]",Ground Pass,,2.6,,Incomplete,,Fredrik Ljungberg,15754.0,,,,,,1,From Free Kick,Ray Parlour,24972.0,Right Defensive Midfield,25,Arsenal,1,"['9f078cf6-2f34-40ba-a292-f0d8ab7f3af8', 'a8720e53-b1cb-46ee-8ae0-81f738916cb5']",15,,,,,,,,,,,,,,,,,,Arsenal,1,00:10:15.280,Pass,
,,,,,,,,,,,,,,,,,,2.276855,,,,,,,,,,,,,,67a32688-be41-453e-9017-9e111f877a96,560,,,"[69.5, 0.1]",3749274,10,,,,,2.8340256,,,,,,"[44.0, 8.2]",Low Pass,,26.75556,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,Throw-in,1,From Throw In,Ashley Cole,12529.0,Left Back,26,Arsenal,1,['084e7de1-4a8e-44db-89be-9c56c2bd7a74'],31,,,,,,,,,,,,,,,,,,Arsenal,1,00:10:31.185,Pass,
,,,,,,,,,,,,,,,,,,1.26257,,,,,,,,,,,,,,7114e4af-db3b-4b37-bb6d-f09da17233e3,563,,,"[44.0, 8.2]",3749274,10,,,,,-0.25615138,,Right Foot,,,,"[56.6, 4.9]",Ground Pass,,13.024976,,,,Ashley Cole,12529.0,,,,,,1,From Throw In,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Left Center Back,26,Arsenal,1,['49b2342d-69c2-46ec-ae0f-c694fee6779e'],33,,,,,,,,,,,,,,,,,,Arsenal,1,00:10:33.548,Pass,
