50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a056b560-9fd7-4bb5-8a74-7e119856d923,1,,,3749079,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40222, 'name': 'Laureano Bisan-Etame Mayer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 0}, {'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 0}, {'player': {'id': 15637, 'name': ""Sulzeer Jeremiah ''Sol' Campbell""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 12529, 'name': 'Ashley Cole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 0}, {'player': {'id': 24972, 'name': 'Ray Parlour'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 0}, {'player': {'id': 40221, 'name': 'Gilberto Aparecido da Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 0}, {'player': {'id': 26014, 'name': 'Eduardo César Daude Gaspar'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 0}, {'player': {'id': 19312, 'name': 'Robert Pirès'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 0}, {'player': {'id': 15512, 'name': 'Sylvain Wiltord'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 0}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1a52b3a1-5432-4cae-a723-da4f35fbcd81,2,,,3749079,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 40260, 'name': 'Carlo Cudicini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 0}, {'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 0}, {'player': {'id': 20281, 'name': 'Mario Melchiot'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 0}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 0}, {'player': {'id': 40258, 'name': 'Wayne Bridge'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 0}, {'player': {'id': 20254, 'name': 'Claude Makélélé'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 0}, {'player': {'id': 20330, 'name': 'Frank Lampard'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 0}, {'player': {'id': 40261, 'name': 'Gérémi Sorele N""Djitap Fotso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 0}, {'player': {'id': 20444, 'name': 'Damien Duff'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 0}, {'player': {'id': 34394, 'name': 'Hernán Jorge Crespo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 0}, {'player': {'id': 18105, 'name': 'Adrian Mutu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 0}]}",Chelsea,33,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6b245dc0-4197-4ecb-b203-4c028d72c691,3,,,3749079,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['39ff4c29-ae18-446f-8f92-37f26f3f4742'],0,,,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,39ff4c29-ae18-446f-8f92-37f26f3f4742,4,,,3749079,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['6b245dc0-4197-4ecb-b203-4c028d72c691'],0,,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,76912e04-2efb-403a-b2d4-d094260b4b78,1806,,,3749079,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,121,Chelsea,33,['68a9f794-c6fd-492a-ad68-0c656d2bbb17'],0,,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,68a9f794-c6fd-492a-ad68-0c656d2bbb17,1807,,,3749079,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,121,Chelsea,33,['76912e04-2efb-403a-b2d4-d094260b4b78'],0,,,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.295973,,,,,,,,,,,,,,02e3c54e-6f34-4144-8c1c-2fb0b3945616,5,,"[61.0, 40.1]",3749079,0,,,,,2.002197,,Left Foot,,,,"[58.1, 46.4]",,Ground Pass,,6.935416,,Claude Makélélé,20254.0,,,,,,Kick Off,1,From Kick Off,Adrian Mutu,18105.0,Left Center Forward,2,Chelsea,33,['e1aaae3a-50ee-4a55-8798-b5d1c1d4e3c1'],0,,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.906,Pass,
,,,,,,,,,,,,,,,,,1.876026,,,,,,,,,,,,,,a47e898f-5cec-457b-ab60-cfacf40e0597,8,,"[58.1, 46.4]",3749079,0,,,,,1.9223546,,Left Foot,,,,"[48.6, 72.3]",,Ground Pass,,27.587317,,Mario Melchiot,20281.0,,,,,,,1,From Kick Off,Claude Makélélé,20254.0,Right Defensive Midfield,2,Chelsea,33,['033cda21-cdaf-49dd-a53a-6ee154a63340'],2,,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:02.455,Pass,
,,,,,,,,,,,,,,,,,2.375308,,,,,,,,,,,,,,0575832b-4813-46c2-a637-5750bd409bfa,11,,"[48.1, 70.2]",3749079,0,,,,,-0.40623948,,Right Foot,,,,"[101.8, 47.1]",,High Pass,,58.457676,Incomplete,,,,,,,,,1,From Kick Off,Mario Melchiot,20281.0,Right Center Back,2,Chelsea,33,['48f368f1-35dd-4c63-94cd-82735b24c663'],5,,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:05.906,Pass,
,,,,,,,,,,,,,,,,,2.916534,,,,,,,,,,,,,,508a39d6-6144-4832-b658-f8c36c0fb90c,16,,"[4.4, 70.6]",3749079,0,,,,,0.030342123,,Right Foot,,,,"[67.0, 72.5]",,High Pass,,62.628826,Incomplete,,,,,,,,,1,From Kick Off,Laureano Bisan-Etame Mayer,40222.0,Right Back,2,Chelsea,33,"['09cce9fd-b90c-4006-9f88-c13a2b90ca73', 'ca2b979b-b87f-4786-9dda-2a1f3faad1d0']",13,,,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:13.350,Pass,True
