50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7b8cfff2-07f5-40b7-abdd-f8e89eccbca2,1,,,3749278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bolton Wanderers,328,,0,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 40385, 'name': 'Jussi Jääskeläinen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 9353, 'name': 'Nicky Hunt'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 40383, 'name': 'Émerson Augusto Thome'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 40390, 'name': 'Simon Charlton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 40391, 'name': 'Ricardo Wayne Gardner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 40386, 'name': 'Iván Campo Ramos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 21540, 'name': 'Kevin Nolan'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 4}, {'player': {'id': 40389, 'name': 'Per Frandsen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 40384, 'name': 'Augustine Azuka ""Jay-Jay"" Okocha'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 15073, 'name': 'Youri Djorkaeff'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 6}, {'player': {'id': 40388, 'name': 'Kevin Cyril Davies'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bolton Wanderers,328,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,37484cd8-be4f-4efb-b196-dbba4becb58a,2,,,3749278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bolton Wanderers,328,,0,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 15637, 'name': ""Sulzeer Jeremiah ''Sol' Campbell""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 26194, 'name': 'Pascal Cygan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 20302, 'name': 'Gaël Clichy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 15754, 'name': 'Fredrik Ljungberg'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 15515, 'name': 'Patrick Vieira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 40221, 'name': 'Gilberto Aparecido da Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 19312, 'name': 'Robert Pirès'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 15042, 'name': 'Dennis Bergkamp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,37553f0b-b78f-4eee-a117-1883aec8315b,3,,,3749278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bolton Wanderers,328,['24accc76-cdff-4c56-8a9c-51e2d4518985'],0,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,24accc76-cdff-4c56-8a9c-51e2d4518985,4,,,3749278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bolton Wanderers,328,['37553f0b-b78f-4eee-a117-1883aec8315b'],0,,,,,,,,,,,,,,,Bolton Wanderers,328,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2ce535a8-a910-4a39-bd35-e7736567d586,1708,,,3749278,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Bolton Wanderers,328,['ca52ef6c-23f2-4a14-9a14-43b9229e3d92'],0,,,,,,,,,,,,,,,Bolton Wanderers,328,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ca52ef6c-23f2-4a14-9a14-43b9229e3d92,1709,,,3749278,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Bolton Wanderers,328,['2ce535a8-a910-4a39-bd35-e7736567d586'],0,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.369405,,,,,,,,,,,,,768843c8-7f23-4fef-ad32-3cb983767143,5,,"[60.0, 40.0]",3749278,0,,,,,-1.6162196,,Right Foot,,,,"[59.9, 37.8]",Ground Pass,,2.2022715,,,,,Youri Djorkaeff,15073.0,,,,,,Kick Off,1,From Kick Off,Per Frandsen,40389.0,Right Center Midfield,2,Bolton Wanderers,328,['1950f9f2-ad38-4e7a-945e-b3d79c08ab24'],1,,,,,,,,,,,,,,,Bolton Wanderers,328,00:00:01.085,Pass,
,,,,,,,,,,,,,,,,,2.734927,,,,,,,,,,,,,3f567e74-d23f-4e78-956b-84a9e445be99,8,,"[57.4, 36.9]",3749278,0,,,,,2.4399674,,Right Foot,,,,"[29.0, 60.9]",Ground Pass,,37.182793,,,,,Nicky Hunt,9353.0,,,,,,,1,From Kick Off,Youri Djorkaeff,15073.0,Left Midfield,2,Bolton Wanderers,328,['b9f73aa0-65c5-4b82-98e9-07724435cd1c'],2,,,,,,,,,,,,,,,Bolton Wanderers,328,00:00:02.208,Pass,
,,,,,,,,,,,,,,,,,1.452182,,,,,,,,,,,,,4d7d2738-713c-4fde-87d6-5959ce275776,10,,"[29.0, 60.9]",3749278,0,,,,,-0.020457504,,Right Foot,,,,"[68.1, 60.1]",High Pass,,39.108185,,,Incomplete,,,,,,,,,,1,From Kick Off,Nicky Hunt,9353.0,Right Back,2,Bolton Wanderers,328,['54f4c2d2-847b-41f7-80f6-181124f0e1c5'],4,,,,,,,,,,,,,,,Bolton Wanderers,328,00:00:04.943,Pass,
,,,,,,,,,,,,,,,,,4.584431,,,,,,,,,,,,,54f4c2d2-847b-41f7-80f6-181124f0e1c5,11,,"[52.0, 20.0]",3749278,0,,,,,-0.115657985,,Right Foot,,,,"[120.0, 12.1]",High Pass,,68.45736,,,Out,,,,,,,,,Recovery,1,From Kick Off,Robert Pirès,19312.0,Left Midfield,2,Bolton Wanderers,328,['4d7d2738-713c-4fde-87d6-5959ce275776'],6,,,,,,,,,,,,,,,Arsenal,1,00:00:06.395,Pass,
