bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3b20dc57-5cb7-46a8-bccb-b09d984478d7,1,,,3749052,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolverhampton Wanderers,46,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 40319, 'name': 'Paul Jones'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 24765, 'name': 'Denis Irwin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 40314, 'name': 'Jody Craddock'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 40312, 'name': 'Paul Butler'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 40304, 'name': 'Lee Naylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 40311, 'name': 'Alex Rae'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 40313, 'name': 'Colin Cameron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 10525, 'name': 'Kenny Miller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 40305, 'name': 'Mark Kennedy'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 17727, 'name': 'Ioan Viorel Ganea'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 40320, 'name': 'Carl Cort'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Wolverhampton Wanderers,46,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,61306f72-bec9-466f-9d43-c1152531323c,2,,,3749052,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolverhampton Wanderers,46,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40222, 'name': 'Laureano Bisan-Etame Mayer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 15637, 'name': ""Sulzeer Jeremiah ''Sol' Campbell""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 12529, 'name': 'Ashley Cole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15515, 'name': 'Patrick Vieira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 26014, 'name': 'Eduardo César Daude Gaspar'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 40221, 'name': 'Gilberto Aparecido da Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 19312, 'name': 'Robert Pirès'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 15042, 'name': 'Dennis Bergkamp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,98964276-7c4e-4067-975a-2f7a07665ad8,3,,,3749052,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolverhampton Wanderers,46,['691cd9cc-9e81-4ba1-83b9-87fc0617fab0'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,691cd9cc-9e81-4ba1-83b9-87fc0617fab0,4,,,3749052,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolverhampton Wanderers,46,['98964276-7c4e-4067-975a-2f7a07665ad8'],0,,,,,,,,,,,,,,,,,Wolverhampton Wanderers,46,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f03fc7a1-23a2-4d81-b970-dc61814408de,1580,,,3749052,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,108,Arsenal,1,['c26b1353-68f6-45ad-9ffc-d0f7adb00a60'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c26b1353-68f6-45ad-9ffc-d0f7adb00a60,1581,,,3749052,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,108,Arsenal,1,['f03fc7a1-23a2-4d81-b970-dc61814408de'],0,,,,,,,,,,,,,,,,,Wolverhampton Wanderers,46,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.657763,,,,,,,,,,,,,3870b202-0c05-4fe2-9729-e186bd4d1808,5,,"[61.0, 40.1]",3749052,0,,True,,,1.4570043,,Right Foot,,,,"[61.4, 43.6]",,Ground Pass,,3.522783,,,,,Dennis Bergkamp,15042.0,,,,,,Kick Off,1,From Kick Off,Thierry Henry,15516.0,Left Center Forward,2,Arsenal,1,['5d182627-e4c7-4c52-883d-e988e72c0b27'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.675,Pass,
,,,,,,,,,,,,,,,,,1.103638,,,,,,,,,,,,,3c3f74e4-0f36-411e-b1b7-5fc4403b0acf,7,,"[61.9, 44.0]",3749052,0,,,,,-2.93141,,Right Foot,,,,"[46.9, 40.8]",,Ground Pass,,15.337536,,,,,Eduardo César Daude Gaspar,26014.0,,,,,,,1,From Kick Off,Dennis Bergkamp,15042.0,Right Center Forward,2,Arsenal,1,['b90d6ff2-3e73-4692-89f6-54f3e548af85'],1,,,,,,,,,,,,,,,,,Arsenal,1,00:00:01.390,Pass,
,,,,,,,,,,,,,,,,,1.474627,,,,,,,,,,,,,75b0b3b4-1976-43d0-83a8-aabeae96aadd,10,,"[46.9, 39.1]",3749052,0,,,,,-1.7482414,,Left Foot,,,,"[41.0, 6.2]",,Ground Pass,,33.424843,,,,,Ashley Cole,12529.0,,,,,,,1,From Kick Off,Eduardo César Daude Gaspar,26014.0,Left Defensive Midfield,2,Arsenal,1,['f50cc223-c604-4e8f-9521-f168abc4330d'],3,,,,,,,,,,,,,,,,,Arsenal,1,00:00:03.381,Pass,
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2157e9ad-379a-4d91-8522-484231c8e9d6,13,,"[37.6, 2.9]",3749052,0,,,,,2.1481383,,Left Foot,,,,"[23.4, 24.7]",,Ground Pass,,26.016918,,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,,1,From Kick Off,Ashley Cole,12529.0,Left Back,2,Arsenal,1,['2595c190-3170-49f6-b1da-940497dbbd38'],8,,,,,,,,,,,,,,,,,Arsenal,1,00:00:08.177,Pass,
