ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.377443,,,,,,,,,,,,8f97193f-2010-4839-bb92-be83d0e3cf10,16,,"[101.0, 25.7]",3749642,0,,,,,-1.4536875,,Left Foot,,,"[103.0, 8.7]",,Ground Pass,,17.117243,,,,,Graham Stuart,40376.0,,,,,,,1,From Kick Off,Paolo Di Canio,40375.0,Left Center Forward,2,Charlton Athletic,75,['5b4a99ee-6cee-49db-80c6-129ecd3ef30e'],12,,,,,,,,,,,,,,,,,Charlton Athletic,75,00:00:12.257,Pass,
,,,,,,,,,,,,0.518055,,,,,,,,,,,,bfdd9279-8d30-490b-901e-a1ea358c6008,19,,"[102.9, 9.1]",3749642,0,,,,,1.0343609,,Right Foot,,,"[107.3, 16.5]",,Ground Pass,,8.609298,,,,,Paolo Di Canio,40375.0,,,,,,,1,From Kick Off,Graham Stuart,40376.0,Left Midfield,2,Charlton Athletic,75,['2ac781e3-e01b-406f-94cb-eeee1ba3ccac'],13,,,,,,,,,,,,,,,,,Charlton Athletic,75,00:00:13.674,Pass,
,,,,,,,,,,,,1.012108,,,,,,,,,,,,8ec1087b-d73b-4a1e-b157-ba03407611a3,23,,"[108.9, 11.3]",3749642,0,,,,,1.9874986,,Right Foot,,,"[103.5, 23.5]",,Low Pass,,13.341664,,,Incomplete,,Carlton Cole Okirie,40418.0,,,,,,,1,From Kick Off,Paolo Di Canio,40375.0,Left Center Forward,2,Charlton Athletic,75,"['22fc9170-d551-4148-9f03-811bc1b23489', '777b0fe3-b78e-4fc6-9aff-64a94f9e7f22', 'b7c154cf-922c-4aa5-93ad-dfa899c846fd']",15,,,,,,,,,,,,,,,,,Charlton Athletic,75,00:00:15.665,Pass,True
,,,,,,,,,,,,0.688158,,,,,,,,,,,,e8dda4ff-ce00-4056-b7b4-9b7302ef6ccd,28,,"[13.8, 66.0]",3749642,0,,,,,-0.5549957,,Left Foot,,,"[18.8, 62.9]",,Ground Pass,,5.8830266,,,,,Patrick Vieira,15515.0,,,,,,,1,Regular Play,Eduardo César Daude Gaspar,26014.0,Left Defensive Midfield,3,Arsenal,1,"['85003f32-e582-4e82-9124-a71ceeedc384', '9f914e96-9d52-4426-8f80-ef149a5b7ed3']",17,,,,,,,,,,,,,,,,,Arsenal,1,00:00:17.818,Pass,True
,,,,,,,,,,,,0.714109,,,,,,,,,,,,fac13206-2812-4776-a933-068d2dc3c82e,30,,"[18.7, 63.6]",3749642,0,,,,,2.0767467,,Right Foot,,,"[14.6, 71.0]",,Ground Pass,,8.459906,,,,,Eduardo César Daude Gaspar,26014.0,,,,,,,1,Regular Play,Patrick Vieira,15515.0,Right Defensive Midfield,3,Arsenal,1,['181e4670-a6ff-451e-9f8d-98336f758ae7'],18,,,,,,,,,,,,,,,,,Arsenal,1,00:00:18.507,Pass,
,,,,,,,,,,,,0.698303,,,,,,,,,,,,5d63428d-0f78-4267-8565-519bae9b34c4,33,,"[23.7, 69.1]",3749642,0,,,,,-0.31643146,,Right Foot,,,"[35.0, 65.4]",,Low Pass,,11.890332,,,,,Fredrik Ljungberg,15754.0,,,,,,,1,Regular Play,Eduardo César Daude Gaspar,26014.0,Left Defensive Midfield,3,Arsenal,1,['840c4320-c8b0-4e6d-9b8b-5e07feafe30d'],22,,,,,,,,,,,,,,,,,Arsenal,1,00:00:22.247,Pass,
,,,,,,,,,,,,1.519651,,,,,,,,,,,,84a9672a-d2d1-41b4-96fc-bdf8cfd670ef,40,,"[64.7, 22.2]",3749642,0,,,,,-2.9383,,Left Foot,,,"[41.9, 17.5]",,Ground Pass,,23.27939,,,,,Jonathan Fortune,40417.0,,,,,,Recovery,1,Regular Play,Mark Fish,40380.0,Right Center Back,4,Charlton Athletic,75,['9e3a312f-f974-4941-84f0-721ffb66863a'],25,,,,,,,,,,,,,,,,,Charlton Athletic,75,00:00:25.820,Pass,
,,,,,,,,,,,,0.954437,,,,,,,,,,,,e7c5ff43-e59b-48b5-81e0-b20c52bc8014,43,,"[42.6, 17.5]",3749642,0,,,,,-0.7309067,,Right Foot,,,"[51.3, 9.7]",,Ground Pass,,11.684606,,,,,Graham Stuart,40376.0,,,,,,,1,Regular Play,Jonathan Fortune,40417.0,Left Center Back,4,Charlton Athletic,75,['267b82a0-4be1-41cf-b809-e581340fec7f'],28,,,,,,,,,,,,,,,,,Charlton Athletic,75,00:00:28.230,Pass,
,,,,,,,,,,,,0.831266,,,,,,,,,,,,2d2bd793-e129-45a1-9f6c-8fdcf2d3099e,46,,"[50.9, 9.9]",3749642,0,,,,,1.3754584,,Right Foot,,,"[54.6, 28.6]",,Low Pass,,19.062529,,,,,Claus Jensen,20153.0,,,,,,,1,Regular Play,Graham Stuart,40376.0,Left Midfield,4,Charlton Athletic,75,['4a9c024b-452f-4e8a-ae86-dc9f27c0ccd8'],30,,,,,,,,,,,,,,,,,Charlton Athletic,75,00:00:30.712,Pass,
,,,,,,,,,,,,1.738431,,,,,,,,,,,,14788e81-48c0-4c89-866e-b4596f320509,48,,"[54.6, 28.6]",3749642,0,,,,,0.06965458,,Right Foot,,,"[71.8, 29.8]",,Ground Pass,,17.24181,,,,,Carlton Cole Okirie,40418.0,,,,,,,1,Regular Play,Claus Jensen,20153.0,Left Center Midfield,4,Charlton Athletic,75,['0ab6a735-9af6-45e6-bd14-b2bae347fe48'],31,,,,,,,,,,,,,,,,,Charlton Athletic,75,00:00:31.543,Pass,
,,,,,,,,,,,,1.220064,,,,,,,,,,,,d003b3b1-b4e8-4d59-ba34-8cae01603968,52,,"[72.1, 27.9]",3749642,0,,,,,2.6279867,,Right Foot,,,"[64.3, 32.3]",,Ground Pass,,8.955445,,,,,Claus Jensen,20153.0,,,,,,,1,Regular Play,Carlton Cole Okirie,40418.0,Right Center Forward,4,Charlton Athletic,75,['c41bf9e1-62c6-4612-ae22-599c9ee7881e'],33,,,,,,,,,,,,,,,,,Charlton Athletic,75,00:00:33.370,Pass,
,,,,,,,,,,,,2.460866,,,,,,,,,,,,e1d05d62-45a3-43e2-9803-d10b6f35fe6f,55,,"[66.5, 33.7]",3749642,0,,,,,-1.4374461,,Right Foot,,,"[70.9, 0.9]",,High Pass,,33.093807,,,Out,,Matt Holland,40379.0,,,,,,,1,Regular Play,Claus Jensen,20153.0,Left Center Midfield,4,Charlton Athletic,75,['75f7724b-e7fb-45c9-9cf5-9e76fea4b022'],34,,,,,,,,,,,,,,,,,Charlton Athletic,75,00:00:34.630,Pass,
,,,,,,,,,,,,1.21535,,,,,,,,,,,,5a56f41b-9d61-40db-8d4c-31b800180c1e,57,,"[49.2, 80.0]",3749642,0,,,,,-1.0718988,,,,,"[57.7, 64.4]",,High Pass,,17.765415,,,,,Dennis Bergkamp,15042.0,,,,,,Throw-in,1,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,5,Arsenal,1,['0e534c58-a7e3-4a05-a6fa-041e31a64a71'],42,,,,,,,,,,,,,,,,,Arsenal,1,00:00:42.168,Pass,
,,,,,,,,,,,,0.950888,,,,,,,,,,,,5b7f79f0-6f1d-4ca5-bb22-6e5642fcdbaf,59,,"[57.7, 64.4]",3749642,0,,,,,2.3561945,,Right Foot,,,"[48.7, 73.4]",,Low Pass,,12.727922,,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,,1,From Throw In,Dennis Bergkamp,15042.0,Right Center Forward,5,Arsenal,1,['07e6660c-e58e-46f5-a007-bc59dff086b3'],43,,,,,,,,,,,,,,,,,Arsenal,1,00:00:43.383,Pass,
,,,,,,,,,,,,2.258821,,,,,,,,,,,,5c6d16a2-4e3d-480c-8832-6cf8bec5f04c,63,,"[44.4, 72.4]",3749642,0,,,,,-2.2388499,,Right Foot,,,"[22.7, 44.9]",,Ground Pass,,35.03056,,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,,1,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,5,Arsenal,1,"['361e3c07-0741-42ce-8f05-a53d6c0ed36b', '52c2e544-49b4-4312-8df9-a954903cf95a']",45,,,,,,,,,,,,,,,,,Arsenal,1,00:00:45.689,Pass,True
,,,,,,,,,,,,1.282877,,,,,,,,,,,,7dc79c94-aa8b-4476-a4e9-6fd4a6bceb75,66,,"[26.4, 43.5]",3749642,0,,,,,-0.983883,,Left Foot,,,"[40.5, 22.3]",,Ground Pass,,25.460754,,,,,Eduardo César Daude Gaspar,26014.0,,,,,,,1,From Throw In,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Left Center Back,5,Arsenal,1,['96ffaca8-b634-4e25-ac99-1727c8e6080b'],49,,,,,,,,,,,,,,,,,Arsenal,1,00:00:49.302,Pass,
,,,,,,,,,,,,1.299979,,,,,,,,,,,,4c6b59ab-81f2-4007-bef7-dce7603648c3,69,,"[40.5, 22.3]",3749642,0,,,,,-0.13627388,,Left Foot,,,"[70.4, 18.2]",,Ground Pass,,30.179794,,,,,Thierry Henry,15516.0,,,,,,,1,From Throw In,Eduardo César Daude Gaspar,26014.0,Left Defensive Midfield,5,Arsenal,1,['1e0153e1-8e34-4176-a34b-68cfede931dd'],53,,,,,,,,,,,,,,,,,Arsenal,1,00:00:53.827,Pass,
,,,,,,,,,,,,1.140028,,,,,,,,,,,,c79489b8-2cea-48eb-bac5-b48dc59106bb,71,,"[70.4, 18.2]",3749642,0,,,,,-1.3493243,,Right Foot,,,"[73.8, 3.1]",,Ground Pass,,15.478049,,,,,Ashley Cole,12529.0,,,,,,,1,From Throw In,Thierry Henry,15516.0,Left Center Forward,5,Arsenal,1,['028a555d-13bc-4a18-8b67-6eec6bd19ce4'],55,,,,,,,,,,,,,,,,,Arsenal,1,00:00:55.127,Pass,
,,,,,,,,,,,,0.857875,,,,,,,,,,,,b7a8d379-91bb-47a1-aa34-b2269d78cb02,75,,"[74.0, 6.8]",3749642,0,,,,,2.7066257,,Left Foot,,,"[64.1, 11.4]",,Ground Pass,,10.916501,,,,,Thierry Henry,15516.0,,,,,,,1,From Throw In,Ashley Cole,12529.0,Left Back,5,Arsenal,1,"['688b85af-132e-4924-b76a-67788b3d328e', 'aa46cfc2-2d87-466e-a0f3-7a911808b119']",57,,,,,,,,,,,,,,,,,Arsenal,1,00:00:57.466,Pass,True
,,,,,,,,,,,,1.230903,,,,,,,,,,,,2b520774-0f4d-4332-8c92-9db765e0c214,79,,"[73.3, 9.2]",3749642,1,,,,,0.63274884,,Right Foot,,,"[82.3, 15.8]",,Ground Pass,,11.1606455,,,,,Ashley Cole,12529.0,,,,,,,1,From Throw In,Thierry Henry,15516.0,Left Center Forward,5,Arsenal,1,"['ab4fb992-5e3c-400c-a1f3-8f6b347fd3c3', 'b8e91a32-586f-4b58-b2a9-682d331ad6f8']",2,,,,,,,,,,,,,,,,,Arsenal,1,00:01:02.278,Pass,True
,,,,,,,,,,,,1.37304,,,,,,,,,,,,b903d941-fe9c-4a1b-99fa-e48d839ecf8e,82,,"[82.3, 15.8]",3749642,1,,,,,-1.9453944,,Left Foot,,,"[77.7, 4.1]",,Ground Pass,,12.571794,,,,,Robert Pirès,19312.0,,,,,,,1,From Throw In,Ashley Cole,12529.0,Left Back,5,Arsenal,1,['bffb2027-d5e3-49bd-b492-38237f1fdeb6'],3,,,,,,,,,,,,,,,,,Arsenal,1,00:01:03.537,Pass,
,,,,,,,,,,,,1.219857,,,,,,,,,,,,d74b3440-f363-4efd-8c8c-4d6f29ad02ce,85,,"[77.7, 4.8]",3749642,1,,,,,1.1519367,,Right Foot,,,"[84.2, 19.4]",,Ground Pass,,15.981552,,,,,Dennis Bergkamp,15042.0,,,,,,,1,From Throw In,Robert Pirès,19312.0,Left Midfield,5,Arsenal,1,['dd5a53cc-f4e7-4438-8b6d-891d4571881d'],5,,,,,,,,,,,,,,,,,Arsenal,1,00:01:05.742,Pass,
,,,,,,,,,,,,0.848574,,,,,,,,,,,,f7f7504f-d2dc-4f73-ba21-f8443a514787,89,,"[91.8, 27.9]",3749642,1,,,,,0.0,,Right Foot,,,"[91.8, 27.9]",,Low Pass,,0.0,,,,,Patrick Vieira,15515.0,,,,,,,1,From Throw In,Dennis Bergkamp,15042.0,Right Center Forward,5,Arsenal,1,"['02d59055-c9e4-4a13-8aec-23d4fd5e691b', '69d6f55a-3eb8-4963-8486-76cc33981d1f']",7,,,,,,,,,,,,,,,,,Arsenal,1,00:01:07.648,Pass,True
,,,,,,,,,,,,1.215047,,,,,,,,,,,,fa12921c-7c77-4d84-b253-ea62c444951b,91,,"[91.8, 27.9]",3749642,1,,,,,-3.1077073,,Left Foot,,,"[85.9, 27.7]",,Low Pass,,5.903389,,,,,Dennis Bergkamp,15042.0,,,,,,,1,From Throw In,Patrick Vieira,15515.0,Right Defensive Midfield,5,Arsenal,1,['70f38abd-0743-47e8-928c-dcf840984af4'],8,,,,,,,,,,,,,,,,,Arsenal,1,00:01:08.497,Pass,
,,,,,,,,,,,,1.122059,,,,,,,,,,,,42ff10f0-5dcc-4753-8d5d-d58cb9d96fb6,95,,"[86.4, 30.6]",3749642,1,,,,,-1.7415315,,Right Foot,,,"[85.4, 24.8]",,Ground Pass,,5.885576,,,,,Patrick Vieira,15515.0,,,,,,,1,From Throw In,Dennis Bergkamp,15042.0,Right Center Forward,5,Arsenal,1,"['4363667e-6a1d-4f55-b542-d5cdd2c93c0e', '8bbd0287-e909-45f9-b6fe-02424a63ecf7']",10,,,,,,,,,,,,,,,,,Arsenal,1,00:01:10.261,Pass,True
,,,,,,,,,,,,1.646247,,,,,,,,,,,,2095338e-91a3-4ce9-9841-db86493298fc,98,,"[85.4, 24.8]",3749642,1,,,,,2.4952905,,Right Foot,,,"[62.6, 42.0]",,Ground Pass,,28.560112,,,,,Kolo Habib Touré,38412.0,,,,,,,1,From Throw In,Patrick Vieira,15515.0,Right Defensive Midfield,5,Arsenal,1,['93a90163-2584-4805-a0af-364f230563e8'],11,,,,,,,,,,,,,,,,,Arsenal,1,00:01:11.467,Pass,
,,,,,,,,,,,,1.875412,,,,,,,,,,,,15588f77-dd5a-4910-8c47-d9d14f822d01,101,,"[62.6, 42.0]",3749642,1,,,,,-1.8466022,,Right Foot,,,"[55.1, 15.5]",,Ground Pass,,27.540878,,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,,1,From Throw In,Kolo Habib Touré,38412.0,Right Center Back,5,Arsenal,1,['b739706f-b853-49f8-aca2-2494fb9417ed'],15,,,,,,,,,,,,,,,,,Arsenal,1,00:01:15.916,Pass,
,,,,,,,,,,,,1.380987,,,,,,,,,,,,7b3e59aa-cac2-4214-a283-eb8123994fc6,104,,"[55.1, 15.5]",3749642,1,,,,,-0.9881797,,Left Foot,,,"[63.6, 2.6]",,Ground Pass,,15.448625,,,,,Ashley Cole,12529.0,,,,,,,1,From Throw In,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Left Center Back,5,Arsenal,1,['2137a641-ccf1-476c-9901-47bc02e5f5e0'],18,,,,,,,,,,,,,,,,,Arsenal,1,00:01:18.136,Pass,
,,,,,,,,,,,,1.049262,,,,,,,,,,,,a9eb1901-359c-4358-82d3-55123c6f2d17,107,,"[63.6, 2.6]",3749642,1,,,,,1.5906613,,Left Foot,,,"[63.3, 17.7]",,Ground Pass,,15.10298,,,,,Eduardo César Daude Gaspar,26014.0,,,,,,,1,From Throw In,Ashley Cole,12529.0,Left Back,5,Arsenal,1,['95134710-593d-46ba-822f-5c356daa687c'],20,,,,,,,,,,,,,,,,,Arsenal,1,00:01:20.301,Pass,
,,,,,,,,,,,,1.430024,,,,,,,,,,,,eb991a1d-d5f0-437e-8534-1ddcaf2ed88a,110,,"[64.3, 7.0]",3749642,1,,,,,-0.20632389,,Left Foot,,,"[77.2, 4.3]",,Ground Pass,,13.179529,,,,,Robert Pirès,19312.0,,,,,,,1,From Throw In,Eduardo César Daude Gaspar,26014.0,Left Defensive Midfield,5,Arsenal,1,['9c7947e6-a65d-4d91-8256-4e3c80a771d6'],22,,,,,,,,,,,,,,,,,Arsenal,1,00:01:22.276,Pass,
,,,,,,,,,,,,2.041951,,,,,,,,,,,,7adfdc92-2eb5-4f5f-9d88-9ca884e96218,114,,"[77.2, 31.8]",3749642,1,,,,,0.9749758,,Right Foot,,,"[99.1, 64.1]",,High Pass,,39.024353,,,,,Fredrik Ljungberg,15754.0,,,,,,,1,From Throw In,Robert Pirès,19312.0,Left Midfield,5,Arsenal,1,['ff9b2f66-fa79-461a-b3a9-11be4cb09cf1'],27,,,,,,,,,,,,,,,,,Arsenal,1,00:01:27.029,Pass,
,,,,,,,,,,,,1.44209,,,,,,,,,,,,eb400e15-6439-415d-a454-4e4d31495885,117,,"[96.4, 53.9]",3749642,1,,,,,-0.59006023,,Left Foot,,,"[107.6, 46.4]",,Ground Pass,,13.479243,,,,,Thierry Henry,15516.0,,,,,,,1,From Throw In,Fredrik Ljungberg,15754.0,Right Midfield,5,Arsenal,1,['79bd6544-a020-470d-9740-c5cb7791e141'],32,,,,,,,,,,,,,,,,,Arsenal,1,00:01:32.677,Pass,
,,,,,,,,,,,,0.883426,,,,,,,,,,,,27b42910-a82c-4d02-b853-0afc32419a80,120,,"[107.6, 46.4]",3749642,1,,,,,0.98914284,,Right Foot,,,"[112.4, 53.7]",,Ground Pass,,8.736704,,,,,Fredrik Ljungberg,15754.0,,,,,,,1,From Throw In,Thierry Henry,15516.0,Left Center Forward,5,Arsenal,1,['d59c58dc-c000-47df-8909-5620bf715c74'],34,,,,,,,,,,,,,,,,,Arsenal,1,00:01:34.464,Pass,
