50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7b7c29be-25a9-452b-8c28-cd51080003c1,1,,,3749296,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40222, 'name': 'Laureano Bisan-Etame Mayer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 15637, 'name': ""Sulzeer Jeremiah ''Sol' Campbell""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 12529, 'name': 'Ashley Cole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 24972, 'name': 'Ray Parlour'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 15515, 'name': 'Patrick Vieira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 26014, 'name': 'Eduardo César Daude Gaspar'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 19312, 'name': 'Robert Pirès'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 15042, 'name': 'Dennis Bergkamp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e58f4c39-c023-4b4c-8232-8ed49301dc5f,2,,,3749296,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 38403, 'name': 'Shaka Hislop'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40336, 'name': 'Sébastien Schemmel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 40339, 'name': 'Arjan de Zeeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 40340, 'name': 'Dejan Stefanovic'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 20402, 'name': 'Boris Živković'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 40343, 'name': 'Amdy Moustapha Faye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 40338, 'name': 'Nigel Quashie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 15505, 'name': 'Steve Stone'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 15259, 'name': 'Patrik Berger'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 13}, {'player': {'id': 15410, 'name': 'Teddy Sheringham'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 40337, 'name': 'Yakubu Aiyegbeni'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Portsmouth,105,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a8ea1463-6717-42ad-86af-6f1ac009b503,3,,,3749296,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['292b6a5c-4385-4a07-856e-26abe6cb3b1d'],0,,,,,,,,,,,,,,,,,Portsmouth,105,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,292b6a5c-4385-4a07-856e-26abe6cb3b1d,4,,,3749296,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['a8ea1463-6717-42ad-86af-6f1ac009b503'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,633552ff-ddc1-41bd-99f2-e6aa93137b13,1582,,,3749296,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,114,Portsmouth,105,['8da2d3ad-b273-482f-8c66-a07e4244e30a'],0,,,,,,,,,,,,,,,,,Portsmouth,105,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8da2d3ad-b273-482f-8c66-a07e4244e30a,1583,,,3749296,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,114,Portsmouth,105,['633552ff-ddc1-41bd-99f2-e6aa93137b13'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.617632,,,,,,,,,,,,,,,ac703869-b856-42c4-8615-85dd6b614568,5,,"[60.0, 40.0]",3749296,0,,,,,0.4636476,,Right Foot,,,"[60.2, 40.1]",,Ground Pass,,0.2236068,,,,Dennis Bergkamp,15042.0,,,,,Kick Off,1,From Kick Off,Thierry Henry,15516.0,Left Center Forward,2,Arsenal,1,['d0f688c1-64b3-4a40-9c51-4a18701b8759'],2,,,,,,,,,,,,,,,,,Arsenal,1,00:00:02.416,Pass,
,,,,,,,,,,,,,,,,,,1.670756,,,,,,,,,,,,,,,5021c9ad-8c3a-40d6-9e66-f89992dd21af,7,,"[59.6, 38.8]",3749296,0,,,,,3.0540974,,Right Foot,,,"[42.5, 40.3]",,Ground Pass,,17.165663,,,,Eduardo César Daude Gaspar,26014.0,,,,,,1,From Kick Off,Dennis Bergkamp,15042.0,Right Center Forward,2,Arsenal,1,['89d215a2-33b0-4d1e-9b65-0b9e1c937c1e'],3,,,,,,,,,,,,,,,,,Arsenal,1,00:00:03.034,Pass,
,,,,,,,,,,,,,,,,,,1.590082,,,,,,,,,,,,,,,51e64d15-461a-4c23-9a7f-0a87c3ce66d6,11,,"[41.3, 37.6]",3749296,0,,,,,-1.6506263,,Left Foot,,,"[39.7, 17.6]",,Ground Pass,,20.063898,,,,Ashley Cole,12529.0,,,,,,1,From Kick Off,Eduardo César Daude Gaspar,26014.0,Left Center Midfield,2,Arsenal,1,"['b1c23d07-b780-4f2d-ac3f-5d4baa9874b6', 'f2605077-7900-4c4c-ba81-434380245ed2']",5,,,,,,,,,,,,,,,,,Arsenal,1,00:00:05.274,Pass,True
,,,,,,,,,,,,,,,,,,1.362402,,,,,,,,,,,,,,,5400d5e0-65ae-46c9-abf6-dcf895927c41,14,,"[39.2, 6.7]",3749296,0,,,,,2.177784,,Left Foot,,,"[29.2, 21.1]",,Ground Pass,,17.531685,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,1,From Kick Off,Ashley Cole,12529.0,Left Back,2,Arsenal,1,['5a233f97-5749-4307-8e07-583113a8a212'],9,,,,,,,,,,,,,,,,,Arsenal,1,00:00:09.342,Pass,
