ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.628329,,,,,,,,,,,,,,,433cdaa2-b3af-4920-90f6-577fff9add34,17,,"[56.6, 67.6]",3749493,0,,,,2.505904,,Left Foot,,,,"[46.3, 75.2]",,Ground Pass,,12.80039,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,,1,From Kick Off,Gilberto Aparecido da Silva,40221.0,Left Defensive Midfield,2,Arsenal,1,['8d595800-5d22-4400-853b-83bc1d6857e0'],8,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:08.807,Pass,
,,,,,,,,,,,,,,,,1.800254,,,,,,,,,,,,,,,57d5a2a8-d14b-4bfd-861c-e38022e27a9c,20,,"[46.3, 75.2]",3749493,0,,,,-2.3561945,,Right Foot,,,,"[32.4, 61.3]",,Ground Pass,,19.657568,,,,Kolo Habib Touré,38412.0,,,,,,,1,From Kick Off,Laureano Bisan-Etame Mayer,40222.0,Right Back,2,Arsenal,1,['30c4ce64-d0ba-4455-a5f4-1080473fe7e5'],10,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:10.892,Pass,
,,,,,,,,,,,,,,,,2.106311,,,,,,,,,,,,,,,8a9df63d-c423-4921-a87a-95f4cfa96e5a,24,,"[31.8, 61.9]",3749493,0,,,,-2.3702123,,Right Foot,,,,"[10.1, 40.8]",,Ground Pass,,30.267143,,,,Jens Lehmann,20015.0,,,,,,,1,From Kick Off,Kolo Habib Touré,38412.0,Right Center Back,2,Arsenal,1,"['a7c5ba57-1877-4651-b2dc-ad08a30f3700', 'd8e12ae8-9745-4aad-8c23-fd8b622ddf9e']",13,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:13.504,Pass,True
,,,,,,,,,,,,,,,,2.539613,,,,,,,,,,,,,,,550da6df-7f24-40ad-8637-e2d96cd290e9,27,,"[11.5, 33.6]",3749493,0,,,,-0.06241881,,Left Foot,,,,"[62.7, 30.4]",,High Pass,,51.299904,,,,Patrick Vieira,15515.0,,,,,,,1,From Kick Off,Jens Lehmann,20015.0,Goalkeeper,2,Arsenal,1,['99657eda-c95f-4a21-a350-97a81625ae1c'],17,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:17.817,Pass,
,,,,,,,,,,,,,,,,2.00356,,,,,,,,,,,,,,,5f441d4a-27cd-4a32-8a2c-7a4ff913d59f,29,,"[62.7, 30.4]",3749493,0,,,True,-0.06386651,,,,,,"[79.9, 29.3]",,High Pass,,17.235138,,Incomplete,,Thierry Henry,15516.0,,,,,,,1,From Kick Off,Patrick Vieira,15515.0,Right Defensive Midfield,2,Arsenal,1,"['2ec1ce21-9c0e-4dcc-a380-ce8fe59b5361', '5d4ee1fe-699d-4c99-9473-9402e81980fa', '77af5ae6-7e74-43bd-8f22-a0ec54645d0f']",20,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:20.357,Pass,True
,,,,,,,,,,,,,,,,1.550999,,,,,,,,,,,,,,,77af5ae6-7e74-43bd-8f22-a0ec54645d0f,32,,"[40.2, 50.8]",3749493,0,,,,1.2534317,,Head,,,,"[49.2, 78.2]",,High Pass,,28.84025,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Alan Stubbs,40285.0,Left Center Back,2,Arsenal,1,"['5f441d4a-27cd-4a32-8a2c-7a4ff913d59f', '7ee580d3-cb1a-40f6-9a9e-66a67b8e950b']",22,,,,,,,,,,,,,,,,,,Everton,29,00:00:22.360,Pass,
,,,,,,,,,,,,,,,,3.348564,,,,,,,,,,,,,,,04c95182-dccd-41b0-8d82-c2941625127a,35,,"[76.8, 1.9]",3749493,0,,,,0.070868775,,Right Foot,,,,"[109.2, 4.2]",,Ground Pass,,32.481533,,,,Sylvain Wiltord,15512.0,,,,,,,1,From Kick Off,Robert Pirès,19312.0,Left Midfield,2,Arsenal,1,['83fe228c-fdb5-4720-9c9a-5403a6c1031f'],25,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:25.152,Pass,
,,,,,,,,,,,,,,,,2.644297,,,,,,,,,,,,,,,35fecdb1-cbb1-448f-88e0-0173e80b1d80,39,,"[103.5, 6.0]",3749493,0,,,,1.4874866,,Right Foot,True,,,"[107.6, 55.1]",,High Pass,,49.270885,,Incomplete,,Fredrik Ljungberg,15754.0,,,True,,,,1,From Kick Off,Sylvain Wiltord,15512.0,Right Center Forward,2,Arsenal,1,"['2a2bc9cf-6e2c-4f2e-a701-45a5afcf7300', 'a03e93de-a37a-4427-9d26-2f68adc465ee', 'e548130c-32e4-4674-82f2-6984aa5a04ab']",31,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:31.471,Pass,True
,,,,,,,,,,,,,,,,1.841077,,,,,,,,,,,,,,,d55bee49-fb8a-4820-b9f0-28062e8f84c5,44,,"[77.0, 57.6]",3749493,0,,,True,-0.29592603,,,,,,"[85.2, 55.1]",,Low Pass,,8.572631,,Incomplete,,Fredrik Ljungberg,15754.0,,,,,,Recovery,1,From Kick Off,Laureano Bisan-Etame Mayer,40222.0,Right Back,2,Arsenal,1,"['48415fcd-6f37-4698-a4dc-c9eeb2438646', 'ae72f04a-3ffe-497e-8717-45eb02490655', 'bebb797e-eb41-41e4-bf9a-174ffc676d5b']",38,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:38.992,Pass,True
,,,,,,,,,,,,,,,,4.495492,,,,,,,,,,,,,,,627bf07d-4fc7-4e0f-a683-f2265adf7074,50,,"[38.1, 24.4]",3749493,0,,,,-0.35580552,,Right Foot,,,,"[97.3, 2.4]",,Ground Pass,,63.15568,,Incomplete,,Nick Chadwick,40283.0,,,,,,,1,From Kick Off,Thomas Gravesen,15513.0,Left Center Midfield,2,Arsenal,1,"['1c4a4064-7291-4e73-bd18-fa379fb73613', '21717c4f-d20f-49d5-89de-36e9376aea0a']",42,,,,,,,,,,,,,,,,,,Everton,29,00:00:42.815,Pass,
,,,,,,,,,,,,,,,,0.109956,,,,,,,,,,,,,,,01f13722-d920-4aab-b577-83474c575e1c,54,,"[20.5, 78.3]",3749493,0,,,,-0.15865526,,Right Foot,,,,"[23.0, 77.9]",,Ground Pass,,2.531798,,Incomplete,,,,,,,,,,1,From Kick Off,Kolo Habib Touré,38412.0,Right Center Back,2,Arsenal,1,['9017e178-8b4c-4951-a4a3-60396b9ecbde'],48,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:48.980,Pass,
,,,,,,,,,,,,,,,,2.097575,,,,,,,,,,,,,,,da76dbce-c3fb-446b-9028-5d8c64a80ae8,56,,"[21.8, 80.0]",3749493,1,True,,,-2.5805676,,,,,,"[7.0, 70.7]",,Low Pass,,17.479416,,,,Kolo Habib Touré,38412.0,,,,,,Throw-in,1,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,3,Arsenal,1,['113a27a0-9552-4470-827a-bfc1a74c7fe7'],1,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:01.568,Pass,
,,,,,,,,,,,,,,,,1.745695,,,,,,,,,,,,,,,a96ad24b-febf-47a5-8c45-3cabf97b5dfb,60,,"[6.6, 69.5]",3749493,1,,,,-1.8908017,,Right Foot,,,,"[0.9, 52.3]",,Ground Pass,,18.119879,,,,Jens Lehmann,20015.0,,,,,,,1,From Throw In,Kolo Habib Touré,38412.0,Right Center Back,3,Arsenal,1,['b8a90ec8-79bb-41b8-85b0-a8a5699eaecc'],4,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:04.336,Pass,
,,,,,,,,,,,,,,,,3.106476,,,,,,,,,,,,,,,43beade5-78fc-4fca-860f-bff1baa6e484,63,,"[0.9, 52.3]",3749493,1,,,,0.24702366,,Right Foot,,,,"[58.4, 66.8]",,High Pass,,59.300083,,Incomplete,,,,,,,,,,1,From Throw In,Jens Lehmann,20015.0,Goalkeeper,3,Arsenal,1,['f5abf93c-d966-493a-b379-9801caf57b6a'],6,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:06.135,Pass,
,,,,,,,,,,,,,,,,1.55627,,,,,,,,,,,,,,,f5abf93c-d966-493a-b379-9801caf57b6a,64,,"[61.7, 13.3]",3749493,1,,,,0.19986774,,Head,,,,"[92.8, 19.6]",,High Pass,,31.731688,,,,Nick Chadwick,40283.0,,,,,,Recovery,1,From Throw In,Alan Stubbs,40285.0,Left Center Back,3,Arsenal,1,"['33bd6cb5-9e3a-4be6-8361-9ac84d1df818', '43beade5-78fc-4fca-860f-bff1baa6e484']",9,,,,,,,,,,,,,,,,,,Everton,29,00:01:09.241,Pass,
,,,,,,,,,,,,,,,,1.219659,,,,,,,,,,,,,,,7eebd9fd-f91c-48c4-9494-49732ee77f0b,67,,"[92.8, 19.6]",3749493,1,,,,2.825977,,Left Foot,,,,"[78.1, 24.4]",,Low Pass,,15.463829,,Incomplete,,,,,,,,,,1,From Throw In,Nick Chadwick,40283.0,Left Center Forward,3,Arsenal,1,['33d0e944-a46d-408f-9c81-f87ae92b6ad3'],10,,,,,,,,,,,,,,,,,,Everton,29,00:01:10.877,Pass,
,,,,,,,,,,,,,,,,1.835876,,,,,,,,,,,,,,,4ac7ca42-213f-4309-835e-2e56a2fe9acd,70,,"[39.4, 55.3]",3749493,1,,,,-1.6045673,,Right Foot,,,,"[37.9, 10.9]",,Ground Pass,,44.42533,,,,Ashley Cole,12529.0,,,True,,,,1,From Throw In,Gilberto Aparecido da Silva,40221.0,Left Defensive Midfield,3,Arsenal,1,['dd803b79-094a-4deb-b2d2-9a7bb0d1ebd8'],13,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:13.877,Pass,
,,,,,,,,,,,,,,,,1.239974,,,,,,,,,,,,,,,3096e21c-0b12-4cdb-9c9f-c3181b55990c,72,,"[37.9, 9.5]",3749493,1,,,,-0.43662715,,Left Foot,,,,"[48.4, 4.6]",,Ground Pass,,11.587062,,,,Robert Pirès,19312.0,,,,,,,1,From Throw In,Ashley Cole,12529.0,Left Back,3,Arsenal,1,['84bab67d-0eab-4b43-9576-f9a7deb7e93f'],15,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:15.713,Pass,
,,,,,,,,,,,,,,,,1.180916,,,,,,,,,,,,,,,50a739c7-805f-4a8f-b0f6-c9bdad25de61,77,,"[34.7, 8.2]",3749493,1,,,,0.92898154,,Right Foot,,,,"[41.8, 17.7]",,Ground Pass,,11.860017,,,,Gilberto Aparecido da Silva,40221.0,,,,,,,1,From Throw In,Robert Pirès,19312.0,Left Midfield,3,Arsenal,1,"['39ac6a12-3adb-4c76-8adb-674e28d975b1', 'a103baa6-cdc2-4970-a521-a0e0024f2544']",19,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:19.021,Pass,True
,,,,,,,,,,,,,,,,3.308502,,,,,,,,,,,,,,,c8dc1855-c1ce-4333-8a15-0c35a748fcc5,81,,"[47.8, 30.4]",3749493,1,,,,0.5569015,,Right Foot,,,,"[95.5, 60.1]",,High Pass,,56.190567,,Incomplete,,,,,,,,,,1,From Throw In,Gilberto Aparecido da Silva,40221.0,Left Defensive Midfield,3,Arsenal,1,"['2244a04e-8749-484a-ba1b-09bf691ea39c', '540508ca-8b0b-4664-b8fd-2ed837e22dde']",22,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:22.644,Pass,True
,,,,,,,,,,,,,,,,1.688276,,,,,,,,,,,,,,,2244a04e-8749-484a-ba1b-09bf691ea39c,82,,"[24.6, 20.0]",3749493,1,,,,-0.39656496,,Head,,,,"[40.6, 13.3]",,Low Pass,,17.346182,,Incomplete,,,,,,,,,Recovery,1,From Throw In,David Unsworth,40281.0,Left Back,3,Arsenal,1,"['c8dc1855-c1ce-4333-8a15-0c35a748fcc5', 'dc7ead6f-66b8-4681-be57-50203f5cf640']",25,,,,,,,,,,,,,,,,,,Everton,29,00:01:25.953,Pass,
,,,,,,,,,,,,,,,,0.869641,,,,,,,,,,,,,,,65ab9ce2-2461-4e01-aacd-a39e51fb2867,87,,"[95.1, 60.0]",3749493,1,,,,-1.3134726,,Left Foot,,,,"[98.1, 48.6]",,Ground Pass,,11.78813,,,,Sylvain Wiltord,15512.0,,,,,,,1,From Throw In,Fredrik Ljungberg,15754.0,Right Midfield,3,Arsenal,1,"['aa5c1ecf-a023-4f65-8c2b-b1ab26a15028', 'c9cea1d6-7375-4914-99a9-7d0d721908c9']",32,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:32.417,Pass,True
,,,,,,,,,,,,,,,,0.608324,,,,,,,,,,,,,,,4c661f08-7b00-4283-9a62-eca8b95830bc,89,,"[98.1, 48.6]",3749493,1,,,,0.6833913,,Right Foot,,,,"[105.1, 54.3]",,Ground Pass,,9.027182,,,,Fredrik Ljungberg,15754.0,,,,,,,1,From Throw In,Sylvain Wiltord,15512.0,Right Center Forward,3,Arsenal,1,['54894438-de15-452b-a2f4-4e2227a389c3'],33,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:33.287,Pass,
,,,,,,,,,,,,,,,,1.811119,,,,,,,,,,,,,,,757830bd-d6b5-4e60-91c6-0a198841615f,95,,"[7.0, 36.1]",3749493,2,,,,0.011400158,,Right Foot,,,,"[68.4, 36.8]",,High Pass,,61.40399,,,,Mark Pembridge,40289.0,,,,,,Goal Kick,1,From Goal Kick,Richard Wright,40280.0,Goalkeeper,4,Everton,29,['fda902f2-b8d2-4da4-af6b-61d3d1f7c5df'],7,,,,,,,,,,,,,,,,,,Everton,29,00:02:07.628,Pass,
,,,,,,,,,,,,,,,,3.156359,,,,,,,,,,,,,,,d5275712-03c8-48f3-a8b0-8688de6db1d9,98,,"[68.4, 36.8]",3749493,2,,,True,1.0137117,,,,,,"[86.9, 66.5]",,High Pass,,34.99057,,Incomplete,,Tomasz Radziński,40286.0,,,,,,,1,From Goal Kick,Mark Pembridge,40289.0,Left Midfield,4,Everton,29,"['0907af84-8198-47ea-bda7-bb10e925b437', 'b935da48-caf6-4aac-bfb1-d6ab3bb3f2a9', 'cd9a77d9-8406-429a-825c-e67991ff0689']",9,,,,,,,,,,,,,,,,,,Everton,29,00:02:09.483,Pass,True
,,,,,,,,,,,,,,,,1.202183,,,,,,,,,,,,,,,0907af84-8198-47ea-bda7-bb10e925b437,100,,"[33.2, 13.6]",3749493,2,,,,-0.44237423,,Left Foot,,,,"[48.4, 6.4]",,Low Pass,,16.819036,,,,Robert Pirès,19312.0,,,,,,Recovery,1,Regular Play,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Left Center Back,5,Arsenal,1,"['6212055f-f5e3-49fb-8cc5-6bb3b53acc2f', 'd5275712-03c8-48f3-a8b0-8688de6db1d9']",12,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:12.640,Pass,
,,,,,,,,,,,,,,,,1.200465,,,,,,,,,,,,,,,51aee704-c2a1-4653-98bf-ac7086b17e5a,104,,"[42.2, 4.2]",3749493,2,,,,3.0816646,,Right Foot,,,,"[32.2, 4.8]",,Low Pass,,10.017983,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,,1,Regular Play,Robert Pirès,19312.0,Left Midfield,5,Arsenal,1,"['51149588-1734-406b-a84f-e2da5d6837f6', 'dcc2591d-ad68-4be5-83f7-c29fe2d20409']",14,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:14.563,Pass,True
,,,,,,,,,,,,,,,,0.480077,,,,,,,,,,,,,,,c0cffaad-b6ff-4a57-af6b-ed8b652a82e1,108,,"[33.0, 5.0]",3749493,2,,,,-0.4048918,,Left Foot,,,,"[34.4, 4.4]",,Low Pass,,1.5231546,,Incomplete,,,,,,,,,,1,Regular Play,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Left Center Back,5,Arsenal,1,"['29aad0d3-f182-40a6-8d42-1d65883f1faf', 'f1524633-4aac-4ca2-8d04-fd6def1124b2']",15,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:15.803,Pass,True
,,,,,,,,,,,,,,,,2.030049,,,,,,,,,,,,,,,4302f267-5452-48c2-9c10-90bbc12e60ef,110,,"[34.7, 0.1]",3749493,2,,,,2.5119474,,,,,,"[20.7, 10.3]",,Low Pass,,17.321663,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,Throw-in,1,From Throw In,Ashley Cole,12529.0,Left Back,6,Arsenal,1,['e6fee3ba-d944-4717-8f9e-7dd70ea4aa84'],31,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:31.171,Pass,
,,,,,,,,,,,,,,,,2.714436,,,,,,,,,,,,,,,4d8a7574-f12d-4433-a39b-a11323b9066b,114,,"[20.7, 13.0]",3749493,2,,,,2.1962814,,Right Foot,,,,"[6.4, 32.8]",,Ground Pass,,24.423964,,,,Jens Lehmann,20015.0,,,,,,,1,From Throw In,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Left Center Back,6,Arsenal,1,"['7b3f0f13-70e5-4e24-b352-7bb8b1ddccda', 'cbb76794-4979-4459-8beb-52c05c956611']",34,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:34.315,Pass,True
,,,,,,,,,,,,,,,,2.150373,,,,,,,,,,,,,,,4941b8ea-fb5a-4d96-8772-333418c415aa,117,,"[7.4, 38.6]",3749493,2,,,,0.9839842,,Right Foot,,,,"[20.3, 58.0]",,Ground Pass,,23.297424,,,,Kolo Habib Touré,38412.0,,,,,,,1,From Throw In,Jens Lehmann,20015.0,Goalkeeper,6,Arsenal,1,['ae2cf727-9d3b-4a6d-b519-a3fbb9825dc6'],39,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:39.741,Pass,
