50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3e8f75bc-1699-458c-950d-544804bfbf8c,1,,,,3749108,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40222, 'name': 'Laureano Bisan-Etame Mayer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 15637, 'name': ""Sulzeer Jeremiah ''Sol' Campbell""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 12529, 'name': 'Ashley Cole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 40221, 'name': 'Gilberto Aparecido da Silva'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 15515, 'name': 'Patrick Vieira'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 15754, 'name': 'Fredrik Ljungberg'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 19312, 'name': 'Robert Pirès'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 15512, 'name': 'Sylvain Wiltord'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,67f87bcf-080c-4555-9b14-7bc3938578fa,2,,,,3749108,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 20145, 'name': 'Thomas Løvendahl Sørensen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40361, 'name': 'Mark Anthony Delaney'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 15761, 'name': 'Olof Mellberg'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 24763, 'name': 'Ronny Johnsen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 40359, 'name': 'Jlloyd Tafari Samuel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 364784, 'name': 'Mark Kinsella'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 40360, 'name': 'Ulises Hernán de la Cruz Bernardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 40363, 'name': 'Lee Hendrie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4394, 'name': 'Peter Whittingham'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 40362, 'name': 'Juan Pablo Ángel Arango'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0865105b-ef9e-4671-9818-53517d73a507,3,,,,3749108,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['d25e6c84-0c4a-4a6e-9df7-cee2d4231b9b'],0,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d25e6c84-0c4a-4a6e-9df7-cee2d4231b9b,4,,,,3749108,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['0865105b-ef9e-4671-9818-53517d73a507'],0,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,65c2f3d9-328b-46a0-8c10-9c863d8ea610,1808,,,,3749108,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,Arsenal,1,['61872080-ba50-4217-92f8-f18f64eb34a3'],0,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,61872080-ba50-4217-92f8-f18f64eb34a3,1809,,,,3749108,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,Arsenal,1,['65c2f3d9-328b-46a0-8c10-9c863d8ea610'],0,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.587762,,,,,,,,,,,,,,d981bbe2-e768-48ec-8daf-14ec3216f5d4,5,,,"[61.0, 40.1]",3749108,0,,,,,2.0736396,,Right Foot,,,"[59.9, 42.1]",Ground Pass,,2.2825425,,,,,Ulises Hernán de la Cruz Bernardo,40360.0,,,,,Kick Off,1,From Kick Off,Juan Pablo Ángel Arango,40362.0,Center Forward,2,Aston Villa,59,['8df09788-f3b1-41c9-bf54-5f31bbb7f356'],0,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.560,Pass,
,,,,,,,,,,,,,,,,,,1.056358,,,,,,,,,,,,,,91848a1b-f479-4bec-a72c-e10797dc84d2,8,,,"[59.8, 41.7]",3749108,0,,,,,-2.7437184,,Right Foot,,,"[46.0, 35.9]",Ground Pass,,14.969302,,,,,Mark Kinsella,364784.0,,,,,,1,From Kick Off,Ulises Hernán de la Cruz Bernardo,40360.0,Right Midfield,2,Aston Villa,59,['4dcbda21-a57d-4a01-980c-93737fba3285'],1,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:01.220,Pass,
,,,,,,,,,,,,,,,,,,1.60305,,,,,,,,,,,,,,f0b650e3-3778-451a-b8b0-874d115155ae,11,,,"[45.6, 35.9]",3749108,0,,,,,-1.8973777,,Left Foot,,,"[37.2, 11.1]",Ground Pass,,26.183964,,,,,Jlloyd Tafari Samuel,40359.0,,,,,,1,From Kick Off,Mark Kinsella,364784.0,Center Defensive Midfield,2,Aston Villa,59,['133d8bfa-967d-4e59-99bb-19d89e199d21'],3,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:03.016,Pass,
,,,,,,,,,,,,,,,,,,4.052478,,,,,,,,,,,,,,cc4aa887-57fd-4f4b-88d0-ca6b0aa65092,14,,,"[38.9, 6.9]",3749108,0,,,,,0.23092887,,Left Foot,,,"[107.8, 23.1]",High Pass,,70.77888,,,Incomplete,,Juan Pablo Ángel Arango,40362.0,,,,,,1,From Kick Off,Jlloyd Tafari Samuel,40359.0,Left Back,2,Aston Villa,59,"['017dfd96-6543-46a4-abe7-485404d9d0c2', '7a0bbbc3-a100-4c16-93ab-d828650ed7b1']",6,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:06.750,Pass,
