ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.929849,,,,,,,,,,,,,,,dfab4c23-01f7-4d3f-81e6-4c1c23205e9c,16,,"[27.7, 28.9]",3749257,0,,,,,2.7178352,,Left Foot,,,"[9.3, 37.2]",,Ground Pass,,20.18539,,,,,Ian Walker,40236.0,,,,,,,1,From Kick Off,Matt Heath,40241.0,Right Center Back,2,Leicester City,22,['ebdea48d-348f-4e33-89c2-ad0f30cf257b'],8,,,,,,,,,,,,,,,,,Leicester City,22,00:00:08.874,Pass,
,,,,,,,,,,,,,,,,3.440696,,,,,,,,,,,,,,,5fbafbbc-347e-41fc-b38e-0e79a67da53c,18,,"[9.3, 37.2]",3749257,0,,,,,0.20846522,,Right Foot,,,"[76.9, 51.5]",,High Pass,,69.09595,,,Incomplete,,,,,,,,,,1,From Kick Off,Ian Walker,40236.0,Goalkeeper,2,Leicester City,22,['2d2a28db-796b-445e-886e-6fcb1eb61b8b'],10,,,,,,,,,,,,,,,,,Leicester City,22,00:00:10.804,Pass,
,,,,,,,,,,,,,,,,0.569354,,,,,,,,,,,,,,,3262f5fb-ddf3-45e5-89e1-a972aaa3b0af,20,,"[56.7, 44.8]",3749257,0,,,,,-0.7207402,,Right Foot,,,"[64.1, 38.3]",,Ground Pass,,9.849365,,,,,Lilian Nalis,40238.0,,,,,,Recovery,1,From Kick Off,Billy McKinlay,15049.0,Right Defensive Midfield,2,Leicester City,22,['b02eff63-2449-4e85-b58c-a70c56b2cec2'],15,,,,,,,,,,,,,,,,,Leicester City,22,00:00:15.424,Pass,
,,,,,,,,,,,,,,,,1.075882,,,,,,,,,,,,,,,caaff47a-9207-459c-ac11-9981c8189bdb,24,,"[63.7, 38.6]",3749257,0,,,,,1.2112486,,Right Foot,,,"[69.0, 52.7]",,Low Pass,,15.0632,,,,,Steffen Freund,15173.0,,,,,,,1,From Kick Off,Lilian Nalis,40238.0,Left Defensive Midfield,2,Leicester City,22,"['216a81b0-68c3-40ea-a27e-3205ad8ed0a3', '6dab9ea7-0830-4ebe-b305-f3154ecf603d']",16,,,,,,,,,,,,,,,,,Leicester City,22,00:00:16.760,Pass,True
,,,,,,,,,,,,,,,,1.041432,,,,,,,,,,,,,,,fb4a55ce-39c1-4ce7-8669-4d3b3afd5407,33,,"[56.0, 30.9]",3749257,0,,,,,0.4671198,,Right Foot,,,"[67.5, 36.7]",,Ground Pass,,12.879829,,,,,Dennis Bergkamp,15042.0,,,,,,,1,Regular Play,Patrick Vieira,15515.0,Right Center Midfield,3,Arsenal,1,"['80510e8f-b760-4180-b97c-7bea4d50052c', 'a072092b-1f5e-4b96-a5af-382fea94a351']",21,,,,,,,,,,,,,,,,,Arsenal,1,00:00:21.539,Pass,True
,,,,,,,,,,,,,,,,1.626795,,,,,,,,,,,,,,,db1f213b-af41-4329-9859-88654d41447b,39,,"[91.9, 50.5]",3749257,0,,,,,1.3843094,,Right Foot,,,"[95.9, 71.7]",,Ground Pass,,21.574059,,,,,Fredrik Ljungberg,15754.0,,,,,,,1,Regular Play,Dennis Bergkamp,15042.0,Right Center Forward,3,Arsenal,1,"['139ce5e3-a285-4dac-a1f5-e850135305f5', '266a2631-127c-41e5-9585-50948a72e010']",26,,,,,,,,,,,,,,,,,Arsenal,1,00:00:26.999,Pass,True
,,,,,,,,,,,,,,,,0.863954,,,,,,,,,,,,,,,23c8ba4d-045d-45b7-9fcd-246ccbad8968,43,,"[92.1, 74.3]",3749257,0,,,,,-3.118696,,Left Foot,,,"[79.0, 74.0]",,Ground Pass,,13.103435,,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,,1,Regular Play,Fredrik Ljungberg,15754.0,Right Midfield,3,Arsenal,1,"['83612c53-ff14-47a8-b436-21665996cda8', 'ddb766fb-1500-4eea-bd2e-57cb23b36500']",30,,,,,,,,,,,,,,,,,Arsenal,1,00:00:30.510,Pass,True
,,,,,,,,,,,,,,,,0.920079,,,,,,,,,,,,,,,3b06248c-b38a-4880-9a7d-d468f678420e,46,,"[81.0, 71.7]",3749257,0,,,,,-0.59642345,,Right Foot,,,"[91.9, 64.3]",,Ground Pass,,13.174597,,,,,Dennis Bergkamp,15042.0,,,,,,,1,Regular Play,Laureano Bisan-Etame Mayer,40222.0,Right Back,3,Arsenal,1,['d945e713-2764-4be3-808c-3b5ce8834305'],32,,,,,,,,,,,,,,,,,Arsenal,1,00:00:32.957,Pass,
,,,,,,,,,,,,,,,,0.857373,,,,,,,,,,,,,,,8968d056-ba06-42a4-9269-5f2a75946699,49,,"[92.1, 64.3]",3749257,0,,,,,1.7141364,,Right Foot,,,"[90.7, 74.0]",,Ground Pass,,9.80051,,,,,Fredrik Ljungberg,15754.0,,,,,,,1,Regular Play,Dennis Bergkamp,15042.0,Right Center Forward,3,Arsenal,1,"['1863fbaa-dddb-4615-a988-d92e0586698d', '2e4ca937-1f2a-4bfb-b36e-2991dc4478fb']",33,,,,,,,,,,,,,,,,,Arsenal,1,00:00:33.877,Pass,True
,,,,,,,,,,,,,,,,2.101447,,,,,,,,,,,,,,,b63ce223-7f80-4378-9e9e-889a217b4ec2,51,,"[90.7, 74.0]",3749257,0,,,,,-0.8509606,,Right Foot,,,"[109.2, 52.9]",,Ground Pass,,28.061718,,,Incomplete,,Laureano Bisan-Etame Mayer,40222.0,,,,,,,1,Regular Play,Fredrik Ljungberg,15754.0,Right Midfield,3,Arsenal,1,"['7e5bf8c9-a83f-45a5-a565-08acc081f271', 'afa509bd-2e6d-4849-abbc-9ffe2fdc7082']",34,,,,,,,,,,,,,,,,,Arsenal,1,00:00:34.734,Pass,
,,,,,,,,,,,,,,,,1.761147,,,,,,,,,,,,,,,7127df49-8c77-495a-88f1-bc54f1b0e0a2,54,,"[95.9, 80.0]",3749257,0,,,,,-2.7497816,,,,,"[79.2, 73.1]",,Low Pass,,18.069311,,,,,Gilberto Aparecido da Silva,40221.0,,,,,,Throw-in,1,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,4,Arsenal,1,['2fe89ff6-5c3c-43c8-b7f4-6e30a073f80b'],58,,,,,,,,,,,,,,,,,Arsenal,1,00:00:58.915,Pass,
,,,,,,,,,,,,,,,,2.491436,,,,,,,,,,,,,,,36eb2feb-040b-4125-bf2e-9f86d4795cc2,65,,"[77.2, 75.2]",3749257,1,,,,,-3.0216355,,Left Foot,,,"[54.8, 72.5]",,Ground Pass,,22.562136,,,,,Kolo Habib Touré,38412.0,,,,,,Recovery,1,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,4,Arsenal,1,"['55abe6e4-b630-46f1-8556-bc4a55766cad', 'bd979fe4-72eb-479b-a5d8-09f25c5c2974']",6,,,,,,,,,,,,,,,,,Arsenal,1,00:01:06.020,Pass,True
,,,,,,,,,,,,,,,,2.199011,,,,,,,,,,,,,,,be619a65-5ed1-4d08-8f2e-18d691a26ffe,68,,"[54.8, 72.5]",3749257,1,,,,,-2.2149103,,Left Foot,,,"[35.2, 46.4]",,Ground Pass,,32.640007,,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,,1,From Throw In,Kolo Habib Touré,38412.0,Right Center Back,4,Arsenal,1,['e771b952-0c01-4daf-b00d-7b6937bee840'],8,,,,,,,,,,,,,,,,,Arsenal,1,00:01:08.810,Pass,
,,,,,,,,,,,,,,,,1.362489,,,,,,,,,,,,,,,fb742cab-458a-4f52-9e79-c3b8fff029aa,71,,"[35.2, 45.5]",3749257,1,,,,,-0.8647765,,Right Foot,,,"[51.4, 26.5]",,Ground Pass,,24.96878,,,,,Robert Pirès,19312.0,,,,,,,1,From Throw In,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Left Center Back,4,Arsenal,1,['fc6435eb-b14c-4acc-aefe-9d488d8e8d5c'],12,,,,,,,,,,,,,,,,,Arsenal,1,00:01:12.703,Pass,
,,,,,,,,,,,,,,,,1.015563,,,,,,,,,,,,,,,c94a26c2-5d8a-4bd5-889d-bae9fac2d3a4,74,,"[56.0, 32.1]",3749257,1,,,,,-1.0499822,,Right Foot,,,"[63.4, 19.2]",,Ground Pass,,14.871785,,,,,Thierry Henry,15516.0,,,,,,,1,From Throw In,Robert Pirès,19312.0,Left Midfield,4,Arsenal,1,['1f0a4a4c-05e1-4e7b-928b-caef023834a6'],16,,,,,,,,,,,,,,,,,Arsenal,1,00:01:16.474,Pass,
,,,,,,,,,,,,,,,,1.087844,,,,,,,,,,,,,,,af24666c-62e5-43ce-8c86-307e82cc9d4c,85,,"[49.9, 73.2]",3749257,1,,,,,-1.5935197,,Right Foot,,,"[49.6, 60.0]",,Ground Pass,,13.203408,,,,,Billy McKinlay,15049.0,,,,,,Recovery,1,Regular Play,Steffen Freund,15173.0,Right Midfield,5,Leicester City,22,['7332da82-8d9b-4785-b380-05e3737a0773'],23,,,,,,,,,,,,,,,,,Leicester City,22,00:01:23.979,Pass,
,,,,,,,,,,,,,,,,0.981285,,,,,,,,,,,,,,,4b43d89a-6ea0-48a2-8e6a-34842c847b81,87,,"[49.6, 60.0]",3749257,1,,,,,0.24667071,,Right Foot,,,"[63.5, 63.5]",,Ground Pass,,14.333876,,,,,Paul Dickov,40240.0,,,,,,,1,Regular Play,Billy McKinlay,15049.0,Right Defensive Midfield,5,Leicester City,22,['b2e96ced-c3db-468d-b0cd-a2d9f96013b8'],25,,,,,,,,,,,,,,,,,Leicester City,22,00:01:25.066,Pass,
,,,,,,,,,,,,,,,,1.460027,,,,,,,,,,,,,,,02547379-add8-41d4-a1f3-08098a5c41aa,89,,"[63.2, 63.5]",3749257,1,,,,,2.03754,,Right Foot,,,"[56.7, 76.4]",,Ground Pass,,14.445068,,,,,Frank Mohammed Sinclair,40243.0,,,,,,,1,Regular Play,Paul Dickov,40240.0,Left Center Forward,5,Leicester City,22,['3b89efb5-976d-4992-bb3e-01b66683f25c'],26,,,,,,,,,,,,,,,,,Leicester City,22,00:01:26.048,Pass,
,,,,,,,,,,,,,,,,2.265929,,,,,,,,,,,,,,,dc9b5655-71c5-43c7-b179-a32374007c7d,92,,"[63.5, 78.2]",3749257,1,,,,,-0.43383992,,Right Foot,,,"[98.9, 61.8]",,High Pass,,39.014355,,,Incomplete,,,,,,,,,,1,Regular Play,Frank Mohammed Sinclair,40243.0,Right Back,5,Leicester City,22,['ed6e5495-8b24-4e07-a8bf-0acc11de5316'],28,,,,,,,,,,,,,,,,,Leicester City,22,00:01:28.884,Pass,
,,,,,,,,,,,,,,,,1.915554,,,,,,,,,,,,,,,ed6e5495-8b24-4e07-a8bf-0acc11de5316,93,,"[21.2, 18.3]",3749257,1,,,,,-1.0746691,,Left Foot,,,"[27.1, 7.4]",,Low Pass,,12.394354,,,,,Ashley Cole,12529.0,,,,,,Recovery,1,Regular Play,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Left Center Back,6,Arsenal,1,"['dc9b5655-71c5-43c7-b179-a32374007c7d', 'e7502345-cb3d-42d0-816f-88f07c884f8c']",31,,,,,,,,,,,,,,,,,Arsenal,1,00:01:31.149,Pass,
,,,,,,,,,,,,,,,,1.217789,,,,,,,,,,,,,,,4bc824e4-6cf9-48ec-919a-1c8a164296a7,95,,"[27.1, 7.4]",3749257,1,,,,,1.6749928,,Left Foot,,,"[25.5, 22.7]",,Ground Pass,,15.383432,,,,,Gilberto Aparecido da Silva,40221.0,,,,,,,1,Regular Play,Ashley Cole,12529.0,Left Back,6,Arsenal,1,['c23c9201-2b39-4335-9907-143798a6f344'],33,,,,,,,,,,,,,,,,,Arsenal,1,00:01:33.065,Pass,
,,,,,,,,,,,,,,,,1.60401,,,,,,,,,,,,,,,a32ae6d6-b78e-44d7-90d1-ed1e2a712368,98,,"[28.8, 28.6]",3749257,1,,,,,0.48495337,,Right Foot,,,"[54.8, 42.3]",,Ground Pass,,29.388603,,,,,Dennis Bergkamp,15042.0,,,,,,,1,Regular Play,Gilberto Aparecido da Silva,40221.0,Left Center Midfield,6,Arsenal,1,['5a30b9fe-dd1a-4a95-869f-2fc7b7e90e7d'],35,,,,,,,,,,,,,,,,,Arsenal,1,00:01:35.777,Pass,
,,,,,,,,,,,,,,,,3.425476,,,,,,,,,,,,,,,0be483f4-9463-49ba-b2ce-16fd5effa56f,101,,"[63.7, 36.5]",3749257,1,,,,,1.0988309,,Right Foot,,,"[85.7, 79.6]",,Low Pass,,48.390186,,,Out,,Laureano Bisan-Etame Mayer,40222.0,,,True,,,,1,Regular Play,Dennis Bergkamp,15042.0,Right Center Forward,6,Arsenal,1,['2d84522c-1497-4ba1-84ae-37076ce81507'],40,,,,,,,,,,,,,,,,,Arsenal,1,00:01:40.832,Pass,
,,,,,,,,,,,,,,,,1.101936,,,,,,,,,,,,,,,da2673b3-0400-4c00-8384-9cf17a959819,103,,"[35.3, 0.1]",3749257,1,,True,,,0.4241944,,,,,"[57.0, 9.9]",,Low Pass,,23.810291,,,,,Lilian Nalis,40238.0,,,,,,Throw-in,1,From Throw In,Jordan Stewart,40239.0,Left Back,7,Leicester City,22,['c7f2c352-938c-4114-a79f-5a48ee1d95b1'],58,,,,,,,,,,,,,,,,,Leicester City,22,00:01:58.048,Pass,
,,,,,,,,,,,,,,,,2.046686,,,,,,,,,,,,,,,5ef8cd27-c607-4945-9a65-a6d146ccadc5,107,,"[64.9, 19.2]",3749257,2,,,,,0.40187064,,Left Foot,,,"[96.9, 32.8]",,High Pass,,34.770103,,,Incomplete,,James Scowcroft,40237.0,,,,,,Free Kick,1,From Free Kick,Jordan Stewart,40239.0,Left Back,8,Leicester City,22,"['29ddc122-8f1e-42e0-bcc8-51083db3081a', 'ac0aa36f-b74c-4377-ad2e-b4118455a5db']",20,,,,,,,,,,,,,,,,,Leicester City,22,00:02:20.970,Pass,
,,,,,,,,,,,,,,,,1.694505,,,,,,,,,,,,,,,8c1d1977-1912-4738-9f80-570241078668,113,,"[15.6, 57.6]",3749257,2,,,,,-0.29600516,,Right Foot,,,"[29.7, 53.3]",,Ground Pass,,14.741099,,,,,Patrick Vieira,15515.0,,,,,,,1,From Free Kick,Kolo Habib Touré,38412.0,Right Center Back,8,Leicester City,22,['87556da3-2872-44f7-878b-699d6d9d439a'],26,,,,,,,,,,,,,,,,,Arsenal,1,00:02:26.896,Pass,
,,,,,,,,,,,,,,,,1.570988,,,,,,,,,,,,,,,d01060a3-d939-4e5a-8c52-784d5a71ecd0,120,,"[85.1, 27.5]",3749257,2,,,,,-2.932911,,Right Foot,,,"[76.6, 25.7]",,Ground Pass,,8.6884985,,,,,Billy McKinlay,15049.0,,,,,,,1,From Free Kick,Marcus Bent,40242.0,Right Center Forward,8,Leicester City,22,['304dd4f1-ff59-486f-9107-61c6ce6d8dba'],30,,,,,,,,,,,,,,,,,Leicester City,22,00:02:30.680,Pass,
,,,,,,,,,,,,,,,,1.364601,,,,,,,,,,,,,,,033b49a1-a6c9-49f6-b390-b8ff3bab8dcf,128,,"[73.1, 16.4]",3749257,2,,,,,-0.9600704,,Right Foot,,,"[76.6, 11.4]",,Ground Pass,,6.1032777,,,,,James Scowcroft,40237.0,,,,,,,1,From Free Kick,Billy McKinlay,15049.0,Right Defensive Midfield,8,Leicester City,22,"['1fdb0fb5-ec9a-472e-b34d-bb90151587aa', 'a06a2759-e285-446e-8fe1-125e279f94cd']",35,,,,,,,,,,,,,,,,,Leicester City,22,00:02:35.640,Pass,True
,,,,,,,,,,,,,,,,0.826475,,,,,,,,,,,,,,,f7fb7dc8-0baa-4b2d-abd9-0078daf634b7,131,,"[76.6, 11.4]",3749257,2,,,,,-1.357858,,Right Foot,,,"[78.2, 4.0]",,Ground Pass,,7.570997,,,,,Jordan Stewart,40239.0,,,,,,,1,From Free Kick,James Scowcroft,40237.0,Left Midfield,8,Leicester City,22,['1e095100-29fa-4101-a79b-02657187509a'],37,,,,,,,,,,,,,,,,,Leicester City,22,00:02:37.019,Pass,
,,,,,,,,,,,,,,,,5.392544,,,,,,,,,,,,,,,a9bcd214-6ee7-481a-a3ea-b090a2ef0b90,134,,"[88.6, 7.2]",3749257,2,,,,,1.3142165,,Left Foot,True,,"[107.7, 80.0]",,High Pass,,75.26387,,,Out,,,,,,True,,,,1,From Free Kick,Jordan Stewart,40239.0,Left Back,8,Leicester City,22,,39,,,,,,,,,,,,,,,,,Leicester City,22,00:02:39.748,Pass,
,,,,,,,,,,,,,,,,0.980791,,,,,,,,,,,,,,,d07aa868-52f9-4e41-b7eb-f437b547d7a2,135,,"[13.0, 0.1]",3749257,2,,True,,,1.0201207,,,,,"[16.5, 5.8]",,High Pass,,6.6887965,,,,,Robert Pirès,19312.0,,,,,,Throw-in,1,From Throw In,Ashley Cole,12529.0,Left Back,9,Arsenal,1,['1dbdb6e1-5120-40b9-ac4e-3052fef7d162'],49,,,,,,,,,,,,,,,,,Arsenal,1,00:02:49.566,Pass,
,,,,,,,,,,,,,,,,1.235608,,,,,,,,,,,,,,,8783fbdb-ebc1-499e-91f6-a196905e187a,137,,"[16.5, 5.8]",3749257,2,,,,,-2.2655346,,Right Foot,,,"[13.5, 2.2]",,Low Pass,,4.6861496,,,,,Ashley Cole,12529.0,,,,,,,1,From Throw In,Robert Pirès,19312.0,Left Midfield,9,Arsenal,1,['684d6a2f-fdc1-4c96-b135-a8e02c1c904c'],50,,,,,,,,,,,,,,,,,Arsenal,1,00:02:50.547,Pass,
