50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.080554,,,,,,,,,,,,,b1b72846-a692-4371-a2f7-865162b9f911,1947,,"[45.2, 22.6]",3749117,56,,,,,0.41085118,,Left Foot,,,"[55.3, 27.0]",,Ground Pass,,11.016806,,Incomplete,,Thierry Henry,15516.0,,,,,,,2,Regular Play,Robert Pirès,19312.0,Left Midfield,142,Arsenal,1,"['02cc4715-1092-4b5b-b2ff-9325d04ec114', '6d716323-c985-41f8-bd1c-2001d8ab5ef6']",50,,,,,,,,,,,,,,,,,Arsenal,1,00:11:50.028,Pass,
,,,,,,,,,,,,,,,,1.540904,,,,,,,,,,,,,02cc4715-1092-4b5b-b2ff-9325d04ec114,1949,,"[64.8, 53.1]",3749117,56,,,,,0.0,,Left Foot,,,"[87.4, 53.1]",,Ground Pass,,22.6,,Incomplete,,David Unsworth,40281.0,,,,,,Recovery,2,Regular Play,Alan Stubbs,40285.0,Right Center Back,142,Arsenal,1,"['56d88338-d58c-445f-961e-fa44bab43e71', 'b1b72846-a692-4371-a2f7-865162b9f911', 'c3f22edc-4150-4303-8749-5b0c929d8f38']",51,,,,,,,,,,,,,,,,,Everton,29,00:11:51.109,Pass,
,,,,,,,,,,,,,,,,1.998027,,,,,,,,,,,,,55761d4a-81e4-4234-99d7-ea72e7f1d202,1959,,"[71.3, 72.6]",3749117,56,,,,,-0.12283524,,Right Foot,,,"[87.5, 70.6]",,Ground Pass,,16.32299,,,,Thierry Henry,15516.0,,,,,,,2,Regular Play,Fredrik Ljungberg,15754.0,Right Midfield,142,Arsenal,1,['94056ddc-3586-4df1-a7c3-05086da873bf'],59,,,,,,,,,,,,,,,,,Arsenal,1,00:11:59.026,Pass,
,,,,,,,,,,,,,,,,1.514577,,,,,,,,,,,,,e50fddcb-4318-482a-b3b2-5804afa3ee05,1965,,"[34.7, 0.1]",3749117,57,,True,,,1.4684159,,,,,"[36.2, 14.7]",,Low Pass,,14.676852,,,,Kevin Kilbane,375070.0,,,,,,Throw-in,2,From Throw In,Gary Naysmith,40282.0,Left Back,143,Everton,29,['81251a2e-d487-43c9-90b3-5f7b369f720c'],8,,,,,,,,,,,,,,,,,Everton,29,00:12:08.202,Pass,
,,,,,,,,,,,,,,,,0.942359,,,,,,,,,,,,,b64e6858-2833-4e3b-9b1d-c1bf7931c42a,1967,,"[36.2, 14.9]",3749117,57,,,,,-2.4792805,,Left Foot,,,"[25.3, 6.4]",,Ground Pass,,13.822446,,,,Gary Naysmith,40282.0,,,,,,,2,From Throw In,Kevin Kilbane,375070.0,Left Center Midfield,143,Everton,29,['6f5be2aa-6476-4c8a-b7d3-12bc04c78bab'],10,,,,,,,,,,,,,,,,,Everton,29,00:12:10.532,Pass,
,,,,,,,,,,,,,,,,1.369346,,,,,,,,,,,,,8e0028c0-c393-4bcc-bfba-507e4aa9504c,1969,,"[25.3, 6.4]",3749117,57,,,,,-0.07835167,,Left Foot,,,"[49.5, 4.5]",,High Pass,,24.274471,,,,Duncan Ferguson,24794.0,,,,,,,2,From Throw In,Gary Naysmith,40282.0,Left Back,143,Everton,29,['8042733f-6feb-466c-953a-1ce71ff5525c'],11,,,,,,,,,,,,,,,,,Everton,29,00:12:11.474,Pass,
,,,,,,,,,,,,,,,,1.330095,,,,,,,,,,,,,f63f7a78-8756-4e3b-b014-2978df036968,1971,,"[49.8, 4.5]",3749117,57,,,,,0.8801363,,Head,,,"[59.8, 16.6]",,High Pass,,15.697452,,Incomplete,,,,,,,,,,2,From Throw In,Duncan Ferguson,24794.0,Center Forward,143,Everton,29,['b007f80d-0d8d-414c-b196-5dd252877c7d'],12,,,,,,,,,,,,,,,,,Everton,29,00:12:12.844,Pass,
,,,,,,,,,,,,,,,,1.54661,,,,,,,,,,,,,bc5e8215-fd1f-4993-9dac-61492629fe5f,1974,,"[67.4, 62.5]",3749117,57,,,,,-1.9603441,,Other,,,"[63.5, 53.0]",,Ground Pass,,10.269372,,,,Patrick Vieira,15515.0,,,,,,,2,Regular Play,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Right Center Back,144,Arsenal,1,['d0c6fd26-a09d-4440-8f62-6f0f7af93c74'],15,,,,,,,,,,,,,,,,,Arsenal,1,00:12:15.470,Pass,
,,,,,,,,,,,,,,,,1.857688,,,,,,,,,,,,,b6764c88-98cf-4551-9596-d415dca19306,1978,,"[54.0, 40.1]",3749117,57,,,,,-2.6359344,,Right Foot,,,"[36.3, 30.3]",,Ground Pass,,20.231905,,,,Pascal Cygan,26194.0,,,,,,,2,Regular Play,Patrick Vieira,15515.0,Left Defensive Midfield,144,Arsenal,1,['9418ca16-611b-48cf-8acc-108eaaa532c3'],20,,,,,,,,,,,,,,,,,Arsenal,1,00:12:20.331,Pass,
,,,,,,,,,,,,,,,,2.114154,,,,,,,,,,,,,d9286f0b-f1b4-4ea8-aa81-9dc70d107462,1981,,"[35.1, 28.8]",3749117,57,,,,,1.8906707,,Left Foot,,,"[29.8, 44.8]",,Ground Pass,,16.854969,,,,Sulzeer Jeremiah ''Sol' Campbell,15637.0,,,,,,,2,Regular Play,Pascal Cygan,26194.0,Left Center Back,144,Arsenal,1,['3a589562-9bdc-4251-8192-671d90eac9ef'],25,,,,,,,,,,,,,,,,,Arsenal,1,00:12:25.057,Pass,
,,,,,,,,,,,,,,,,1.995756,,,,,,,,,,,,,ca640c7b-e624-4c2c-83db-1a144b0cbf29,1984,,"[29.6, 46.8]",3749117,57,,,,,-1.5551726,,Right Foot,,,"[29.9, 27.6]",,Ground Pass,,19.202343,,,,Pascal Cygan,26194.0,,,,,,,2,Regular Play,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Right Center Back,144,Arsenal,1,['6581710c-190e-4b32-a9d6-3c2e56cb4f53'],28,,,,,,,,,,,,,,,,,Arsenal,1,00:12:28.065,Pass,
,,,,,,,,,,,,,,,,2.203841,,,,,,,,,,,,,27cbeb4d-9356-42a0-ad1f-21da186955b4,1987,,"[34.8, 28.2]",3749117,57,,,,,1.3393745,,Left Foot,,,"[46.7, 78.7]",,High Pass,,51.883137,,Out,,Laureano Bisan-Etame Mayer,40222.0,,,True,,,,2,Regular Play,Pascal Cygan,26194.0,Left Center Back,144,Arsenal,1,['ac9f2c4d-0e3d-49d0-8466-32d1d6c487d2'],31,,,,,,,,,,,,,,,,,Arsenal,1,00:12:31.098,Pass,
,,,,,,,,,,,,,,,,0.577565,,,,,,,,,,,,,d4e27569-fb70-41ef-a0e4-65920ba7d6c8,1989,,"[74.1, 0.1]",3749117,57,,True,,,1.4767351,,,,,"[74.6, 5.4]",,Low Pass,,5.3235326,,,,Wayne Mark Rooney,3538.0,,,,,,Throw-in,2,From Throw In,Gary Naysmith,40282.0,Left Back,145,Everton,29,['efee4a33-1bbe-4e03-aa8a-99288610007f'],36,,,,,,,,,,,,,,,,,Everton,29,00:12:36.240,Pass,
,,,,,,,,,,,,,,,,0.966839,,,,,,,,,,,,,9bbc8612-153d-40ba-8d54-e22abba24c3c,1992,,"[67.9, 13.7]",3749117,57,,,,,1.4417465,,Right Foot,,,"[69.6, 26.8]",,Ground Pass,,13.209845,,,,Kevin Kilbane,375070.0,,,,,,,2,From Throw In,Wayne Mark Rooney,3538.0,Left Wing,145,Everton,29,"['32da623b-43ff-4cc9-91b7-b71365c11c7b', '6bcbbd9d-a764-4a18-8f30-0182ae21c1d5']",38,,,,,,,,,,,,,,,,,Everton,29,00:12:38.569,Pass,True
,,,,,,,,,,,,,,,,1.482947,,,,,,,,,,,,,cdf89f76-1ad3-429b-ad98-7039c59f99de,1995,,"[68.6, 22.7]",3749117,57,,,,,-1.4267238,,Left Foot,,,"[71.4, 3.4]",,Ground Pass,,19.50205,,,,Gary Naysmith,40282.0,,,,,,,2,From Throw In,Kevin Kilbane,375070.0,Left Center Midfield,145,Everton,29,['117f8b96-705d-4bea-b79f-90692d1bd1bf'],40,,,,,,,,,,,,,,,,,Everton,29,00:12:40.240,Pass,
,,,,,,,,,,,,,,,,1.002464,,,,,,,,,,,,,3149f10f-a819-4051-9155-f2293929ab6f,1998,,"[71.1, 9.5]",3749117,57,,,,,2.1854594,,Left Foot,,,"[67.5, 14.6]",,Ground Pass,,6.2425957,,,,Kevin Kilbane,375070.0,,,,,,,2,From Throw In,Gary Naysmith,40282.0,Left Back,145,Everton,29,['a29d6bee-afb1-4062-8e26-621169c28c9b'],43,,,,,,,,,,,,,,,,,Everton,29,00:12:43.611,Pass,
,,,,,,,,,,,,,,,,1.75821,,,,,,,,,,,,,c5de2961-fd48-43f6-9318-e0edd6b177a0,2000,,"[67.3, 14.9]",3749117,57,,,,,-0.3048471,,Left Foot,,,"[90.5, 7.6]",,High Pass,,24.32139,,,,Gary Naysmith,40282.0,,,,,,,2,From Throw In,Kevin Kilbane,375070.0,Left Center Midfield,145,Everton,29,['049f9ebe-570c-42ee-b50a-9de8b690b947'],44,,,,,,,,,,,,,,,,,Everton,29,00:12:44.613,Pass,
,,,,,,,,,,,,,,,,0.731987,,,,,,,,,,,,,6f96b42b-8c30-494c-b241-f513286c0dbf,2002,,"[90.5, 8.7]",3749117,57,,,,,1.3144287,,Head,,,"[93.2, 19.0]",,Low Pass,,10.648005,,,,Duncan Ferguson,24794.0,,,,,,,2,From Throw In,Gary Naysmith,40282.0,Left Back,145,Everton,29,['dc827fab-e566-41c1-be0c-a4f52d18be1a'],46,,,,,,,,,,,,,,,,,Everton,29,00:12:46.371,Pass,
,,,,,,,,,,,,,,,,2.018663,,,,,,,,,,,,,f9846652-6733-4ebc-aa57-0dc1b03739b0,2004,,"[93.2, 19.1]",3749117,57,,,,,-0.848728,,Left Foot,,,"[102.8, 8.2]",,Ground Pass,,14.524806,,,,Gary Naysmith,40282.0,,,,,,,2,From Throw In,Duncan Ferguson,24794.0,Center Forward,145,Everton,29,['ae542664-f57b-4a54-a94c-08102f36e666'],47,,,,,,,,,,,,,,,,,Everton,29,00:12:47.103,Pass,
,,,,,,,,,,,,,,,,0.405751,,,,,,,,,,,,,5b52848f-5ab7-4635-bdd4-07047cfff63e,2006,,"[103.9, 5.4]",3749117,57,,,,,1.3572359,,Left Foot,,,"[105.7, 13.7]",,Ground Pass,,8.492938,,Incomplete,,Tomasz Radziński,40286.0,,,,,,,2,From Throw In,Gary Naysmith,40282.0,Left Back,145,Everton,29,"['34b1dde4-9994-4eba-aa28-1e437f92bbca', '96aba9bb-ec8c-4897-a04d-3d854745d2a6']",49,,,,,,,,,,,,,,,,,Everton,29,00:12:49.122,Pass,
,,,,,,,,,,,,,,,,2.015336,,,,,,,,,,,,,f18c7fcd-3c1f-42e2-9f46-aabe74430e3c,2009,,"[114.9, 0.1]",3749117,58,,,,,1.638218,,,True,,"[112.8, 31.2]",,High Pass,,31.17082,,Incomplete,,Wayne Mark Rooney,3538.0,,,,,,Throw-in,2,From Throw In,Kevin Kilbane,375070.0,Left Center Midfield,146,Everton,29,"['4ff7db41-8094-40a4-ac29-0c2e45ee8a78', '8af42df1-08aa-481f-b919-8c5e62347c33']",19,,,,,,,,,,,,,,,,,Everton,29,00:13:19.526,Pass,
,,,,,,,,,,,,,,,,2.860397,,,,,,,,,,,,,d8f41640-3c54-46cf-a794-6dfbd77d33a6,2013,,"[19.2, 53.3]",3749117,58,,,,,0.8612756,,Head,,,"[27.1, 62.5]",,High Pass,,12.126417,,Incomplete,,Fredrik Ljungberg,15754.0,,,,,,Recovery,2,From Throw In,Thierry Henry,15516.0,Left Center Forward,146,Everton,29,"['54313dd8-a17a-410b-a005-3c03d8597f85', 'f069a907-00eb-40ea-93f6-ba1191f07e30']",22,,,,,,,,,,,,,,,,,Arsenal,1,00:13:22.946,Pass,
,,,,,,,,,,,,,,,,2.725381,,,,,,,,,,,,,f069a907-00eb-40ea-93f6-ba1191f07e30,2016,,"[93.0, 17.6]",3749117,58,,,,True,-3.0619493,,,,,"[71.7, 15.9]",,Low Pass,,21.367733,,,,Tobias Linderoth,20189.0,,,,,,Recovery,2,From Throw In,Gary Naysmith,40282.0,Left Back,146,Everton,29,"['17480cba-066c-4f50-af64-41e9c4f0e995', 'd8f41640-3c54-46cf-a794-6dfbd77d33a6', 'eb17abe8-c690-4959-a1ff-8cc410c335e6']",25,,,,,,,,,,,,,,,,,Everton,29,00:13:25.807,Pass,True
,,,,,,,,,,,,,,,,1.623438,,,,,,,,,,,,,5d0e8629-5138-4574-91b7-38ebcaa3e900,2019,,"[71.7, 15.9]",3749117,58,,,,,3.0371056,,Right Foot,,,"[45.0, 18.7]",,Ground Pass,,26.846415,,,,David Unsworth,40281.0,,,,,,,2,From Throw In,Tobias Linderoth,20189.0,Center Defensive Midfield,146,Everton,29,['815373b8-538b-4557-8a68-a8666c9e479f'],28,,,,,,,,,,,,,,,,,Everton,29,00:13:28.738,Pass,
,,,,,,,,,,,,,,,,0.250953,,,,,,,,,,,,,f8eaab54-99f6-46c2-8108-3b60965b0065,2029,,"[107.9, 52.7]",3749117,58,,,,,-1.6897966,,Right Foot,,,"[106.8, 43.5]",,Ground Pass,,9.265528,,Incomplete,,Nwankwo Christian Kanu,24971.0,,,,,,,2,Regular Play,Thierry Henry,15516.0,Left Center Forward,147,Arsenal,1,"['2a38c59c-c5e0-46d8-9f74-d9f41e4b8ec0', 'da2000d7-d852-42bd-97d6-51908fd26564']",39,,,,,,,,,,,,,,,,,Arsenal,1,00:13:39.130,Pass,
,,,,,,,,,,,,,,,,1.376107,,,,,,,,,,,,,4c6aef12-8433-4533-8e6a-ced711f9d759,2040,,"[43.5, 32.7]",3749117,58,,,,,-0.54945785,,Left Foot,,,"[61.3, 21.8]",,Ground Pass,,20.87223,,,,Wayne Mark Rooney,3538.0,,,,,,,2,Regular Play,Kevin Kilbane,375070.0,Left Center Midfield,147,Arsenal,1,"['2fe75db3-b1cb-4907-a27e-e81b61c8c14f', 'c47c6a30-031b-4a92-b812-ce4a017149b9']",44,,,,,,,,,,,,,,,,,Everton,29,00:13:44.854,Pass,True
,,,,,,,,,,,,,,,,2.024477,,,,,,,,,,,,,99f6075f-7700-44c9-a4d5-1b7c782f1c74,2051,,"[58.2, 31.7]",3749117,58,,,,,-0.73937804,,Right Foot,,,"[74.1, 17.2]",,Ground Pass,,21.51883,,,,Nwankwo Christian Kanu,24971.0,,,,,,,2,Regular Play,Robert Pirès,19312.0,Left Midfield,147,Arsenal,1,['b0b3dd24-e5c9-49da-8fea-601fdbb1fcbc'],51,,,,,,,,,,,,,,,,,Arsenal,1,00:13:51.105,Pass,
,,,,,,,,,,,,,,,,1.074081,,,,,,,,,,,,,3ec8a8c7-44f8-4a23-8f5e-7256d6249f9b,2057,,"[32.0, 57.8]",3749117,58,,,,,1.2184876,,Right Foot,,,"[37.0, 71.4]",,Ground Pass,,14.489997,,,,Wayne Mark Rooney,3538.0,,,,,,Recovery,2,Regular Play,Alan Stubbs,40285.0,Right Center Back,147,Arsenal,1,['685e913b-4668-42d4-a748-a7dbe8de9864'],56,,,,,,,,,,,,,,,,,Everton,29,00:13:56.705,Pass,
,,,,,,,,,,,,,,,,4.205616,,,,,,,,,,,,,acc0d490-857d-4ee5-8e56-126f33ec717a,2061,,"[43.3, 70.3]",3749117,58,,,,,-0.31469598,,Right Foot,,,"[111.5, 48.1]",,High Pass,,71.722244,,Incomplete,,Duncan Ferguson,24794.0,,,,,,,2,Regular Play,Wayne Mark Rooney,3538.0,Left Wing,147,Arsenal,1,"['201dfafd-54ee-426b-8254-03cbe06b5a49', '644c2899-0137-4d24-8d31-e869fbe6b38b', 'c6c52065-a807-49f5-aa30-1e176678bd3c']",59,,,,,,,,,,,,,,,,,Everton,29,00:13:59.060,Pass,True
,,,,,,,,,,,,,,,,1.406256,,,,,,,,,,,,,cc0b0709-c18d-4710-958e-28b12067f1c0,2065,,"[11.8, 35.1]",3749117,59,,,,,0.9041035,,Right Foot,,,"[31.0, 59.5]",,Low Pass,,31.04835,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,,2,Regular Play,Jens Lehmann,20015.0,Goalkeeper,147,Arsenal,1,['56637cb4-36b0-424b-8b34-9ab531aba6ed'],5,,,,,,,,,,,,,,,,,Arsenal,1,00:14:05.360,Pass,
,,,,,,,,,,,,,,,,1.697966,,,,,,,,,,,,,78b59829-6ec3-461b-ba4d-b98826fcc5ed,2068,,"[35.1, 53.7]",3749117,59,,,,,-1.4302654,,Right Foot,,,"[38.0, 33.2]",,Ground Pass,,20.704105,,,,Pascal Cygan,26194.0,,,,,,,2,Regular Play,Laureano Bisan-Etame Mayer,40222.0,Right Back,147,Arsenal,1,['5f2a3212-3c48-41de-88ae-806c85b1054f'],10,,,,,,,,,,,,,,,,,Arsenal,1,00:14:10.153,Pass,
,,,,,,,,,,,,,,,,1.698436,,,,,,,,,,,,,b3975de2-8f3d-491c-83c5-9b784b86b92f,2071,,"[47.9, 30.6]",3749117,59,,,,,-1.8256366,,Left Foot,,,"[41.7, 6.8]",,Ground Pass,,24.594309,,,,Ashley Cole,12529.0,,,,,,,2,Regular Play,Pascal Cygan,26194.0,Left Center Back,147,Arsenal,1,['a976f974-1792-49ca-9380-d1311cc5944e'],13,,,,,,,,,,,,,,,,,Arsenal,1,00:14:13.375,Pass,
,,,,,,,,,,,,,,,,1.3025,,,,,,,,,,,,,ec18839f-602b-475f-b330-abf2d54574f1,2075,,"[78.4, 80.0]",3749117,59,,True,,,-0.86301965,,,,,"[86.7, 70.3]",,Low Pass,,12.766362,,,,Tomasz Radziński,40286.0,,,,,,Throw-in,2,From Throw In,Tony Hibbert,129558.0,Right Back,148,Everton,29,['0020df52-159e-4cd8-9659-4f22bbf72c5b'],20,,,,,,,,,,,,,,,,,Everton,29,00:14:20.033,Pass,
,,,,,,,,,,,,,,,,0.703389,,,,,,,,,,,,,444c72f5-60fc-4946-a976-3e9d2dde070d,2077,,"[82.1, 74.4]",3749117,59,,,,,0.36649677,,Right Foot,,,"[92.0, 78.2]",,Low Pass,,10.604244,,,,Tony Hibbert,129558.0,,,,,,,2,From Throw In,Tomasz Radziński,40286.0,Right Wing,148,Everton,29,['456c29a9-1826-4b1e-b5c9-b628cc3f36d4'],22,,,,,,,,,,,,,,,,,Everton,29,00:14:22.194,Pass,
,,,,,,,,,,,,,,,,1.260647,,,,,,,,,,,,,7115d3a8-bbe0-41f2-b730-cfedbafeb3c9,2081,,"[89.9, 77.4]",3749117,59,,,,,-1.7055676,,Right Foot,,,"[88.3, 65.6]",,High Pass,,11.907981,,,,Tomasz Radziński,40286.0,,,,,,,2,From Throw In,Tony Hibbert,129558.0,Right Back,148,Everton,29,['51e76e18-bf51-4e2f-ba69-b8505499a9c4'],23,,,,,,,,,,,,,,,,,Everton,29,00:14:23.700,Pass,
,,,,,,,,,,,,,,,,1.197796,,,,,,,,,,,,,efe1bf07-3377-4739-818e-85cc738c46e2,2084,,"[87.4, 70.8]",3749117,59,,,,,-0.97779375,,Right Foot,,,"[93.6, 61.6]",,High Pass,,11.094143,,,,Lee Carsley,375066.0,,,,,,,2,From Throw In,Tomasz Radziński,40286.0,Right Wing,148,Everton,29,['90b4c40a-13e3-4f16-994a-bd90b27ce3fa'],24,,,,,,,,,,,,,,,,,Everton,29,00:14:24.961,Pass,
,,,,,,,,,,,,,,,,0.693644,,,,,,,,,,,,,adeb555c-33a5-444a-b7b5-890e49068836,2086,,"[95.7, 61.9]",3749117,59,,,,,2.3641944,,Head,,,"[89.4, 68.1]",,Low Pass,,8.839118,,,,Duncan Ferguson,24794.0,,,,,,,2,From Throw In,Lee Carsley,375066.0,Right Center Midfield,148,Everton,29,['0c6bdc56-b6bb-4b8a-99fb-a30ad30735ec'],26,,,,,,,,,,,,,,,,,Everton,29,00:14:26.159,Pass,
,,,,,,,,,,,,,,,,1.380282,,,,,,,,,,,,,127cd6da-7dec-4f76-8e37-5cbfeff22078,2089,,"[88.2, 65.5]",3749117,59,,,,,-2.6992185,,Left Foot,,,"[74.9, 59.2]",,Low Pass,,14.716658,,,,Tobias Linderoth,20189.0,,,,,,,2,From Throw In,Duncan Ferguson,24794.0,Center Forward,148,Everton,29,['5fdddcc7-c799-4230-b48b-c7c4060ac453'],27,,,,,,,,,,,,,,,,,Everton,29,00:14:27.486,Pass,
,,,,,,,,,,,,,,,,0.820966,,,,,,,,,,,,,6f375e20-564d-4abc-8091-b7933d6eabd6,2092,,"[76.7, 59.2]",3749117,59,,,,,-1.555646,,Right Foot,,,"[76.9, 46.0]",,Ground Pass,,13.201515,,,,Kevin Kilbane,375070.0,,,,,,,2,From Throw In,Tobias Linderoth,20189.0,Center Defensive Midfield,148,Everton,29,['3ec048f9-8a45-4771-9790-5744376b5c0a'],29,,,,,,,,,,,,,,,,,Everton,29,00:14:29.063,Pass,
,,,,,,,,,,,,,,,,1.500024,,,,,,,,,,,,,393badf0-4ba2-42b8-bd3d-94404f8ab72d,2095,,"[78.5, 44.6]",3749117,59,,,,,-1.2688452,,Right Foot,,,"[86.1, 20.2]",,Ground Pass,,25.556213,,,,Gary Naysmith,40282.0,,,,,,,2,From Throw In,Kevin Kilbane,375070.0,Left Center Midfield,148,Everton,29,['f6328e81-4be3-406a-8cbd-e22253149de7'],30,,,,,,,,,,,,,,,,,Everton,29,00:14:30.479,Pass,
,,,,,,,,,,,,,,,,2.010254,,,,,,,,,,,,,99c99a70-c561-40e1-b6bf-872f47ff631d,2098,,"[90.5, 15.8]",3749117,59,,,,,0.9985292,,Left Foot,True,,"[111.5, 48.4]",,High Pass,,38.778343,,Incomplete,,Duncan Ferguson,24794.0,,,,,,,2,From Throw In,Gary Naysmith,40282.0,Left Back,148,Everton,29,"['01f26f97-bcd6-43fb-a048-79e34460c09a', '8fa52e17-bea9-48d6-83c7-2feedc924c02']",33,,,,,,,,,,,,,,,,,Everton,29,00:14:33.067,Pass,
,,,,,,,,,,,,,,,,1.468246,,,,,,,,,,,,,a67ba921-be62-4ed5-b597-bc1c21596e84,2101,,"[87.4, 53.0]",3749117,59,,,,,-1.7126933,,Head,,,"[86.4, 46.0]",,Low Pass,,7.071068,,,,Tobias Linderoth,20189.0,,,,,,Recovery,2,From Throw In,Tomasz Radziński,40286.0,Right Wing,148,Everton,29,['45bfb135-a05d-404f-a675-1a81e0f74f2a'],37,,,,,,,,,,,,,,,,,Everton,29,00:14:37.421,Pass,
,,,,,,,,,,,,,,,,1.44891,,,,,,,,,,,,,4856dcd3-9d79-4cb7-ac3f-3ff92cc602d7,2105,,"[86.4, 46.0]",3749117,59,,,,,-0.34555557,,Right Foot,,,"[108.9, 37.9]",,High Pass,,23.913595,,Incomplete,,Wayne Mark Rooney,3538.0,,,,,,,2,From Throw In,Tobias Linderoth,20189.0,Center Defensive Midfield,148,Everton,29,"['02b5044d-d330-4fc7-9660-d55a73ee6421', '7560e4b6-fe29-4620-9b03-eb718c5280d9', 'af4e6d44-f4b1-400b-9984-93818ab0b203']",38,,,,,,,,,,,,,,,,,Everton,29,00:14:38.969,Pass,True
,,,,,,,,,,,,,,,,1.528154,,,,,,,,,,,,,fd2d0302-0957-4752-8405-e9f2d743c7a9,2108,,"[76.9, 36.9]",3749117,59,,,,,-1.0838971,,Head,,,"[83.2, 25.0]",,High Pass,,13.464768,,,,Kevin Kilbane,375070.0,,,,,,Recovery,2,From Throw In,Tobias Linderoth,20189.0,Center Defensive Midfield,148,Everton,29,['943d2d3a-b031-4d38-89a3-21390cfac62a'],42,,,,,,,,,,,,,,,,,Everton,29,00:14:42.094,Pass,
,,,,,,,,,,,,,,,,0.930243,,,,,,,,,,,,,9a6b138f-14a9-42be-8038-45ea5f3235fa,2111,,"[82.0, 25.0]",3749117,59,,,,,-1.1740876,,Left Foot,,,"[88.2, 10.2]",,Ground Pass,,16.046183,,,,Gary Naysmith,40282.0,,,,,,,2,From Throw In,Kevin Kilbane,375070.0,Left Center Midfield,148,Everton,29,['55224244-4a09-4a8a-9468-e836e720da97'],44,,,,,,,,,,,,,,,,,Everton,29,00:14:44.932,Pass,
,,,,,,,,,,,,,,,,0.742561,,,,,,,,,,,,,fe425427-2301-4b43-b411-2c55733f7afa,2114,,"[85.9, 8.7]",3749117,59,,,,,2.4129517,,Left Foot,,,"[76.6, 17.0]",,Ground Pass,,12.465152,,,,Kevin Kilbane,375070.0,,,,,,,2,From Throw In,Gary Naysmith,40282.0,Left Back,148,Everton,29,['4094d56a-1f6d-484a-abdf-4c585a14a415'],46,,,,,,,,,,,,,,,,,Everton,29,00:14:46.840,Pass,
,,,,,,,,,,,,,,,,1.444906,,,,,,,,,,,,,83467a6b-596b-4b16-97ef-3ed823af176d,2121,,"[91.6, 46.3]",3749117,59,,,,,0.30001485,,Right Foot,,,"[105.5, 50.6]",,Ground Pass,,14.549914,,Pass Offside,,Fredrik Ljungberg,15754.0,,,,,,,2,From Throw In,Thierry Henry,15516.0,Left Center Forward,148,Everton,29,['afbcc5dd-35a8-4c07-b5ac-e322b85e0d18'],55,,,,,,,,,,,,,,,,,Arsenal,1,00:14:55.105,Pass,
,,,,,,,,,,,,,,,,2.125842,,,,,,,,,,,,,5c6ebc3b-d56f-49b4-9669-ce43b18051cb,2123,,"[21.6, 30.0]",3749117,60,,True,,,-0.01950338,,Right Foot,,,"[98.5, 28.5]",,High Pass,,76.91463,,Incomplete,,,,,,,,,Free Kick,2,From Free Kick,Nigel Martyn,19497.0,Goalkeeper,149,Everton,29,['2c98c3ac-a33c-4648-8d3c-880b5f79a5f5'],22,,,,,,,,,,,,,,,,,Everton,29,00:15:22.874,Pass,
,,,,,,,,,,,,,,,,1.284931,,,,,,,,,,,,,5e0abf66-fc7b-4b19-93b9-63b171bb3e93,2126,,"[67.0, 0.1]",3749117,60,,,,,1.7432594,,,,,"[64.3, 15.6]",,Low Pass,,15.733404,,,,David Unsworth,40281.0,,,,,,Throw-in,2,From Throw In,Gary Naysmith,40282.0,Left Back,150,Everton,29,['858d7471-a8ce-4dac-b991-42e04b1717c5'],31,,,,,,,,,,,,,,,,,Everton,29,00:15:31.549,Pass,
,,,,,,,,,,,,,,,,0.102356,,,,,,,,,,,,,d268f4f0-1ed1-43f0-98de-5266236953f6,2129,,"[68.1, 6.1]",3749117,60,,,,,0.6262614,,Left Foot,,,"[72.8, 9.5]",,Low Pass,,5.800862,,Incomplete,,,,,,,,,,2,From Throw In,David Unsworth,40281.0,Left Center Back,150,Everton,29,['868fbcae-f7f9-4bd2-9c86-30c1a7599680'],35,,,,,,,,,,,,,,,,,Everton,29,00:15:35.249,Pass,
