50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,603b492b-dd5d-4d55-811a-105510e69040,1,,,,3749196,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40222, 'name': 'Laureano Bisan-Etame Mayer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 15637, 'name': ""Sulzeer Jeremiah ''Sol' Campbell""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 12529, 'name': 'Ashley Cole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15754, 'name': 'Fredrik Ljungberg'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 24972, 'name': 'Ray Parlour'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 40221, 'name': 'Gilberto Aparecido da Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 19312, 'name': 'Robert Pirès'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 24971, 'name': 'Nwankwo Christian Kanu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 25}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e032da50-60eb-4089-9b8a-8e1b931815ee,2,,,,3749196,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 40274, 'name': 'Kasey Keller'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 40279, 'name': 'Anthony Gardner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 20488, 'name': 'Ledley King'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 26}, {'player': {'id': 38404, 'name': 'Paul Konchesky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 40318, 'name': 'Stephen Carr'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 40275, 'name': 'Mauricio Taricco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 40317, 'name': 'Dean Richards'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 36}, {'player': {'id': 15411, 'name': 'Darren Anderton'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 26149, 'name': 'Stephane Dalmat'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 20011, 'name': 'Hélder Manuel Marques Postiga'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 11348, 'name': 'Robbie Keane'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur,38,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,07be9b38-4db2-41cb-b51a-10a470f32cc7,3,,,,3749196,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['58ae9112-1d8e-4347-bcde-0e5a0f8db790'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,58ae9112-1d8e-4347-bcde-0e5a0f8db790,4,,,,3749196,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['07be9b38-4db2-41cb-b51a-10a470f32cc7'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c0823e6c-4f50-4138-9c1f-d474402d2d45,1273,,,,3749196,45,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,98,Tottenham Hotspur,38,['08099460-4f73-4d5e-948b-20bb0b398480'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,08099460-4f73-4d5e-948b-20bb0b398480,1274,,,,3749196,45,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,98,Tottenham Hotspur,38,['c0823e6c-4f50-4138-9c1f-d474402d2d45'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.315325,,,,,,,,,,,,,125d7968-d598-4729-b9bd-d685e2659b25,5,,,"[61.0, 40.1]",3749196,0,,,,1.3909428,,Right Foot,,,"[61.6, 43.4]",,Ground Pass,,3.354102,,,Nwankwo Christian Kanu,24971.0,,,,,Kick Off,1,From Kick Off,Thierry Henry,15516.0,Left Center Forward,2,Arsenal,1,['afed5171-556f-4b34-8d5a-d86da3fffdc9'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.337,Pass,
,,,,,,,,,,,,,,,,1.60745,,,,,,,,,,,,,9b88085b-bb6a-4b49-b66b-62a5fe2c5952,8,,,"[61.6, 41.3]",3749196,0,,,,-2.7208083,,Right Foot,,,"[43.5, 33.2]",,Ground Pass,,19.829775,,,Gilberto Aparecido da Silva,40221.0,,,,,,1,From Kick Off,Nwankwo Christian Kanu,24971.0,Right Center Forward,2,Arsenal,1,['1f54819a-48fe-4df8-b4c2-b0419fef9771'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.784,Pass,
,,,,,,,,,,,,,,,,2.021881,,,,,,,,,,,,,3c0db551-4115-4b57-8006-673e825e0f32,11,,,"[44.0, 33.2]",3749196,0,,,,-1.5512866,,Right Foot,,,"[44.4, 12.7]",,Ground Pass,,20.503902,,,Ashley Cole,12529.0,,,,,,1,From Kick Off,Gilberto Aparecido da Silva,40221.0,Left Center Midfield,2,Arsenal,1,['059e4da2-cdbb-4b78-b5be-f775dec69903'],2,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:02.497,Pass,
,,,,,,,,,,,,,,,,0.888087,,,,,,,,,,,,,f09a1a24-ff4d-4ebc-b49c-070f6dc990c6,13,,,"[44.2, 12.0]",3749196,0,,,,1.608212,,Left Foot,,,"[43.5, 30.7]",,Ground Pass,,18.713097,,,Gilberto Aparecido da Silva,40221.0,,,,,,1,From Kick Off,Ashley Cole,12529.0,Left Back,2,Arsenal,1,['278c6ae7-c345-46fc-b482-32e4b9f3f9da'],4,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:04.519,Pass,
