50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0cfdd67c-7d4c-4c7d-8800-639caa7b3c22,1,,,3890371,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 8397, 'name': 'Kevin Vogt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 13}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 10902, 'name': 'Philipp Hosiner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 15}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d7a66c51-f08b-4d9c-b18b-e70fb344b610,2,,,3890371,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 20871, 'name': 'Pierre Bengtsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 32}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6925, 'name': 'Jairo Samperio Bustara'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0af6c94f-3039-47a3-ae66-927a7ec11c94,3,,,3890371,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['f8170b4e-b488-4d3b-a906-404ed2dbd529'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f8170b4e-b488-4d3b-a906-404ed2dbd529,4,,,3890371,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['0af6c94f-3039-47a3-ae66-927a7ec11c94'],0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,89cb68b2-8aef-4703-95ff-004c2dce0a2f,1849,,,3890371,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,FSV Mainz 05,177,['ba4205c0-7848-467d-b3fc-2db448eebf04'],0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ba4205c0-7848-467d-b3fc-2db448eebf04,1850,,,3890371,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,FSV Mainz 05,177,['89cb68b2-8aef-4703-95ff-004c2dce0a2f'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.567861,,,,,,,,,,,,,,,a35fe44f-ac19-4501-842f-e62b931a6f06,5,,"[61.0, 40.1]",3890371,0,,True,,,1.815775,,Right Foot,,,,"[59.9, 44.5]",Ground Pass,,4.535416,,,Philipp Hosiner,10902.0,,,,,Kick Off,1,From Kick Off,Anthony Modeste,23486.0,Left Center Forward,2,FC Köln,186,['138828b9-1448-41bf-9809-1bfe57604517'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.779,Pass,
,,,,,,,,,,,,,,,,0.945726,,,,,,,,,,,,,,,8edc6f19-131c-41f5-849c-2a922e795a5b,7,,"[59.5, 44.5]",3890371,0,,True,,,-3.0367157,,Right Foot,,,,"[44.3, 42.9]",Ground Pass,,15.283978,,,Kevin Vogt,8397.0,,,,,,1,From Kick Off,Philipp Hosiner,10902.0,Right Center Forward,2,FC Köln,186,['df9bec00-b447-4b84-9476-37c93f63b2fc'],1,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:01.349,Pass,
,,,,,,,,,,,,,,,,1.595511,,,,,,,,,,,,,,,cfb2f097-99c7-4586-b86f-b43ff1f72465,9,,"[44.1, 38.7]",3890371,0,,,,,-2.2093713,,Right Foot,,,,"[32.0, 22.4]",Ground Pass,,20.300247,,,Dominique Heintz,8828.0,,,,,,1,From Kick Off,Kevin Vogt,8397.0,Left Defensive Midfield,2,FC Köln,186,['0eb5b250-cd96-4d26-a2ae-6a3bda2a5a33'],4,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:04.177,Pass,
,,,,,,,,,,,,,,,,0.954044,,,,,,,,,,,,,,,53c1e330-56f9-44d5-9955-862148da585a,12,,"[40.8, 11.7]",3890371,0,,,,,-0.405632,,Left Foot,,,,"[57.1, 4.7]",Ground Pass,,17.739504,,,Jonas Hector,6040.0,,,,,,1,From Kick Off,Dominique Heintz,8828.0,Left Center Back,2,FC Köln,186,['c7f4fa30-2c2a-4ae1-82f9-568f2e1c2261'],8,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:08.350,Pass,
