50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.746042,,,,,,,,,,,,,,,00d724cc-e8d3-4916-a638-4c7b0f1f4a56,13,,"[53.2, 4.8]",3890334,0,,,,0.07433089,,Right Foot,,,,"[62.6, 5.5]",,Low Pass,9.426028,Incomplete,,Luc Castaignos,7846.0,,,,,,1,From Throw In,Alexander Meier,23268.0,Center Attacking Midfield,3,Eintracht Frankfurt,184,"['5bedb292-37cb-4f3e-a62b-ca765f231372', '79c38549-945e-407f-9565-190fec65b47c']",15,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:15.940,Pass,
,,,,,,,,,,,,,,,2.201245,,,,,,,,,,,,,,,5bedb292-37cb-4f3e-a62b-ca765f231372,15,,"[57.5, 74.6]",3890334,0,,,,-0.14135855,,Right Foot,,,,"[83.5, 70.9]",,High Pass,26.26195,Incomplete,,Lars Edi Stindl,8806.0,,,,,Recovery,1,From Throw In,Andreas Christensen,3959.0,Right Center Back,3,Eintracht Frankfurt,184,"['00d724cc-e8d3-4916-a638-4c7b0f1f4a56', '09f6e24f-50a7-49c6-8c55-e26daad7ce95', '13c4a5e0-c11b-4ee2-92c8-00decdcd7d4a']",16,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:16.686,Pass,
,,,,,,,,,,,,,,,1.768534,,,,,,,,,,,,,,,13c4a5e0-c11b-4ee2-92c8-00decdcd7d4a,18,,"[36.6, 9.2]",3890334,0,,,True,1.7524451,,,,,,"[34.8, 19.0]",,Low Pass,9.963935,,,David Ángel Abraham,8678.0,,,,,Recovery,1,From Throw In,Bastian Oczipka,8504.0,Left Back,3,Eintracht Frankfurt,184,"['5bedb292-37cb-4f3e-a62b-ca765f231372', 'cee32a90-b0cc-4c43-85ce-cc6d44cd4c2f', 'e0b30dd3-da91-4fbe-bea0-404febec1da6']",18,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:18.888,Pass,True
,,,,,,,,,,,,,,,1.698547,,,,,,,,,,,,,,,cf9ccfad-5d5b-42d6-a409-fb2dad63c1d9,21,,"[36.2, 19.0]",3890334,0,,,,0.38671198,,Right Foot,,,,"[55.6, 26.9]",,High Pass,20.946838,,,Johannes Flum,9148.0,,,,,,1,From Throw In,David Ángel Abraham,8678.0,Left Center Back,3,Eintracht Frankfurt,184,['b6d1e0f2-2ba7-4e78-bb05-c34cefa6e0a6'],20,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:20.696,Pass,
,,,,,,,,,,,,,,,0.360446,,,,,,,,,,,,,,,c9393a67-795b-4151-87a3-995ad056df97,23,,"[56.7, 26.9]",3890334,0,,,,-0.39644128,,Right Foot,,,,"[61.0, 25.1]",,Low Pass,4.661545,Incomplete,,Alexander Meier,23268.0,,,,,,1,From Throw In,Johannes Flum,9148.0,Right Center Midfield,3,Eintracht Frankfurt,184,"['7a46cd4e-cb32-45db-91e2-450afa99916f', 'd47baab4-af39-4e94-9d0c-57181cac6a28']",22,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:22.395,Pass,
,,,,,,,,,,,,,,,0.902007,,,,,,,,,,,,,,,dd2d5a21-f3e2-471a-a9b0-f82ebd581746,27,,"[56.2, 68.0]",3890334,0,,,True,-1.4155344,,,,,,"[58.0, 56.5]",,High Pass,11.6400175,,,Mahmoud Dahoud,8238.0,,,,,Recovery,1,From Throw In,Ibrahima Traoré,11285.0,Right Midfield,3,Eintracht Frankfurt,184,"['2425bb7d-76d6-457b-b158-1045e81c6204', 'c52842ab-0fea-4c85-b19e-d51da251b399']",24,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:24.805,Pass,True
,,,,,,,,,,,,,,,1.917117,,,,,,,,,,,,,,,cbcd2e04-3193-4b2c-86f9-14e4e626501f,29,,"[58.0, 56.5]",3890334,0,,,,-0.51391965,,Head,,,,"[64.2, 53.0]",,High Pass,7.119691,Incomplete,,Raffael Caetano de Araújo,8810.0,,,,,,1,From Throw In,Mahmoud Dahoud,8238.0,Right Defensive Midfield,3,Eintracht Frankfurt,184,"['1773adc0-f593-4835-98ba-d8391ca959bc', '557b44bb-5a37-491b-9154-6b50d6556236']",25,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:25.707,Pass,
,,,,,,,,,,,,,,,1.738467,,,,,,,,,,,,,,,1773adc0-f593-4835-98ba-d8391ca959bc,31,,"[55.9, 27.1]",3890334,0,,,,2.6901395,,Head,,,,"[46.0, 31.9]",,Low Pass,11.002273,,,Marco Russ,8812.0,,,,,Recovery,1,From Throw In,Johannes Flum,9148.0,Right Center Midfield,3,Eintracht Frankfurt,184,"['c708ce63-968e-471a-9d7e-6911b2124653', 'cbcd2e04-3193-4b2c-86f9-14e4e626501f']",27,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:27.624,Pass,
,,,,,,,,,,,,,,,1.199215,,,,,,,,,,,,,,,4238cb85-591c-4dbc-84b7-42c312af4346,34,,"[46.0, 32.2]",3890334,0,,,,1.5881557,,Right Foot,,,,"[45.5, 61.0]",,Ground Pass,28.80434,,,Aleksandar Ignjovski,9134.0,,,,,,1,From Throw In,Marco Russ,8812.0,Right Center Back,3,Eintracht Frankfurt,184,['95e6ef92-8516-45ae-9b1a-9df2208ef699'],30,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:30.554,Pass,
,,,,,,,,,,,,,,,1.007225,,,,,,,,,,,,,,,5ee6fcf6-f5e5-4280-95b8-268356db6f27,37,,"[45.5, 61.0]",3890334,0,,,,-0.9600704,,Right Foot,,,,"[51.1, 53.0]",,Ground Pass,9.7652445,,,Johannes Flum,9148.0,,,,,,1,From Throw In,Aleksandar Ignjovski,9134.0,Right Back,3,Eintracht Frankfurt,184,['bb3e4202-1f86-4f1b-994f-5dfa01cc057c'],32,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:32.500,Pass,
,,,,,,,,,,,,,,,3.023237,,,,,,,,,,,,,,,ef797c22-8fef-49cd-9f0b-ce4e9da29b83,40,,"[51.1, 53.0]",3890334,0,,,,0.49237534,,Right Foot,,,,"[85.4, 71.4]",,High Pass,38.923645,,,Haris Seferović,5543.0,,,,,,1,From Throw In,Johannes Flum,9148.0,Right Center Midfield,3,Eintracht Frankfurt,184,['982eefd5-000b-42fa-9c5c-1451071dd576'],33,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:33.578,Pass,
,,,,,,,,,,,,,,,3.06845,,,,,,,,,,,,,,,822272a8-2819-47ed-9a59-3f9316a9d553,44,,"[90.2, 71.1]",3890334,0,,,,-1.7474505,,Left Foot,,,,"[78.9, 7.8]",,High Pass,64.3007,,,Bastian Oczipka,8504.0,,True,,,,1,From Throw In,Haris Seferović,5543.0,Right Center Forward,3,Eintracht Frankfurt,184,['78093108-7f65-4279-ad78-a32910ff9f25'],41,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:41.614,Pass,
,,,,,,,,,,,,,,,1.608615,,,,,,,,,,,,,,,2a079542-19ef-41ec-be30-b78af32f586b,47,,"[80.6, 19.0]",3890334,0,,,,2.4969578,,Left Foot,,,,"[66.5, 29.6]",,Ground Pass,17.64001,,,David Ángel Abraham,8678.0,,,,,,1,From Throw In,Bastian Oczipka,8504.0,Left Back,3,Eintracht Frankfurt,184,['a978491b-5ce6-4352-ba71-ca0c69cd4c11'],48,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:48.283,Pass,
,,,,,,,,,,,,,,,2.515357,,,,,,,,,,,,,,,35cbcd98-d2bb-4691-99ee-abe36e6d1b07,50,,"[65.3, 28.7]",3890334,0,,,,1.6502466,,Right Foot,,,,"[62.8, 60.1]",,Ground Pass,31.499365,,,Marco Russ,8812.0,,,,,,1,From Throw In,David Ángel Abraham,8678.0,Left Center Back,3,Eintracht Frankfurt,184,['83c0c6ba-e531-4775-b134-0014e24c8513'],50,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:50.947,Pass,
,,,,,,,,,,,,,,,0.968032,,,,,,,,,,,,,,,77741d65-348b-4d2e-bba1-ccf4dfeabb47,53,,"[64.6, 66.5]",3890334,0,,,,0.6939509,,Right Foot,,,,"[77.1, 76.9]",,Ground Pass,16.260689,,,Aleksandar Ignjovski,9134.0,,,,,,1,From Throw In,Marco Russ,8812.0,Right Center Back,3,Eintracht Frankfurt,184,['d1bc1045-7c06-4515-ac27-df765c4c8595'],54,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:54.803,Pass,
,,,,,,,,,,,,,,,1.681331,,,,,,,,,,,,,,,64b45e37-bc32-4fff-b741-0039ad0b9ad4,56,,"[69.7, 73.2]",3890334,0,,,,-2.9483812,,Right Foot,,,,"[55.9, 70.5]",,Ground Pass,14.06165,,,Stefan Reinartz,400619.0,,,,,,1,From Throw In,Aleksandar Ignjovski,9134.0,Right Back,3,Eintracht Frankfurt,184,['16104af2-62c9-47c7-9523-2e6dfc8a0cd2'],59,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:59.007,Pass,
,,,,,,,,,,,,,,,2.481804,,,,,,,,,,,,,,,6a904c04-a7e7-4c60-9518-66cc92bdc63b,59,,"[53.8, 69.8]",3890334,1,,,,-1.7977868,,Right Foot,,,,"[45.0, 31.7]",,Ground Pass,39.10307,,,David Ángel Abraham,8678.0,,,,,,1,From Throw In,Stefan Reinartz,400619.0,Center Defensive Midfield,3,Eintracht Frankfurt,184,['d518e3fb-f648-431e-a3d4-f2d53da0e4c9'],1,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:01.979,Pass,
,,,,,,,,,,,,,,,1.725056,,,,,,,,,,,,,,,7601f225-c23a-445e-b229-3798619a703f,62,,"[45.3, 31.5]",3890334,1,,,,1.6911422,,Right Foot,,,,"[42.7, 53.0]",,Ground Pass,21.65664,,,Marco Russ,8812.0,,,,,,1,From Throw In,David Ángel Abraham,8678.0,Left Center Back,3,Eintracht Frankfurt,184,['f2c92fb0-2786-4bed-b426-b2a68d9cc3c6'],5,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:05.504,Pass,
,,,,,,,,,,,,,,,2.165508,,,,,,,,,,,,,,,c98b8b32-c7e9-40c3-bb3a-c426cab480c6,65,,"[42.1, 52.3]",3890334,1,,,,-1.6735262,,Right Foot,,,,"[39.1, 23.2]",,Ground Pass,29.25423,,,David Ángel Abraham,8678.0,,,,,,1,From Throw In,Marco Russ,8812.0,Right Center Back,3,Eintracht Frankfurt,184,['f03701d1-7a14-46d1-8847-728243c40aca'],8,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:08.118,Pass,
,,,,,,,,,,,,,,,1.32351,,,,,,,,,,,,,,,4406d5a1-ebac-4574-a944-a2ed95eec1f8,69,,"[40.7, 19.7]",3890334,1,,,,-1.1677772,,Left Foot,,,,"[46.2, 6.8]",,Ground Pass,14.023552,,,Bastian Oczipka,8504.0,,,,,,1,From Throw In,David Ángel Abraham,8678.0,Left Center Back,3,Eintracht Frankfurt,184,['65d993cf-d814-453d-ac3f-5a370814459e'],12,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:12.401,Pass,
,,,,,,,,,,,,,,,1.961156,,,,,,,,,,,,,,,5af9120a-63bd-46a8-b10b-aa41a7a747c6,73,,"[42.1, 8.4]",3890334,1,,,,2.625845,,Left Foot,,,,"[16.7, 22.8]",,Ground Pass,29.197945,,,Lukáš Hrádecký,8667.0,,,,,,1,From Throw In,Bastian Oczipka,8504.0,Left Back,3,Eintracht Frankfurt,184,['f582678d-b038-4d9f-84c6-3979115eda10'],14,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:14.647,Pass,
,,,,,,,,,,,,,,,3.236707,,,,,,,,,,,,,,,fc654c9f-35b7-4585-a1f6-bc4705b2049e,76,,"[16.7, 22.8]",3890334,1,,,,-0.30195117,,Right Foot,,,,"[71.6, 5.7]",,High Pass,57.50148,Pass Offside,,Haris Seferović,5543.0,,,,,,1,From Throw In,Lukáš Hrádecký,8667.0,Goalkeeper,3,Eintracht Frankfurt,184,['1498e4c4-0780-413d-8618-65229e4ecad5'],16,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:16.688,Pass,
,,,,,,,,,,,,,,,2.256395,,,,,,,,,,,,,,,087b484f-0dfe-472e-b38b-4dc22ebad5b7,78,,"[36.5, 67.5]",3890334,1,True,,,-1.815775,,Right Foot,,,,"[30.1, 41.9]",,Ground Pass,26.387877,,,Álvaro Domínguez Soto,26677.0,,,,,Free Kick,1,From Free Kick,Andreas Christensen,3959.0,Right Center Back,4,Borussia Mönchengladbach,185,['956c7bcd-ee7f-4043-a8bb-ccf23cb44f1c'],27,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:27.024,Pass,
,,,,,,,,,,,,,,,1.810053,,,,,,,,,,,,,,,d574fb91-76e3-44ee-8a5e-61f41e55b08c,80,,"[30.1, 41.9]",3890334,1,,,,-1.2142771,,Left Foot,,,,"[42.8, 7.8]",,Ground Pass,36.388184,,,Oscar Wendt,8809.0,,,,,,1,From Free Kick,Álvaro Domínguez Soto,26677.0,Left Center Back,4,Borussia Mönchengladbach,185,['77cf1c27-c968-43b9-9611-bfe622258642'],30,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:30.312,Pass,
,,,,,,,,,,,,,,,1.999936,,,,,,,,,,,,,,,6747f72f-bb53-4afd-9e1d-ef153fe4b537,83,,"[43.5, 8.2]",3890334,1,,,,-0.019997334,,Left Foot,,,,"[78.5, 7.5]",,High Pass,35.007,Incomplete,,,,,,,,,1,From Free Kick,Oscar Wendt,8809.0,Left Back,4,Borussia Mönchengladbach,185,['be7dbfc8-5823-4f1f-995f-93940ea550ee'],35,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:35.764,Pass,
,,,,,,,,,,,,,,,1.167258,,,,,,,,,,,,,,,be7dbfc8-5823-4f1f-995f-93940ea550ee,84,,"[41.6, 72.6]",3890334,1,,,,0.40742984,,Head,,,,"[51.1, 76.7]",,Low Pass,10.34698,,,Aleksandar Ignjovski,9134.0,,,,,Recovery,1,Regular Play,Marco Russ,8812.0,Right Center Back,5,Eintracht Frankfurt,184,"['6747f72f-bb53-4afd-9e1d-ef153fe4b537', 'ed717bdb-57be-4a65-a7ac-3812d4ad8536']",37,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:37.764,Pass,
,,,,,,,,,,,,,,,0.68584,,,,,,,,,,,,,,,7a1972a2-ab71-4e37-a97d-1df8d967b6e5,87,,"[52.6, 76.7]",3890334,1,,,,-2.404433,,Right Foot,,,,"[45.0, 69.8]",,Ground Pass,10.264989,,,Stefan Reinartz,400619.0,,,,,,1,Regular Play,Aleksandar Ignjovski,9134.0,Right Back,5,Eintracht Frankfurt,184,['96a6e7f9-b94c-4414-898a-bcfb8ad88230'],39,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:39.049,Pass,
,,,,,,,,,,,,,,,0.794251,,,,,,,,,,,,,,,05bd7b8c-d42c-4f48-983a-54ccf982d8bd,90,,"[45.0, 69.8]",3890334,1,,,,2.6825533,,Right Foot,,,,"[36.3, 74.1]",,Ground Pass,9.7046385,,,Marco Russ,8812.0,,,,,,1,Regular Play,Stefan Reinartz,400619.0,Center Defensive Midfield,5,Eintracht Frankfurt,184,['bbdbad5f-1da7-49e9-9083-6aaa6ebfddd1'],40,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:40.547,Pass,
,,,,,,,,,,,,,,,0.970352,,,,,,,,,,,,,,,011f7c04-fb60-4197-a933-3808febb3fe2,93,,"[34.5, 72.3]",3890334,1,,,,-0.9272952,,Right Foot,,,,"[39.0, 66.3]",,Ground Pass,7.5,,,Stefan Reinartz,400619.0,,,,,,1,Regular Play,Marco Russ,8812.0,Right Center Back,5,Eintracht Frankfurt,184,['fe6379d0-2eec-4bbe-82e8-5b33e3e6efed'],44,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:44.221,Pass,
,,,,,,,,,,,,,,,1.253458,,,,,,,,,,,,,,,a00b60fc-23ff-4de6-ae98-318364d68e1c,96,,"[39.0, 66.3]",3890334,1,,,,-0.2713346,,Right Foot,,,,"[65.6, 58.9]",,Ground Pass,27.610144,,,Haris Seferović,5543.0,,,,,,1,Regular Play,Stefan Reinartz,400619.0,Center Defensive Midfield,5,Eintracht Frankfurt,184,['da09e892-08cf-4f95-9c99-2e8ae20eb9b9'],46,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:46.051,Pass,
,,,,,,,,,,,,,,,1.521806,,,,,,,,,,,,,,,a692b3ec-1ed2-4bbc-87ba-ec4baaa2a96b,99,,"[66.9, 59.4]",3890334,1,,,,-1.5257818,,Left Foot,,,,"[67.4, 48.3]",,High Pass,11.111256,,,Alexander Meier,23268.0,,,,,,1,Regular Play,Haris Seferović,5543.0,Right Center Forward,5,Eintracht Frankfurt,184,['0e986d2d-5d44-4fbe-9ccb-ed8b68222c6d'],47,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:47.425,Pass,
,,,,,,,,,,,,,,,1.511409,,,,,,,,,,,,,,,367e1cb8-3237-4002-9ddd-42cf8b9b1cde,101,,"[67.4, 48.3]",3890334,1,,,,0.22827378,,Head,,,,"[77.3, 50.6]",,High Pass,10.163661,,,Haris Seferović,5543.0,,,,,,1,Regular Play,Alexander Meier,23268.0,Center Attacking Midfield,5,Eintracht Frankfurt,184,['0bb8b108-b9ce-48d9-9618-681a83574149'],48,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:48.947,Pass,
