50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.349847,,,,,,,,,,,8fd93783-5a30-4325-acda-fc28d9b5291e,17,,"[55.5, 4.6]",3890491,0,,,,,0.8242136,,Left Foot,,,"[65.4, 15.3]",,Ground Pass,,14.57738,,,,Jairo Samperio Bustara,6925.0,,,,,,1,From Kick Off,Gaëtan Bussmann,18399.0,Left Back,2,FSV Mainz 05,177,['62d6ad4b-d8dc-479c-b350-6ca81f09fcf6'],6,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:06.123,Pass,
,,,,,,,,,,,,,,,,,,0.346271,,,,,,,,,,,ef8150f1-6a55-48f5-9d03-3324d32a4345,21,,"[63.6, 13.3]",3890491,0,,,,,0.15865526,,Right Foot,,,"[68.6, 14.1]",,Ground Pass,,5.063596,,Incomplete,,Jhon Andrés Córdoba Copete,8817.0,,,,,,1,From Kick Off,Jairo Samperio Bustara,6925.0,Left Wing,2,FSV Mainz 05,177,"['0ef1e805-cdc2-4079-a67a-62545178f874', '61240253-8831-413f-b28c-d7bbcbe025ab', 'b028fe5e-7184-48fe-957b-b6785fc0c174']",7,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:07.982,Pass,True
,,,,,,,,,,,,,,,,,,1.395071,,,,,,,,,,,56fb1a64-78cb-42cd-a680-cb91a8252fc5,24,,"[57.8, 21.1]",3890491,0,,,,,-0.014924265,,Left Foot,,,"[77.9, 20.8]",,Ground Pass,,20.10224,,,,Jhon Andrés Córdoba Copete,8817.0,,,,,Recovery,1,From Kick Off,Fabian Frei,8561.0,Left Defensive Midfield,2,FSV Mainz 05,177,['0a26523a-fa9b-460c-9a11-6eaa20710bd2'],9,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:09.246,Pass,
,,,,,,,,,,,,,,,,,,1.855618,,,,,,,,,,,4e715115-bd52-4b49-bc76-7a7f56021392,30,,"[77.6, 4.6]",3890491,0,,,,,2.0854201,,Right Foot,,,"[66.8, 23.7]",,Ground Pass,,21.941969,,,,Fabian Frei,8561.0,,,,,Free Kick,1,From Free Kick,Yunus Mallı,8679.0,Center Attacking Midfield,3,FSV Mainz 05,177,['6e825a36-140f-4d86-b903-5a1c7bd9e7de'],29,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:29.235,Pass,
,,,,,,,,,,,,,,,,,,2.701958,,,,,,,,,,,c2ec038f-a0b1-424d-9c26-81ef5494ddf4,34,,"[56.4, 25.8]",3890491,0,,,,,2.616932,,Right Foot,,,"[27.2, 42.7]",,Ground Pass,,33.73796,,,,Loris Karius,3630.0,,,,,,1,From Free Kick,Fabian Frei,8561.0,Left Defensive Midfield,3,FSV Mainz 05,177,"['39b853be-a40d-4955-9d2b-35998f36ae7c', '79c4d4ee-425b-4692-b3e1-5e15c73cd4e3']",32,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:32.220,Pass,True
,,,,,,,,,,,,,,,,,,3.580752,,,,,,,,,,,ad4fc203-8bbe-478c-832d-e0d8b4fb9a50,38,,"[27.3, 43.4]",3890491,0,,,,,1.013672,,Right Foot,,,"[50.1, 80.0]",,High Pass,,43.12076,,Out,,Daniel Brosinski,8548.0,,,,,,1,From Free Kick,Loris Karius,3630.0,Goalkeeper,3,FSV Mainz 05,177,"['e8b6eb20-b203-4079-a5df-1b487c55f164', 'f9679187-ed0f-47c9-857c-3858b4b20cf3']",35,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:35.994,Pass,True
,,,,,,,,,,,,,,,,,,1.086031,,,,,,,,,,,d523ce01-bbd8-4cf7-afa0-0c3571869d74,40,,"[65.6, 0.1]",3890491,0,,,,,2.0638473,,,,,"[62.0, 6.8]",,Low Pass,,7.605919,,,,Nuri Şahin,8232.0,,,,,Throw-in,1,From Throw In,Marcel Schmelzer,11458.0,Left Back,4,Borussia Dortmund,180,['6c787880-f94e-4748-a058-589ead6b2e1e'],42,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:42.272,Pass,
,,,,,,,,,,,,,,,,,,0.736689,,,,,,,,,,,dfab701d-d570-47e9-b546-f22df684ffd9,44,,"[63.1, 5.6]",3890491,0,,,,,-1.810028,,Right Foot,,,"[62.1, 1.5]",,Ground Pass,,4.2201896,,,,Marcel Schmelzer,11458.0,,,,,,1,From Throw In,Nuri Şahin,8232.0,Right Defensive Midfield,4,Borussia Dortmund,180,"['d88d62cc-dc77-4273-9712-a6931f39dac5', 'f2e3a533-7aec-42c1-b96a-655c2f2b517c']",44,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:44.117,Pass,True
,,,,,,,,,,,,,,,,,,1.130672,,,,,,,,,,,3218b664-b2fa-42a0-a25b-5a45800e443b,50,,"[70.5, 0.1]",3890491,0,,,,,2.6677413,,,,,"[62.7, 4.1]",,Low Pass,,8.765842,,,,Nuri Şahin,8232.0,,,,,Throw-in,1,From Throw In,Marco Reus,5559.0,Left Wing,5,Borussia Dortmund,180,['2813925e-1cdc-4012-bdb6-5def2a14646b'],48,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:48.295,Pass,
,,,,,,,,,,,,,,,,,,0.605504,,,,,,,,,,,156f612d-d71d-40b4-b0f1-50cc79c694e5,56,,"[59.4, 2.6]",3890491,0,,,,,0.65437025,,Left Foot,,,"[66.7, 8.2]",,Ground Pass,,9.200543,,,,Gonzalo Castro Randon,8233.0,,,,,Recovery,1,From Throw In,Marcel Schmelzer,11458.0,Left Back,5,Borussia Dortmund,180,['ebb52cda-5c8f-4b31-a226-c6fdfd4fbaa7'],52,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:52.097,Pass,
,,,,,,,,,,,,,,,,,,0.810516,,,,,,,,,,,15198180-00c8-46ec-a783-235c32fffb27,60,,"[68.8, 6.8]",3890491,0,,,,,-0.8913825,,Right Foot,,,"[73.0, 1.6]",,Ground Pass,,6.68431,,,,Marco Reus,5559.0,,,,,,1,From Throw In,Gonzalo Castro Randon,8233.0,Left Defensive Midfield,5,Borussia Dortmund,180,"['525594f1-32b4-455a-af64-165177662f76', 'b9e3f617-0404-46a7-b257-1d0949b4d50d']",53,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:53.811,Pass,True
,,,,,,,,,,,,,,,,,,1.36214,,,,,,,,,,,19458065-b62f-4641-aa46-c975ab915a0c,66,,"[73.4, 1.6]",3890491,1,,,,,2.7407992,,Right Foot,,,"[61.6, 6.6]",,Ground Pass,,12.815616,,,,Mats Hummels,5572.0,,,,,Free Kick,1,From Free Kick,Gonzalo Castro Randon,8233.0,Left Defensive Midfield,6,Borussia Dortmund,180,['d80e767c-26bc-4809-b692-80780cb85213'],17,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:17.694,Pass,
,,,,,,,,,,,,,,,,,,1.789835,,,,,,,,,,,1fc49b0a-7735-4c76-996f-ada487f5446a,69,,"[58.3, 9.6]",3890491,1,,,,,1.6617213,,Right Foot,,,"[55.2, 43.6]",,Ground Pass,,34.14103,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,From Free Kick,Mats Hummels,5572.0,Left Center Back,6,Borussia Dortmund,180,['d15c0645-fa46-478d-9b57-388b70dcddea'],20,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:20.392,Pass,
,,,,,,,,,,,,,,,,,,2.322207,,,,,,,,,,,e2d92d8f-7f99-4d4a-a330-50a457ebb1cc,72,,"[54.2, 46.9]",3890491,1,,,,,-1.5791295,,Right Foot,,,"[53.9, 10.9]",,Ground Pass,,36.00125,,,,Mats Hummels,5572.0,,,,,,1,From Free Kick,Sokratis Papastathopoulos,8244.0,Right Center Back,6,Borussia Dortmund,180,['564c06ed-5dd2-435c-8e0f-cbdbd225e759'],24,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:24.426,Pass,
,,,,,,,,,,,,,,,,,,1.508669,,,,,,,,,,,bed928c4-1940-4013-9eef-d3a413007173,75,,"[48.8, 12.5]",3890491,1,,,,,1.6958095,,Right Foot,,,"[44.1, 49.9]",,Ground Pass,,37.694164,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,From Free Kick,Mats Hummels,5572.0,Left Center Back,6,Borussia Dortmund,180,['31885bf0-8e30-4869-83c5-8aca8f1d862f'],27,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:27.762,Pass,
,,,,,,,,,,,,,,,,,,1.169801,,,,,,,,,,,be34d8c0-8c2d-430d-9834-cfd306f58eb5,78,,"[44.5, 50.2]",3890491,1,,,,,0.6889244,,Right Foot,,,"[54.7, 58.6]",,Ground Pass,,13.21363,,,,Shinji Kagawa,5684.0,,,,,,1,From Free Kick,Sokratis Papastathopoulos,8244.0,Right Center Back,6,Borussia Dortmund,180,['745f3840-72de-45e3-8eac-e9afb79eed18'],30,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:30.371,Pass,
,,,,,,,,,,,,,,,,,,1.09761,,,,,,,,,,,294ac381-6f0b-433f-9136-f71e25b41041,81,,"[55.7, 60.7]",3890491,1,,,,,0.82047147,,Right Foot,,,"[66.7, 72.5]",,Ground Pass,,16.131956,,,,Erik Durm,13206.0,,,,,,1,From Free Kick,Shinji Kagawa,5684.0,Center Attacking Midfield,6,Borussia Dortmund,180,['3460a92e-db36-4287-9427-ab417dc4b46a'],32,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:32.964,Pass,
,,,,,,,,,,,,,,,,,,1.103827,,,,,,,,,,,21df6645-cb15-481f-a15e-69c34359b94f,84,,"[63.7, 72.4]",3890491,1,,,,,-2.5209153,,Right Foot,,,"[41.6, 56.6]",,Ground Pass,,27.167076,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,From Free Kick,Erik Durm,13206.0,Right Back,6,Borussia Dortmund,180,['d291a679-d0e6-4037-859b-7cab00890312'],35,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:35.087,Pass,
,,,,,,,,,,,,,,,,,,1.14597,,,,,,,,,,,58f5405b-1e8a-42eb-9eb9-e03a22292a1e,87,,"[43.2, 58.0]",3890491,1,,,,,0.87312037,,Right Foot,,,"[57.2, 74.7]",,Ground Pass,,21.791971,,,,Erik Durm,13206.0,,,,,,1,From Free Kick,Sokratis Papastathopoulos,8244.0,Right Center Back,6,Borussia Dortmund,180,['bc24201a-1159-4398-bb6f-db89a2733970'],39,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:39.254,Pass,
,,,,,,,,,,,,,,,,,,2.532305,,,,,,,,,,,bb43030b-243f-49e5-a7c0-900dc5c771d0,90,,"[55.3, 75.2]",3890491,1,,,,,-0.115505666,,Right Foot,,,"[91.5, 71.0]",,High Pass,,36.442833,,,,Shinji Kagawa,5684.0,,,,,,1,From Free Kick,Erik Durm,13206.0,Right Back,6,Borussia Dortmund,180,['fe8dcd61-df69-4ece-a62f-6106af978044'],41,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:41.804,Pass,
,,,,,,,,,,,,,,,,,,0.593383,,,,,,,,,,,6a04a0dc-bcd4-4df2-90f5-bf8b8f847f55,93,,"[98.0, 62.7]",3890491,1,,,,,-1.6197767,,Left Foot,,,"[97.5, 52.5]",,Ground Pass,,10.212248,,Incomplete,,Gonzalo Castro Randon,8233.0,,,,,,1,From Free Kick,Shinji Kagawa,5684.0,Center Attacking Midfield,6,Borussia Dortmund,180,"['4c983a13-2fb1-4d74-a02e-4d5c446aa81e', '67d478cb-56f6-4e95-8d39-95e9680a2800']",46,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:46.570,Pass,
,,,,,,,,,,,,,,,,,,4.781316,,,,,,,,,,,4581fcfd-da53-45f3-a8d0-ceba9fdefa67,98,,"[15.7, 44.4]",3890491,2,,,,,0.09304046,,Drop Kick,,,"[72.5, 49.7]",,High Pass,,57.046734,,Incomplete,,Jhon Andrés Córdoba Copete,8817.0,,,,,,1,From Free Kick,Loris Karius,3630.0,Goalkeeper,6,Borussia Dortmund,180,"['a111ed3d-aed7-4b83-afd3-b7de89cf75bf', 'b4ca6aeb-0988-43d4-b2b9-53709eb6e649']",0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:00.886,Pass,
,,,,,,,,,,,,,,,,,,2.266738,,,,,,,,,,,b4ca6aeb-0988-43d4-b2b9-53709eb6e649,101,,"[47.6, 30.4]",3890491,2,,,,True,0.2477449,,,,,"[64.6, 34.7]",,High Pass,,17.535393,,,,Shinji Kagawa,5684.0,,,,,Recovery,1,From Free Kick,Nuri Şahin,8232.0,Right Defensive Midfield,6,Borussia Dortmund,180,"['2b0d3491-8824-4daa-9f21-87b61e9c31e6', '4581fcfd-da53-45f3-a8d0-ceba9fdefa67', '8c418578-7342-450b-a98e-47038cef45b6']",5,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:05.667,Pass,True
,,,,,,,,,,,,,,,,,,0.216491,,,,,,,,,,,e3527a55-9e5d-436b-9956-bd69ba801587,103,,"[64.6, 34.7]",3890491,2,,,,,3.1415927,,Head,,,"[61.3, 34.7]",,Low Pass,,3.3,,Incomplete,,Nuri Şahin,8232.0,,,,,,1,From Free Kick,Shinji Kagawa,5684.0,Center Attacking Midfield,6,Borussia Dortmund,180,"['45c820fa-1cf6-40f4-9a19-33d8bc11912e', '6731520d-79eb-4746-976e-955ee8bd2b73']",7,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:07.934,Pass,
,,,,,,,,,,,,,,,,,,1.570643,,,,,,,,,,,556ccbc3-2a39-440e-b6bd-3651df56dcb5,107,,"[58.8, 43.7]",3890491,2,,,,,-2.0371249,,Right Foot,,,"[51.3, 28.8]",,Ground Pass,,16.681128,,,,Gaëtan Bussmann,18399.0,,,,,Recovery,1,Regular Play,Fabian Frei,8561.0,Left Defensive Midfield,7,FSV Mainz 05,177,"['4e8b0a6e-4f56-4de7-ad8d-a5864d8b6b8e', '90b62e30-b3bc-4869-96a8-0df7dcec8646']",9,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:09.118,Pass,True
,,,,,,,,,,,,,,,,,,1.809117,,,,,,,,,,,beb3b2a3-fa41-40e3-be77-c211b3a34f3c,110,,"[51.3, 28.6]",3890491,2,,,,,0.9713843,,Left Foot,,,"[70.5, 56.7]",,High Pass,,34.033073,,,,Christian Clemens,9098.0,,,,,,1,Regular Play,Gaëtan Bussmann,18399.0,Left Back,7,FSV Mainz 05,177,['9315ba5c-d8c5-441f-aa88-ea445a32c721'],10,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:10.688,Pass,
,,,,,,,,,,,,,,,,,,2.211042,,,,,,,,,,,1c3013a8-58a0-464e-a25c-5f0fb3348fd3,115,,"[55.7, 19.1]",3890491,2,,,,,-3.0871909,,Right Foot,,,"[35.5, 18.0]",,Ground Pass,,20.229929,,,,Marcel Schmelzer,11458.0,,,,,Recovery,1,Regular Play,Marco Reus,5559.0,Left Wing,8,Borussia Dortmund,180,['80f51938-ca15-4179-bde8-a325fe0261e6'],13,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:13.856,Pass,
,,,,,,,,,,,,,,,,,,2.454679,,,,,,,,,,,eda84c7d-6f98-4571-b4cd-aa7dd8491d78,118,,"[35.5, 18.0]",3890491,2,,,,,2.6574202,,Right Foot,,,"[8.5, 32.2]",,Ground Pass,,30.506393,,,,Roman Bürki,8225.0,,,,,,1,Regular Play,Marcel Schmelzer,11458.0,Left Back,8,Borussia Dortmund,180,['e044a14a-62f0-4e14-abbb-0e1195c9ed21'],16,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:16.104,Pass,
,,,,,,,,,,,,,,,,,,3.411975,,,,,,,,,,,10cd563e-19c5-4195-b4b3-99ad0deceef4,122,,"[8.1, 38.4]",3890491,2,,,,,0.18432441,,Right Foot,,,"[73.0, 50.5]",,High Pass,,66.01833,,Incomplete,,Pierre-Emerick Aubameyang,3712.0,,,,,,1,Regular Play,Roman Bürki,8225.0,Goalkeeper,8,Borussia Dortmund,180,"['149b6227-5666-4039-9fe0-beb9ab569ab5', 'd467ef3f-83d2-4b76-9c9f-998cebcdf0b4', 'e201a954-9f19-44a0-a604-2bb24531171e']",22,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:22.095,Pass,True
,,,,,,,,,,,,,,,,,,4.31582,,,,,,,,,,,e201a954-9f19-44a0-a604-2bb24531171e,124,,"[47.1, 29.6]",3890491,2,,,,,-0.68075895,,Head,,,"[83.4, 0.2]",,High Pass,,46.712418,,Out,,Yunus Mallı,8679.0,,,,,Recovery,1,Regular Play,Stefan Bell,8559.0,Left Center Back,8,Borussia Dortmund,180,"['10cd563e-19c5-4195-b4b3-99ad0deceef4', 'dcaa8426-12f1-4fa2-8bfc-1852b1b4e1a9']",25,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:25.507,Pass,
,,,,,,,,,,,,,,,,,,2.583756,,,,,,,,,,,933a39fe-27f6-42f2-ba9c-41a3f451991b,127,,"[34.8, 80.0]",3890491,2,,,,,-1.5430257,,,,,"[35.7, 47.6]",,Low Pass,,32.4125,,,,Mats Hummels,5572.0,,,,,Throw-in,1,From Throw In,Erik Durm,13206.0,Right Back,9,Borussia Dortmund,180,['744ae1c4-03a4-43e6-99db-a555d4884d5a'],35,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:35.721,Pass,
