50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.975364,,,,,,,,,,,,,3eb9d44f-c699-484c-bad9-7ea427283011,1173,,,"[67.7, 5.8]",3890522,34,,,,,1.3843094,,Head,,,"[69.7, 16.4]",Low Pass,,10.787029,,,Alfreð Finnbogason,5514.0,,,,,,1,From Throw In,Caiuby Francisco da Silva,8303.0,Left Wing,68,Augsburg,172,['147e89be-c4ec-46e6-aa4a-e1f95212352a'],17,,,,,,,,,,,,,,,Augsburg,172,00:34:17.800,Pass,
,,,,,,,,,,,,,,,,0.589547,,,,,,,,,,,,,7d0ac10a-adad-4e6c-a55b-2c8fa8f03cbf,1176,,,"[69.7, 15.6]",3890522,34,,,,,-1.5707964,,Right Foot,,,"[69.7, 10.7]",Ground Pass,,4.9,,,Halil Altıntop,40462.0,,,,,,1,From Throw In,Alfreð Finnbogason,5514.0,Center Forward,68,Augsburg,172,['f760ff9f-d82a-43c6-8291-636c4ebbaf79'],18,,,,,,,,,,,,,,,Augsburg,172,00:34:18.784,Pass,
,,,,,,,,,,,,,,,,0.868387,,,,,,,,,,,,,c236e6db-80c8-42fa-b02e-0bb82ba60a4b,1179,,,"[69.7, 10.9]",3890522,34,,,,,2.6971734,,Right Foot,,,"[63.4, 13.9]",Ground Pass,,6.977822,,,Daniel Baier,8317.0,,,,,,1,From Throw In,Halil Altıntop,40462.0,Center Attacking Midfield,68,Augsburg,172,['fb6800ce-2b52-4136-8f58-67cf69aeb62f'],20,,,,,,,,,,,,,,,Augsburg,172,00:34:20.541,Pass,
,,,,,,,,,,,,,,,,1.016892,,,,,,,,,,,,,9f7243b9-c262-4a67-8645-282f8de9a48a,1182,,,"[63.6, 13.9]",3890522,34,,,,,-0.6029022,,Right Foot,,,"[77.4, 4.4]",Ground Pass,,16.753805,Incomplete,,Caiuby Francisco da Silva,8303.0,,,,,,1,From Throw In,Daniel Baier,8317.0,Left Defensive Midfield,68,Augsburg,172,"['95100995-79c8-4098-9b05-7a14bd4fe644', 'e5446247-5242-4592-8967-7f31064ee029']",21,,,,,,,,,,,,,,,Augsburg,172,00:34:21.450,Pass,
,,,,,,,,,,,,,,,,3.926154,,,,,,,,,,,,,95100995-79c8-4098-9b05-7a14bd4fe644,1184,,,"[42.7, 75.7]",3890522,34,,,,,-0.7468121,,Right Foot,,,"[84.4, 37.1]",High Pass,,56.82297,Incomplete,,Artem Kravets,27639.0,,,,,Recovery,1,From Throw In,Daniel Schwaab,8270.0,Right Back,68,Augsburg,172,"['01eb1c23-0c8f-48cf-9b2e-16e7d2efa1ce', '9f7243b9-c262-4a67-8645-282f8de9a48a', 'd2380a42-f57e-4378-8d91-2902aef7e6a1']",22,,,,,,,,,,,,,,,VfB Stuttgart,174,00:34:22.467,Pass,
,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,de2eb5f3-a22f-483f-a081-5b01ada9cb13,1188,,,"[31.0, 53.0]",3890522,34,,,,,-1.5887156,,Right Foot,,,"[30.5, 25.1]",Ground Pass,,27.90448,,,Ragnar Klavan,4174.0,,,,,,1,From Throw In,Jeffrey Gouweleeuw,8318.0,Right Center Back,68,Augsburg,172,['b90b2c6c-ffa0-4488-afd4-165d699269cc'],31,,,,,,,,,,,,,,,Augsburg,172,00:34:31.253,Pass,
,,,,,,,,,,,,,,,,1.239999,,,,,,,,,,,,,6d53111a-35b3-42dc-b386-83f13fe6d952,1191,,,"[30.5, 25.1]",3890522,34,,,,,-0.94372565,,Left Foot,,,"[45.5, 4.4]",Ground Pass,,25.56345,,,Philipp Max,8319.0,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,68,Augsburg,172,['b10f49a5-5b99-4c46-b1bf-a3ce7d260e33'],33,,,,,,,,,,,,,,,Augsburg,172,00:34:33.924,Pass,
,,,,,,,,,,,,,,,,1.854379,,,,,,,,,,,,,2cdf2a33-2530-486e-b1cc-5c68766eabb7,1195,,,"[41.7, 7.9]",3890522,34,,,,,3.0008974,,Left Foot,,,"[18.4, 11.2]",Ground Pass,,23.53253,,,Ragnar Klavan,4174.0,,,,,,1,From Throw In,Philipp Max,8319.0,Left Back,68,Augsburg,172,"['de1e698e-f3de-49c8-ae76-23e8a7e25d75', 'edc8aaff-41d4-49ed-9cd2-bf4e99eced11']",37,,,,,,,,,,,,,,,Augsburg,172,00:34:37.727,Pass,True
,,,,,,,,,,,,,,,,2.039999,,,,,,,,,,,,,1abe3af0-3650-4858-952a-a3a001b8f29d,1198,,,"[18.4, 11.2]",3890522,34,,,,,1.9225379,,Left Foot,,,"[7.5, 40.9]",Ground Pass,,31.637003,,,Marwin Hitz,8314.0,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,68,Augsburg,172,['04a3732a-c03e-4546-a44f-025c4ce89416'],39,,,,,,,,,,,,,,,Augsburg,172,00:34:39.679,Pass,
,,,,,,,,,,,,,,,,1.051645,,,,,,,,,,,,,59783a71-eb4b-4c94-8baf-137b0a85e1b9,1201,,,"[16.1, 44.6]",3890522,34,,,,,-0.32175055,,Right Foot,,,"[30.5, 39.8]",Ground Pass,,15.178933,,,Daniel Baier,8317.0,,,,,,1,From Throw In,Marwin Hitz,8314.0,Goalkeeper,68,Augsburg,172,['f83c012e-353b-4e5a-8c23-c64a770a7ba1'],44,,,,,,,,,,,,,,,Augsburg,172,00:34:44.083,Pass,
,,,,,,,,,,,,,,,,1.719998,,,,,,,,,,,,,a0df64dd-ed0e-44ca-8961-885a2dc5ce67,1205,,,"[29.3, 39.8]",3890522,34,,,,,-2.8740876,,Right Foot,,,"[15.8, 36.1]",Ground Pass,,13.997857,,,Marwin Hitz,8314.0,,,,,,1,From Throw In,Daniel Baier,8317.0,Left Defensive Midfield,68,Augsburg,172,['d96df446-3032-4005-b264-fa9777109303'],45,,,,,,,,,,,,,,,Augsburg,172,00:34:45.882,Pass,
,,,,,,,,,,,,,,,,1.680286,,,,,,,,,,,,,d52925e7-f676-4437-9238-c3fa3caf8039,1208,,,"[15.8, 36.1]",3890522,34,,,,,-1.460558,,Right Foot,,,"[18.7, 9.9]",Ground Pass,,26.360008,,,Ragnar Klavan,4174.0,,,,,,1,From Throw In,Marwin Hitz,8314.0,Goalkeeper,68,Augsburg,172,['50e2e2bb-b374-4fc5-8e18-22d925d854ef'],47,,,,,,,,,,,,,,,Augsburg,172,00:34:47.642,Pass,
,,,,,,,,,,,,,,,,2.580738,,,,,,,,,,,,,a157ca1e-3aef-4f24-bc32-875aa75e3f78,1211,,,"[21.8, 15.9]",3890522,34,,,,,1.9802336,,Left Foot,,,"[10.3, 42.4]",Ground Pass,,28.887714,,,Marwin Hitz,8314.0,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,68,Augsburg,172,['e87b75ed-bdcd-4ef6-8d61-7e2d86dab449'],54,,,,,,,,,,,,,,,Augsburg,172,00:34:54.671,Pass,
,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,687a3af4-814f-4f26-89a7-2cabcabf7f65,1214,,,"[15.8, 40.9]",3890522,34,,,,,-1.0874577,,Right Foot,,,"[25.3, 22.8]",Ground Pass,,20.441624,,,Ragnar Klavan,4174.0,,,,,,1,From Throw In,Marwin Hitz,8314.0,Goalkeeper,68,Augsburg,172,['64515b04-7dbb-4509-b2a1-0b37e5e0ed04'],59,,,,,,,,,,,,,,,Augsburg,172,00:34:59.456,Pass,
,,,,,,,,,,,,,,,,1.128404,,,,,,,,,,,,,3acf85b7-7110-4105-a262-11f693966fd4,1217,,,"[46.4, 19.9]",3890522,35,,,,,0.13758674,,Left Foot,,,"[65.9, 22.6]",Ground Pass,,19.686035,,,Caiuby Francisco da Silva,8303.0,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,68,Augsburg,172,['ac25a90a-dd1a-4212-90cf-42732ee3c376'],6,,,,,,,,,,,,,,,Augsburg,172,00:35:06.874,Pass,
,,,,,,,,,,,,,,,,0.85234,,,,,,,,,,,,,b7802624-fd6b-4630-b4a1-37b7e4f895da,1220,,,"[65.6, 21.9]",3890522,35,,,,,-0.9852268,,Left Foot,,,"[71.9, 12.4]",Ground Pass,,11.399123,,,Halil Altıntop,40462.0,,,,,,1,From Throw In,Caiuby Francisco da Silva,8303.0,Left Wing,68,Augsburg,172,"['69872b4c-3cbd-4dd4-8d1b-c4fc6bb483a7', 'b77a8232-5ed7-4427-bf9d-d21642a9bb37']",8,,,,,,,,,,,,,,,Augsburg,172,00:35:08.002,Pass,True
,,,,,,,,,,,,,,,,1.037364,,,,,,,,,,,,,5157e075-f61e-4b38-a343-ed41280fde25,1223,,,"[91.3, 12.4]",3890522,35,,,,,-0.4918092,,Right Foot,,,"[102.5, 6.4]",Ground Pass,,12.705904,,,Caiuby Francisco da Silva,8303.0,,,,,,1,From Throw In,Halil Altıntop,40462.0,Center Attacking Midfield,68,Augsburg,172,['75228444-a2f5-429c-b2e5-2fbe9d02a63d'],12,,,,,,,,,,,,,,,Augsburg,172,00:35:12.960,Pass,
,,,,,,,,,,,,,,,,1.468696,,,,,,,,,,,,,7ad181f6-151a-44ef-8f8e-38caa01fa009,1225,,,"[102.8, 6.7]",3890522,35,,,,,1.3327209,,Left Foot,True,,"[108.6, 30.6]",High Pass,,24.593699,Incomplete,,Alfreð Finnbogason,5514.0,,,,,,1,From Throw In,Caiuby Francisco da Silva,8303.0,Left Wing,68,Augsburg,172,"['0f4031ed-53d8-4560-b6ed-ea36d718b8e7', 'df9aec8e-bc13-451f-b33d-19cc1bbea53d']",13,,,,,,,,,,,,,,,Augsburg,172,00:35:13.997,Pass,
,,,,,,,,,,,,,,,,2.726607,,,,,,,,,,,,,f3e80dbf-8e93-430d-8ac7-d1ef6003922d,1233,,,"[61.0, 40.1]",3890522,36,,True,,,2.9594243,,Right Foot,,,"[45.8, 42.9]",Ground Pass,,15.455743,,,Christian Gentner,8959.0,,,,,Kick Off,1,From Kick Off,Artem Kravets,27639.0,Left Center Forward,69,VfB Stuttgart,174,['6df38a70-91dc-4918-a1c3-33f1267960a8'],13,,,,,,,,,,,,,,,VfB Stuttgart,174,00:36:13.268,Pass,
,,,,,,,,,,,,,,,,5.897751,,,,,,,,,,,,,6b36cb18-0f90-4fe0-bbb4-af25623bac1b,1235,,,"[46.4, 43.8]",3890522,36,,True,,,-0.11364786,,Right Foot,,,"[105.1, 37.1]",High Pass,,59.08113,Incomplete,,,,,,,,,1,From Kick Off,Christian Gentner,8959.0,Right Defensive Midfield,69,VfB Stuttgart,174,['dc5baadf-7fa9-4666-bfc6-694d5d95c0b1'],17,,,,,,,,,,,,,,,VfB Stuttgart,174,00:36:17.466,Pass,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,8b490965-ff90-45ca-a1ba-550e7a8db6a2,1238,,,"[13.2, 36.1]",3890522,36,,,,,-1.0011123,,Keeper Arm,,,"[23.0, 20.8]",Ground Pass,,18.16948,,,Ragnar Klavan,4174.0,,,,,,1,Regular Play,Marwin Hitz,8314.0,Goalkeeper,70,Augsburg,172,['737e4895-b29e-4849-b6d5-0869e18da78f'],34,,,,,,,,,,,,,,,Augsburg,172,00:36:34.304,Pass,
,,,,,,,,,,,,,,,,4.226611,,,,,,,,,,,,,c3c8eee5-8184-4381-ab5f-a2956fa678e9,1242,,,"[38.5, 7.2]",3890522,36,,,,,-0.047292955,,Left Foot,,,"[104.0, 4.1]",High Pass,,65.57332,Incomplete,,Caiuby Francisco da Silva,8303.0,,,,,,1,Regular Play,Ragnar Klavan,4174.0,Left Center Back,70,Augsburg,172,"['32f89cb3-d637-4b86-9564-453e08f4f09c', '6ef01714-8fe1-4256-b008-fbf060ae7197']",38,,,,,,,,,,,,,,,Augsburg,172,00:36:38.539,Pass,
,,,,,,,,,,,,,,,,2.86399,,,,,,,,,,,,,970f4613-782f-4ca8-8f40-766733115035,1246,,,"[76.1, 0.1]",3890522,37,,,,,2.9562447,,,,,"[45.7, 5.8]",Low Pass,,30.92976,,,Ragnar Klavan,4174.0,,,,,Throw-in,1,From Throw In,Philipp Max,8319.0,Left Back,71,Augsburg,172,['4fc96619-12eb-4861-88d4-fbfa16348a9a'],0,,,,,,,,,,,,,,,Augsburg,172,00:37:00.460,Pass,
,,,,,,,,,,,,,,,,2.44,,,,,,,,,,,,,8616b9d4-64f0-4c7f-a6ad-154373cbb48f,1249,,,"[45.7, 5.8]",3890522,37,,,,,2.2579656,,Left Foot,,,"[17.8, 39.8]",Ground Pass,,43.98193,,,Marwin Hitz,8314.0,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,71,Augsburg,172,['7586239c-37de-4def-b4d6-8911742b42f3'],4,,,,,,,,,,,,,,,Augsburg,172,00:37:04.468,Pass,
,,,,,,,,,,,,,,,,1.755774,,,,,,,,,,,,,81e342bc-9a3a-4a52-b05f-b48a2225a499,1252,,,"[19.3, 41.8]",3890522,37,,,,,0.8765575,,Right Foot,,,"[35.7, 61.5]",Ground Pass,,25.632986,,,Jeffrey Gouweleeuw,8318.0,,,,,,1,From Throw In,Marwin Hitz,8314.0,Goalkeeper,71,Augsburg,172,['bbefc18e-2c19-4da3-a834-1e820095a34f'],8,,,,,,,,,,,,,,,Augsburg,172,00:37:08.250,Pass,
,,,,,,,,,,,,,,,,1.426355,,,,,,,,,,,,,bb9eb079-4c8d-4c2d-9915-83c4dfbd31af,1255,,,"[39.7, 63.5]",3890522,37,,,,,0.7378151,,Left Foot,,,"[50.7, 73.5]",Ground Pass,,14.866069,,,Daniel Tawiah Opare,9400.0,,,,,,1,From Throw In,Jeffrey Gouweleeuw,8318.0,Right Center Back,71,Augsburg,172,['47b0dfd1-be7d-43a9-ad0f-c4c4620b6f71'],11,,,,,,,,,,,,,,,Augsburg,172,00:37:11.404,Pass,
,,,,,,,,,,,,,,,,1.473512,,,,,,,,,,,,,0e39f8af-7ead-4b93-872e-77be5c0ed895,1262,,,"[83.2, 5.1]",3890522,37,,,,,1.2183387,,Left Foot,,,"[86.4, 13.8]",Ground Pass,,9.269844,Incomplete,,Artem Kravets,27639.0,,,,,,1,From Throw In,Filip Kostić,5591.0,Left Midfield,71,Augsburg,172,"['84dbc426-0b1f-4b5c-9313-fa5d2b8eb097', '9527bb3c-25a1-4a7d-b6ee-4220a15d5c8a', 'def97489-aa48-4bfc-a8fd-f453a3a49a0f']",15,,,,,,,,,,,,,,,VfB Stuttgart,174,00:37:15.985,Pass,True
,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,fd3cf6a9-68d6-4664-89f5-7d2d26172f86,1266,,,"[12.6, 47.8]",3890522,37,,,,,-1.2649175,,Right Foot,,,"[20.4, 23.1]",Ground Pass,,25.902317,,,Ragnar Klavan,4174.0,,,,,,1,From Throw In,Daniel Tawiah Opare,9400.0,Right Back,71,Augsburg,172,['befae640-579f-49ed-a51e-7977d070866f'],21,,,,,,,,,,,,,,,Augsburg,172,00:37:21.824,Pass,
,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,02e9000b-9a11-4fe0-89b2-483aad9ccbeb,1269,,,"[21.5, 20.8]",3890522,37,,,,,-0.88751525,,Right Foot,,,"[34.2, 5.2]",Ground Pass,,20.115913,,,Philipp Max,8319.0,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,71,Augsburg,172,['de32873c-49e2-411a-873f-bc66d6c221ba'],24,,,,,,,,,,,,,,,Augsburg,172,00:37:24.417,Pass,
,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,f58ac976-5398-4171-b4d8-2d6c51ed16f6,1273,,,"[35.7, 3.5]",3890522,37,,,,,2.7554152,,Left Foot,,,"[17.5, 10.9]",Ground Pass,,19.646883,,,Ragnar Klavan,4174.0,,,,,,1,From Throw In,Philipp Max,8319.0,Left Back,71,Augsburg,172,"['0695fed5-6ac7-4a16-b30c-8b4a28238995', 'a5166072-cf73-464d-9c5d-91667785546f']",27,,,,,,,,,,,,,,,Augsburg,172,00:37:27.092,Pass,True
,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,1169f60c-ea5f-4d52-adf7-47e44143b466,1276,,,"[21.0, 21.1]",3890522,37,,,,,1.6267602,,Left Foot,,,"[19.0, 56.8]",Ground Pass,,35.755978,,,Jeffrey Gouweleeuw,8318.0,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,71,Augsburg,172,['57bcb6cd-aa79-4f3d-ba5d-c4aeb83d1e30'],32,,,,,,,,,,,,,,,Augsburg,172,00:37:32.445,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,bf5c99e9-ce9f-4a11-b2da-29128ba5baf4,1279,,,"[18.7, 56.8]",3890522,37,,,,,-2.171748,,Right Foot,,,"[7.8, 40.9]",Ground Pass,,19.277449,,,Marwin Hitz,8314.0,,,,,,1,From Throw In,Jeffrey Gouweleeuw,8318.0,Right Center Back,71,Augsburg,172,['b44a4a94-8374-418d-9904-0c4f55b4752f'],36,,,,,,,,,,,,,,,Augsburg,172,00:37:36.805,Pass,
,,,,,,,,,,,,,,,,2.804115,,,,,,,,,,,,,93c16063-90ea-4efd-afce-7a34b83159db,1283,,,"[7.8, 34.1]",3890522,37,,True,,,-0.40514424,,Left Foot,,,"[55.6, 13.6]",High Pass,,52.01048,Incomplete,,Caiuby Francisco da Silva,8303.0,,,,,,1,From Throw In,Marwin Hitz,8314.0,Goalkeeper,71,Augsburg,172,"['3822ec6c-f1e3-424e-ab08-30e721428336', 'dea1519c-90d5-4482-9ebb-3db442f3a23b']",40,,,,,,,,,,,,,,,Augsburg,172,00:37:40.364,Pass,
,,,,,,,,,,,,,,,,2.223029,,,,,,,,,,,,,3822ec6c-f1e3-424e-ab08-30e721428336,1285,,,"[64.5, 66.5]",3890522,37,,,,,-0.34674534,,Head,,,"[76.4, 62.2]",High Pass,,12.653063,Incomplete,,,,,,,,Recovery,1,From Throw In,Florian Klein,9728.0,Right Midfield,71,Augsburg,172,"['08b2235c-705f-4d46-8213-06c46ab8ad07', '93c16063-90ea-4efd-afce-7a34b83159db']",43,,,,,,,,,,,,,,,VfB Stuttgart,174,00:37:43.168,Pass,
,,,,,,,,,,,,,,,,0.234767,,,,,,,,,,,,,aec87eae-d3de-4de9-8667-ec689d4d5737,1287,,,"[68.9, 60.2]",3890522,37,,,,,0.28897542,,Right Foot,,,"[72.6, 61.3]",Low Pass,,3.8600519,Incomplete,,Timo Werner,5557.0,,,,,Recovery,1,From Throw In,Christian Gentner,8959.0,Right Defensive Midfield,71,Augsburg,172,"['4cebc05e-2821-4881-a5e9-7a27192a3436', 'a8f5cfe9-1626-4dd5-aee1-745c8a1334fb']",46,,,,,,,,,,,,,,,VfB Stuttgart,174,00:37:46.379,Pass,
,,,,,,,,,,,,,,,,0.700729,,,,,,,,,,,,,c98a2f27-ee69-4772-b21f-09e001190940,1293,,,"[51.5, 15.9]",3890522,37,,,,,-1.5707964,,Right Foot,,,"[51.5, 4.7]",Ground Pass,,11.2,,,Caiuby Francisco da Silva,8303.0,,,,,,1,From Throw In,Halil Altıntop,40462.0,Center Attacking Midfield,71,Augsburg,172,"['63f870a1-d674-48f3-9883-17d9ccb6bac0', 'de9e12de-9a0c-4570-ae31-fcf41670b297']",49,,,,,,,,,,,,,,,Augsburg,172,00:37:49.351,Pass,True
,,,,,,,,,,,,,,,,2.651732,,,,,,,,,,,,,c12488d1-1368-45a7-ad72-c48868eb5d62,1302,,,"[68.8, 14.4]",3890522,37,,,,,0.19894594,,Left Foot,,,"[106.0, 21.9]",Ground Pass,,37.948517,,,Alfreð Finnbogason,5514.0,,,,,,1,From Throw In,Caiuby Francisco da Silva,8303.0,Left Wing,71,Augsburg,172,['15d1e3f5-aa3c-43ea-959e-b956f849ae83'],57,,,,,,,,,,,,,,,Augsburg,172,00:37:57.386,Pass,
,,,,,,,,,,,,,,,,1.862107,,,,,,,,,,,,,080e4364-1ea0-4be0-b926-c860ebe7ea17,1306,,,"[106.0, 23.1]",3890522,38,,,,,1.4361984,43acddb6-ea04-441b-840b-fa5261dfa518,Right Foot,,,"[109.9, 51.9]",High Pass,,29.062862,,,Halil Altıntop,40462.0,True,,,,,1,From Throw In,Alfreð Finnbogason,5514.0,Center Forward,71,Augsburg,172,['9653befd-9cc4-46a3-ad37-c711e0f6f4a5'],2,,,,,,,,,,,,,,,Augsburg,172,00:38:02.015,Pass,
,,,,,,,,,,,,,,,,2.115541,,,,,,,,,,,,,2e34346c-e111-43fb-aedc-5bfa3909daf7,1311,,,"[7.0, 44.1]",3890522,38,,,,,0.6194264,,Right Foot,,,"[30.0, 60.5]",Ground Pass,,28.248186,,,Daniel Schwaab,8270.0,,,,,Goal Kick,1,From Goal Kick,Przemysław Tytoń,9082.0,Goalkeeper,72,VfB Stuttgart,174,['307d03b1-0da2-4c2c-855e-1be379a01dbc'],33,,,,,,,,,,,,,,,VfB Stuttgart,174,00:38:33.014,Pass,
,,,,,,,,,,,,,,,,0.891762,,,,,,,,,,,,,8dff1af1-3091-413b-90d3-891049977517,1314,,,"[46.7, 69.4]",3890522,38,,,,,-1.4068145,,Right Foot,,,"[49.0, 55.5]",Ground Pass,,14.089003,,,Daniel Didavi,8243.0,,,,,,1,From Goal Kick,Daniel Schwaab,8270.0,Right Back,72,VfB Stuttgart,174,['b60c282f-029e-4d09-b61a-f2d8f9d7a135'],39,,,,,,,,,,,,,,,VfB Stuttgart,174,00:38:39.947,Pass,
,,,,,,,,,,,,,,,,1.406312,,,,,,,,,,,,,d5c05eed-9462-4faa-aa06-3bceceb084b0,1317,,,"[49.0, 55.5]",3890522,38,,,,,2.0116558,,Left Foot,,,"[42.3, 69.7]",Ground Pass,,15.701274,,,Daniel Schwaab,8270.0,,,,,,1,From Goal Kick,Daniel Didavi,8243.0,Left Defensive Midfield,72,VfB Stuttgart,174,['836d1fe3-cc84-4d54-bfb2-34abc343137f'],42,,,,,,,,,,,,,,,VfB Stuttgart,174,00:38:42.213,Pass,
,,,,,,,,,,,,,,,,2.142118,,,,,,,,,,,,,5a5264e0-0421-4cd4-b290-22d5c24e505f,1320,,,"[38.0, 54.2]",3890522,38,,,,,-2.754186,,Right Foot,,,"[8.1, 42.0]",Ground Pass,,32.29319,,,Przemysław Tytoń,9082.0,,,,,,1,From Goal Kick,Daniel Schwaab,8270.0,Right Back,72,VfB Stuttgart,174,['b0c61bf0-d952-416f-932b-87c9e8761f99'],47,,,,,,,,,,,,,,,VfB Stuttgart,174,00:38:47.190,Pass,
,,,,,,,,,,,,,,,,3.124846,,,,,,,,,,,,,dcc4ed89-4d8e-42b5-aafd-2d18a945b1a0,1324,,,"[10.6, 43.8]",3890522,38,,,,,-0.5241194,,Right Foot,,,"[68.9, 10.1]",High Pass,,67.33929,Incomplete,,Filip Kostić,5591.0,,,,,,1,From Goal Kick,Przemysław Tytoń,9082.0,Goalkeeper,72,VfB Stuttgart,174,"['61966ba2-5790-4018-8d96-645198c7a08b', '945b4f03-c38c-44e6-96ad-45c06d66e59b', 'b5ca137d-8752-4134-8719-671a83cc4fda']",50,,,,,,,,,,,,,,,VfB Stuttgart,174,00:38:50.435,Pass,True
,,,,,,,,,,,,,,,,3.483999,,,,,,,,,,,,,b7864303-d02e-4e6a-ad71-ec53c0d63d22,1328,,,"[63.4, 0.1]",3890522,39,,True,,,0.23829937,,,,,"[88.1, 6.1]",Low Pass,,25.4183,,,Artem Kravets,27639.0,,,,,Throw-in,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,73,VfB Stuttgart,174,['8223f6f4-70ad-4420-b7ef-7babd3ba5ab4'],2,,,,,,,,,,,,,,,VfB Stuttgart,174,00:39:02.144,Pass,
,,,,,,,,,,,,,,,,0.161628,,,,,,,,,,,,,1c749ad6-dcd5-4751-bb3e-8c7967123b9e,1331,,,"[89.1, 5.8]",3890522,39,,,,,2.9584818,,Right Foot,,,"[86.4, 6.3]",Low Pass,,2.745906,Incomplete,,Filip Kostić,5591.0,,,,,,1,From Throw In,Artem Kravets,27639.0,Left Center Forward,73,VfB Stuttgart,174,"['299598ce-4d9c-436c-bc32-b31a83c17155', 'b505ad52-5d5f-4468-b8b8-58c107be7530', 'dcab5085-4081-4df5-b09d-2082e8e9806d']",6,,,,,,,,,,,,,,,VfB Stuttgart,174,00:39:06.503,Pass,True
,,,,,,,,,,,,,,,,0.977976,,,,,,,,,,,,,f2c8a39c-ca0d-4267-b47b-975a64060dd5,1334,,,"[91.1, 0.1]",3890522,39,,,,,0.52807444,,,,,"[103.1, 7.1]",Low Pass,,13.892444,,,Artem Kravets,27639.0,,,,,Throw-in,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,74,VfB Stuttgart,174,['af7e1330-079e-4953-b4a8-1e0008e65299'],13,,,,,,,,,,,,,,,VfB Stuttgart,174,00:39:13.613,Pass,
,,,,,,,,,,,,,,,,1.002128,,,,,,,,,,,,,98cdea31-43bc-4944-9d76-d0b44d738a56,1341,,,"[60.8, 19.6]",3890522,39,,,,,0.30384967,,Head,,,"[72.6, 23.3]",High Pass,,12.366487,,,Christian Gentner,8959.0,,,,,Recovery,1,From Throw In,Toni Šunjić,38172.0,Right Center Back,74,VfB Stuttgart,174,['0fbea1d0-b736-47b4-bae4-81283016b43e'],20,,,,,,,,,,,,,,,VfB Stuttgart,174,00:39:20.253,Pass,
,,,,,,,,,,,,,,,,1.911593,,,,,,,,,,,,,1b156590-ad8b-419a-a6ea-0e5e58f1d0ad,1344,,,"[72.6, 23.3]",3890522,39,,,,,-1.7161063,,Right Foot,,,"[70.2, 6.9]",Ground Pass,,16.57468,,,Daniel Didavi,8243.0,,,,,,1,From Throw In,Christian Gentner,8959.0,Right Defensive Midfield,74,VfB Stuttgart,174,['d3c85252-23ec-41d8-8c32-f10a9496c9db'],21,,,,,,,,,,,,,,,VfB Stuttgart,174,00:39:21.259,Pass,
,,,,,,,,,,,,,,,,1.367327,,,,,,,,,,,,,57a8bace-1a0a-4125-aa95-cc59a4192bde,1348,,,"[79.2, 5.8]",3890522,39,,,,,1.7782925,,Left Foot,,,"[77.2, 15.3]",Ground Pass,,9.708244,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,1,From Throw In,Daniel Didavi,8243.0,Left Defensive Midfield,74,VfB Stuttgart,174,['4b3aa29e-8a9d-4846-bd6a-9101ec92c3a2'],25,,,,,,,,,,,,,,,VfB Stuttgart,174,00:39:25.426,Pass,
