50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.719381,,,,,,,,,,,75c7ee03-7639-4f38-ab7e-71f8777c05f3,15,,,"[70.1, 54.0]",3890505,0,,,,,-2.876653,,Right Foot,,,"[57.2, 50.5]",Ground Pass,13.366376,,,,Philipp Lahm,19295.0,,,,,,,1,From Kick Off,Robert Lewandowski,5668.0,Center Forward,2,Bayern Munich,169,['ec593a19-7bfe-4fcb-b99e-ad4ca3cf4ea3'],7,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:07.270,Pass,
,,,,,,,,,,,,,,,,,1.395603,,,,,,,,,,,adfde77c-a3d6-4d67-8802-4c718cf3de3f,18,,,"[55.4, 58.2]",3890505,0,,,,,1.9012423,,Right Foot,,,"[49.5, 75.4]",Ground Pass,18.183784,,,,Javier Martínez Aginaga,9399.0,,,,,,,1,From Kick Off,Philipp Lahm,19295.0,Right Back,2,Bayern Munich,169,['10b28e87-4046-4256-9f30-723cbb9d4b56'],9,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:09.874,Pass,
,,,,,,,,,,,,,,,,,1.280504,,,,,,,,,,,1d71704b-4a5a-4ad1-a83f-d5c6b21d6fe9,21,,,"[49.5, 71.6]",3890505,0,,,,,-2.0579438,,Right Foot,,,"[39.7, 53.1]",Ground Pass,20.935377,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,From Kick Off,Javier Martínez Aginaga,9399.0,Right Center Back,2,Bayern Munich,169,['dd742b39-c76f-4b3e-97b3-72138e02bbf9'],12,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:12.270,Pass,
,,,,,,,,,,,,,,,,,0.896938,,,,,,,,,,,a3ca6925-4501-4538-90d2-8a320f5db10e,24,,,"[47.8, 52.3]",3890505,0,,,,,0.5947593,,Left Foot,,,"[58.0, 59.2]",Ground Pass,12.314626,,,,Philipp Lahm,19295.0,,,,,,,1,From Kick Off,David Olatukunbo Alaba,8220.0,Left Center Back,2,Bayern Munich,169,['e39891e8-781f-441c-9787-5a00a5c69493'],16,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:16.508,Pass,
,,,,,,,,,,,,,,,,,1.359985,,,,,,,,,,,5dcde63d-c134-41fe-be53-48a85c942a2f,26,,,"[56.4, 58.2]",3890505,0,,,,,-2.515456,,Right Foot,,,"[45.2, 50.1]",Ground Pass,13.822083,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,From Kick Off,Philipp Lahm,19295.0,Right Back,2,Bayern Munich,169,['c6895c9a-52be-4820-b22c-d2eb89774815'],17,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:17.405,Pass,
,,,,,,,,,,,,,,,,,1.404062,,,,,,,,,,,a2264690-1f2d-460b-9d29-6dc5e40d8eec,29,,,"[46.5, 46.7]",3890505,0,,,,,-1.4032283,,Left Foot,,,"[49.9, 26.6]",Ground Pass,20.385534,,,,Xabier Alonso Olano,20133.0,,,,,,,1,From Kick Off,David Olatukunbo Alaba,8220.0,Left Center Back,2,Bayern Munich,169,['5570a9e7-5c00-4a56-8ffa-c9d7b50a2d7b'],21,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:21.325,Pass,
,,,,,,,,,,,,,,,,,1.098759,,,,,,,,,,,e0e3929b-aeec-4b92-9466-274c583ca68d,32,,,"[50.4, 24.4]",3890505,0,,,,,-0.95526624,,Right Foot,,,"[63.2, 6.3]",Ground Pass,22.16867,,,,Juan Bernat Velasco,15651.0,,,,,,,1,From Kick Off,Xabier Alonso Olano,20133.0,Center Defensive Midfield,2,Bayern Munich,169,['b362b676-5ce9-451b-8ff5-e49e60b5d82a'],23,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:23.553,Pass,
,,,,,,,,,,,,,,,,,1.142447,,,,,,,,,,,31b2a0b1-4ada-496d-9f65-3dfbfd9dc64e,35,,,"[62.8, 7.3]",3890505,0,,,,,2.7049656,,Left Foot,,,"[47.8, 14.3]",Ground Pass,16.552946,,,,Xabier Alonso Olano,20133.0,,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Back,2,Bayern Munich,169,['43073442-e433-43c4-a90d-fc64549be567'],25,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:25.786,Pass,
,,,,,,,,,,,,,,,,,0.878714,,,,,,,,,,,ac477f13-430f-4d0e-bd2b-64e3f23a5796,38,,,"[47.4, 15.6]",3890505,0,,,,,0.62117624,,Left Foot,,,"[57.6, 22.9]",Ground Pass,12.543125,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Kick Off,Xabier Alonso Olano,20133.0,Center Defensive Midfield,2,Bayern Munich,169,['39fb855f-45aa-40a1-a5a9-bef73448beb1'],27,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:27.540,Pass,
,,,,,,,,,,,,,,,,,1.513801,,,,,,,,,,,cf7cdb42-2175-4b1f-b69e-3dc20bfc039a,40,,,"[59.0, 24.1]",3890505,0,,,,,2.5136113,,Right Foot,,,"[37.1, 40.0]",Ground Pass,27.06326,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,2,Bayern Munich,169,['900ff70c-9a8e-44c9-917f-4ea998146cf3'],28,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:28.419,Pass,
,,,,,,,,,,,,,,,,,1.022007,,,,,,,,,,,745bb288-634c-44f3-a491-96a3e3f0925d,44,,,"[47.4, 27.7]",3890505,0,,,,,-1.1270736,,Left Foot,,,"[58.0, 5.4]",Ground Pass,24.691092,,,,Juan Bernat Velasco,15651.0,,,,,,,1,From Kick Off,David Olatukunbo Alaba,8220.0,Left Center Back,2,Bayern Munich,169,"['890f6faa-c369-4130-b3c4-981efe0e6957', '92c01a33-d20d-4118-b244-3a8ddc7c96ce']",33,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:33.578,Pass,True
,,,,,,,,,,,,,,,,,1.210477,,,,,,,,,,,a0868541-ec8d-4b6e-b662-07ae5cf1d4f5,48,,,"[56.4, 8.8]",3890505,0,,,,,2.7651024,,Left Foot,,,"[47.8, 12.2]",Ground Pass,9.247703,,,,Xabier Alonso Olano,20133.0,,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Back,2,Bayern Munich,169,"['844b9f8d-d700-482d-8dff-17203a7b9383', 'fd2e4bf1-0a93-414b-bca4-2ee9118297c3']",36,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:36.653,Pass,True
,,,,,,,,,,,,,,,,,3.228725,,,,,,,,,,,237a768c-df70-4ea3-b2ab-5bf97ed03c0f,51,,,"[47.4, 16.5]",3890505,0,,,,,0.38316515,,Right Foot,,,"[105.7, 40.0]",High Pass,62.858093,,Incomplete,,Thomas Müller,5562.0,,,,Through Ball,True,,1,From Kick Off,Xabier Alonso Olano,20133.0,Center Defensive Midfield,2,Bayern Munich,169,"['090e5fb8-fbed-44fb-b81a-88cad59059e1', '88c8c0b0-b0b7-46a8-8ae1-d675847a994a']",39,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:39.293,Pass,
,,,,,,,,,,,,,,,,,2.393388,,,,,,,,,,,844184b7-a12a-438b-8978-89147815ac1d,54,,,"[14.9, 37.9]",3890505,0,,True,,,-1.0349851,,Keeper Arm,,,"[35.8, 2.7]",High Pass,40.937145,,,,Tohouri Zahoui Constant Djakpa,400621.0,,,,,,,1,From Keeper,Lukáš Hrádecký,8667.0,Goalkeeper,3,Eintracht Frankfurt,184,['690c5dbb-8b0a-498f-8385-b9e0cf976704'],43,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:43.705,Pass,
,,,,,,,,,,,,,,,,,0.72135,,,,,,,,,,,91c31b30-34f2-4011-a4c7-848a854e39d8,56,,,"[34.6, 2.3]",3890505,0,,True,,,-0.03736578,,Left Foot,,,"[56.0, 1.5]",Low Pass,21.414948,,,,Änis Ben-Hatira,35240.0,,,,,,,1,From Keeper,Tohouri Zahoui Constant Djakpa,400621.0,Left Wing Back,3,Eintracht Frankfurt,184,['e5ed0e00-a22f-4a19-a54a-3ecddb2629c0'],46,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:46.379,Pass,
,,,,,,,,,,,,,,,,,1.885742,,,,,,,,,,,b5cf0711-e160-4e81-b756-1dac57b5854f,59,,,"[51.6, 80.0]",3890505,0,,,,,-1.8513331,,,,,"[46.5, 62.3]",Low Pass,18.420097,,,,Xabier Alonso Olano,20133.0,,,,,,Throw-in,1,From Throw In,Philipp Lahm,19295.0,Right Back,4,Bayern Munich,169,['02a69537-fe9f-4d28-ad09-4b798c54b0b3'],52,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:52.180,Pass,
,,,,,,,,,,,,,,,,,1.186031,,,,,,,,,,,a805b8ed-0247-46d3-b7f0-f36bda453989,62,,,"[54.6, 60.7]",3890505,0,,,,,-1.7199689,,Right Foot,,,"[52.0, 43.4]",Ground Pass,17.494286,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Throw In,Xabier Alonso Olano,20133.0,Center Defensive Midfield,4,Bayern Munich,169,['ebc8fbd5-b517-4553-bc49-c4321777829f'],56,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:56.445,Pass,
,,,,,,,,,,,,,,,,,1.437659,,,,,,,,,,,00fe581e-568e-407b-b64f-40d667ded8d8,65,,,"[63.2, 25.9]",3890505,0,,,,,-1.5426347,,Right Foot,,,"[63.6, 11.7]",Ground Pass,14.205632,,,,Franck Bilal Ribéry,8223.0,,,,,,,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,4,Bayern Munich,169,['2b1fc89d-ba18-4207-b106-5d8c31e2586e'],59,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:59.185,Pass,
,,,,,,,,,,,,,,,,,0.97155,,,,,,,,,,,0295e623-8fbc-48a8-883e-80206957aa59,69,,,"[68.4, 5.8]",3890505,1,,,,,3.0324392,,Right Foot,,,"[53.8, 7.4]",Ground Pass,14.687409,,,,Juan Bernat Velasco,15651.0,,,,,,,1,From Throw In,Franck Bilal Ribéry,8223.0,Left Wing,4,Bayern Munich,169,['78ba7a4c-da56-4fd3-b168-94e4536b4a86'],2,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:02.198,Pass,
,,,,,,,,,,,,,,,,,1.867555,,,,,,,,,,,9e7a7b25-3aec-45b3-992e-c1f13e8e7519,72,,,"[55.0, 7.8]",3890505,1,,,,,1.8904327,,Left Foot,,,"[45.6, 36.2]",Ground Pass,29.915213,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,From Throw In,Juan Bernat Velasco,15651.0,Left Back,4,Bayern Munich,169,['bbd6206e-39ec-4738-a6e7-809207773315'],4,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:04.206,Pass,
,,,,,,,,,,,,,,,,,0.623511,,,,,,,,,,,a3d8c038-8a81-421f-8f9d-65c9a488be3e,75,,,"[45.6, 36.6]",3890505,1,,,,,0.8224183,,Left Foot,,,"[56.0, 47.8]",Ground Pass,15.283978,,,,Philipp Lahm,19295.0,,,,,,,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Center Back,4,Bayern Munich,169,['838d79cd-d069-443d-9539-6717f3d83f97'],6,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:06.931,Pass,
,,,,,,,,,,,,,,,,,1.162913,,,,,,,,,,,fd876051-bd21-4764-9072-d68124ff0309,78,,,"[56.8, 47.8]",3890505,1,,,,,-2.5829933,,Right Foot,,,"[45.6, 40.8]",Ground Pass,13.207574,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,From Throw In,Philipp Lahm,19295.0,Right Back,4,Bayern Munich,169,['5ef7b3cc-ea9a-4bfd-838d-d635cb885843'],8,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:08.272,Pass,
,,,,,,,,,,,,,,,,,1.141661,,,,,,,,,,,351b3e5c-2cb4-4936-b895-b0c08100be1f,82,,,"[44.8, 34.0]",3890505,1,,,,,-1.378544,,Left Foot,,,"[49.9, 7.8]",Ground Pass,26.69176,,,,Juan Bernat Velasco,15651.0,,,,,,,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Center Back,4,Bayern Munich,169,"['92531c0f-b75c-4f92-ac76-c37cd27b0a99', 'e43aae4f-905d-41a5-b99c-e8270e64d184']",12,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:12.546,Pass,True
,,,,,,,,,,,,,,,,,0.614161,,,,,,,,,,,d345e4af-059e-40e1-93bb-9aa5ebff0769,89,,,"[67.1, 34.9]",3890505,1,,,,,0.0,,Left Foot,,,"[72.7, 34.9]",Ground Pass,5.6,,,,Robert Lewandowski,5668.0,,,,,,,1,From Throw In,Juan Bernat Velasco,15651.0,Left Back,4,Bayern Munich,169,"['2c464c17-2d96-4380-89b6-d86874bc09a6', 'f4a3e95b-8273-4b3f-888d-39f7044c88c5']",22,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:22.458,Pass,True
,,,,,,,,,,,,,,,,,0.724261,,,,,,,,,,,5dd965e4-1559-4183-a05b-48711da819ae,93,,,"[73.9, 36.2]",3890505,1,,,,,1.7033478,,Right Foot,,,"[73.1, 42.2]",Ground Pass,6.053098,,,,Juan Bernat Velasco,15651.0,,,,,,,1,From Throw In,Robert Lewandowski,5668.0,Center Forward,4,Bayern Munich,169,['c1020f59-abdb-44bf-9da7-4b324cfb8310'],23,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:23.252,Pass,
,,,,,,,,,,,,,,,,,1.497853,,,,,,,,,,,d23aaf2d-0ebe-48ce-942a-f531ea776c1b,96,,,"[77.3, 55.1]",3890505,1,,,,,1.0771791,,Left Foot,,,"[87.2, 73.5]",Ground Pass,20.894258,,,,Thomas Müller,5562.0,,,,,,,1,From Throw In,Juan Bernat Velasco,15651.0,Left Back,4,Bayern Munich,169,['42d04285-a249-4a6f-8003-dadca7ae3f3a'],26,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:26.402,Pass,
,,,,,,,,,,,,,,,,,1.335104,,,,,,,,,,,263dc9d5-50fb-4f58-a8d8-4a12216a9e9f,100,,,"[89.0, 74.4]",3890505,1,,,,,-0.69578373,,Right Foot,,,"[107.8, 58.7]",High Pass,24.49347,,Incomplete,,Robert Lewandowski,5668.0,,,,,,,1,From Throw In,Thomas Müller,5562.0,Right Wing,4,Bayern Munich,169,"['09a6f022-9c8a-48d1-8541-f6644e99142d', '61acf4d9-b63d-45b0-9643-9b8678df6a40', '6800a615-ecbb-4d85-a2a4-c6965a23584c']",29,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:29.038,Pass,True
,,,,,,,,,,,,,,,,,1.706495,,,,,,,,,,,2d4bd866-4082-45c1-b09a-ec5f20245489,105,,,"[98.8, 63.0]",3890505,1,,,,,-2.3207483,,Head,,,"[92.0, 55.7]",High Pass,9.976472,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,Recovery,1,From Throw In,Thomas Müller,5562.0,Right Wing,4,Bayern Munich,169,['dba35f12-0b43-4c78-b6b3-5f89938f0c69'],34,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:34.649,Pass,
,,,,,,,,,,,,,,,,,0.999433,,,,,,,,,,,ac23a9dc-7bb1-4428-98e2-6cfd28f9396b,109,,,"[88.5, 46.3]",3890505,1,,,,,-1.9605875,,Right Foot,,,"[80.9, 27.8]",Ground Pass,20.00025,,,,Juan Bernat Velasco,15651.0,,,,,,,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,4,Bayern Munich,169,['4661503c-5bd6-46e2-a808-274f3a23ed8f'],39,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:39.021,Pass,
,,,,,,,,,,,,,,,,,1.803535,,,,,,,,,,,38f71bf0-6f58-416c-8708-2e724102d53b,112,,,"[88.5, 26.2]",3890505,1,,,,,0.70690805,,Left Foot,,,"[112.5, 46.7]",High Pass,31.563429,,Incomplete,,Thomas Müller,5562.0,,,,,,,1,From Throw In,Juan Bernat Velasco,15651.0,Left Back,4,Bayern Munich,169,"['38da68be-2bc6-4bd5-8f1c-5cf28d2241a1', '86100487-ac32-4a6c-96cf-6572b6aa4de1']",41,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:41.727,Pass,
,,,,,,,,,,,,,,,,,4.1644,,,,,,,,,,,9dc7e90f-cca1-4fc4-aaa9-fcbd4108d8cb,117,,,"[5.0, 2.6]",3890505,1,,,,,0.32795525,,Left Foot,,,"[62.9, 22.3]",High Pass,61.159626,,Incomplete,,Haris Seferović,5543.0,,,,,,,1,From Throw In,Tohouri Zahoui Constant Djakpa,400621.0,Left Wing Back,4,Bayern Munich,169,"['d891745d-e725-4c1b-ba53-48437827dec4', 'd8f1503d-85b2-42aa-a0c8-503183a7a944']",49,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:49.100,Pass,
,,,,,,,,,,,,,,,,,1.397562,,,,,,,,,,,3628bd41-b789-4893-8c48-b91e7e5065d5,121,,,"[59.0, 51.4]",3890505,1,,,,,-0.71124864,,Left Foot,,,"[68.4, 43.3]",Ground Pass,12.408464,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Center Back,4,Bayern Munich,169,['b6f2d928-7155-4714-878b-a69c713dd771'],53,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:53.553,Pass,
