50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.815536,,,,,,,,,,,,,,8c8b8e94-c508-483f-811b-82df27f24972,29,,"[30.8, 71.9]",3890314,0,,,,,-2.3409865,,Right Foot,,,"[4.9, 45.2]",,Ground Pass,,37.19812,,,,Marwin Hitz,8314.0,,,,,,,1,From Kick Off,Paul Verhaegh,8237.0,Right Back,2,Augsburg,172,['b3e0bc80-929c-484c-a044-f26ca12411de'],23,,,,,,,,,,,,,,,,,Augsburg,172,00:00:23.226,Pass,
,,,,,,,,,,,,,,,1.691998,,,,,,,,,,,,,,29ecec51-513b-43ea-85fa-7365bdc72781,32,,"[11.3, 40.9]",3890314,0,,,,,-1.1530683,,Right Foot,,,"[19.6, 22.2]",,Ground Pass,,20.459229,,,,Ragnar Klavan,4174.0,,,,,,,1,From Kick Off,Marwin Hitz,8314.0,Goalkeeper,2,Augsburg,172,['a2d9c9a7-cd43-48be-a94c-660ee3c45bb7'],28,,,,,,,,,,,,,,,,,Augsburg,172,00:00:28.189,Pass,
,,,,,,,,,,,,,,,2.537835,,,,,,,,,,,,,,20cb94d5-a9c6-4ca2-9431-f20550e6e6ad,35,,"[20.8, 22.0]",3890314,0,,,,,2.1652174,,Left Foot,,,"[8.7, 39.9]",,Ground Pass,,21.606018,,,,Marwin Hitz,8314.0,,,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,['b0d92afd-338f-444a-86f2-8af384f2eb3d'],30,,,,,,,,,,,,,,,,,Augsburg,172,00:00:30.168,Pass,
,,,,,,,,,,,,,,,1.470312,,,,,,,,,,,,,,8a37222f-de6e-4123-990b-29475d9fa590,38,,"[11.3, 43.7]",3890314,0,,,,,-0.2947301,,Right Foot,,,"[28.1, 38.6]",,Ground Pass,,17.55705,,,,Dominik Kohr,8207.0,,,,,,,1,From Kick Off,Marwin Hitz,8314.0,Goalkeeper,2,Augsburg,172,['4cfd97e1-153e-4587-9d30-97f4c0e1da7f'],33,,,,,,,,,,,,,,,,,Augsburg,172,00:00:33.697,Pass,
,,,,,,,,,,,,,,,2.024553,,,,,,,,,,,,,,da935ecd-617e-443e-86a5-3cb1e460e376,41,,"[28.1, 38.6]",3890314,0,,,,,-1.060308,,Right Foot,,,"[47.7, 3.6]",,Ground Pass,,40.114338,,,,Konstantinos Stafylidis,4279.0,,,,,,,1,From Kick Off,Dominik Kohr,8207.0,Right Defensive Midfield,2,Augsburg,172,['a3603ff0-6316-42c7-b793-bb6c4c796bc9'],36,,,,,,,,,,,,,,,,,Augsburg,172,00:00:36.481,Pass,
,,,,,,,,,,,,,,,1.750218,,,,,,,,,,,,,,8d17bc2a-9ebf-4ec0-b48c-4c357a347b3e,44,,"[49.0, 7.5]",3890314,0,,,,,2.7200446,,Left Foot,,,"[26.7, 17.5]",,Ground Pass,,24.439518,,,,Ragnar Klavan,4174.0,,,,,,,1,From Kick Off,Konstantinos Stafylidis,4279.0,Left Back,2,Augsburg,172,['2bc2fcd4-5cf0-403a-96ea-8bd535384a5e'],40,,,,,,,,,,,,,,,,,Augsburg,172,00:00:40.204,Pass,
,,,,,,,,,,,,,,,1.784138,,,,,,,,,,,,,,90d92f60-d31b-45c3-bcb3-94269f37b557,47,,"[31.0, 20.1]",3890314,0,,,,,1.6243166,,Left Foot,,,"[28.9, 59.3]",,Ground Pass,,39.25621,,,,Jeong-Ho Hong,40543.0,,,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,['3cd1e3b8-03d6-4d0b-9f2c-cca4ec6d3b7a'],43,,,,,,,,,,,,,,,,,Augsburg,172,00:00:43.154,Pass,
,,,,,,,,,,,,,,,2.506069,,,,,,,,,,,,,,ad7ce246-4dd7-4b49-8625-f59ab8f2a8c5,50,,"[29.8, 59.4]",3890314,0,,,,,-1.6864256,,Right Foot,,,"[25.7, 24.1]",,Ground Pass,,35.537304,,,,Ragnar Klavan,4174.0,,,,,,,1,From Kick Off,Jeong-Ho Hong,40543.0,Right Center Back,2,Augsburg,172,['f55edb5e-82ab-4ece-9904-1d4d2928dba5'],48,,,,,,,,,,,,,,,,,Augsburg,172,00:00:48.662,Pass,
,,,,,,,,,,,,,,,1.760912,,,,,,,,,,,,,,b1d5e173-f958-4a2a-867b-e6eed52cf73a,53,,"[26.7, 22.7]",3890314,0,,,,,1.564914,,Left Foot,,,"[26.9, 56.7]",,Ground Pass,,34.000587,,,,Jeong-Ho Hong,40543.0,,,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,['e8938ae4-5870-4530-aabe-e3e2cc73baf7'],52,,,,,,,,,,,,,,,,,Augsburg,172,00:00:52.015,Pass,
,,,,,,,,,,,,,,,1.275048,,,,,,,,,,,,,,79463000-20f4-47e9-b973-62888d50aeba,56,,"[26.9, 56.7]",3890314,0,,,,,0.8918643,,Left Foot,,,"[38.6, 71.2]",,Ground Pass,,18.631693,,,,Dominik Kohr,8207.0,,,,,,,1,From Kick Off,Jeong-Ho Hong,40543.0,Right Center Back,2,Augsburg,172,['07aea84d-853f-485f-ae9a-6c0cb927eceb'],54,,,,,,,,,,,,,,,,,Augsburg,172,00:00:54.801,Pass,
,,,,,,,,,,,,,,,2.709206,,,,,,,,,,,,,,2b92fa18-e629-4171-ad66-1bcfab20d984,59,,"[39.5, 71.9]",3890314,0,,,,,-0.33293816,,Right Foot,,,"[95.6, 52.5]",,High Pass,,59.359665,,,,Ja-Cheol Koo,5627.0,,,,,,,1,From Kick Off,Dominik Kohr,8207.0,Right Defensive Midfield,2,Augsburg,172,['872ab1a3-aa1c-4eed-8320-30ed0f57967d'],57,,,,,,,,,,,,,,,,,Augsburg,172,00:00:57.771,Pass,
,,,,,,,,,,,,,,,1.32737,,,,,,,,,,,,,,73365d1f-7686-4688-8053-819163bee23e,61,,"[96.9, 53.4]",3890314,1,,,,True,-3.1062093,,,,,"[85.6, 53.0]",,High Pass,,11.307077,,Incomplete,,Halil Altıntop,40462.0,,,,,,,1,From Kick Off,Ja-Cheol Koo,5627.0,Right Wing,2,Augsburg,172,"['4dc0eae9-de65-40fc-8f46-02f85ca8f209', '5a10f8a9-a814-47a6-bae3-872fc131d648', 'bf134434-efb0-4440-b7c3-1f74e82a0022']",0,,,,,,,,,,,,,,,,,Augsburg,172,00:01:00.514,Pass,True
,,,,,,,,,,,,,,,2.953636,,,,,,,,,,,,,,3b39759e-63fd-410c-8320-72c83bab02e2,67,,"[42.3, 8.0]",3890314,1,,,,,-0.22550963,,Left Foot,,,"[76.3, 0.2]",,Ground Pass,,34.883232,,Incomplete,,Eugen Polanski,8404.0,,,,,,,1,From Kick Off,Pirmin Schwegler,8556.0,Right Defensive Midfield,2,Augsburg,172,"['57bb7541-d758-41de-b6db-c1e029f39932', '8a68b004-fbfe-4d7e-bd07-3a3b83d57056']",4,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:04.764,Pass,
,,,,,,,,,,,,,,,2.493511,,,,,,,,,,,,,,f6cdae31-2a60-47d2-aa59-f42d23a8e152,72,,"[32.9, 67.4]",3890314,1,,,,,-2.2869983,,Right Foot,,,"[9.4, 40.4]",,Ground Pass,,35.79455,,,,Marwin Hitz,8314.0,,,,,,,1,From Kick Off,Jeong-Ho Hong,40543.0,Right Center Back,2,Augsburg,172,"['5aaf6b06-784b-42c4-8bc7-4b252e487836', 'a081b1d4-d4bf-41f7-9075-bea6b71ef3c3']",10,,,,,,,,,,,,,,,,,Augsburg,172,00:01:10.214,Pass,True
,,,,,,,,,,,,,,,1.370693,,,,,,,,,,,,,,89ae1a10-ea72-4f48-b7a5-b817814bb900,74,,"[9.7, 41.6]",3890314,1,,True,,,-0.98788273,,Right Foot,,,"[21.7, 23.4]",,Ground Pass,,21.8,,,,Ragnar Klavan,4174.0,,,,,,,1,From Kick Off,Marwin Hitz,8314.0,Goalkeeper,2,Augsburg,172,['b5d79127-888b-4525-a2cd-d82d83b042e6'],14,,,,,,,,,,,,,,,,,Augsburg,172,00:01:14.779,Pass,
,,,,,,,,,,,,,,,1.490027,,,,,,,,,,,,,,9c5d6569-98a1-4f2c-9ebc-25ffda2c7baf,76,,"[21.0, 23.7]",3890314,1,,True,,,-0.8895946,,Right Foot,,,"[34.7, 6.8]",,Ground Pass,,21.755459,,,,Konstantinos Stafylidis,4279.0,,,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,['90fce4fa-c926-41c5-b100-0b9624f5e876'],17,,,,,,,,,,,,,,,,,Augsburg,172,00:01:17.222,Pass,
,,,,,,,,,,,,,,,1.533171,,,,,,,,,,,,,,4509e94d-21d6-4682-a7ed-bb9a49b380f9,78,,"[38.3, 6.2]",3890314,1,,,,,2.0935855,,Left Foot,,,"[28.1, 23.9]",,Ground Pass,,20.428656,,,,Ragnar Klavan,4174.0,,,,,,,1,From Kick Off,Konstantinos Stafylidis,4279.0,Left Back,2,Augsburg,172,['0dbda90a-a950-4ce2-b311-83f952f89ef6'],22,,,,,,,,,,,,,,,,,Augsburg,172,00:01:22.866,Pass,
,,,,,,,,,,,,,,,1.352996,,,,,,,,,,,,,,8bd366a3-9ac3-45e4-a4ac-97c16b76442e,81,,"[28.1, 23.9]",3890314,1,,,,,1.577669,,Left Foot,,,"[27.9, 53.0]",,Ground Pass,,29.100687,,,,Jeong-Ho Hong,40543.0,,,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,['2454694e-59a6-4bcc-b2bf-5dd6bba56a43'],26,,,,,,,,,,,,,,,,,Augsburg,172,00:01:26.055,Pass,
,,,,,,,,,,,,,,,2.181223,,,,,,,,,,,,,,5fe8cc72-5096-4b31-9237-c8b926ef6c09,84,,"[29.5, 53.2]",3890314,1,,,,,-1.3345131,,Right Foot,,,"[40.6, 7.1]",,Ground Pass,,47.417507,,,,Konstantinos Stafylidis,4279.0,,,True,,,,1,From Kick Off,Jeong-Ho Hong,40543.0,Right Center Back,2,Augsburg,172,['50183d66-29c6-4aa1-a8d0-3b7dff2f1dae'],29,,,,,,,,,,,,,,,,,Augsburg,172,00:01:29.808,Pass,
,,,,,,,,,,,,,,,1.706672,,,,,,,,,,,,,,9ffdcf19-0d61-47df-8d29-6c2c192cc752,87,,"[41.9, 12.8]",3890314,1,,,,,2.5213432,,Right Foot,,,"[31.4, 20.3]",,Ground Pass,,12.903488,,,,Ragnar Klavan,4174.0,,,,,,,1,From Kick Off,Konstantinos Stafylidis,4279.0,Left Back,2,Augsburg,172,['93f3f43e-f901-426e-abaa-1f907bfdf522'],35,,,,,,,,,,,,,,,,,Augsburg,172,00:01:35.053,Pass,
,,,,,,,,,,,,,,,2.146358,,,,,,,,,,,,,,90920ddd-12a9-4d7f-b75a-34ac77fe1e6a,90,,"[32.4, 21.7]",3890314,1,,,,,-0.8170332,,Left Foot,,,"[47.7, 5.4]",,Ground Pass,,22.35576,,,,Daniel Baier,8317.0,,,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,['5ce05091-0831-4447-8d3f-6e3b881f7e2b'],37,,,,,,,,,,,,,,,,,Augsburg,172,00:01:37.559,Pass,
,,,,,,,,,,,,,,,1.213065,,,,,,,,,,,,,,017c22c4-e22b-43da-aa19-39ce8cacbcbf,93,,"[47.7, 5.4]",3890314,1,,,,,-0.07967886,,Right Foot,,,"[74.0, 3.3]",,Ground Pass,,26.383707,,,,Konstantinos Stafylidis,4279.0,,,,,,,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Augsburg,172,['8b0fb106-6411-4ce0-ae09-791c09d524a2'],40,,,,,,,,,,,,,,,,,Augsburg,172,00:01:40.233,Pass,
,,,,,,,,,,,,,,,1.982211,,,,,,,,,,,,,,c1c73f11-0ca5-4ebd-9ffa-b9c5f10efd53,97,,"[80.7, 2.4]",3890314,1,,,,,0.32055008,,Left Foot,,,"[105.7, 10.7]",,Ground Pass,,26.341791,,Incomplete,,Alexander Esswein,8574.0,,,,,,,1,From Kick Off,Konstantinos Stafylidis,4279.0,Left Back,2,Augsburg,172,"['47a4db66-7e71-43f5-9986-736187d2437d', '6aff0a0a-2c61-4ce5-bd8a-9df7340c5e57']",43,,,,,,,,,,,,,,,,,Augsburg,172,00:01:43.022,Pass,
,,,,,,,,,,,,,,,1.170303,,,,,,,,,,,,,,1c69e12c-0bbe-4af3-8fe1-d65ef7cef26c,103,,"[12.7, 60.2]",3890314,1,,,,,0.40763152,,Left Foot,,,"[21.5, 64.0]",,Ground Pass,,9.585405,,,,Pirmin Schwegler,8556.0,,,,,,,1,Regular Play,Niklas Süle,6322.0,Right Center Back,3,Hoffenheim,175,['c2818d6e-a92b-4d4f-98ee-3d5b98366404'],46,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:46.881,Pass,
,,,,,,,,,,,,,,,1.168955,,,,,,,,,,,,,,c81acca4-ff7b-4b72-8543-a33429ab0078,105,,"[22.2, 63.3]",3890314,1,,,,,1.2231035,,Right Foot,,,"[27.6, 78.2]",,Ground Pass,,15.848344,,,,Pavel Kadeřábek,9397.0,,,,,,,1,Regular Play,Pirmin Schwegler,8556.0,Right Defensive Midfield,3,Hoffenheim,175,['2ac1f27b-db14-4cb6-b9cb-6838fd04235b'],48,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:48.051,Pass,
,,,,,,,,,,,,,,,5.148783,,,,,,,,,,,,,,0025b86b-280f-4699-b0b0-f2853218336f,109,,"[31.7, 78.0]",3890314,1,,,,,-0.7255052,,Right Foot,,,"[91.8, 24.7]",,High Pass,,80.32994,,Incomplete,,Eduardo Jesús Vargas Rojas,27317.0,,,True,,,,1,Regular Play,Pavel Kadeřábek,9397.0,Right Back,3,Hoffenheim,175,"['3699fd9e-a172-4fe4-9ff8-f46413f8df40', '9b7c7703-c849-4dd3-b850-b7bec0801267']",50,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:50.467,Pass,
,,,,,,,,,,,,,,,2.02818,,,,,,,,,,,,,,3699fd9e-a172-4fe4-9ff8-f46413f8df40,112,,"[28.3, 55.4]",3890314,1,,,,,1.0889275,,Right Foot,,,"[37.4, 72.8]",,Ground Pass,,19.635937,,,,Paul Verhaegh,8237.0,,,,,,Recovery,1,Regular Play,Jeong-Ho Hong,40543.0,Right Center Back,3,Hoffenheim,175,"['0025b86b-280f-4699-b0b0-f2853218336f', '96d0d3c1-591e-4cbe-a409-8d237842fc24', 'caee84f6-253a-4dd0-a18d-08a660edc9e9']",55,,,,,,,,,,,,,,,,,Augsburg,172,00:01:55.616,Pass,True
