50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.043077,,,,,,,,,,,,,,,28bff69c-2c35-4514-8be1-8b83a07ad267,24,,,"[24.1, 4.4]",3890365,0,,True,,,2.2621334,,Right Foot,,,,"[7.3, 24.7]",,Ground Pass,,26.350142,,,,,Roman Bürki,8225.0,,,,,Free Kick,1,From Free Kick,Mats Hummels,5572.0,Left Center Back,4,Borussia Dortmund,180,['eefc6dfc-c465-4471-baab-a277ccf320c3'],28,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:28.069,Pass,
,,,,,,,,,,,,,,,,,,1.181003,,,,,,,,,,,,,,,040b8637-612f-4e13-9bc1-662fa92c8c9e,26,,,"[8.8, 25.1]",3890365,0,,,,,0.86977446,,Right Foot,,,,"[27.2, 46.9]",,Ground Pass,,28.52718,,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,From Free Kick,Roman Bürki,8225.0,Goalkeeper,4,Borussia Dortmund,180,['c35e6ab5-cb56-41a2-9337-810cad474491'],33,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:33.089,Pass,
,,,,,,,,,,,,,,,,,,1.276808,,,,,,,,,,,,,,,3be11d6e-816a-4268-8803-1f2ca8bd5382,29,,,"[28.5, 47.2]",3890365,0,,,,,1.0652152,,Right Foot,,,,"[37.8, 64.0]",,Ground Pass,,19.202343,,,,,İlkay Gündoğan,10287.0,,,,,,1,From Free Kick,Sokratis Papastathopoulos,8244.0,Right Center Back,4,Borussia Dortmund,180,['5f9d8709-7f04-4775-9646-406ec2b1d650'],35,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:35.657,Pass,
,,,,,,,,,,,,,,,,,,1.516766,,,,,,,,,,,,,,,264e2199-3d76-48bd-8fce-5857379907f2,32,,,"[42.5, 61.4]",3890365,0,,,,,-2.234625,,Right Foot,,,,"[32.8, 49.0]",,Ground Pass,,15.743253,,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,From Free Kick,İlkay Gündoğan,10287.0,Right Center Midfield,4,Borussia Dortmund,180,['3c56e5ca-cfbb-47c8-91ed-792d0c68e37f'],37,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:37.347,Pass,
,,,,,,,,,,,,,,,,,,1.291035,,,,,,,,,,,,,,,6db5bf47-b1ba-492c-8804-69230e7cbff4,35,,,"[32.8, 49.0]",3890365,0,,,,,0.75122344,,Left Foot,,,,"[44.9, 60.3]",,Ground Pass,,16.555965,,,,,İlkay Gündoğan,10287.0,,,,,,1,From Free Kick,Sokratis Papastathopoulos,8244.0,Right Center Back,4,Borussia Dortmund,180,['d483931d-4f4b-4c7e-bf1a-a488b516f279'],40,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:40.016,Pass,
,,,,,,,,,,,,,,,,,,3.146328,,,,,,,,,,,,,,,87a4bd26-7483-4acd-a3eb-8f89a3fa76d0,39,,,"[67.5, 55.2]",3890365,0,,,,,-1.3703978,,Right Foot,,,,"[77.9, 4.0]",,Low Pass,,52.245575,,,,,Marcel Schmelzer,11458.0,,True,,,,1,From Free Kick,İlkay Gündoğan,10287.0,Right Center Midfield,4,Borussia Dortmund,180,"['6037b42d-ea2c-4929-b573-2578ec605b68', 'a8699d23-a8bd-4dad-a98a-73717b143df7']",45,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:45.464,Pass,True
,,,,,,,,,,,,,,,,,,1.675114,,,,,,,,,,,,,,,9c17f350-67d7-4c6d-9681-3ae042bc7bb0,42,,,"[94.3, 5.5]",3890365,0,,,,,2.9898274,,Left Foot,,,,"[77.3, 8.1]",,Ground Pass,,17.197674,,,,,Shinji Kagawa,5684.0,,,,,,1,From Free Kick,Marcel Schmelzer,11458.0,Left Back,4,Borussia Dortmund,180,['fc182895-3933-419c-958a-ba52c389ce83'],51,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:51.178,Pass,
,,,,,,,,,,,,,,,,,,0.93915,,,,,,,,,,,,,,,76f0d012-ab71-464d-a4bf-90405e205f07,46,,,"[77.7, 10.2]",3890365,0,,,,,2.6862552,,Left Foot,,,,"[63.2, 17.3]",,Ground Pass,,16.144968,,,,,Mats Hummels,5572.0,,,,,,1,From Free Kick,Shinji Kagawa,5684.0,Left Center Midfield,4,Borussia Dortmund,180,['dc2d853d-f9e6-4675-bb8b-d56eb9d5950d'],53,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:53.568,Pass,
,,,,,,,,,,,,,,,,,,1.212989,,,,,,,,,,,,,,,caeb8603-a859-4788-bc23-4c01c78375b5,49,,,"[63.9, 18.9]",3890365,0,,,,,0.50629336,,Right Foot,,,,"[85.0, 30.6]",,Ground Pass,,24.126749,,,,,Pierre-Emerick Aubameyang,3712.0,,,,,,1,From Free Kick,Mats Hummels,5572.0,Left Center Back,4,Borussia Dortmund,180,['2b3f8d79-823c-4579-af77-5ed97f4f44c4'],57,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:57.013,Pass,
,,,,,,,,,,,,,,,,,,1.285507,,,,,,,,,,,,,,,16d40c87-5ac7-4bfd-b71b-203e1dafde24,52,,,"[85.0, 30.6]",3890365,0,,,,,-2.314798,,Right Foot,,,,"[76.9, 21.8]",,Ground Pass,,11.960351,,,,,Julian Weigl,8816.0,,,,,,1,From Free Kick,Pierre-Emerick Aubameyang,3712.0,Center Forward,4,Borussia Dortmund,180,['a2152618-6b4b-41bd-98e1-30f792f9dda3'],58,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:58.292,Pass,
,,,,,,,,,,,,,,,,,,1.52905,,,,,,,,,,,,,,,37642e84-2a89-44f1-bfc8-514c014fdbd9,58,,,"[77.3, 23.5]",3890365,1,,,,,1.6534479,,Right Foot,,,,"[75.9, 40.4]",,Ground Pass,,16.95789,,,,,İlkay Gündoğan,10287.0,,,,,Free Kick,1,From Free Kick,Henrikh Mkhitaryan,3275.0,Left Wing,5,Borussia Dortmund,180,['8fb9e272-d438-446c-a1a1-b8f8a4945081'],10,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:10.039,Pass,
,,,,,,,,,,,,,,,,,,1.746023,,,,,,,,,,,,,,,e9ab1bc1-d930-4a0b-bdbe-5d511e2e5409,61,,,"[76.6, 45.9]",3890365,1,,,,,1.1000566,,Right Foot,,,,"[90.9, 74.0]",,Ground Pass,,31.529352,,,,,Matthias Ginter,8808.0,,,,,,1,From Free Kick,İlkay Gündoğan,10287.0,Right Center Midfield,5,Borussia Dortmund,180,['abcfafbe-3900-476b-986a-327d3de85a2c'],12,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:12.485,Pass,
,,,,,,,,,,,,,,,,,,2.48654,,,,,,,,,,,,,,,17fb5129-c2d2-49f8-b434-43505a32be18,64,,,"[90.6, 73.6]",3890365,1,,,,,-0.3658895,,Right Foot,,,,"[116.7, 63.6]",,Ground Pass,,27.950134,,,,,Gonzalo Castro Randon,8233.0,,,,,,1,From Free Kick,Matthias Ginter,8808.0,Right Back,5,Borussia Dortmund,180,['5c924e87-8830-4e0f-bce7-53956ae5cde4'],15,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:15.300,Pass,
,,,,,,,,,,,,,,,,,,5.00511,,,,,,,,,,,,,,,48bde814-3960-4ee5-abe7-c154b267185b,70,,,"[120.0, 80.0]",3890365,1,,,,,-1.9198885,,Right Foot,,,,"[92.7, 5.0]",,High Pass,,79.814095,,,,True,Marcel Schmelzer,11458.0,,True,Outswinging,,Corner,1,From Corner,Henrikh Mkhitaryan,3275.0,Left Wing,6,Borussia Dortmund,180,['b6cbc61c-c854-4439-b006-e5f05baec243'],39,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:39.970,Pass,
,,,,,,,,,,,,,,,,,,1.895992,,,,,,,,,,,,,,,e7ff5b01-5cbb-4120-9640-f431684eb352,75,,,"[24.2, 80.0]",3890365,2,,,,,-0.1637741,,,,,,"[47.8, 76.1]",,High Pass,,23.920074,,,Incomplete,,Klaas-Jan Huntelaar,8060.0,,,,,Throw-in,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,7,Schalke 04,181,"['225af739-e720-42c8-9f1a-bd26340d9a52', 'b81a9cbc-72f0-4fdf-9495-83959ce3c1f4']",9,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:09.693,Pass,
,,,,,,,,,,,,,,,,,,0.756118,,,,,,,,,,,,,,,225af739-e720-42c8-9f1a-bd26340d9a52,77,,,"[72.3, 4.0]",3890365,2,,,,,-0.071307465,,Head,,,,"[77.9, 3.6]",,Low Pass,,5.6142673,,,,,Shinji Kagawa,5684.0,,,,,Interception,1,From Throw In,Julian Weigl,8816.0,Center Defensive Midfield,7,Schalke 04,181,"['a3d6aeae-7b3b-426c-bc1d-82fbd051bffd', 'e7ff5b01-5cbb-4120-9640-f431684eb352']",11,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:11.589,Pass,
,,,,,,,,,,,,,,,,,,0.977298,,,,,,,,,,,,,,,c89a589b-e589-4504-bc68-a5475d7b6463,86,,,"[42.4, 71.4]",3890365,2,,,,,-1.5118483,,Left Foot,,,,"[44.2, 40.9]",,Ground Pass,,30.553068,,,,,Max Meyer,8508.0,,,,,,1,From Throw In,Leroy Sané,3053.0,Right Center Forward,7,Schalke 04,181,['f7bfdcc3-2d38-44a2-8468-b22401eccbd6'],15,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:15.337,Pass,
,,,,,,,,,,,,,,,,,,2.733637,,,,,,,,,,,,,,,3e09abb1-629a-467a-87b7-731af753c8c5,89,,,"[46.5, 36.6]",3890365,2,,,,,-0.4658923,,Right Foot,,,,"[82.1, 18.7]",,Ground Pass,,39.846832,,,Incomplete,,Dennis Aogo,8958.0,,,,,,1,From Throw In,Max Meyer,8508.0,Left Midfield,7,Schalke 04,181,"['9be52fe3-0573-4de5-a82c-4eb5bb998b24', 'fbcf7c84-346f-4cd2-99f4-293ba709c256']",18,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:18.249,Pass,
,,,,,,,,,,,,,,,,,,1.345739,,,,,,,,,,,,,,,aa7cbdb6-29f2-4a62-b5cd-b38a0cee8ad2,93,,,"[34.3, 65.8]",3890365,2,,,,,-2.2675385,,Right Foot,,,,"[22.0, 51.1]",,Ground Pass,,19.16716,,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,Regular Play,Matthias Ginter,8808.0,Right Back,8,Borussia Dortmund,180,['edf25a43-81b7-492a-953e-853c1ac283a0'],23,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:23.347,Pass,
,,,,,,,,,,,,,,,,,,1.639524,,,,,,,,,,,,,,,c79fadcc-67fa-4a6a-b14e-0df284f07b60,96,,,"[25.1, 49.6]",3890365,2,,,,,-1.3334221,,Right Foot,,,,"[29.6, 31.0]",,Ground Pass,,19.136614,,,,,Julian Weigl,8816.0,,,,,,1,Regular Play,Sokratis Papastathopoulos,8244.0,Right Center Back,8,Borussia Dortmund,180,['e72ff2cf-1158-4599-8ad5-e580ba817fa8'],26,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:26.264,Pass,
,,,,,,,,,,,,,,,,,,0.883697,,,,,,,,,,,,,,,9e795c89-dced-422c-b45e-bf95ba3f7e4f,99,,,"[35.9, 30.8]",3890365,2,,,,,-1.4920124,,Right Foot,,,,"[36.8, 19.4]",,Ground Pass,,11.435472,,,,,Mats Hummels,5572.0,,,,,,1,Regular Play,Julian Weigl,8816.0,Center Defensive Midfield,8,Borussia Dortmund,180,['f548eaf5-eb7f-4047-b2d0-e8d930efd411'],28,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:28.887,Pass,
,,,,,,,,,,,,,,,,,,1.448352,,,,,,,,,,,,,,,e3ec9805-e73f-4ef5-bb89-d2e1439eb2a5,102,,,"[44.6, 20.5]",3890365,2,,,,,-0.8419416,,Right Foot,,,,"[49.6, 14.9]",,Ground Pass,,7.50733,,,,,Julian Weigl,8816.0,,,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,8,Borussia Dortmund,180,['093d481a-fb8f-4351-996d-f509c4a84294'],34,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:34.262,Pass,
,,,,,,,,,,,,,,,,,,0.74598,,,,,,,,,,,,,,,43850f9c-6f9a-4ec7-a890-b529798e0c37,106,,,"[72.3, 10.5]",3890365,2,,,,,-0.005747063,,Left Foot,,,,"[89.7, 10.4]",,Ground Pass,,17.400288,,,Incomplete,,Marcel Schmelzer,11458.0,,,,,,1,Regular Play,Julian Weigl,8816.0,Center Defensive Midfield,8,Borussia Dortmund,180,"['1149dbc8-776b-4e7d-a4b2-8fb7222d1376', '6c3c2b42-c79d-413f-bb95-717db96c29b1']",40,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:40.237,Pass,
,,,,,,,,,,,,,,,,,,2.167587,,,,,,,,,,,,,,,c3e8c0bb-7569-47cb-85a6-4f168fa0d9fc,111,,,"[27.4, 67.3]",3890365,2,,,,,-2.7373714,,Right Foot,,,,"[9.4, 59.6]",,Ground Pass,,19.577793,,,,,Roman Neustädter,16534.0,,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,9,Schalke 04,181,"['0066517f-3476-4640-a4cf-3c737b9563bc', '363ff56e-02f5-42f8-9bae-576800a3ba94']",41,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:41.983,Pass,True
,,,,,,,,,,,,,,,,,,1.379133,,,,,,,,,,,,,,,d3d4619f-2ca4-4a93-9d23-44dbe69b2de0,114,,,"[8.8, 60.3]",3890365,2,,,,,1.337328,,Right Foot,,,,"[12.7, 76.7]",,Ground Pass,,16.857342,,,,,Uilson de Souza Paula Júnior,30312.0,,,,,,1,Regular Play,Roman Neustädter,16534.0,Right Center Back,9,Schalke 04,181,['319c8de8-7837-4c15-b59b-f7c4ad6b9ee4'],44,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:44.989,Pass,
,,,,,,,,,,,,,,,,,,0.863113,,,,,,,,,,,,,,,4afc1a5a-5381-4c2a-8f48-cb92eabd07be,118,,,"[10.0, 76.5]",3890365,2,,,,,-0.7909847,,Left Foot,,,,"[18.9, 67.5]",,Ground Pass,,12.657409,,,,,Leon Goretzka,6324.0,,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,9,Schalke 04,181,"['2c6e96a0-f82c-4245-8c96-5aba074a2ff2', 'e8ca6bd5-3289-40a6-ad2e-5520e0332ea4']",46,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:46.985,Pass,True
,,,,,,,,,,,,,,,,,,1.297901,,,,,,,,,,,,,,,7955161c-427f-40ac-addc-7bbb82b192dd,120,,,"[18.9, 67.5]",3890365,2,,,,,3.0564332,,Right Foot,,,,"[2.5, 68.9]",,Ground Pass,,16.459648,,,,,Roman Neustädter,16534.0,,,,,,1,Regular Play,Leon Goretzka,6324.0,Right Defensive Midfield,9,Schalke 04,181,['29c62d53-a545-4294-acaa-4d269459758f'],47,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:47.849,Pass,
,,,,,,,,,,,,,,,,,,3.742005,,,,,,,,,,,,,,,3f204878-d709-43aa-90fe-acdb6f96eed6,122,,,"[3.5, 68.9]",3890365,2,,,,,-0.57242894,,Right Foot,,,,"[54.4, 36.1]",,High Pass,,60.552868,,,Incomplete,,Klaas-Jan Huntelaar,8060.0,,,,,,1,Regular Play,Roman Neustädter,16534.0,Right Center Back,9,Schalke 04,181,"['12149302-51c8-4aea-be3b-4b6eb7269b64', '6449ab52-10b0-4484-a6e1-d5c3211c51d2']",49,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:49.146,Pass,
,,,,,,,,,,,,,,,,,,1.548824,,,,,,,,,,,,,,,6449ab52-10b0-4484-a6e1-d5c3211c51d2,124,,,"[65.7, 44.0]",3890365,2,,,,,-1.4319113,,Head,,,,"[67.0, 34.7]",,High Pass,,9.390421,,,,,İlkay Gündoğan,10287.0,,,,,Recovery,1,Regular Play,Matthias Ginter,8808.0,Right Back,10,Borussia Dortmund,180,"['3f204878-d709-43aa-90fe-acdb6f96eed6', 'd65d7d09-7204-481e-986d-60181ba27937']",52,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:52.888,Pass,
,,,,,,,,,,,,,,,,,,1.292463,,,,,,,,,,,,,,,4a88b233-0d30-461d-bc5b-2752beea68bb,128,,,"[59.5, 32.3]",3890365,3,,,,,-2.4492583,,Right Foot,,,,"[51.3, 25.5]",,Ground Pass,,10.652699,,,,,Mats Hummels,5572.0,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Right Center Midfield,10,Borussia Dortmund,180,"['04fbfa24-492d-426b-940d-c019bfaf1b7d', 'd31bb984-3988-4209-9a18-870079dd7fda']",0,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:03:00.073,Pass,True
