50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8d4bfaf6-876b-45d5-8cbc-62cfb5615acf,1,,,,3890312,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8222, 'name': 'Kevin Kampl'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 44}, {'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 38}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1834a177-23b0-4c42-9515-286e55d9c2ec,2,,,,3890312,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 20871, 'name': 'Pierre Bengtsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8890, 'name': 'Christoph Moritz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 27}, {'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 32}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,18882424-6ae9-4979-a419-aa512bc4962f,3,,,,3890312,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['2ae94a28-aead-47f2-9cee-77be87b379ea'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2ae94a28-aead-47f2-9cee-77be87b379ea,4,,,,3890312,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['18882424-6ae9-4979-a419-aa512bc4962f'],0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d3f160c3-b90e-4ade-912a-fadd4f877afb,1745,,,,3890312,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,90,Bayer Leverkusen,904,['b6ec0c6f-2161-4a9e-9a2b-a67eeed42f3f'],0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b6ec0c6f-2161-4a9e-9a2b-a67eeed42f3f,1746,,,,3890312,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,90,Bayer Leverkusen,904,['d3f160c3-b90e-4ade-912a-fadd4f877afb'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.452647,,,,,,,,,,,,,,c6447588-14a0-40fd-ab5b-93c669dc49ca,5,,,"[61.0, 40.1]",3890312,0,,,,,1.815775,,Right Foot,,,,"[60.6, 41.7]",Ground Pass,,1.6492423,,,,Yoshinori Muto,6337.0,,,,,Kick Off,1,From Kick Off,Yunus Mallı,8679.0,Center Attacking Midfield,2,FSV Mainz 05,177,['5ccc4a5f-af6f-481a-8893-f328714a4ff4'],0,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.893,Pass,
,,,,,,,,,,,,,,,,,,1.317556,,,,,,,,,,,,,,fc35a611-4242-4666-8831-6636d4ec308c,8,,,"[62.9, 42.5]",3890312,0,,,,,2.8141925,,Right Foot,,,,"[52.3, 46.1]",Ground Pass,,11.194641,,,,Julian Baumgartlinger,20037.0,,,,,,1,From Kick Off,Yoshinori Muto,6337.0,Center Forward,2,FSV Mainz 05,177,['9a4110b2-2cf4-46f6-862d-4b7a71ed8407'],1,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:01.869,Pass,
,,,,,,,,,,,,,,,,,,1.449419,,,,,,,,,,,,,,8bb2e869-481e-4a7e-ac2f-351e90aaa821,11,,,"[49.8, 45.0]",3890312,0,,,,,-2.0269253,,Right Foot,,,,"[36.7, 18.3]",Ground Pass,,29.740545,,,,Stefan Bell,8559.0,,,,,,1,From Kick Off,Julian Baumgartlinger,20037.0,Right Defensive Midfield,2,FSV Mainz 05,177,['9f1ae103-302c-461a-b7d5-6144308e138f'],3,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:03.745,Pass,
,,,,,,,,,,,,,,,,,,5.104021,,,,,,,,,,,,,,47d5b4e2-2ac8-4330-9c4c-5805493dca3f,14,,,"[36.3, 23.4]",3890312,0,,,,,0.07665443,,Right Foot,,,,"[101.4, 28.4]",High Pass,,65.29173,,,,Yoshinori Muto,6337.0,,,,,,1,From Kick Off,Stefan Bell,8559.0,Left Center Back,2,FSV Mainz 05,177,['3aa69c34-3ac2-44a4-800a-fdef410f369d'],5,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:05.194,Pass,
