50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f642127-d40d-4a12-a23e-1dc61646fe3a,331,,"[94.0, 14.6]",3890460,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alexandru Iulian Maxim,8550.0,Right Center Midfield,17,Hannover 96,178,['df430746-adf3-4e99-8ead-bb94974af9f8'],56,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:06:56.768,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3dcd9ecc-e214-481d-aa63-88a0e266f1b7,334,,"[53.4, 5.5]",3890460,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Georg Niedermeier,40470.0,Left Center Back,18,VfB Stuttgart,174,['f9b283c1-860a-4a33-8869-ac161d44d278'],5,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:07:05.220,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72529f49-f4c9-4cd2-9a63-beec54db01ab,337,,"[43.2, 42.7]",3890460,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Schwaab,8270.0,Right Center Back,18,VfB Stuttgart,174,['73140108-97d1-490c-a213-1802d87cbc46'],9,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:07:09.172,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf3e7f94-da7a-4a2e-8e49-8cd89826297e,340,,"[50.0, 25.2]",3890460,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sereso Geoffroy Gonzaroua Dié,34558.0,Center Defensive Midfield,18,VfB Stuttgart,174,['626b82a3-e716-448f-96a2-953937aca069'],11,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:07:11.505,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2342fa-0eed-43eb-9054-4b063d10aa06,343,,"[69.3, 3.7]",3890460,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,18,VfB Stuttgart,174,['f24ae764-a205-4e02-8686-3cd7f2ee1fe0'],14,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:07:14.594,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f0d3056-331e-4774-a068-d37b3725c053,347,,"[44.2, 13.2]",3890460,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Georg Niedermeier,40470.0,Left Center Back,18,VfB Stuttgart,174,['741cb21c-e1cc-42e0-a04d-3209ae729c3a'],17,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:07:17.375,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68b4bbbd-43a0-4d5b-8277-90f149a205fc,350,,"[94.2, 73.4]",3890460,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kevin Großkreutz,20665.0,Right Back,18,VfB Stuttgart,174,['adb475bb-01bc-41fa-9540-01520637bcff'],21,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:07:21.918,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829999e3-5484-428b-8bb9-d5cada10779e,357,,"[105.2, 65.6]",3890460,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alexandru Iulian Maxim,8550.0,Right Center Midfield,19,VfB Stuttgart,174,"['22b7c9e3-045b-45ea-b057-4cbc2146e422', 'fd243d25-dbbf-4692-9d03-11606ef52244']",31,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:07:31.497,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ebb82c6-a3f1-415d-ba61-c406816684b1,361,,"[108.9, 75.6]",3890460,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kevin Großkreutz,20665.0,Right Back,19,VfB Stuttgart,174,"['9c987c10-118b-48a0-947d-446189b5c17a', 'ceee7b27-ee1b-4902-8279-95d03d52aa0d']",32,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:07:32.317,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5db01d6-513b-4087-9ade-c7458bae7035,363,,"[113.1, 72.4]",3890460,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alexandru Iulian Maxim,8550.0,Right Center Midfield,19,VfB Stuttgart,174,['ba256b86-851e-49e5-a1c3-b2b9cdb1d62b'],32,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:07:32.925,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e777b628-aa12-475b-9ab0-cfaf9dcd69ae,370,,"[116.1, 49.9]",3890460,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Daniel Schwaab,8270.0,Right Center Back,21,VfB Stuttgart,174,['c534e982-05b9-4fbc-b091-bbf52c769008'],15,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:08:15.731,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3cf6c37-3e06-4190-8744-71530b9925f7,384,,"[31.7, 69.5]",3890460,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andre Hoffmann,12294.0,Left Defensive Midfield,22,Hannover 96,178,['45ad911b-38f7-412b-a102-c968717639ae'],24,,,,,,,,,,,,,,,,,,Hannover 96,178,00:08:24.398,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f176362b-eae6-44a2-8bdf-74758eaa5bb8,387,,"[56.0, 60.7]",3890460,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kenan Karaman,8541.0,Right Midfield,22,Hannover 96,178,['a7c43c8d-2cc4-4b66-bdfa-921bccebcbe8'],27,,,,,,,,,,,,,,,,,,Hannover 96,178,00:08:27.254,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e04fb70-ae25-478f-84de-00be5d3d3631,396,,"[18.1, 52.3]",3890460,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Daniel Schwaab,8270.0,Right Center Back,24,VfB Stuttgart,174,['7c1f3752-b8fe-4264-8a9e-235322c7fdce'],44,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:08:44.106,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38601cbf-391e-41d5-a84d-c002be179eb7,398,,"[19.9, 36.9]",3890460,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Georg Niedermeier,40470.0,Left Center Back,24,VfB Stuttgart,174,['cdd1f232-b3d5-4bad-b959-bcf63b8b2caf'],45,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:08:45.168,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11ef3b4-9d31-4f6a-a1b4-1a7cdfbcf1b7,400,,"[31.7, 17.4]",3890460,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Emiliano Adrián Insúa Zapata,12626.0,Left Back,24,VfB Stuttgart,174,['37ff0121-7c41-4064-a7ef-f298a8625422'],48,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:08:48.391,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11fe6e51-47f2-4304-981b-d096073e484a,403,,"[34.7, 26.6]",3890460,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Christian Gentner,8959.0,Left Center Midfield,24,VfB Stuttgart,174,['8c3eec95-6159-4ef1-9a73-425420f2133d'],49,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:08:49.341,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735353a8-7396-4763-ba7c-1b4dccd4adf5,406,,"[41.6, 44.1]",3890460,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Sereso Geoffroy Gonzaroua Dié,34558.0,Center Defensive Midfield,24,VfB Stuttgart,174,['07d12591-7361-4510-be70-b4ace13f732e'],52,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:08:52.956,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a956dfe7-90b8-442d-bf13-bea3f0b0d2d8,409,,"[51.6, 60.2]",3890460,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Alexandru Iulian Maxim,8550.0,Right Center Midfield,24,VfB Stuttgart,174,['5be3ae93-a6d3-4e6c-9fd0-5854f90fad22'],54,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:08:54.659,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d2823d4-34ab-4a8d-a0a2-3a07057c2305,413,,"[49.0, 75.0]",3890460,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Kevin Großkreutz,20665.0,Right Back,24,VfB Stuttgart,174,['5af38186-d40c-497b-8d83-9f789386060c'],57,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:08:57.069,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31a28414-71e2-4d9c-9d8e-096a020b53e3,416,,"[56.4, 61.6]",3890460,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Alexandru Iulian Maxim,8550.0,Right Center Midfield,24,VfB Stuttgart,174,['24fc2a9c-980d-47d8-a7a0-d23e8a792279'],58,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:08:58.417,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dcdcb656-cfed-4ee9-a7c3-ab21bc681a1f,419,,"[45.4, 43.7]",3890460,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Sereso Geoffroy Gonzaroua Dié,34558.0,Center Defensive Midfield,24,VfB Stuttgart,174,['b22e4a37-39e0-4da2-a3f2-fb4761af2856'],0,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:09:00.863,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b603e2a7-d682-4c4a-bca6-4595dffb7d46,422,,"[57.2, 30.5]",3890460,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Christian Gentner,8959.0,Left Center Midfield,24,VfB Stuttgart,174,['2b088c3c-a1ac-4061-bbe1-0f857f24b7f2'],2,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:09:02.915,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e45f3a5-2e4f-48c0-b843-4437584114eb,425,,"[57.0, 42.7]",3890460,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Sereso Geoffroy Gonzaroua Dié,34558.0,Center Defensive Midfield,24,VfB Stuttgart,174,['b58ca184-a229-47b3-9c7b-9b305a4b4650'],7,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:09:07.015,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082745a-400a-47c0-be49-93c76d696d66,428,,"[50.4, 22.4]",3890460,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Georg Niedermeier,40470.0,Left Center Back,24,VfB Stuttgart,174,['0fb23f65-f246-4db0-8136-f46f116e1fec'],9,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:09:09.216,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5190da5b-8f9b-4c12-9694-00ef8efd4d18,431,,"[68.3, 5.7]",3890460,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Emiliano Adrián Insúa Zapata,12626.0,Left Back,24,VfB Stuttgart,174,['d5fb7020-a75a-4ed3-8472-72e64470f6ad'],11,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:09:11.460,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c729e67-1f35-40ad-8355-7176200e6149,434,,"[50.0, 19.8]",3890460,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Georg Niedermeier,40470.0,Left Center Back,24,VfB Stuttgart,174,['a74e727b-582e-4807-90fc-d792ff6b0592'],14,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:09:14.328,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e943713-aa76-4372-b97a-cc0ba7b272cc,437,,"[52.0, 57.2]",3890460,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Daniel Schwaab,8270.0,Right Center Back,24,VfB Stuttgart,174,['40012420-85ed-485f-becd-5910d55fa510'],18,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:09:18.072,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8bcae92-5a87-465b-baac-ee2ebb2f798f,441,,"[78.7, 41.7]",3890460,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Alexandru Iulian Maxim,8550.0,Right Center Midfield,24,VfB Stuttgart,174,['1f00e3b3-8d63-4437-a704-45b243ab2bbb'],21,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:09:21.255,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45ffb6fc-5c6a-4d84-bb99-011115b6a523,443,,"[80.9, 62.8]",3890460,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Lukas Rupp,11395.0,Right Midfield,24,VfB Stuttgart,174,['bafd7329-fdc0-41c9-bd05-f774e4a09ecd'],22,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:09:22.368,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e0411fc-5837-48dc-937a-7479da6f4bad,445,,"[56.4, 31.6]",3890460,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Iver Tobias Rørvik Fossum,13125.0,Left Center Forward,24,VfB Stuttgart,174,['3fb7bf3a-2387-4e80-abaa-3d8ad4169be3'],24,,,,,,,,,,,,,,,,,,Hannover 96,178,00:09:24.495,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73f5e35c-3e42-4d21-8071-e0ca702b1281,448,,"[55.8, 24.3]",3890460,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Hiroshi Kiyotake,38524.0,Right Center Forward,24,VfB Stuttgart,174,['3f203fbc-f65b-4d2a-9522-727e673b5826'],26,,,,,,,,,,,,,,,,,,Hannover 96,178,00:09:26.251,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8220a5e-f382-4ce3-a45a-c61b29edb4bf,450,,"[44.2, 51.7]",3890460,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Daniel Schwaab,8270.0,Right Center Back,24,VfB Stuttgart,174,['01d8be73-5f18-4dec-b364-a0c22cae3a05'],28,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:09:28.422,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a74b418c-dc38-483e-ae4c-234d66900e0e,453,,"[51.6, 16.2]",3890460,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Christian Gentner,8959.0,Left Center Midfield,24,VfB Stuttgart,174,['b57a2a02-6cf5-4655-967a-cf0113b627b4'],31,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:09:31.196,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af616887-e5ac-41ff-a443-59ce8a6dc4d5,456,,"[67.9, 4.5]",3890460,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Emiliano Adrián Insúa Zapata,12626.0,Left Back,24,VfB Stuttgart,174,['681cc7a3-2b3e-46b0-8135-a7ce18f851b9'],33,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:09:33.667,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a32815fa-3031-49ed-8ca7-ff10c4f3cc69,466,,"[111.3, 41.7]",3890460,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Georg Niedermeier,40470.0,Left Center Back,25,VfB Stuttgart,174,['a0abfc42-172c-4652-919f-d9c24ca1a99b'],20,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:10:20.813,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c683aba-0b5c-4a7c-9a0c-b08881f58701,471,,"[109.0, 43.7]",3890460,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Schwaab,8270.0,Right Center Back,25,VfB Stuttgart,174,['a1933d31-cc18-41e1-a350-4e5250f8c64e'],25,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:10:25.962,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4eb67fab-b1e2-4834-b864-4dffade490d2,478,,"[21.9, 54.1]",3890460,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hiroshi Kiyotake,38524.0,Right Center Forward,26,Hannover 96,178,['429d1d82-89e4-41b9-befe-aea0daa3f1b0'],31,,,,,,,,,,,,,,,,,,Hannover 96,178,00:10:31.304,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6bd2bfac-bfe0-4cf4-b8f2-24cf3424f44c,480,,"[104.8, 42.3]",3890460,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Timo Werner,5557.0,Center Forward,26,Hannover 96,178,['75a8a411-9297-4471-8b17-a6874fab15d3'],35,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:10:35.998,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffe7c340-c1cd-463b-b05f-12e947dc3444,493,,"[87.6, 65.0]",3890460,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sereso Geoffroy Gonzaroua Dié,34558.0,Center Defensive Midfield,28,VfB Stuttgart,174,['71d774df-86d1-4110-b111-7c9119e7e6ec'],13,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:11:13.589,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04d58195-1315-40b5-b36b-3fd460ca8ab5,496,,"[108.3, 41.9]",3890460,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Timo Werner,5557.0,Center Forward,28,VfB Stuttgart,174,['1ff5ecab-9929-4c6c-bd24-31b76df2dee1'],17,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:11:17.074,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7803c6fb-6822-43bf-aa18-1df6937f4eb0,501,,"[64.1, 16.0]",3890460,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,28,VfB Stuttgart,174,['07796097-6c48-4555-8023-094cbcde1a72'],23,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:11:23.648,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59538cf1-8b59-4d6a-aa81-a2d6b176a9a0,504,,"[98.8, 41.5]",3890460,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Gentner,8959.0,Left Center Midfield,28,VfB Stuttgart,174,['8720830c-77d4-43a3-85b5-621a9d4c10c0'],26,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:11:26.851,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58c77b90-9961-4353-aee9-d1553983f05b,514,,"[40.2, 35.0]",3890460,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andre Hoffmann,12294.0,Left Defensive Midfield,30,Hannover 96,178,['f66d6344-011a-4648-a752-345b28c625f3'],46,,,,,,,,,,,,,,,,,,Hannover 96,178,00:11:46.145,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adfd81d5-b952-4d08-93bc-61e41715b7fe,518,,"[43.8, 7.3]",3890460,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Oliver Sorg,12316.0,Left Back,30,Hannover 96,178,['12f7da85-0a5c-4370-b829-df188494d6eb'],49,,,,,,,,,,,,,,,,,,Hannover 96,178,00:11:49.254,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34d1044e-7cf9-49da-9c86-8389ff5f8d49,522,,"[31.7, 18.1]",3890460,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christian Schulz,400614.0,Left Center Back,30,Hannover 96,178,['c6d28450-d308-4721-a2ac-ac77a35a01c8'],51,,,,,,,,,,,,,,,,,,Hannover 96,178,00:11:51.505,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5371c04-bc21-4b6b-825b-73004ca485de,526,,"[39.6, 34.4]",3890460,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hotaru Yamaguchi,5694.0,Right Defensive Midfield,30,Hannover 96,178,"['0e83faae-e6e9-4ba4-9492-4b46d44aac39', 'd5727703-d828-4e54-9457-e590e6dd2313']",54,,,,,,,,,,,,,,,,,,Hannover 96,178,00:11:54.525,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67fbfe4d-0d9f-4360-bf21-f6774482c56b,529,,"[33.3, 21.7]",3890460,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christian Schulz,400614.0,Left Center Back,30,Hannover 96,178,['c7357d4e-ae47-4e77-9fda-8ffd3bb5696b'],55,,,,,,,,,,,,,,,,,,Hannover 96,178,00:11:55.950,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26d8e311-600e-4bd8-a3fd-a74ec637263f,531,,"[15.3, 40.4]",3890460,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ron-Robert Zieler,8947.0,Goalkeeper,30,Hannover 96,178,['957c6df4-5f2c-41f2-8e51-046d5d630119'],57,,,,,,,,,,,,,,,,,,Hannover 96,178,00:11:57.338,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3c3c4c2-31e6-42f9-a6ab-6f8689653451,534,,"[27.9, 64.7]",3890460,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Salif Sané,5664.0,Right Center Back,30,Hannover 96,178,['31889fa2-124c-4c2e-bd83-1d87d5e26506'],0,,,,,,,,,,,,,,,,,,Hannover 96,178,00:12:00.089,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d75705f4-0c1e-4059-ab66-4c47e6cd09a4,538,,"[50.8, 66.7]",3890460,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Iver Tobias Rørvik Fossum,13125.0,Left Center Forward,30,Hannover 96,178,"['bfb799f0-70c7-459c-89a5-a676efe7a972', 'f4ff8c4e-7baf-4c1d-af23-d47192ae42d7']",2,,,,,,,,,,,,,,,,,,Hannover 96,178,00:12:02.525,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb1abbc4-0bbb-47fd-9465-31480f617d88,542,,"[80.5, 10.4]",3890460,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Filip Kostić,5591.0,Left Midfield,30,Hannover 96,178,['c04b8cbe-b700-47ee-a1c7-c78128a54e4b'],5,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:12:05.430,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a768d6e1-89a1-43c2-a9ff-61039f6f7e8d,544,,"[45.8, 63.1]",3890460,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hotaru Yamaguchi,5694.0,Right Defensive Midfield,30,Hannover 96,178,['90403948-5b18-4d6b-a7dd-8c8f4f14dc20'],6,,,,,,,,,,,,,,,,,,Hannover 96,178,00:12:06.585,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f1748aa-6ff4-4ea1-b0eb-e0662109a82e,546,,"[52.0, 58.5]",3890460,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hiroshi Kiyotake,38524.0,Right Center Forward,30,Hannover 96,178,['7db0d605-b0ac-4524-bcf9-f083e305c18a'],7,,,,,,,,,,,,,,,,,,Hannover 96,178,00:12:07.732,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5bc8faf-1e9c-4772-b5c1-d7598e4f59cc,550,,"[43.8, 34.8]",3890460,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christian Schulz,400614.0,Left Center Back,30,Hannover 96,178,['792aca32-d475-419c-b645-498b50437cf0'],11,,,,,,,,,,,,,,,,,,Hannover 96,178,00:12:11.672,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0196a3a6-daa1-476c-9024-d9c37f9060b9,553,,"[79.5, 26.6]",3890460,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andre Hoffmann,12294.0,Left Defensive Midfield,30,Hannover 96,178,['fb0d7a15-1faf-4132-89ee-296af7a77e0d'],15,,,,,,,,,,,,,,,,,,Hannover 96,178,00:12:15.229,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9ea9c9f-c417-4d46-ab23-90ae5864b808,557,,"[73.7, 5.3]",3890460,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Oliver Sorg,12316.0,Left Back,30,Hannover 96,178,"['7e333a75-398b-42d3-980b-2aa527285438', '84e4a7a4-3828-477d-bef3-d672a9aa7308']",17,,,,,,,,,,,,,,,,,,Hannover 96,178,00:12:17.630,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b19509f-3b15-4b92-8982-b1a9a8b9174e,561,,"[81.7, 6.1]",3890460,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kenan Karaman,8541.0,Right Midfield,31,Hannover 96,178,"['2023ac2c-4b8d-408b-8928-f2c6cf22f0b0', '80ac098c-b215-459f-91c3-c72b90a3855a']",33,,,,,,,,,,,,,,,,,,Hannover 96,178,00:12:33.347,Ball Receipt*,True
