50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,08430d64-dee6-4a09-aadc-0eb6e0f23304,1,,,3890418,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 12316, 'name': 'Oliver Sorg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 12294, 'name': 'Andre Hoffmann'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 8407, 'name': 'Ádám Szalai'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 28}, {'player': {'id': 20359, 'name': 'Hugo Miguel Pereira de Almeida'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 22}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,29d1739c-a26a-486a-9b6b-60aeb6930c1e,2,,,3890418,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8306, 'name': 'Christian Mathenia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 20522, 'name': 'György Garics'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 9217, 'name': 'Aytac Sulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 35033, 'name': 'Slobodan Rajković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 35}, {'player': {'id': 9404, 'name': 'Luca Caldirola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 40467, 'name': 'Peter Niemeyer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 8388, 'name': 'Jérôme Gondorf'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9401, 'name': 'Marcel Heller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 40477, 'name': 'Jan Rosenthal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 11134, 'name': 'Konstantin Rausch'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 34}, {'player': {'id': 9723, 'name': 'Sandro Wagner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Darmstadt 98,872,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,4460cd12-c7d7-46f7-93d7-14d98e5d1e84,3,,,3890418,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['faa17917-4951-4ffa-811e-e613635f2f45'],0,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,faa17917-4951-4ffa-811e-e613635f2f45,4,,,3890418,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['4460cd12-c7d7-46f7-93d7-14d98e5d1e84'],0,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,985c7da0-61b9-4662-b1d5-6f8dbee0c359,1690,,,3890418,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,86,Hannover 96,178,['56eec4e5-2614-4d96-b903-f10a0b735927'],0,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,56eec4e5-2614-4d96-b903-f10a0b735927,1691,,,3890418,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,86,Hannover 96,178,['985c7da0-61b9-4662-b1d5-6f8dbee0c359'],0,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.29149,,,,,,,,,,,eee95024-f979-476b-8dee-0a7227486c5c,5,,"[61.0, 40.1]",3890418,0,,,,,-3.0516107,,Left Foot,,,,"[47.7, 38.9]",,Ground Pass,,13.354026,,,,Andre Hoffmann,12294.0,,,,,,Kick Off,1,From Kick Off,Hugo Miguel Pereira de Almeida,20359.0,Left Center Forward,2,Hannover 96,178,['ddeb1244-22c2-4e59-9987-4f2ee4aeb60b'],1,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:01.087,Pass,
,,,,,,,,,,,,,,,,5.146769,,,,,,,,,,,c92b325f-b33d-4ebf-82b8-0006e6060627,9,,"[45.6, 42.1]",3890418,0,,,,,0.47132367,,Right Foot,,,,"[102.7, 71.2]",,High Pass,,64.08759,,Incomplete,,Salif Sané,5664.0,,,,,,,1,From Kick Off,Andre Hoffmann,12294.0,Center Defensive Midfield,2,Hannover 96,178,"['29555885-d6d8-4880-856a-0c7380b6a277', '95d6c0b1-885e-41af-97de-22b2efd2d941', 'df8e572e-d81b-49e8-b900-eaed7b9d8996']",3,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:03.448,Pass,True
,,,,,,,,,,,,,,,,3.940467,,,,,,,,,,,95d6c0b1-885e-41af-97de-22b2efd2d941,12,,"[17.4, 8.9]",3890418,0,,,,,-0.19739556,,Left Foot,,,,"[35.4, 5.3]",,High Pass,,18.35647,,Incomplete,,Konstantin Rausch,11134.0,,,,,,Recovery,1,From Kick Off,Luca Caldirola,9404.0,Left Back,2,Hannover 96,178,"['0cb3f52e-e093-4e1c-8e77-660c4cb189bf', '927734c7-5bed-4316-8fa6-9ca9b9b8a08f', 'c92b325f-b33d-4ebf-82b8-0006e6060627']",8,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:08.595,Pass,
,,,,,,,,,,,,,,,,1.634642,,,,,,,,,,,927734c7-5bed-4316-8fa6-9ca9b9b8a08f,15,,"[84.7, 74.8]",3890418,0,,,,True,-0.8519663,,,,,,"[93.1, 65.2]",,High Pass,,12.756175,,,,Ádám Szalai,8407.0,,,,,,Recovery,1,From Kick Off,Hiroki Sakai,3530.0,Right Back,2,Hannover 96,178,"['95d6c0b1-885e-41af-97de-22b2efd2d941', 'a7a5eb88-b43e-423e-b7d0-ddf16428ccda', 'bdecb7a7-daf2-4282-b228-2a69da685017']",12,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:12.535,Pass,True
