50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.813843,,,,,,,,,,,,,,,10f0c5e0-58c3-4c59-ae2b-31b674bc6b53,18,,"[70.4, 75.6]",3890292,0,,,,,0.29849893,,Right Foot,,,"[84.7, 80.0]",,High Pass,,14.961617,,,Out,,Artur Sobiech,11845.0,,,,,,1,From Kick Off,Oliver Sorg,12316.0,Right Center Midfield,2,Hannover 96,178,['82bf0abc-ef17-4202-8576-294daeb57769'],11,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:11.490,Pass,
,,,,,,,,,,,,,,,,2.23054,,,,,,,,,,,,,,,a4c54511-8f0e-4abc-b17d-25ab45acc228,20,,"[39.3, 0.1]",3890292,0,,,,,2.9023612,,,,,"[14.7, 6.1]",,Low Pass,,25.321136,,,,,Mats Hummels,5572.0,,,,,Throw-in,1,From Throw In,Marcel Schmelzer,11458.0,Left Back,3,Borussia Dortmund,180,['94ca8012-057d-444a-91e7-73e0b3f7cfa0'],25,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:25.900,Pass,
,,,,,,,,,,,,,,,,2.61963,,,,,,,,,,,,,,,b58fd4a6-4b74-4ceb-9d4d-7cabf3896760,23,,"[13.2, 12.8]",3890292,0,,,,,1.3710055,,Left Foot,,,"[19.7, 44.9]",,Ground Pass,,32.751488,,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,From Throw In,Mats Hummels,5572.0,Left Center Back,3,Borussia Dortmund,180,['c1c634be-4689-4450-954c-6227a0bf701a'],29,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:29.988,Pass,
,,,,,,,,,,,,,,,,1.314302,,,,,,,,,,,,,,,29820f19-d09c-46e7-91a6-277c1ea2d709,26,,"[22.6, 48.1]",3890292,0,,,,,0.6320658,,Right Foot,,,"[35.3, 57.4]",,Ground Pass,,15.741029,,,,,İlkay Gündoğan,10287.0,,,,,,1,From Throw In,Sokratis Papastathopoulos,8244.0,Right Center Back,3,Borussia Dortmund,180,['0df6809f-98f9-4bbc-a443-f2f1b0d56b93'],34,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:34.259,Pass,
,,,,,,,,,,,,,,,,1.747675,,,,,,,,,,,,,,,0efc8a51-b1b0-4a1e-843d-c7ae4d7fee3d,29,,"[39.3, 59.9]",3890292,0,,,,,0.63911515,,Right Foot,,,"[57.6, 73.5]",,Ground Pass,,22.800219,,,,,Matthias Ginter,8808.0,,,,,,1,From Throw In,İlkay Gündoğan,10287.0,Right Defensive Midfield,3,Borussia Dortmund,180,['32e5b3d5-7860-4504-add3-511ca7f68b2f'],36,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:36.905,Pass,
,,,,,,,,,,,,,,,,0.856829,,,,,,,,,,,,,,,c636142d-89ae-4ae4-bf9a-f45066606d93,35,,"[57.8, 73.5]",3890292,0,,True,,,-2.326303,,Right Foot,,,"[43.2, 58.0]",,Ground Pass,,21.293427,,,,,Sokratis Papastathopoulos,8244.0,,,,,Free Kick,1,From Free Kick,Matthias Ginter,8808.0,Right Back,4,Borussia Dortmund,180,['d8cda1ca-90e3-479b-9006-5abc30d4321f'],45,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:45.621,Pass,
,,,,,,,,,,,,,,,,2.275318,,,,,,,,,,,,,,,a95f002c-c502-4ef9-af58-de5750a6454c,37,,"[43.9, 57.5]",3890292,0,,True,,,-1.4569293,,Right Foot,,,"[48.2, 19.9]",,Ground Pass,,37.845078,,,,,Mats Hummels,5572.0,,,,,,1,From Free Kick,Sokratis Papastathopoulos,8244.0,Right Center Back,4,Borussia Dortmund,180,['f710f8a8-cc91-44a0-b7b5-235c922df825'],46,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:46.687,Pass,
,,,,,,,,,,,,,,,,2.240643,,,,,,,,,,,,,,,68b9e437-ae37-48a2-92e2-8c0a18489a6e,39,,"[48.2, 19.9]",3890292,0,,,,,-0.8137817,,Right Foot,,,"[63.6, 3.6]",,Ground Pass,,22.424316,,,,,Marcel Schmelzer,11458.0,,,,,,1,From Free Kick,Mats Hummels,5572.0,Left Center Back,4,Borussia Dortmund,180,['f583155d-2613-41d1-87e9-6e6c668be4ca'],49,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:49.735,Pass,
,,,,,,,,,,,,,,,,0.927911,,,,,,,,,,,,,,,f9850983-a2fd-4e09-9ba9-bc4e81f047aa,42,,"[65.4, 3.6]",3890292,0,,,,,1.5841289,,Left Foot,,,"[65.3, 11.1]",,Ground Pass,,7.5006666,,,,,Shinji Kagawa,5684.0,,,,,,1,From Free Kick,Marcel Schmelzer,11458.0,Left Back,4,Borussia Dortmund,180,['bfe3d583-a411-46ce-8c26-ac1120371ba3'],52,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:52.590,Pass,
,,,,,,,,,,,,,,,,1.556436,,,,,,,,,,,,,,,c0a36bb4-ad46-4a56-ad40-8b31f40c07de,46,,"[64.2, 9.5]",3890292,0,,,,,2.9867446,,Right Foot,,,"[43.7, 12.7]",,Ground Pass,,20.748253,,,,,Mats Hummels,5572.0,,,,,,1,From Free Kick,Shinji Kagawa,5684.0,Center Attacking Midfield,4,Borussia Dortmund,180,"['72123d39-b716-403d-b435-2298132488ed', 'b1e00e3f-a2d8-487e-9526-31d59adc5806']",53,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:53.845,Pass,True
,,,,,,,,,,,,,,,,3.252204,,,,,,,,,,,,,,,083a7b59-d3ba-4b35-927f-c4f158ce6a6f,50,,"[50.9, 26.0]",3890292,0,,,,,0.09883657,,Right Foot,,,"[110.4, 31.9]",,High Pass,,59.791805,,,Incomplete,,Pierre-Emerick Aubameyang,3712.0,,,,,,1,From Free Kick,Mats Hummels,5572.0,Left Center Back,4,Borussia Dortmund,180,"['191eb7e6-72ff-4239-b35c-b7880e3c26c6', '848e249e-7f6d-4968-bd55-89fd9a170ae4']",59,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:59.464,Pass,
,,,,,,,,,,,,,,,,0.250156,,,,,,,,,,,,,,,0da7c8f2-6085-474b-ab3b-2ebfc712b386,53,,"[12.3, 48.4]",3890292,1,,True,,,0.39194754,,Keeper Arm,,,"[27.3, 54.6]",,Ground Pass,,16.230835,,,,,Salif Sané,5664.0,,,,,,1,From Keeper,Ron-Robert Zieler,8947.0,Goalkeeper,5,Hannover 96,178,['b8321456-0975-4dd0-9300-c0fbd2d7af27'],5,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:05.526,Pass,
,,,,,,,,,,,,,,,,1.669948,,,,,,,,,,,,,,,dae48f19-073c-4de5-abb0-c30423aad710,55,,"[34.2, 52.1]",3890292,1,,True,,,2.7392716,,Left Foot,,,"[20.1, 58.1]",,Ground Pass,,15.323511,,,,,Marcelo Antônio Guedes Filho,3164.0,,,,,,1,From Keeper,Salif Sané,5664.0,Center Defensive Midfield,5,Hannover 96,178,['dc3b9ccf-bf00-498c-b272-8a15d2905463'],5,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:05.777,Pass,
,,,,,,,,,,,,,,,,2.222892,,,,,,,,,,,,,,,8a97b3be-2ae6-44b1-82df-fd772b0bc6aa,58,,"[20.6, 58.1]",3890292,1,,,,,0.15610449,,Right Foot,,,"[61.9, 64.6]",,High Pass,,41.808372,,,,,Leon Andreasen,400613.0,,,,,,1,From Keeper,Marcelo Antônio Guedes Filho,3164.0,Right Center Back,5,Hannover 96,178,"['13e3e479-8bc4-4617-a892-a6bc388d04b6', 'b14d04f0-9348-46ba-aac6-1af5801475c9']",8,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:08.488,Pass,True
,,,,,,,,,,,,,,,,0.860928,,,,,,,,,,,,,,,73d7fd30-73a8-47f5-b861-527718371c64,61,,"[63.3, 64.5]",3890292,1,,,,,3.0778494,,Other,,,"[53.9, 65.1]",,Low Pass,,9.419129,,,,,Oliver Sorg,12316.0,,,,,,1,From Keeper,Leon Andreasen,400613.0,Right Attacking Midfield,5,Hannover 96,178,"['a633862a-8687-459a-a775-dd6052ac5f50', 'e8bdb392-faa0-4ae5-b601-6ecad266f6bb']",10,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:10.711,Pass,True
,,,,,,,,,,,,,,,,1.323852,,,,,,,,,,,,,,,5db717b2-8c8f-421a-b0ba-d3d286934c4f,64,,"[53.3, 65.2]",3890292,1,,,,,0.070396304,,Right Foot,,,"[68.9, 66.3]",,Low Pass,,15.638734,,,Incomplete,,Leon Andreasen,400613.0,,,,,,1,From Keeper,Oliver Sorg,12316.0,Right Center Midfield,5,Hannover 96,178,"['1f35198e-dcb0-4c14-bbfd-2e3bc2e912b0', 'c4c50509-90b5-479b-9afd-d0d8f2f196dc']",11,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:11.751,Pass,
,,,,,,,,,,,,,,,,1.267007,,,,,,,,,,,,,,,c4c50509-90b5-479b-9afd-d0d8f2f196dc,66,,"[51.2, 13.8]",3890292,1,,,,,-0.4394309,,Right Foot,,,"[62.9, 8.3]",,Ground Pass,,12.928264,,,,,Henrikh Mkhitaryan,3275.0,,,,,Recovery,1,Regular Play,Marcel Schmelzer,11458.0,Left Back,6,Borussia Dortmund,180,"['5db717b2-8c8f-421a-b0ba-d3d286934c4f', 'bed36b5f-1875-4afa-a38d-aa516ce522da']",13,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:13.075,Pass,
,,,,,,,,,,,,,,,,1.248822,,,,,,,,,,,,,,,2a31b45f-ac49-46bf-918e-61e40c13f87a,70,,"[62.8, 7.7]",3890292,1,,,,,2.2336879,,Right Foot,,,"[48.2, 26.4]",,Ground Pass,,23.72446,,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,Regular Play,Henrikh Mkhitaryan,3275.0,Left Wing,6,Borussia Dortmund,180,['9d7b2993-4266-4a71-a197-795bfcc0f855'],15,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:15.418,Pass,
,,,,,,,,,,,,,,,,2.491525,,,,,,,,,,,,,,,128ae8f4-914a-48eb-8648-c64ca5e0ae76,73,,"[52.9, 35.0]",3890292,1,,,,,1.456356,,Left Foot,,,"[55.9, 61.1]",,Ground Pass,,26.271849,,,,,Matthias Ginter,8808.0,,,,,,1,Regular Play,Sokratis Papastathopoulos,8244.0,Right Center Back,6,Borussia Dortmund,180,['b5693098-c677-42af-8aa6-44309df2320d'],17,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:17.758,Pass,
,,,,,,,,,,,,,,,,1.092794,,,,,,,,,,,,,,,71bcb8d0-ac00-4945-a188-bb86e92fc71f,76,,"[56.2, 63.8]",3890292,1,,,,,-1.0144663,,Right Foot,,,"[63.6, 51.9]",,Ground Pass,,14.013208,,,,,İlkay Gündoğan,10287.0,,,,,,1,Regular Play,Matthias Ginter,8808.0,Right Back,6,Borussia Dortmund,180,['cc85b60e-5f14-41f4-a202-dfbd355f6e6b'],20,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:20.776,Pass,
,,,,,,,,,,,,,,,,1.132425,,,,,,,,,,,,,,,92bd0309-8c80-4c7e-8356-b628711b5192,79,,"[57.0, 54.7]",3890292,1,,,,,1.1263771,,Right Foot,,,"[62.0, 65.2]",,Ground Pass,,11.6297035,,,,,Matthias Ginter,8808.0,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Right Defensive Midfield,6,Borussia Dortmund,180,['00a413f4-e523-4e89-b8cf-9141124583f8'],24,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:24.061,Pass,
,,,,,,,,,,,,,,,,1.954807,,,,,,,,,,,,,,,1f2468c2-4117-40bb-9ff1-97ef9bd64e4b,81,,"[62.0, 65.2]",3890292,1,,,,,-2.4403327,,Right Foot,,,"[44.0, 50.0]",,Ground Pass,,23.559286,,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,Regular Play,Matthias Ginter,8808.0,Right Back,6,Borussia Dortmund,180,['6ba08cb2-c76f-4139-b100-acd4d48022f5'],25,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:25.193,Pass,
,,,,,,,,,,,,,,,,2.038706,,,,,,,,,,,,,,,16d9e670-a6a9-4277-bf93-626a1ccd089f,83,,"[44.0, 50.3]",3890292,1,,,,,-1.516586,,Right Foot,,,"[45.4, 24.5]",,Ground Pass,,25.837957,,,,,Mats Hummels,5572.0,,,,,,1,Regular Play,Sokratis Papastathopoulos,8244.0,Right Center Back,6,Borussia Dortmund,180,['1ea1c83f-6a35-4a1b-96b4-7c41a8eeffec'],27,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:27.148,Pass,
,,,,,,,,,,,,,,,,1.003138,,,,,,,,,,,,,,,e50143d6-2d98-4813-912b-cf2b9a836337,86,,"[50.6, 24.5]",3890292,1,,,,,-0.3893167,,Right Foot,,,"[58.4, 21.3]",,Ground Pass,,8.430896,,,,,Julian Weigl,8816.0,,,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,6,Borussia Dortmund,180,['39b8d6a0-5535-4c7c-86dc-0c66a791db68'],32,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:32.322,Pass,
,,,,,,,,,,,,,,,,1.085977,,,,,,,,,,,,,,,6d5235a7-deb1-435b-8a82-1d421e732a65,90,,"[57.2, 19.5]",3890292,1,,,,,-0.9458331,,Left Foot,,,"[67.3, 5.5]",,Ground Pass,,17.262966,,,,,Marcel Schmelzer,11458.0,,,,,,1,Regular Play,Julian Weigl,8816.0,Left Defensive Midfield,6,Borussia Dortmund,180,"['3a35580e-8de2-4712-a30d-6490a1f5a2bc', 'cf22da9a-ae02-4e1f-9b29-3e61cd8dd3d6']",33,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:33.847,Pass,True
,,,,,,,,,,,,,,,,1.343891,,,,,,,,,,,,,,,433d4f76-2c05-4546-be26-a7fa0edb38e1,92,,"[67.3, 5.5]",3890292,1,,,,,0.5120791,,Right Foot,,,"[82.6, 14.1]",,High Pass,,17.551353,,,Incomplete,,Pierre-Emerick Aubameyang,3712.0,,,,,,1,Regular Play,Marcel Schmelzer,11458.0,Left Back,6,Borussia Dortmund,180,"['87ae2ec2-0155-46b4-b73b-434089f0a36f', 'a2b7577e-0bbc-42c0-916d-0b0daf4984d2']",34,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:34.933,Pass,
,,,,,,,,,,,,,,,,4.861522,,,,,,,,,,,,,,,a2b7577e-0bbc-42c0-916d-0b0daf4984d2,94,,"[37.5, 66.0]",3890292,1,,,,,-0.32124627,,Right Foot,,,"[97.0, 46.2]",,High Pass,,62.707973,,,Incomplete,,Artur Sobiech,11845.0,,,,,Recovery,1,Regular Play,Marcelo Antônio Guedes Filho,3164.0,Right Center Back,6,Borussia Dortmund,180,"['0e843c9b-e1d5-48af-a210-950a44bd9cf7', '418a7c11-909b-4cf1-b509-4f58f52846d3', '433d4f76-2c05-4546-be26-a7fa0edb38e1']",36,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:36.277,Pass,
,,,,,,,,,,,,,,,,1.293426,,,,,,,,,,,,,,,0e843c9b-e1d5-48af-a210-950a44bd9cf7,98,,"[23.1, 33.9]",3890292,1,,,,True,3.0053453,,,,,"[10.7, 35.6]",,Low Pass,,12.515989,,,,,Roman Bürki,8225.0,,,,,Recovery,1,Regular Play,Mats Hummels,5572.0,Left Center Back,6,Borussia Dortmund,180,"['26105483-5390-483c-957d-04822047e7e3', '46ce30af-ea2a-45ad-ac55-f5386ed9467a', 'a2b7577e-0bbc-42c0-916d-0b0daf4984d2', 'cb259804-70b2-42c5-a84d-a669e091e992']",41,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:41.138,Pass,True
,,,,,,,,,,,,,,,,2.602298,,,,,,,,,,,,,,,7c754124-8cef-4764-bea9-b28303b226ea,100,,"[11.2, 39.1]",3890292,1,,True,,,-0.72227305,,Keeper Arm,,,"[44.0, 10.2]",,High Pass,,43.715557,,,,,Julian Weigl,8816.0,,,,,,1,Regular Play,Roman Bürki,8225.0,Goalkeeper,6,Borussia Dortmund,180,['51386588-1c18-4a48-9119-9db06c9e86ca'],50,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:50.370,Pass,
,,,,,,,,,,,,,,,,1.770081,,,,,,,,,,,,,,,8804c09a-b211-4f10-89e5-92e344487e3c,102,,"[64.3, 7.5]",3890292,1,,True,,,-0.12881641,,Right Foot,,,"[83.6, 5.0]",,Ground Pass,,19.461243,,,,,Marcel Schmelzer,11458.0,,,,,,1,Regular Play,Julian Weigl,8816.0,Left Defensive Midfield,6,Borussia Dortmund,180,['d7a11ae2-15ce-483f-bad3-c8c0bdcccf98'],53,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:53.313,Pass,
,,,,,,,,,,,,,,,,0.701658,,,,,,,,,,,,,,,349baa3a-ef29-4ccd-a040-cfa8846220ac,104,,"[87.5, 3.6]",3890292,1,,,,,0.8575162,,Left Foot,,,"[99.7, 17.7]",,High Pass,,18.645374,,,Incomplete,,Pierre-Emerick Aubameyang,3712.0,,,,,,1,Regular Play,Marcel Schmelzer,11458.0,Left Back,6,Borussia Dortmund,180,"['29debe74-7806-4ed9-b06d-cda6b6e31f49', 'ea36cfec-4115-4d0f-b3d8-847e13172a77']",56,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:56.485,Pass,
