50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,62cd95e4-04e4-4936-9b28-4a6c9d5924e1,1,,,3890301,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 38}, {'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Borussia Dortmund,180,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b7e9a31a-4245-4752-be45-5dd81650cca0,2,,,3890301,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8313, 'name': 'Kyriakos Papadopoulos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8222, 'name': 'Kevin Kampl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 44}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 38}, {'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,af789ba3-05a8-4dd3-aaac-acb1d3a7f6bc,3,,,3890301,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,['4eaea19e-cdf6-4c20-b935-cbc8210ed91b'],0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4eaea19e-cdf6-4c20-b935-cbc8210ed91b,4,,,3890301,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,['af789ba3-05a8-4dd3-aaac-acb1d3a7f6bc'],0,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,21232c23-1088-496a-8072-e46cfbd4e4dc,1900,,,3890301,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Borussia Dortmund,180,['479cb1fd-eec1-4ef0-8dd9-57f6061bfaeb'],0,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,479cb1fd-eec1-4ef0-8dd9-57f6061bfaeb,1901,,,3890301,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Borussia Dortmund,180,['21232c23-1088-496a-8072-e46cfbd4e4dc'],0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.470635,,,,,,,,,,,,,,fe2d2eb5-adf2-4e80-a49e-f4719ccbb946,5,,"[61.0, 40.1]",3890301,0,,,,,2.0472639,,Right Foot,,,,"[59.4, 43.2]",,Ground Pass,3.4885528,,,,Javier Hernández Balcázar,3058.0,,,,,,Kick Off,1,From Kick Off,Stefan Kießling,11394.0,Left Center Forward,2,Bayer Leverkusen,904,['eb4c13ad-64a9-4154-b60c-b9db25367db0'],0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.367,Pass,
,,,,,,,,,,,,,,,,,,1.962458,,,,,,,,,,,,,,1c818c31-19c6-470f-a82e-233c64858537,8,,"[61.6, 45.5]",3890301,0,,,,,1.5200462,,Left Foot,,,,"[63.2, 77.0]",,Ground Pass,31.54061,,,,Giulio Donati,8549.0,,,,,,,1,From Kick Off,Javier Hernández Balcázar,3058.0,Right Center Forward,2,Bayer Leverkusen,904,['58fa3e06-e703-4388-83d0-9dc9fcdff52f'],1,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:01.583,Pass,
,,,,,,,,,,,,,,,,,,1.757033,,,,,,,,,,,,,,d4b1df19-d734-4283-926d-1b126feb4100,12,,"[61.8, 75.9]",3890301,0,,,,,-2.9072406,,Right Foot,,,,"[39.6, 70.6]",,Ground Pass,22.82389,,,,Jonathan Tah,8221.0,,,,,,,1,From Kick Off,Giulio Donati,8549.0,Right Back,2,Bayer Leverkusen,904,"['bd12483a-80e2-48fc-b2e7-8b621c1f4c91', 'f1809b11-e698-4cfc-aab1-02f06c3a1392']",4,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:04.513,Pass,True
,,,,,,,,,,,,,,,,,,2.198152,,,,,,,,,,,,,,b54856b1-6e35-44b3-bf28-d081ab8800be,15,,"[35.7, 69.0]",3890301,0,,,,,-1.8537555,,Right Foot,,,,"[25.0, 32.2]",,Ground Pass,38.324013,,,,Kyriakos Papadopoulos,8313.0,,,,,,,1,From Kick Off,Jonathan Tah,8221.0,Right Center Back,2,Bayer Leverkusen,904,['aa790913-bd08-4238-95fa-52c4485466bd'],7,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:07.170,Pass,
