50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.967739,,,,,,,,,,,,,,36b3764f-24a8-49b2-a559-19d8ad31868c,16,,"[39.8, 8.3]",3890316,0,,,,,0.2260353,,Right Foot,,,"[68.5, 14.9]",,Low Pass,29.449108,,,,Yoshinori Muto,6337.0,,,,,,,1,From Kick Off,Pierre Bengtsson,20871.0,Left Back,2,FSV Mainz 05,177,['67c290d4-9612-46d5-84bd-5c7b05cd3bf7'],6,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:06.750,Pass,
,,,,,,,,,,,,,,,1.020745,,,,,,,,,,,,,,99ec12e9-9ee0-4087-b98d-e78af49e9c53,21,,"[68.1, 16.0]",3890316,0,,,,,-1.6020361,,Right Foot,,,"[67.8, 6.4]",,Ground Pass,9.604687,,,,Pablo Ezequiel De Blasis,8555.0,,,,,,,1,From Kick Off,Yoshinori Muto,6337.0,Left Center Forward,2,FSV Mainz 05,177,"['4a6a1b74-1bc7-485e-a864-dd36edb2b734', 'bdf9fd2f-94ad-41e0-a28b-bf5400074525']",8,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:08.718,Pass,True
,,,,,,,,,,,,,,,1.741009,,,,,,,,,,,,,,40deacbd-47ea-4f68-845b-955f3e656ee4,24,,"[67.8, 7.0]",3890316,0,,,,,0.070715226,,Left Foot,,,"[91.8, 8.7]",,Ground Pass,24.060133,,,,Yoshinori Muto,6337.0,,,,,,,1,From Kick Off,Pablo Ezequiel De Blasis,8555.0,Left Midfield,2,FSV Mainz 05,177,['116bd64e-42dc-4477-8361-bee984d76eb3'],9,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:09.779,Pass,
,,,,,,,,,,,,,,,1.437777,,,,,,,,,,,,,,66990cca-04d9-4dde-9728-b1b03bfde7d7,31,,"[30.4, 80.0]",3890316,0,,,,,-2.4576414,,,,,"[12.0, 65.0]",,Low Pass,23.739418,,,,Javier Martínez Aginaga,9399.0,,,,,,Throw-in,1,From Throw In,Philipp Lahm,19295.0,Right Back,3,Bayern Munich,169,['48a72f8a-32d8-4388-867c-aa3fca2e1c12'],33,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:33.269,Pass,
,,,,,,,,,,,,,,,2.464097,,,,,,,,,,,,,,46890155-23cf-4bef-9385-be4b4559c89a,35,,"[12.0, 65.0]",3890316,0,,,,,-1.849096,,Right Foot,,,"[5.2, 41.2]",,High Pass,24.752373,,,,Manuel Neuer,5570.0,,,,,,,1,From Throw In,Javier Martínez Aginaga,9399.0,Right Center Back,3,Bayern Munich,169,"['06b4a7ce-8cf3-43e7-9932-9b8883f973e3', 'e889af4e-57d3-406e-aa1f-e68f6d781a4a']",35,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:35.412,Pass,True
,,,,,,,,,,,,,,,2.6059,,,,,,,,,,,,,,39a1fa42-b11f-48cf-84a7-c099c9fb50b1,38,,"[4.8, 34.2]",3890316,0,,,,,-1.0492604,,Right Foot,,,"[22.9, 2.7]",,Low Pass,36.329876,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,,1,From Throw In,Manuel Neuer,5570.0,Goalkeeper,3,Bayern Munich,169,['948ee314-0bd8-44eb-8cf8-726b86db662f'],38,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:38.771,Pass,
,,,,,,,,,,,,,,,1.375536,,,,,,,,,,,,,,d348c717-7dcb-4197-9b67-28ad079610af,41,,"[22.9, 2.7]",3890316,0,,,,,2.8222635,,Left Foot,,,"[10.5, 6.8]",,Ground Pass,13.060245,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,From Throw In,Márcio Rafael Ferreira de Souza,8209.0,Left Back,3,Bayern Munich,169,['f2e64698-e8ff-4c6c-bc35-34bcbef75194'],41,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:41.646,Pass,
,,,,,,,,,,,,,,,1.326877,,,,,,,,,,,,,,2802ce6e-c1d4-4669-8eb0-64dc280a9f93,43,,"[10.5, 6.8]",3890316,0,,,,,0.17748477,,Left Foot,,,"[32.8, 10.8]",,Ground Pass,22.655905,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Throw In,David Olatukunbo Alaba,8220.0,Left Center Back,3,Bayern Munich,169,['27e59153-a707-48c2-b228-67d329260ccd'],43,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:43.021,Pass,
,,,,,,,,,,,,,,,1.237067,,,,,,,,,,,,,,6a85fd16-d0ec-46ea-a4f4-6d793dbff438,45,,"[32.1, 9.3]",3890316,0,,,,,-0.7066142,,Right Foot,,,"[40.3, 2.3]",,Low Pass,10.781466,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Left Defensive Midfield,3,Bayern Munich,169,['68491725-840c-4a1a-9c11-bf2277305652'],44,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:44.348,Pass,
,,,,,,,,,,,,,,,1.965255,,,,,,,,,,,,,,436250e5-ad19-4f2c-b115-d568568267de,51,,"[53.5, 1.9]",3890316,0,,True,,,2.3561945,,Left Foot,,,"[47.3, 8.1]",,Ground Pass,8.768124,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,Free Kick,1,From Free Kick,Márcio Rafael Ferreira de Souza,8209.0,Left Back,4,Bayern Munich,169,['5b667a56-873b-40e9-9559-6b1c77b2aaeb'],57,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:57.890,Pass,
,,,,,,,,,,,,,,,2.12514,,,,,,,,,,,,,,4efdc43e-b763-4d30-aeea-fe8a0880e1aa,53,,"[52.5, 10.6]",3890316,1,,,,,1.755985,,Right Foot,,,"[45.4, 48.5]",,Ground Pass,38.559303,,,,Javier Martínez Aginaga,9399.0,,,,,,,1,From Free Kick,Thiago Alcântara do Nascimento,5208.0,Left Defensive Midfield,4,Bayern Munich,169,['22346d28-fd8d-4573-88cb-06e264cc5655'],0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:00.766,Pass,
,,,,,,,,,,,,,,,2.17653,,,,,,,,,,,,,,a4a4ee4b-9735-4ca8-ba3e-cd98a4486a7d,56,,"[42.2, 48.9]",3890316,1,,,,,-1.5398784,,Right Foot,,,"[43.1, 19.8]",,Ground Pass,29.113914,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,From Free Kick,Javier Martínez Aginaga,9399.0,Right Center Back,4,Bayern Munich,169,['5fab39e1-e7b9-4f18-bdcf-90a13aafb535'],2,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:02.971,Pass,
,,,,,,,,,,,,,,,1.970554,,,,,,,,,,,,,,2bd9fb64-4fa4-4860-b28d-b46295fddad3,59,,"[54.6, 11.1]",3890316,1,,,,,0.12085517,,Left Foot,,,"[93.3, 15.8]",,High Pass,38.984356,,Incomplete,,Robert Lewandowski,5668.0,,,,Through Ball,True,,1,From Free Kick,David Olatukunbo Alaba,8220.0,Left Center Back,4,Bayern Munich,169,"['1d788283-64da-4751-87cf-d499aab8f8ee', '6c210648-bbee-44a2-b4da-db25a80ac64d']",7,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:07.819,Pass,
,,,,,,,,,,,,,,,1.967709,,,,,,,,,,,,,,1d788283-64da-4751-87cf-d499aab8f8ee,61,,"[26.8, 64.3]",3890316,1,,,,,1.1459641,,Head,,,"[30.6, 72.7]",,High Pass,9.219544,,,,Daniel Brosinski,8548.0,,,,,,Interception,1,From Free Kick,Niko Bungert,13319.0,Right Center Back,4,Bayern Munich,169,"['2bd9fb64-4fa4-4860-b28d-b46295fddad3', 'b4fe167b-3b30-42d3-98bf-c78cee98e336']",9,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:09.790,Pass,
,,,,,,,,,,,,,,,6.150579,,,,,,,,,,,,,,de9a17a4-404a-4276-8b3e-7a909d034a7d,64,,"[30.6, 72.9]",3890316,1,,,,,-0.47272646,,Right Foot,,,"[92.0, 41.5]",,High Pass,68.96318,,Incomplete,,Yunus Mallı,8679.0,,,,,,,1,From Free Kick,Daniel Brosinski,8548.0,Right Back,4,Bayern Munich,169,"['1e4281c4-a745-4ceb-af28-a530c6986380', '3596e2c0-48ee-4a03-9625-7cf6e440852b', 'efb61d3f-3d9c-42cf-94b2-795abc5c0e33']",11,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:11.758,Pass,True
,,,,,,,,,,,,,,,2.361038,,,,,,,,,,,,,,3596e2c0-48ee-4a03-9625-7cf6e440852b,66,,"[28.1, 38.6]",3890316,1,,,,,1.5389346,,Head,,,"[28.9, 63.7]",,Low Pass,25.112745,,,,Philipp Lahm,19295.0,,,,,,Recovery,1,From Free Kick,Javier Martínez Aginaga,9399.0,Right Center Back,4,Bayern Munich,169,"['62269e43-67ed-4f8c-aebd-cc87bef1cfbb', 'de9a17a4-404a-4276-8b3e-7a909d034a7d']",17,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:17.908,Pass,
,,,,,,,,,,,,,,,1.846688,,,,,,,,,,,,,,11e98f8e-e70e-4fc7-8048-d3b834220e3c,69,,"[27.7, 69.5]",3890316,1,,,,,-0.4038169,,Right Foot,,,"[61.4, 55.1]",,High Pass,36.647648,,,,Thomas Müller,5562.0,,,,,,,1,From Free Kick,Philipp Lahm,19295.0,Right Back,4,Bayern Munich,169,['90021b48-1cc5-4e6f-adaa-8c6687c42ba7'],20,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:20.269,Pass,
,,,,,,,,,,,,,,,1.610204,,,,,,,,,,,,,,28846164-b13e-416c-bf14-6f1cd1b544af,71,,"[61.4, 55.1]",3890316,1,,,,,-1.221589,,Head,,,"[68.1, 36.7]",,High Pass,19.581879,,,,Robert Lewandowski,5668.0,,,,,,,1,From Free Kick,Thomas Müller,5562.0,Center Attacking Midfield,4,Bayern Munich,169,['288748ee-4304-4a5d-a9b7-d22b63b099e6'],22,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:22.116,Pass,
,,,,,,,,,,,,,,,2.358838,,,,,,,,,,,,,,5782ec36-ea31-46d1-aa8f-4459daf50744,75,,"[70.4, 30.9]",3890316,1,,,,,-1.3770318,,Left Foot,,,"[75.6, 4.4]",,High Pass,27.00537,,,,Douglas Costa de Souza,5837.0,,,,,,,1,From Free Kick,Robert Lewandowski,5668.0,Center Forward,4,Bayern Munich,169,"['111cc7dd-edb1-43fd-89b0-af62b54dd23e', 'f67c3da3-7c11-42bb-825e-2ce563e94f5a']",24,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:24.906,Pass,True
,,,,,,,,,,,,,,,1.318675,,,,,,,,,,,,,,077d7e17-a60e-46ab-9e8a-f8d652ae903f,78,,"[49.9, 80.0]",3890316,1,,True,,,-1.9631364,,,,,"[47.5, 74.2]",,Low Pass,6.276942,,,,Julian Baumgartlinger,20037.0,,,,,,Throw-in,1,From Throw In,Christian Clemens,9098.0,Right Midfield,5,FSV Mainz 05,177,['e2defca8-d7a1-4fbd-a6d2-51001d9e2086'],34,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:34.449,Pass,
,,,,,,,,,,,,,,,1.734279,,,,,,,,,,,,,,fe145f89-42d6-4659-9a53-98c83b6ed10e,80,,"[47.5, 74.2]",3890316,1,,,,,-2.9234455,,Left Foot,,,"[27.2, 69.7]",,Ground Pass,20.792788,,,,Daniel Brosinski,8548.0,,,,,,,1,From Throw In,Julian Baumgartlinger,20037.0,Right Defensive Midfield,5,FSV Mainz 05,177,['a7564cf5-160b-4f23-a778-633c450fe73e'],36,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:36.004,Pass,
,,,,,,,,,,,,,,,3.306619,,,,,,,,,,,,,,9bd33f71-df58-4345-b38a-6984f65f08fc,82,,"[27.2, 69.7]",3890316,1,,,,,-2.0193465,,Right Foot,,,"[10.5, 35.0]",,Ground Pass,38.50948,,,,Loris Karius,3630.0,,,,,,,1,From Throw In,Daniel Brosinski,8548.0,Right Back,5,FSV Mainz 05,177,['6ad2aacc-cd6b-48e3-834d-56dc52817109'],37,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:37.738,Pass,
,,,,,,,,,,,,,,,3.063533,,,,,,,,,,,,,,00622ca7-5b99-4d10-b6e0-09ceb8d9a8b6,85,,"[12.4, 30.3]",3890316,1,,,,,0.68715286,,Right Foot,,,"[65.9, 74.2]",,High Pass,69.205925,,,,Christian Clemens,9098.0,,,True,,,,1,From Throw In,Loris Karius,3630.0,Goalkeeper,5,FSV Mainz 05,177,['fbdd17ea-ecd8-4747-989e-290312fb0007'],42,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:42.395,Pass,
,,,,,,,,,,,,,,,1.897735,,,,,,,,,,,,,,da29a248-2ea7-4534-a460-16f69f860a43,88,,"[65.9, 74.2]",3890316,1,,,,True,-0.6931497,,,,,"[78.3, 63.9]",,Low Pass,16.119864,,Incomplete,,Yunus Mallı,8679.0,,,,,,,1,From Throw In,Christian Clemens,9098.0,Right Midfield,5,FSV Mainz 05,177,"['0f1ae587-d258-4405-a4ca-b66e2c88bbeb', '6514bfd8-f932-4b7d-bd58-c276566a0dbc', 'f504c113-c82a-486c-b172-1afbb4ae298a']",45,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:45.459,Pass,True
,,,,,,,,,,,,,,,1.136945,,,,,,,,,,,,,,f5da3d48-4374-4a29-9a78-d7c47e4c780b,92,,"[32.4, 14.3]",3890316,1,,,,,-1.259798,,Left Foot,,,"[36.0, 3.1]",,Ground Pass,11.764353,,,,Márcio Rafael Ferreira de Souza,8209.0,,,,,,,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Center Back,6,Bayern Munich,169,['25f5e697-8a5c-4140-abb6-d0fa36487cc0'],52,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:52.892,Pass,
,,,,,,,,,,,,,,,2.741833,,,,,,,,,,,,,,6a1ca905-c883-47e2-bfcb-d8433abdd97a,95,,"[36.0, 3.1]",3890316,1,,,,,2.2418182,,Right Foot,,,"[12.5, 32.7]",,Ground Pass,37.79431,,,,Manuel Neuer,5570.0,,,,,,,1,Regular Play,Márcio Rafael Ferreira de Souza,8209.0,Left Back,6,Bayern Munich,169,['bbc0fd7d-7b9c-4309-8a6d-57107f22d1a3'],54,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:54.868,Pass,
,,,,,,,,,,,,,,,2.548268,,,,,,,,,,,,,,18d99c2f-adb7-4fb7-9725-951e767ef8ff,97,,"[12.0, 32.2]",3890316,1,,True,,,1.0298283,,Left Foot,,,"[28.1, 59.0]",,Ground Pass,31.264196,,,,Javier Martínez Aginaga,9399.0,,,,,,,1,Regular Play,Manuel Neuer,5570.0,Goalkeeper,6,Bayern Munich,169,['2f58eba4-0f2a-4442-89be-b95b32f10be7'],57,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:01:57.610,Pass,
,,,,,,,,,,,,,,,1.498851,,,,,,,,,,,,,,1f7ddcc6-1c85-41fd-97d1-48c2cafb4bce,99,,"[28.1, 59.0]",3890316,2,,,,,0.9890567,,Right Foot,,,"[35.4, 70.1]",,Ground Pass,13.28533,,,,Philipp Lahm,19295.0,,,,,,,1,Regular Play,Javier Martínez Aginaga,9399.0,Right Center Back,6,Bayern Munich,169,['e2ec1e48-60d8-4a2d-a2ea-1e3085474f89'],0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:00.159,Pass,
,,,,,,,,,,,,,,,2.32691,,,,,,,,,,,,,,26fa4c03-4035-4723-8a6d-845f077caaf0,102,,"[33.2, 63.9]",3890316,2,,,,,-1.7336602,,Right Foot,,,"[26.2, 21.3]",,Ground Pass,43.171288,,,,David Olatukunbo Alaba,8220.0,,,True,,,,1,Regular Play,Philipp Lahm,19295.0,Right Back,6,Bayern Munich,169,['489e2aa0-14ee-4bfe-9d27-9d04c0d8b09b'],2,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:02.773,Pass,
,,,,,,,,,,,,,,,0.684789,,,,,,,,,,,,,,399ee832-4718-4be4-9242-b0f58e2ebe5f,105,,"[55.9, 12.3]",3890316,2,,,,,-0.067693025,,Left Foot,,,"[67.7, 11.5]",,Ground Pass,11.827087,,,,Douglas Costa de Souza,5837.0,,,,,,,1,Regular Play,David Olatukunbo Alaba,8220.0,Left Center Back,6,Bayern Munich,169,['1f83eae0-1673-4ddf-9419-5a2659a936c7'],10,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:10.932,Pass,
,,,,,,,,,,,,,,,2.002609,,,,,,,,,,,,,,5f561522-abe4-48f1-82c0-68da1035c2a1,109,,"[67.9, 19.2]",3890316,2,,,,,1.7168086,,Left Foot,,,"[63.4, 49.8]",,Ground Pass,30.929113,,,,Philipp Lahm,19295.0,,,,,,,1,Regular Play,Douglas Costa de Souza,5837.0,Left Wing,6,Bayern Munich,169,['7984ba93-d6ce-4fd2-86df-135fb13bf3c8'],13,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:13.493,Pass,
,,,,,,,,,,,,,,,1.722508,,,,,,,,,,,,,,a428ef1b-4d76-4a36-940d-98571211bc50,112,,"[62.9, 49.8]",3890316,2,,,,,0.74078494,,Right Foot,,,"[86.3, 71.2]",,Ground Pass,31.709936,,,,Kingsley Coman,8217.0,,,,,,,1,Regular Play,Philipp Lahm,19295.0,Right Back,6,Bayern Munich,169,['5899251c-58f2-4446-9221-be75239fa02a'],16,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:02:16.104,Pass,
