50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,30072c30-20f3-4a22-829b-1c3bc18620ec,1,,,3890270,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40538, 'name': 'Jin-Su Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 8311, 'name': 'Jonathan Schmid'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5548, 'name': 'Steven Zuber'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 31}, {'player': {'id': 19836, 'name': 'Kevin Kuranyi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 22}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,39ae5456-797c-4405-a3fe-cf37deafc34d,2,,,3890270,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 17}, {'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 8218, 'name': 'Arjen Robben'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 10}, {'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 8227, 'name': 'Mario Götze'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3559b701-e50e-4435-ba5a-028b38bde3a7,3,,,3890270,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['c181cc94-0c1d-4d9c-b1e5-dff9cebf4c8d'],0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c181cc94-0c1d-4d9c-b1e5-dff9cebf4c8d,4,,,3890270,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['3559b701-e50e-4435-ba5a-028b38bde3a7'],0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4f880997-eabd-4a03-89b2-fb096e54bbba,1595,,,3890270,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Bayern Munich,169,['b0d228fc-dc57-4f7d-8ed4-e820b25879d7'],0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b0d228fc-dc57-4f7d-8ed4-e820b25879d7,1596,,,3890270,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Bayern Munich,169,['4f880997-eabd-4a03-89b2-fb096e54bbba'],0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.4177,,,,,,,,,,,,,,bbdf306c-5bb1-423c-bf7c-775bb7f9eccf,5,,"[60.0, 40.0]",3890270,0,,,,1.3134726,,Left Foot,,,,"[60.5, 41.9]",,Ground Pass,,1.9646883,,,,Thomas Müller,5562.0,,,,,Kick Off,1,From Kick Off,Arjen Robben,8218.0,Right Wing Back,2,Bayern Munich,169,['f06d1285-75cb-43a3-b48d-39e29def8295'],0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.014,Pass,
,,,,,,,,,,,,,,,,,,,0.897299,,,,,,,,,,,,,,35015348-8a70-4c00-bccb-e23be446d73e,8,,"[60.5, 42.1]",3890270,0,,,,-2.8876536,,Right Foot,,,,"[47.4, 38.7]",,Ground Pass,,13.534031,,,,Xabier Alonso Olano,20133.0,,,,,,1,From Kick Off,Thomas Müller,5562.0,Center Forward,2,Bayern Munich,169,['d474f165-7977-4e64-b227-98534b8c1f66'],0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.439,Pass,
,,,,,,,,,,,,,,,,,,,1.3019,,,,,,,,,,,,,,34dcc3d1-0a23-42f7-8916-182a005d2a82,11,,"[47.0, 38.7]",3890270,0,,,,-1.5907936,,Right Foot,,,,"[46.6, 18.7]",,Ground Pass,,20.004,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Kick Off,Xabier Alonso Olano,20133.0,Center Defensive Midfield,2,Bayern Munich,169,['0b3250c7-2177-4b13-bba9-12cb6dddb677'],1,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:01.705,Pass,
,,,,,,,,,,,,,,,,,,,1.1147,,,,,,,,,,,,,,b8601383-f9d3-447e-865e-986085d15123,15,,"[46.6, 18.1]",3890270,0,,,,3.0589786,,Right Foot,,,,"[30.9, 19.4]",,Ground Pass,,15.75373,,,,David Olatukunbo Alaba,8220.0,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,2,Bayern Munich,169,"['1d55d8f8-9c28-44d3-aa12-2c2d1765b6e2', 'cc0f93c6-1327-4549-a26b-cf954bd5c6a0']",3,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:03.393,Pass,True
