50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3cece29b-0cbb-4f5e-b308-f959819cd2e3,1,,,,3890391,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 8397, 'name': 'Kevin Vogt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8822, 'name': 'Simon Zoller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 10902, 'name': 'Philipp Hosiner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 15}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6c988dcc-edae-4eab-8dad-98f80d4e3c59,2,,,,3890391,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 35}, {'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 22826, 'name': 'Jan-Ingwer Callsen-Bracker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 8574, 'name': 'Alexander Esswein'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 30}, {'player': {'id': 8807, 'name': 'Raúl Marcelo Bobadilla'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Augsburg,172,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,517afba7-9f32-4694-9ed0-a34616311e0e,3,,,,3890391,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['2b0c6458-461b-4e88-acec-6e627a1a3afe'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2b0c6458-461b-4e88-acec-6e627a1a3afe,4,,,,3890391,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['517afba7-9f32-4694-9ed0-a34616311e0e'],0,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,eaf61ab2-9a6e-450d-aa2c-cdfee16b6553,1685,,,,3890391,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,FC Köln,186,['63b59eb4-4faa-4994-8b0c-4be2dd569ba7'],0,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,63b59eb4-4faa-4994-8b0c-4be2dd569ba7,1686,,,,3890391,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,FC Köln,186,['eaf61ab2-9a6e-450d-aa2c-cdfee16b6553'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.204977,,,,,,,,,,,,,,39e38e2e-1603-4b03-868a-c807644ea334,5,,,"[61.0, 40.1]",3890391,0,,True,,,1.6396528,,Right Foot,,,,"[60.8, 43.0]",Ground Pass,,2.9068885,,,Raúl Marcelo Bobadilla,8807.0,,,,,Kick Off,1,From Kick Off,Ja-Cheol Koo,5627.0,Center Attacking Midfield,2,Augsburg,172,['f2ff4903-a2c6-4d45-953c-35af19655741'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.466,Pass,
,,,,,,,,,,,,,,,,,,1.25633,,,,,,,,,,,,,,d113ab27-1fe0-4014-adba-d3bf61f34513,7,,,"[57.1, 40.8]",3890391,0,,,,,-2.7032561,,Right Foot,,,,"[41.1, 33.3]",Ground Pass,,17.670597,,,Daniel Baier,8317.0,,,,,,1,From Kick Off,Raúl Marcelo Bobadilla,8807.0,Center Forward,2,Augsburg,172,['6d8de95c-d95b-456c-b6b8-3a898bab8a26'],1,,,,,,,,,,,,,,,,,Augsburg,172,00:00:01.552,Pass,
,,,,,,,,,,,,,,,,,,2.121205,,,,,,,,,,,,,,236dc3b4-d252-49a4-b0b1-619600c92fef,9,,,"[40.3, 33.3]",3890391,0,,,,,-2.3514998,,Right Foot,,,,"[29.7, 22.6]",Ground Pass,,15.061541,,,Ragnar Klavan,4174.0,,,,,,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Augsburg,172,['7b5f4692-2803-42e0-b61e-80add6e63ae9'],2,,,,,,,,,,,,,,,,,Augsburg,172,00:00:02.808,Pass,
,,,,,,,,,,,,,,,,,,2.229085,,,,,,,,,,,,,,d4cca375-b6ab-49aa-9133-115add851b09,12,,,"[27.3, 22.6]",3890391,0,,,,,2.2239656,,Left Foot,,,,"[9.7, 45.6]",Ground Pass,,28.961353,,,Marwin Hitz,8314.0,,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,['65d1cb82-4cfc-4ff7-ba87-0735b8a8e791'],6,,,,,,,,,,,,,,,,,Augsburg,172,00:00:06.222,Pass,
,,,,,,,,,,,,,,,,,,1.568769,,,,,,,,,,,,,,09a5359e-f65b-4a9e-8532-616cb2bf8896,14,,,"[9.7, 45.6]",3890391,0,,,,,0.95054686,,Right Foot,,,,"[18.2, 57.5]",Ground Pass,,14.623953,,,Jan-Ingwer Callsen-Bracker,22826.0,,,,,,1,From Kick Off,Marwin Hitz,8314.0,Goalkeeper,2,Augsburg,172,['386f876f-26aa-4d59-a7c5-f54145f06c84'],8,,,,,,,,,,,,,,,,,Augsburg,172,00:00:08.451,Pass,
,,,,,,,,,,,,,,,,,,1.150584,,,,,,,,,,,,,,a9c071da-7a17-4e39-8af5-937e6ca47142,17,,,"[30.4, 61.8]",3890391,0,,,,,1.0115505,,Right Foot,,,,"[39.1, 75.7]",Ground Pass,,16.39817,,,Paul Verhaegh,8237.0,,,,,,1,From Kick Off,Jan-Ingwer Callsen-Bracker,22826.0,Right Center Back,2,Augsburg,172,['ebc7a677-da3f-4e44-8b31-3153fb24cde6'],12,,,,,,,,,,,,,,,,,Augsburg,172,00:00:12.828,Pass,
,,,,,,,,,,,,,,,,,,1.353629,,,,,,,,,,,,,,a41202a1-665e-41f5-9783-8975749b4554,21,,,"[33.3, 74.5]",3890391,0,,,,,-2.84939,,Right Foot,,,,"[21.0, 70.8]",Ground Pass,,12.844454,,,Jan-Ingwer Callsen-Bracker,22826.0,,,,,,1,From Kick Off,Paul Verhaegh,8237.0,Right Back,2,Augsburg,172,"['71be3f76-29f2-4f94-aca5-8bb25ee30988', '8ccac807-27e0-4369-9fa4-3d8aeb747c07']",15,,,,,,,,,,,,,,,,,Augsburg,172,00:00:15.261,Pass,True
,,,,,,,,,,,,,,,,,,1.273973,,,,,,,,,,,,,,daf2bd6a-7571-4d2f-a3dc-ad3f0f276d5d,24,,,"[7.5, 66.9]",3890391,0,,,,,-1.7525295,,Right Foot,,,,"[3.2, 43.5]",Ground Pass,,23.791805,,,Marwin Hitz,8314.0,,,,,,1,From Kick Off,Jan-Ingwer Callsen-Bracker,22826.0,Right Center Back,2,Augsburg,172,['8eebbec5-9ec2-4d74-8ae0-be6e0b4038c2'],18,,,,,,,,,,,,,,,,,Augsburg,172,00:00:18.124,Pass,
,,,,,,,,,,,,,,,,,,3.184035,,,,,,,,,,,,,,c3796f64-b657-4ec7-8d41-8cf354e1451f,27,,,"[4.0, 43.3]",3890391,0,,,,,0.33081374,,Right Foot,,,,"[53.5, 60.3]",High Pass,,52.337845,Incomplete,,Dominik Kohr,8207.0,,,,,,1,From Kick Off,Marwin Hitz,8314.0,Goalkeeper,2,Augsburg,172,"['4acd28ed-67bf-433b-a429-0d25b81f5cea', '545e905c-25c8-4000-bc51-bcc332dff687']",19,,,,,,,,,,,,,,,,,Augsburg,172,00:00:19.522,Pass,
,,,,,,,,,,,,,,,,,,1.624254,,,,,,,,,,,,,,545e905c-25c8-4000-bc51-bcc332dff687,29,,,"[66.6, 19.8]",3890391,0,,,,,0.327245,,Head,,,,"[77.5, 23.5]",High Pass,,11.510864,Incomplete,,Leonardo Bittencourt,8826.0,,,,,Recovery,1,From Kick Off,Kevin Vogt,8397.0,Left Defensive Midfield,2,Augsburg,172,"['0b1d564d-758d-44e9-b262-81bd25d06c18', '7db796e0-9212-4e44-b244-e0d00bd31a86', 'c3796f64-b657-4ec7-8d41-8cf354e1451f']",22,,,,,,,,,,,,,,,,,FC Köln,186,00:00:22.706,Pass,
,,,,,,,,,,,,,,,,,,1.07532,,,,,,,,,,,,,,7db796e0-9212-4e44-b244-e0d00bd31a86,32,,,"[42.6, 56.6]",3890391,0,,,,True,0.39670867,,,,,,"[50.0, 59.7]",High Pass,,8.023091,,,Dominik Kohr,8207.0,,,,,Recovery,1,From Kick Off,Paul Verhaegh,8237.0,Right Back,2,Augsburg,172,"['545e905c-25c8-4000-bc51-bcc332dff687', '927a12f7-95a7-47d4-80ad-f4523836fbbb', '947e59d5-8dbb-4067-9be5-fc60ef961cd3']",24,,,,,,,,,,,,,,,,,Augsburg,172,00:00:24.330,Pass,True
,,,,,,,,,,,,,,,,,,3.643495,,,,,,,,,,,,,,639cc929-cb67-4ae8-b28f-26f32706aab5,36,,,"[46.7, 62.4]",3890391,0,,,,,0.45362568,,Right Foot,,,,"[82.8, 80.0]",High Pass,,40.161797,Out,,Raúl Marcelo Bobadilla,8807.0,,,,,,1,From Kick Off,Dominik Kohr,8207.0,Right Defensive Midfield,2,Augsburg,172,"['7a2dbe36-05ba-43b9-b56f-90315eb96222', 'e174c221-2442-4249-ac02-daf17577bd32']",27,,,,,,,,,,,,,,,,,Augsburg,172,00:00:27.081,Pass,True
,,,,,,,,,,,,,,,,,,4.153734,,,,,,,,,,,,,,2217fd6b-00c1-4d68-9388-9c56a64d3142,38,,,"[44.3, 0.1]",3890391,0,,,,,0.65390325,,,,,,"[79.4, 27.0]",High Pass,,44.222393,Incomplete,,Anthony Modeste,23486.0,,,,,Throw-in,1,From Throw In,Jonas Hector,6040.0,Left Back,3,FC Köln,186,"['5bb5d9a1-e2f2-4ebe-8eee-a558b9736e39', '6ad183fa-8065-44bc-9884-758e5ca5d330']",43,,,,,,,,,,,,,,,,,FC Köln,186,00:00:43.247,Pass,
,,,,,,,,,,,,,,,,,,1.636303,,,,,,,,,,,,,,cfbc5c11-694e-49d0-b2c2-581cf0c3d19a,42,,,"[43.2, 14.6]",3890391,0,,,,,-0.2802183,,Left Foot,,,,"[77.6, 4.7]",Low Pass,,35.79623,,,Caiuby Francisco da Silva,8303.0,,,,,,1,Regular Play,Ragnar Klavan,4174.0,Left Center Back,4,Augsburg,172,['92e2c9a4-63c2-42c7-9121-11a29f67c44e'],53,,,,,,,,,,,,,,,,,Augsburg,172,00:00:53.389,Pass,
,,,,,,,,,,,,,,,,,,0.963758,,,,,,,,,,,,,,df6ef822-e7b1-44b3-aee8-d7024144513b,48,,,"[78.7, 0.1]",3890391,1,,,,,1.2825061,,,,,,"[83.0, 14.6]",Low Pass,,15.124153,,,Raúl Marcelo Bobadilla,8807.0,,,,,Throw-in,1,From Throw In,Philipp Max,8319.0,Left Back,5,Augsburg,172,['fc185d46-90e5-4b97-b1fb-224cd36e4cb7'],5,,,,,,,,,,,,,,,,,Augsburg,172,00:01:05.215,Pass,
,,,,,,,,,,,,,,,,,,0.341121,,,,,,,,,,,,,,13110977-bed9-4c61-ac47-47262359723e,55,,,"[73.9, 15.4]",3890391,1,,,,,1.9018924,,Right Foot,,,,"[72.8, 18.6]",Ground Pass,,3.3837848,,,Daniel Baier,8317.0,,,,,,1,From Throw In,Raúl Marcelo Bobadilla,8807.0,Center Forward,5,Augsburg,172,['4aced2da-8be4-44cb-b938-8b491f99c937'],8,,,,,,,,,,,,,,,,,Augsburg,172,00:01:08.661,Pass,
,,,,,,,,,,,,,,,,,,1.570531,,,,,,,,,,,,,,55d37047-28de-4357-9d39-cb78b87d801d,58,,,"[71.3, 18.3]",3890391,1,,,,,-2.634494,,Right Foot,,,,"[50.6, 6.8]",Ground Pass,,23.679949,,,Ragnar Klavan,4174.0,,,,,,1,From Throw In,Daniel Baier,8317.0,Left Defensive Midfield,5,Augsburg,172,['3df4ae79-0699-46e7-b57c-7138e621735e'],9,,,,,,,,,,,,,,,,,Augsburg,172,00:01:09.985,Pass,
,,,,,,,,,,,,,,,,,,1.175708,,,,,,,,,,,,,,a4f0a3a2-0196-465a-8a8d-05fd4e446a68,61,,,"[49.5, 8.9]",3890391,1,,,,,1.7709279,,Left Foot,,,,"[43.8, 37.0]",Ground Pass,,28.672287,,,Jan-Ingwer Callsen-Bracker,22826.0,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,5,Augsburg,172,['0968854f-96ed-486f-a66a-ae881d821784'],12,,,,,,,,,,,,,,,,,Augsburg,172,00:01:12.429,Pass,
,,,,,,,,,,,,,,,,,,1.545058,,,,,,,,,,,,,,010b1de8-a265-4849-8bfa-e3fc25f6a1e9,64,,,"[44.9, 41.3]",3890391,1,,,,,1.2360595,,Right Foot,,,,"[52.9, 64.3]",Ground Pass,,24.351591,,,Dominik Kohr,8207.0,,,,,,1,From Throw In,Jan-Ingwer Callsen-Bracker,22826.0,Right Center Back,5,Augsburg,172,['f39e64a4-b72a-4b5d-897d-dba7d2f94221'],14,,,,,,,,,,,,,,,,,Augsburg,172,00:01:14.889,Pass,
,,,,,,,,,,,,,,,,,,0.964904,,,,,,,,,,,,,,137ffbb7-90ab-47fd-84e2-5358662ecc9b,67,,,"[63.1, 68.6]",3890391,1,,,,,-0.23374318,,Right Foot,,,,"[79.9, 64.6]",Ground Pass,,17.269627,,,Alexander Esswein,8574.0,,,,,,1,From Throw In,Dominik Kohr,8207.0,Right Defensive Midfield,5,Augsburg,172,['94b3138c-6536-47ef-874d-56c25025b927'],18,,,,,,,,,,,,,,,,,Augsburg,172,00:01:18.530,Pass,
,,,,,,,,,,,,,,,,,,1.577377,,,,,,,,,,,,,,4e31106b-e826-49f7-a6ed-2242622a73b6,73,,,"[86.3, 64.8]",3890391,1,,,,,-0.92437124,893e4193-df67-4f56-9bc1-f7e8f74ad084,Right Foot,True,,,"[106.9, 37.5]",High Pass,,34.200146,,,Ragnar Klavan,4174.0,True,,,,Free Kick,1,From Free Kick,Daniel Baier,8317.0,Left Defensive Midfield,6,Augsburg,172,['e0f48c43-2286-47b4-821c-c06573119650'],57,,,,,,,,,,,,,,,,,Augsburg,172,00:01:57.212,Pass,
,,,,,,,,,,,,,,,,,,3.907828,,,,,,,,,,,,,,9aa566dd-3f03-4e09-8483-8dfc21bc3ae9,77,,,"[15.8, 44.5]",3890391,2,,,,,-0.4110982,,Drop Kick,,,,"[79.8, 16.6]",High Pass,,69.81698,,,Leonardo Bittencourt,8826.0,,,,,,1,From Keeper,Timo Horn,8821.0,Goalkeeper,8,FC Köln,186,['804c1bf0-3e7b-4ff4-94c0-cfbd96943f41'],4,,,,,,,,,,,,,,,,,FC Köln,186,00:02:04.288,Pass,
