50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.995292,,,,,,,,,,,,,5b546691-bbdf-41f3-9129-270d9c1ba5a7,16,,"[71.4, 68.5]",3890515,0,,,,,-0.96722406,,Right Foot,,,"[80.5, 55.3]",,Ground Pass,,16.03278,,,Sandro Wagner,9723.0,,,,,,1,From Kick Off,Florian Jungwirth,12383.0,Right Back,2,Darmstadt 98,872,"['17467f13-a954-4b73-9cdd-d6996c2d3a04', 'c1ea7adb-b9f5-484c-8b6b-44d5c5bedade']",6,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:06.849,Pass,True
,,,,,,,,,,,,,,,,,1.280147,,,,,,,,,,,,,1ba23691-109c-4cbc-bcff-4a3c421d5f21,19,,"[97.9, 73.9]",3890515,0,,,,,-1.2557272,,Right Foot,True,,"[106.7, 46.9]",,High Pass,,28.397888,Incomplete,,Mario Vrančić,13675.0,,,,,,1,From Kick Off,Sandro Wagner,9723.0,Center Forward,2,Darmstadt 98,872,"['b86e8775-8c28-416b-96f2-0dacf86d3fd7', 'f1f23404-9b25-4f45-9bdd-818d225a5654']",11,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:11.008,Pass,
,,,,,,,,,,,,,,,,,1.083533,,,,,,,,,,,,,9e4f904c-414f-472d-be9c-8f20784894b0,27,,"[10.9, 38.6]",3890515,0,,True,,,-0.31570834,,Keeper Arm,,,"[30.8, 32.1]",,Low Pass,,20.93466,,,Lewis Harry Holtby,8891.0,,,,,,1,From Keeper,René Adler,8560.0,Goalkeeper,4,Hamburger SV,171,['b89296ac-25e5-451b-8dd8-126a5c758e6f'],19,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:19.063,Pass,
,,,,,,,,,,,,,,,,,1.848114,,,,,,,,,,,,,fb3c63ed-18b8-4e4f-86f6-853feb04cefa,29,,"[37.1, 27.2]",3890515,0,,,,,-0.37364247,,Left Foot,,,"[77.4, 11.4]",,High Pass,,43.286602,,,Sven Schipplock,8321.0,,,,,,1,From Keeper,Lewis Harry Holtby,8891.0,Left Defensive Midfield,4,Hamburger SV,171,['08110fef-46db-4dab-be15-9cbf04f11a89'],22,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:22.132,Pass,
,,,,,,,,,,,,,,,,,2.626452,,,,,,,,,,,,,f99c03ca-9ec7-47c5-b7ed-d6959cbab5dc,31,,"[78.6, 10.4]",3890515,0,,,,,3.0010166,,Head,,,"[68.0, 11.9]",,Low Pass,,10.705606,Incomplete,,Ivo Iličević,24740.0,,,,,,1,From Keeper,Sven Schipplock,8321.0,Center Forward,4,Hamburger SV,171,"['11095e88-3866-4e27-bdaf-6b04b0e5ac2f', 'b85c6e62-b650-4e8b-b938-4e223a8826d4']",23,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:23.980,Pass,
,,,,,,,,,,,,,,,,,0.811409,,,,,,,,,,,,,d0440d70-3125-45de-87f2-cc547108ff26,35,,"[59.3, 71.6]",3890515,0,,,,,-0.09065989,,Right Foot,,,"[75.8, 70.1]",,Ground Pass,,16.56804,Incomplete,,Sandro Wagner,9723.0,,,,,,1,Regular Play,Jérôme Gondorf,8388.0,Left Defensive Midfield,5,Darmstadt 98,872,"['86c9ff0d-dcf6-445e-a269-8a8cfe71ba07', 'abbab6e8-23b9-425d-9414-5eff33ead6f1']",27,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:27.917,Pass,
,,,,,,,,,,,,,,,,,0.621902,,,,,,,,,,,,,973a2a31-de47-44e1-902d-95bac583d3f7,49,,"[53.3, 2.9]",3890515,0,,,,,2.5940304,,Right Foot,,,"[49.2, 5.4]",,Ground Pass,,4.802083,,,Gotoku Sakai,6339.0,,,,,,1,Regular Play,Sven Schipplock,8321.0,Center Forward,5,Darmstadt 98,872,"['f185e25e-e3d8-4b6e-a4fa-b09e500798de', 'feb04861-343b-46b6-99ff-767b5b9f24ef']",33,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:33.357,Pass,True
,,,,,,,,,,,,,,,,,2.725091,,,,,,,,,,,,,0efa7352-9c6c-429c-a9b2-53c3da565aab,55,,"[74.5, 64.9]",3890515,0,,,,,0.43923086,,Left Foot,,,"[106.0, 79.7]",,High Pass,,34.803593,Out,,Marcel Heller,9401.0,,,,,,1,Regular Play,Sandro Wagner,9723.0,Center Forward,5,Darmstadt 98,872,['102c792f-8fa1-4de1-b165-d1b413c96621'],36,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:36.425,Pass,
,,,,,,,,,,,,,,,,,1.001995,,,,,,,,,,,,,5fa42b1e-3c77-4a58-afed-6a30d03c0ea7,57,,"[15.1, 0.1]",3890515,0,,True,,,0.14843291,,,,,"[25.8, 1.7]",,Low Pass,,10.818965,,,Emir Spahić,26791.0,,,,,Throw-in,1,From Throw In,Gotoku Sakai,6339.0,Left Back,6,Hamburger SV,171,['4a3e9ddc-f71c-4810-bef0-6a3378120084'],49,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:49.930,Pass,
,,,,,,,,,,,,,,,,,5.056705,,,,,,,,,,,,,a51b33e2-3fd7-4d9e-8b6b-aa537fa30b87,59,,"[25.8, 1.7]",3890515,0,,True,,,0.3072588,,Right Foot,,,"[36.2, 5.0]",,High Pass,,10.911004,,,Michael Gregoritsch,8309.0,,,,,,1,From Throw In,Emir Spahić,26791.0,Left Center Back,6,Hamburger SV,171,['80ef5fe3-959b-4eb8-b8aa-57b3ec7d5af2'],51,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:51.257,Pass,
,,,,,,,,,,,,,,,,,1.100795,,,,,,,,,,,,,5f26c6e0-bbff-4bb3-8ea0-0af142d2f770,62,,"[36.6, 5.4]",3890515,0,,,,True,-2.9504082,,,,,"[30.4, 4.2]",,Low Pass,,6.3150616,,,Ivo Iličević,24740.0,,,,,,1,From Throw In,Michael Gregoritsch,8309.0,Center Attacking Midfield,6,Hamburger SV,171,"['a9f3e8f8-a06b-4db4-a7cd-940a02020eca', 'cb07693a-5c5b-41a7-8d8f-d96844a40c85']",56,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:56.313,Pass,True
,,,,,,,,,,,,,,,,,1.003456,,,,,,,,,,,,,08353de1-1c21-4b76-9374-a39d32573ace,65,,"[30.1, 4.4]",3890515,0,,,,,0.75837773,,Right Foot,,,"[35.8, 9.8]",,Ground Pass,,7.8517513,,,Sven Schipplock,8321.0,,,,,,1,From Throw In,Ivo Iličević,24740.0,Left Wing,6,Hamburger SV,171,"['3e61df0c-2a9e-40c4-bbc8-bc3557ecbb83', '6d68d08f-de52-4217-b924-343be02d66be']",57,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:57.414,Pass,True
,,,,,,,,,,,,,,,,,0.379581,,,,,,,,,,,,,6bec79a5-ad77-4506-93b1-972def8cf09c,68,,"[36.0, 10.2]",3890515,0,,,,,1.19029,,Right Foot,,,"[36.6, 11.7]",,Ground Pass,,1.6155494,Incomplete,,Michael Gregoritsch,8309.0,,,,,,1,From Throw In,Sven Schipplock,8321.0,Center Forward,6,Hamburger SV,171,"['0d3be5fb-e79c-4ff9-907e-fe7384fd399f', '9ae8c021-63aa-4e9c-8852-871704f82545']",58,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:58.500,Pass,
,,,,,,,,,,,,,,,,,1.816957,,,,,,,,,,,,,fcd5837e-b329-408c-b709-58b3c4114d8a,72,,"[81.0, 70.5]",3890515,1,,,,,-2.6243434,,Left Foot,,,"[46.9, 51.1]",,Ground Pass,,39.232258,,,Luca Caldirola,9404.0,,,,,Recovery,1,Regular Play,Jérôme Gondorf,8388.0,Left Defensive Midfield,7,Darmstadt 98,872,['1eb2c7fb-da9c-48da-a2e3-602a137c029a'],0,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:00.707,Pass,
,,,,,,,,,,,,,,,,,1.258704,,,,,,,,,,,,,e59803bc-cf90-48e4-8c0b-1213331d21d2,75,,"[43.8, 46.7]",3890515,1,,,,,1.2141107,,Left Foot,,,"[53.6, 73.0]",,Ground Pass,,28.066528,,,Florian Jungwirth,12383.0,,,,,,1,Regular Play,Luca Caldirola,9404.0,Left Center Back,7,Darmstadt 98,872,['5365ce69-42e6-46b6-8871-1d6863911a52'],5,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:05.667,Pass,
,,,,,,,,,,,,,,,,,1.531277,,,,,,,,,,,,,9d1930d6-2c9a-46c3-b073-999cf1fb9f3e,78,,"[53.6, 73.0]",3890515,1,,,,,-2.4810174,,Right Foot,,,"[38.8, 61.5]",,Ground Pass,,18.742731,,,Aytac Sulu,9217.0,,,,,,1,Regular Play,Florian Jungwirth,12383.0,Right Back,7,Darmstadt 98,872,['68a801e1-daa6-4f68-bb41-77bd9c0726bc'],7,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:07.406,Pass,
,,,,,,,,,,,,,,,,,1.693494,,,,,,,,,,,,,32b2b37b-af2a-41c2-baec-b2baff2a8b25,81,,"[39.0, 61.1]",3890515,1,,,,,-1.7573346,,Right Foot,,,"[32.3, 25.6]",,Ground Pass,,36.12672,,,Luca Caldirola,9404.0,,,,,,1,Regular Play,Aytac Sulu,9217.0,Right Center Back,7,Darmstadt 98,872,['673fdbb7-ae14-47f2-88c3-cee0c406fd23'],9,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:09.749,Pass,
,,,,,,,,,,,,,,,,,2.50657,,,,,,,,,,,,,df3bf1b9-4669-4340-8afc-e7bbd146cb96,84,,"[49.2, 6.4]",3890515,1,,,,,0.94841236,,Left Foot,,,"[87.3, 59.5]",,High Pass,,65.35457,Incomplete,,Marcel Heller,9401.0,,True,,,,1,Regular Play,Luca Caldirola,9404.0,Left Center Back,7,Darmstadt 98,872,"['ae01a405-5adf-492b-b22b-229dc8a9e135', 'd077ca63-1a72-4e2b-8c71-87f6f4d5336a']",17,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:17.010,Pass,
,,,,,,,,,,,,,,,,,2.39796,,,,,,,,,,,,,ae01a405-5adf-492b-b22b-229dc8a9e135,86,,"[32.8, 20.6]",3890515,1,,,,,-0.20028572,,Left Foot,,,"[59.4, 15.2]",,Low Pass,,27.142586,Incomplete,,Ivo Iličević,24740.0,,,,,Recovery,1,Regular Play,Gotoku Sakai,6339.0,Left Back,7,Darmstadt 98,872,"['afb96e4d-6b3a-439d-b63b-099cd87d0761', 'b7334010-d9e1-4628-ab83-4096a08ff58d', 'df3bf1b9-4669-4340-8afc-e7bbd146cb96']",19,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:19.516,Pass,
,,,,,,,,,,,,,,,,,1.499273,,,,,,,,,,,,,afb96e4d-6b3a-439d-b63b-099cd87d0761,88,,"[60.7, 64.9]",3890515,1,,,,,-2.394637,,Right Foot,,,"[49.9, 54.9]",,Ground Pass,,14.718696,,,Aytac Sulu,9217.0,,,,,Recovery,1,Regular Play,Florian Jungwirth,12383.0,Right Back,7,Darmstadt 98,872,"['859cf954-80b7-4b60-95e1-742b4e53f8bd', 'ae01a405-5adf-492b-b22b-229dc8a9e135']",21,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:21.914,Pass,
,,,,,,,,,,,,,,,,,1.839797,,,,,,,,,,,,,e1bb59ec-fa8e-42c4-a4ce-6e2b8e6e68f8,91,,"[51.7, 48.4]",3890515,1,,,,,-1.5186894,,Right Foot,,,"[54.0, 4.3]",,Ground Pass,,44.159935,,,Fabian Holland,9222.0,,True,,,,1,Regular Play,Aytac Sulu,9217.0,Right Center Back,7,Darmstadt 98,872,['34e24ed3-b1b5-44f0-bb58-244fd8f7b2ee'],25,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:25.099,Pass,
,,,,,,,,,,,,,,,,,1.973819,,,,,,,,,,,,,5b56c0ca-25c2-4079-a24a-bb68cf72f518,95,,"[53.0, 2.9]",3890515,1,,,,,2.3298218,,Left Foot,,,"[32.7, 24.3]",,Ground Pass,,29.49661,,,Luca Caldirola,9404.0,,,,,,1,Regular Play,Fabian Holland,9222.0,Left Back,7,Darmstadt 98,872,"['4953986b-170c-44aa-9f2b-18778ca1852f', 'fbc0500f-3fff-4170-98f3-1369d61223e5']",28,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:28.208,Pass,True
,,,,,,,,,,,,,,,,,2.601913,,,,,,,,,,,,,732ee9bb-3339-416a-b55c-dac8faf6544e,98,,"[32.7, 24.5]",3890515,1,,,,,2.4902458,,Left Foot,,,"[10.4, 41.5]",,Ground Pass,,28.040863,,,Christian Mathenia,8306.0,,,,,,1,Regular Play,Luca Caldirola,9404.0,Left Center Back,7,Darmstadt 98,872,['14b1fe8d-d975-4418-9854-f929e431de18'],31,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:31.566,Pass,
,,,,,,,,,,,,,,,,,6.35201,,,,,,,,,,,,,92e7ef50-d18a-4158-b6f9-9915fb023bf6,101,,"[9.9, 49.8]",3890515,1,,,,,0.24384712,,Right Foot,,,"[93.1, 70.5]",,High Pass,,85.7364,Incomplete,,Marcel Heller,9401.0,,,,,,1,Regular Play,Christian Mathenia,8306.0,Goalkeeper,7,Darmstadt 98,872,"['149464ae-be43-41ae-bedf-1ea84eccf6d4', 'b1d72ecb-f0e7-4ea6-8d15-059df634bfb8']",35,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:35.928,Pass,
,,,,,,,,,,,,,,,,,1.087306,,,,,,,,,,,,,149464ae-be43-41ae-bedf-1ea84eccf6d4,103,,"[27.0, 9.6]",3890515,1,,,,,-1.1451739,,Right Foot,,,"[30.4, 2.1]",,High Pass,,8.234683,,,Gotoku Sakai,6339.0,,,,,Recovery,1,Regular Play,Emir Spahić,26791.0,Left Center Back,8,Hamburger SV,171,"['2eb6dcff-04bc-413a-b475-0ecac7e73273', '92e7ef50-d18a-4158-b6f9-9915fb023bf6']",42,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:42.280,Pass,
,,,,,,,,,,,,,,,,,0.870403,,,,,,,,,,,,,93111010-8f31-47c5-9c21-2efc92607370,107,,"[30.3, 2.7]",3890515,1,,,,,1.6287025,,Left Foot,,,"[29.9, 9.6]",,Ground Pass,,6.9115844,,,Lewis Harry Holtby,8891.0,,,,,,1,Regular Play,Gotoku Sakai,6339.0,Left Back,8,Hamburger SV,171,"['1eefc622-cfbe-458a-8c66-a55b9a73a309', '7c61bf59-953a-4140-9583-b34b151b7c9f']",44,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:44.642,Pass,True
,,,,,,,,,,,,,,,,,2.150955,,,,,,,,,,,,,10b58358-6e83-4b9a-8285-069e21cffd88,110,,"[40.4, 28.2]",3890515,1,,,,,1.9627887,,Left Foot,,,"[29.9, 53.6]",,Ground Pass,,27.484722,,,Cleber Janderson Pereira Reis,40468.0,,,,,,1,Regular Play,Lewis Harry Holtby,8891.0,Left Defensive Midfield,8,Hamburger SV,171,['fb4991c3-4042-4dfe-b93b-0ba5d1a35195'],49,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:49.224,Pass,
,,,,,,,,,,,,,,,,,1.536689,,,,,,,,,,,,,e5de34bf-3403-463c-8262-e0dbab97e3b0,113,,"[30.8, 54.3]",3890515,1,,,,,1.1632493,,Right Foot,,,"[40.6, 77.0]",,Ground Pass,,24.725088,,,Dennis Diekmeier,8316.0,,,,,,1,Regular Play,Cleber Janderson Pereira Reis,40468.0,Right Center Back,8,Hamburger SV,171,['0fca30aa-109f-425a-b51f-1580db22c605'],52,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:52.116,Pass,
,,,,,,,,,,,,,,,,,1.337947,,,,,,,,,,,,,e7cdb4f3-0785-41ce-ab8e-740dee098a93,116,,"[40.6, 77.0]",3890515,1,,,,,-2.1341126,,Right Foot,,,"[31.0, 61.8]",,Ground Pass,,17.977764,,,Cleber Janderson Pereira Reis,40468.0,,,,,,1,Regular Play,Dennis Diekmeier,8316.0,Right Back,8,Hamburger SV,171,['543b6ce8-e2fd-444d-b130-f36777c41ffc'],55,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:55.711,Pass,
,,,,,,,,,,,,,,,,,1.753362,,,,,,,,,,,,,ee9d124c-a4e0-426a-bdd8-02d9146e811f,119,,"[36.4, 60.1]",3890515,1,,,,,-1.4691075,,Right Foot,,,"[39.4, 30.7]",,Ground Pass,,29.552666,,,Emir Spahić,26791.0,,,,,,1,Regular Play,Cleber Janderson Pereira Reis,40468.0,Right Center Back,8,Hamburger SV,171,['5e921475-4411-469c-ad6d-cd8aabc92444'],59,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:59.632,Pass,
,,,,,,,,,,,,,,,,,1.399515,,,,,,,,,,,,,9894b685-e425-4ae6-8485-6cebc4d2cc56,122,,"[38.9, 30.5]",3890515,2,,,,,-1.4634519,,Left Foot,,,"[41.4, 7.3]",,Ground Pass,,23.334309,,,Gotoku Sakai,6339.0,,,,,,1,Regular Play,Emir Spahić,26791.0,Left Center Back,8,Hamburger SV,171,['fe43136a-e7b8-465e-b0d2-988ee9675cd9'],2,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:02.718,Pass,
,,,,,,,,,,,,,,,,,1.47437,,,,,,,,,,,,,9e388f94-23f2-4778-a3a2-81b6428c884f,125,,"[42.9, 7.9]",3890515,2,,,,,2.0230808,,Left Foot,,,"[34.3, 25.6]",,Ground Pass,,19.678669,,,Emir Spahić,26791.0,,,,,,1,Regular Play,Gotoku Sakai,6339.0,Left Back,8,Hamburger SV,171,['768946df-b70a-4585-91a0-00793708f502'],6,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:06.939,Pass,
