50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c84bc9f5-f0ab-4d86-9b3b-429ff2682b7b,1,,,3890406,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8829, 'name': 'Frederik Hillesborg Sørensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 9459, 'name': 'Paweł Olkowski'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 14}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 31}, {'player': {'id': 10918, 'name': 'Dušan Švento'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 29}, {'player': {'id': 8822, 'name': 'Simon Zoller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7e7aed01-b01c-4064-a21f-fedf5e87db45,2,,,3890406,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 38}, {'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 5609, 'name': 'Joo-Ho Park'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Borussia Dortmund,180,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,68dd63f5-fa93-4a2a-868d-d74378573ce3,3,,,3890406,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['a993ab72-12ba-4f14-8063-04be8cbab96b'],0,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a993ab72-12ba-4f14-8063-04be8cbab96b,4,,,3890406,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['68dd63f5-fa93-4a2a-868d-d74378573ce3'],0,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6f547970-4eb4-4f32-b222-67ed351996b3,1961,,,3890406,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,88,FC Köln,186,['8e919a9b-0d38-4748-b176-aedd3091b0ae'],0,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8e919a9b-0d38-4748-b176-aedd3091b0ae,1962,,,3890406,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,88,FC Köln,186,['6f547970-4eb4-4f32-b222-67ed351996b3'],0,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.195375,,,,,,,,,,,,,f60956be-9496-4c6b-9354-5526ae31f197,5,,"[60.0, 40.0]",3890406,0,,,,,1.5707964,,Right Foot,,,"[60.0, 42.9]",,Ground Pass,,2.9,,,,Pierre-Emerick Aubameyang,3712.0,,,,,,Kick Off,1,From Kick Off,Shinji Kagawa,5684.0,Center Attacking Midfield,2,Borussia Dortmund,180,['dddc35f1-9b9a-489d-b5ef-9af526eab80c'],0,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.396,Pass,
,,,,,,,,,,,,,,,,1.053342,,,,,,,,,,,,,43beb7bf-7475-4519-8dd7-25f65022e4c3,7,,"[59.8, 42.3]",3890406,0,,,,,-3.020969,,Right Foot,,,"[46.6, 40.7]",,Ground Pass,,13.296617,,,,İlkay Gündoğan,10287.0,,,,,,,1,From Kick Off,Pierre-Emerick Aubameyang,3712.0,Center Forward,2,Borussia Dortmund,180,['36bb0a8b-76f4-4645-b000-011fbe32da28'],0,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.592,Pass,
,,,,,,,,,,,,,,,,1.523271,,,,,,,,,,,,,7c3a7060-ab63-4660-b329-f9f44ae39019,10,,"[48.6, 43.5]",3890406,0,,,,,1.4879415,,Left Foot,,,"[51.0, 72.4]",,Ground Pass,,28.999483,,,,Matthias Ginter,8808.0,,,,,,,1,From Kick Off,İlkay Gündoğan,10287.0,Right Defensive Midfield,2,Borussia Dortmund,180,['2dc89a73-4afb-4c47-af45-cf2f6d08d943'],2,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:02.473,Pass,
,,,,,,,,,,,,,,,,1.102022,,,,,,,,,,,,,48e973b5-db05-4f25-9063-92a1a26a5e4d,13,,"[50.4, 72.6]",3890406,0,,,,,-2.2271447,,Right Foot,,,"[39.0, 57.8]",,Ground Pass,,18.681541,,,,Sokratis Papastathopoulos,8244.0,,,,,,,1,From Kick Off,Matthias Ginter,8808.0,Right Back,2,Borussia Dortmund,180,['2525422d-694f-4a8e-87c9-c696f8d2bab0'],5,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:05.654,Pass,
